names,places,addresses,times,teles,titles,descs
泰和森林公园,井冈山,江西省泰和县井冈山脚下,,,介绍->开放时间,泰和国家森林公园又名白鹭湖国家森林公园，位于江西省吉安市泰和县西部，地处井冈山脚下，属于中亚热带季风气候。公园总占地面积13770公顷，其中林地占地面积12880公顷，多为绿阔叶林和针阔叶混交林，水域面积890公顷，森林覆盖率89.9%。->具体营业状态以当天开放情况为准
南山公园,井冈山,井冈山市茨坪南端,,0796-6552290,介绍->开放时间,"井冈山南山公园又名红军公园，位于江西省井冈山市茨坪南端，始建于一九六八年，整座公园占地15公顷，海拔高度865米，高出茨坪盆地约50米，与茨坪挹翠湖相连，井冈山南山园包括5座仿竹小亭和五个观景亭，植被种类丰富，有近百种。
南山公园入口碑上题写有“世上无难事，只要肯登攀”。一条高低错落，向上蜿蜒至山顶的道路共有2000余米，当时全由红色条石铺砌而成，它象征着井冈山革命道路是一条“红色的道路”，是一条艰难曲折的道路，沿着这条道路攀登，可看到沿途五个水泥仿竹凉亭建筑，创意分别代表着中国革命的五个历史里程碑。
南山公园山顶修有一座象征井冈山斗争的工农兵群雕，四周建有五个观景台。登临南山可眺望黄洋界、五指峰、笔架山美景及田园风光，满山花卉苗木，环境优美，清香怡人。->全天开放"
湖南云上大院景区,井冈山,株洲市炎陵县068县道附近大院农场,今日08:00开放,0731-22199000,介绍->开放时间,"湖南云上大院景区位于湖南省株洲市炎陵县东南边陲，罗霄山脉中段万洋山西侧，是两省三县相交之地，东接江西遂川，南与策源乡相邻，西、北与十都镇和江西井冈山市交界。景区海拔560米至1880米间，总面积88.93平方公里。年平均气温12.6℃，较高气温不超过29℃，素有“小庐山”之称。
云上大院，还是一块红色沃土，它是井冈山根据地的重要组成部分，具有独特的红色文化。景区已形成铁瓦仙、龟龙窝、东坑飞瀑、白鹇谷、英烈亭、铁头太子墓、盐茶古道、赵公亭、知青印记等十大景观。
秀美大院，春花秋叶、夏凉冬雪、险秀静雅、云海壮阔、飞瀑流泉、奇花异木，环境优雅得天独厚，风景怡人令人赞叹，融红、古、绿为一体，是科考科普、旅游观光、休闲度假、红色教育的综合型旅游景区。->全年 8:00-17:00,"
石燕洞,井冈山,吉安市井冈山市井冈山风景区桐木岭景区内,今日08:00开放,,介绍->开放时间->优待政策,"石燕洞即飞龙洞，位于井冈山梨坪，紧连五大哨口之一的桐木岭。石燕洞周围群山环抱，翠竹静修，风光秀美。石燕洞因洞内汇集大量蝙蝠，客家人称蝙蝠为石燕而得名。
石燕洞共包括7个相连的溶洞，较大的溶洞可容纳百人，其洞上下错落，横纵相通，曲折幽深，很是奇妙。洞内石笋、石柱、石林、石花、石幔、石帐、石瀑布星罗棋布，尤以观音坐莲、三娘救子、一滔泉、天鹅曲颈、擎天柱等形象逼真，令人称绝。
这七洞容量都比较大，较大的一个洞高60多米，长宽50多米，有如地下大礼堂，可纳千人；较小的也高10多米，长宽20多米。洞中空气清新。洞中滴泉叮咚，像是弹琴奏乐。->全年 8:00-16:00,；具体营业状态以当天开放情况为准->补充说明：1、1、特惠政策：儿童身高1.2米（不含1.2米）以下免票。2、2、注：以上优惠政策仅供参考，具体执行以景区现场具体规定为准。"
中国工农红军第四军建军广场旧址,井冈山,吉安市井冈山市井冈山旅游风景区内,,,介绍,该广场旧址位于井冈山龙市景区龙江河东侧。当年，这里是一块沙洲，开会的会台是用禾桶、木头、门板搭成的，顶上覆盖晒垫。新中国成立后，原貌修复，并在会台前方矗立了一座握手铜像。
革命先烈纪念塔,井冈山,井冈山市井冈山茨坪景区内,今日08:00开放,0796-7168199,介绍->开放时间,"井冈山革命先烈纪念塔位于茨坪挹翠湖旁边的小山冈上，塔高11米，塔的四面均镶刻有凹形“井冈山革命先烈纪念塔”十个大字。整座塔基占地103平方米。周围种植常青松柏，环境优雅，庄严肃穆。此外，先烈塔前20多米远的进口处，修建了“革命烈士之墓”，两边书有“人民英雄”“永垂不朽”八个大字。->2023年11月16日-次年2023年2月15日 09:00-18:00,；2023年2月16日-2023年11月15日 08:00-17:00,"
井冈山会师纪念碑,井冈山,吉安市井冈山市龙江路井冈山市第二人民医院东南侧约90米,,,介绍,井冈山会师纪念碑矗立于龙市会师桥西端，碑身正面“井冈山会师纪念碑”八个大字，碑座后面是“星星之火，可以燎原”； 碑身两侧是红色大理石镶嵌而成的两面巨大军旗，分别代表湘赣边秋收起义部队和南昌起义部队的两面军旗；碑顶正面镶嵌着斧头和镰刀，象征两支部队在党的领导下胜利会师。
挹翠湖公园,井冈山,吉安市井冈山市南山路,,0796-7168199,介绍->开放时间,"挹翠湖公园位于茨坪中心，四周为茨坪的林荫大道所环绕，环境十分幽雅，也是憩息和游玩的极好场所。
挹翠湖公园占地面积120余亩，其中80亩水面。园内有挹翠湖、茶室、亭榭、盆趣园等游赏景点。在公园北端还建有中国优秀旅游城“马踏飞燕”雕塑标志。著名画家陆俨少为之题写“挹翠映波”，因而命名为挹翠湖。湖周绿柳依依、波光潋滟。
湖心岛上岩石谲奇，蕙兰争艳。椅栏小憩，颇有唐代诗人所描绘的”闲云潭影日悠悠”之趣。->全年 全天开放"
红军游击洞,井冈山,吉安市井冈山市井冈山主峰景区内,,,介绍,红军游击洞位于主峰壹百元人民币背面图案观景处后山，原名“龙庆仙洞”，可容纳20人。1929年1月，在第三次“会剿”中井冈山失守，此洞先后住过留守坚持斗争中的红军和地方革命武装，因此被称为“红军游击洞”。
井冈山会师纪念馆,井冈山,吉安市井冈山市龙市镇龙江路北段,,,介绍,井冈山会师纪念馆位于井冈山龙市景区龙江路北段，与龙江书院连为一体。这里全面系统地介绍了1927年9月底秋收起义部队引兵罗霄山脉中段，与秋收起义部队胜利会师的历史。
