names,places,addresses,times,teles,titles,descs
Fundo San Fernando,蓬塔阿雷拉斯,"Agua Fresca km.42 sur | Camino Fuerte Bulnes, Punta Arenas 620000, Chile",,,景点介绍,
Monumento Graf Spee,蓬塔阿雷拉斯,"Av. Bulnes 28, Cementerio Municipal, Punta Arenas, Chile",,,景点介绍,
Teatro Municipal,蓬塔阿雷拉斯,"Hernando de Magallanes 823, Punta Arenas 6200778, Chile",,,景点介绍,
TodoPatagonia,蓬塔阿雷拉斯,"蓬塔阿雷纳斯, 智利",,,景点介绍,
El Galpon,蓬塔阿雷拉斯,"Kilometro 3,5 Sur, Punta Arenas, Chile",,,景点介绍,
Malecon 2000河边散步区,瓜亚基尔,Guayaquil,07:00-次日00:00开放,+593-4-2524530,介绍->开放时间,"Malecon 2000河边散步区是瓜亚基尔重新开发的旗舰项目，河岸长2.5公路。伴随着瓜亚斯河阵阵袭来的微风，在这里散步是再惬意不过了。->全年 07:00-00:00,；具体营业状态以当天开放情况为准"
El Faro de Guayaquil,瓜亚基尔,"Guayaquil EC090150, Ecuador",明日05:30开放,,介绍->开放时间,"El Faro de Guayaquil位于瓜亚基尔，灯塔内部有一个楼梯可以通向露台，站在上面，人们可以远眺城市美景。->全年 05:30-14:00,；具体营业状态以当天开放情况为准"
Cerro Santa Ana山,瓜亚基尔,Guayaquil,,,介绍,Cerro Santa Ana山是瓜亚基尔的著名景区，也是瓜亚基尔的起源地。山包上颜色各异的殖民风格小房屋异常醒目，山顶的灯塔市俯视全城极好的地点。
蜥蜴公园,瓜亚基尔,"Chimborazo, Guayaquil 090313, Ecuador",明日09:55开放,,介绍->开放时间,"蜥蜴公园是厄瓜多尔一个独具特色的景点，这里有着庞大的蜥蜴，基本都是散养，比较亲民，没有攻击性，是公园的独特之处。->全年 周一 09:00-19:10, 周二 09:45-18:50, 周三 09:55-19:30, 周四 09:20-19:30, 周五 09:09-19:25, 周六 09:00-19:30, 周日 09:30-19:25,"
Botanical Garden,瓜亚基尔,"C. 24B NO 59-2005, Guayaquil 090703, Ecuador",明日09:00开放,+593 4-289-9689,介绍->开放时间,"该植物园位于瓜亚基尔的山丘上，里面有不同种类的动植物物种，环境优美是放松的好地方。->全年 周六-周日 09:00-17:00, 周一-周五 09:00-16:30,"
Museum of Anthropology and Con...,瓜亚基尔,"Malecon Simon Bolívar and Calle Loja, Guayaquil, Ecuador",,,介绍,该博物馆位于瓜亚斯河畔，馆内主要展品包括，画作、雕塑，以及各种各样的小陶器和器皿。
拉斯佩尼亚斯,瓜亚基尔,"Guayaquil, Ecuador",,,介绍,拉斯佩尼亚斯位于厄瓜多尔，是瓜亚基尔的标志性社区。建筑本身充满了浓郁的艺术风情，这里是城市诞生的地方，它的名字来源于十六世纪西班牙人在那里定居时山丘曾经拥有的悬崖。
瓜亚基尔历史公园,瓜亚基尔,"Central Avenue and Rio Esmeraldas Avenue | Samborondon, Guayaquil 090150, Ecuador",,+593 4-283-2958,介绍->开放时间,"这是一个集历史、自然、文化为一体的公园。该公园占地面积广阔，历史区展示了当地的历史和文化遗产，包括复原的传统建筑和古老的工艺品等。自然区则展示了热带雨林、沼泽地、湖泊等自然风光。文化区是一个展示艺术和文化的表演场所，包括音乐、舞蹈、戏剧等表演形式。->全年 周三-周日 09:00-17:00, 周一-周二"
瓜亚基尔大都会主教座堂,瓜亚基尔,"Clemente Ballen, Guayaquil, Ecuador",明日07:00开放,+593 4-251-2865,介绍->开放时间,"该教堂位于市中心的圣法兰西斯科广场，外观华丽，内部装饰富丽堂皇，教堂内还有许多壁画和雕塑，以及一些历史文物和珍贵的艺术品，是参观和祈祷的好地方。->全年 7:00-19:00,"
Presley Norton Museum,瓜亚基尔,"Avenida Nueve de Octubre 200, Guayaquil 090310, Ecuador",明日10:00开放,,介绍->开放时间,"这是一个位于瓜亚基尔的博物馆，里面展出了很多雕像、陶瓷和服装，蜘蛛吊灯、高高的拱顶天花板和西班牙风格的瓷砖装饰令人印象深刻。->全年 周一-周五 10:00-17:00,"
Miniature Museum: Guayaquil in...,瓜亚基尔,"R47F+J7C, Guayaquil 090313厄瓜多尔",,,开放时间,"全年 周三-周日 10:00-17:30,"
La Perla,瓜亚基尔,"Malecon 2000 near the Imax, Guayaquil 090150, Ecuador",10:00-22:00开放,+593 4-230-0185,开放时间,"全年 -, 10:00-22:00, 周五-周六 10:00-23:45,"
