names,places,addresses,times,teles,titles,descs
福冈巨蛋,福冈,"2-chōme-2-2 Jigyōhama, Chuo Ward, Fukuoka, 810-8660, Japan",09:00-次日00:00开放,+81 92-847-1006,介绍->开放时间->必看贴士,"福冈巨蛋于1993年4月2日建成。福冈巨蛋为日本“五大巨蛋”之一，其他四者为札幌巨蛋、东京巨蛋、名古屋巨蛋、大阪巨蛋。
福冈巨蛋以兽场为原型，是日本一个可伸缩屋顶的体育场。球场为日本较大级别的棒球场，符合国际标准规格，配备了世界上非常大级别的5块大型转播屏，不仅举办体育赛事，还举办国内外知名艺人的音乐会等。
福冈巨蛋是软银鹰队的主场球场，2001年的赛季总观赛动员人数超过300万人，达成太平洋联盟史上破300万人次的纪录。如果前往观看棒球比赛，当日票在YAHUOKU! DOME（GATE7）旁的售票口发售。依比赛时间和座位，票价各有不同。4岁以上即需要购票入场。可以日元或是信用卡付款。可在各预售票购买机、相关购票网站或是便利商店等购买预售票。->全年 周六-周日 08:00-00:00 周一-周五 09:00-00:00；周一 - 周五9:00-24:00，周六、 周日8:00-24:00。->1. 一般的观众，请用扩音筒或挥旗为球队加油打气。气笛或太鼓等道具，则由事先被选为拉拉队领队的人员使用，借此用来引导加油阵容。
2. 禁止烟区以外的地方抽烟、或是酒醉、用扩音筒敲打前方座位、以及向场内投掷物品等行为。禁止携带食物或饮料进入场内。->1. 一般的观众，请用扩音筒或挥旗为球队加油打气。气笛或太鼓等道具，则由事先被选为拉拉队领队的人员使用，借此用来引导加油阵容。
2. 禁止烟区以外的地方抽烟、或是酒醉、用扩音筒敲打前方座位、以及向场内投掷物品等行为。禁止携带食物或饮料进入场内。"
光明禅寺,福冈,福冈县太宰府市宰府2-16-1,明日08:00开放,+81-92-9224053,介绍->开放时间->必看贴士,"光明禅寺位于太宰府南部，由文永10年（1273年）菅原家出身的铁牛圆心和尚创建，隶属临济宗东福寺派别的禅寺。
光明禅寺位于热闹的太宰府天满宫旁，却有别于天满宫的热闹，显得更为幽静和别致。光明禅寺是九州岛唯一拥有枯山水格局日本庭院的禅寺，寺内林木郁郁葱葱，齢300年以上的红叶树和多达50余种的各种青苔在九州岛极为著名，因此，光明禅寺别名又称“苔寺”。到了秋天，寺内红叶似火，是九州岛观赏红叶的著名景点之一。
禅宗花园
光明禅寺有两个日式花园。前庭”佛光石庭”是规模较小，用青苔演示陆地，白沙演示大海，用15块大小各异的岩石，以3、5、7块方式略排成“光”字。庭院深处的枯山水庭院有两棵红叶树，以石楠花和红叶而闻名，九州唯一呈现的“枯山水”也在此。花园里的青苔补丁，岩石和砾石布局成山光水色。适合在这里深度冥想。->全年 08:00-17:00->进入寺内得先在入口处脱下鞋子->进入寺内得先在入口处脱下鞋子"
九州国立博物馆,福冈,"4-7-2 Ishizaka, Dazaifu City, Fukuoka Prefecture",明日09:30开放,+81 50-5542-8600,介绍->开放时间->必看贴士,"该博物馆开放于2005年，这里主要展示了九州地区从旧石器时代到明治时期的珍贵文物，当然，也不乏有很多亚洲，特别是一些中国古代的艺术珍品。
建筑特色
博物馆自身的建筑很有特色，它采用了双层的玻璃作为主体外观，干净明亮的玻璃反射着周围的青山绿树，很是静谧安宁，从而成为了很多游客未入馆内参观却必拍的一处景致。在馆内，可以享受到来自大自然照进来的光，很是惬意。
体验历史文化
该博物馆有着现代化的美丽外表，却有着古朴的历史内涵。不同于其他博物馆注重于艺术的展示，九州的博物馆更强调给参观者一种历史文化的深度体验，你在这里可以看到大量的历史文物，从中了解日本的过去，日本的文化是如何渐进形成的。在这个布置典雅的展馆内，细细品味历史赋予的文化作品，应该是一件颇为浪漫惬意的事吧。->全年 周二-周日 9:30-17:00->1楼有一个餐厅“Green House”和一个咖啡厅，座位宽敞，是游客的歇脚处，还有一个博物馆商店，可以买到明信片、文具等商品。->1楼有一个餐厅“Green House”和一个咖啡厅，座位宽敞，是游客的歇脚处，还有一个博物馆商店，可以买到明信片、文具等商品。"
福冈亚洲美术馆,福冈,福冈县福冈市博多区下川端町３−１,明日09:30开放,+81 92-263-1100,介绍->开放时间->必看贴士,"福冈亚洲美术馆位于博多Riverain内的河滨区内，福冈亚洲美术馆的建立，旨在增进福冈与亚洲、市民和艺术家之间的交流以及相互之间的理解，是一家交流型的美术馆。福冈亚洲美术馆每年分主题轮流进行八次左右的展出，分“近现代美术”，“当代亚洲的艺术家”，“生活与艺术”和“艺术纵横”四个系列的策划展览，分别对不同时代、不同地区、不同种类的亚洲艺术加以介绍。走进福冈亚洲美术馆，人们可以通过亚洲艺术这一特殊途径，了解当下的亚洲的艺术和文化，或与艺术家们产生共鸣。->全年 周一-周二,周四,周日 9:30-18:00 周五-周六 9:30-20:00->1. 饮食只限于7层雕塑区的咖啡厅，其他地方禁止饮食。
2. 馆内全部禁烟。->1. 饮食只限于7层雕塑区的咖啡厅，其他地方禁止饮食。
2. 馆内全部禁烟。"
福冈市博物馆,福冈,福冈市早良区百道滨3-1-1,明日09:30开放,+81 92-845-5011,介绍->开放时间,"福冈市曾是对外交流的窗口，福冈博物馆的常设展览主题是这座城市的历史和人们的生活。
福冈市博物馆矗立在福冈塔、雅虎巨蛋等聚集了福冈地标性建筑的百道浜，可谓是一处历史文化观光据点。在这里，您可以了解到自古以来作为亚洲交流枢纽的福冈的历史，常年展览在教科书中频频出现的国宝“金印”以及黑田节的名枪“日本号”。
福冈市博物馆共有两层，第一层设有学习体验室和讲座处，二层设有三种展览室。分别为：常设展览室、企划展览室和特别展览室。常设展览室介绍了福冈的历史和民俗，在这里可以了解到福冈这座从古至今作为对外交流窗口的城市，它的历史与市民生活；在企划展览室里主要进行与福冈乃至日本的历史、民俗和文化等相关的独立主题展；特别展览室则主要进行各种大规模的主题展览会。展览内容每两个月改变一次。在其它展览室里还设有各种各样可供学习体验的设备。有趣的是，学习体验室里展示亚洲特别是九州地区的玩具、衣服、乐器等等，可以自行体验，直观感受到福冈为主的历史文化。->全年 周二-周日 9:30-17:30"
福冈市美术馆,福冈,福冈县福冈市中央区大濠公园1-6,明日09:30开放,+81 92-714-6051,介绍->开放时间,"福冈市美术馆位于巨大的市民休憩地大濠公园内，展示和乡土有关的古代美术、本地出身近代作家的近现代美术品和20世纪美术品。
1楼是古美术区，有松永纪念馆室（茶道用品收藏）、东光院佛教美术室、古美术企划展示室。2楼的近现代美术区里有介绍国内外20世纪现代艺术的近现代美术室和小作品室、特别展示室等。这些展示室里随时开展有企划展、团体展、个展等。->全年 周二-周日 9:30-17:30"
福冈市动物园,福冈,福冈县福冈市中央区南公园 810-0037,明日09:00开放,+81-92-5311968,介绍->开放时间,福冈市动植物园具有半个多世纪历史，动物园与植物园相连接，距离不远。在这儿能观赏到140多种的动物以及两千多种植物。动物园有动物科学馆、游乐设施等。较受小朋友欢迎的就是园内的游乐设施，有能看到几乎整个福冈市的摩天轮、旋转木马等，是一个亲子游的好地方。此外这里还提供日式传统美食，也颇受游人欢迎。->全年 周二-周日 09:00-16:30；周一（如遇节假日则次日）、年末年初（12月29日～1月1日） ※3月的最后一个周一开馆
博多港塔,福冈,福冈县福冈 812-0021,明日10:00开放,+81 92-291-0573,介绍->开放时间,"博多港塔位于日本福冈博多区区筑港的一座塔，塔高100米，竣工于1964年。博多港塔通体雪白，外围是红色的金属架设计，清新且鲜亮。设计该塔的人是日本著名的建筑设计师内藤多仲，这个设计过东京塔、名古屋电视塔和通天阁的人。这里的夜景十分美丽，华灯初上时在塔上，面对着博多湾以及福冈斑斑驳驳的灯光，享受着微微的海风，感受惬意与温馨。->全年 周一-周二,周四-周日 10:00-17:00"
西公园,福冈,福冈县福冈市中央区西公园１３,00:00-23:59开放,+81 92-741-2004,介绍->开放时间,"西公园位于博多湾的一块丘陵地上，从中央展望台可以下眺临海市景，也可以远眺博多湾的美景。公园内有用来祭祀的光云神社，还有众多古人的碑像。
赏樱胜地
西公园是福冈当地樱花较为集中的地区，是日本的百大赏樱名所之一，园内种植着1300多株樱花，包括八重樱、大岛樱等，园内也遍植松树、橡树，是充满自然风味的都市公园。到樱花花开季节，西公园像是披上了一层粉色的云裳，赏心悦目，美不胜收，闻名而往的国内外游客络绎不绝。
西公园内高高的台阶上是公园的山顶，光云神社就位于公园的山顶。神社原本建在福冈城中央的天守台下，1871年移建于现在的警固神社附近，而后又移至西公园山顶。->全年 00:00-23:59"
博多座,福冈,福岡県福岡市博多区下川端町2-1,,+81 92-263-5555,介绍->开放时间,全国热门的戏剧，歌舞伎，音乐剧等每月更新上演，在九州亦是屈指可数的专用剧场。外观设计结合了日式西式风格，内设有豪华的观众席。歌舞伎专用花道的舞台周围，即是酒店般华丽的大厅。细致周到的高品质服务，放心享受观剧的乐趣。另外，出借膝架及看戏用的小望远镜等，提供各类丰富的免费、收费服务。另设 有很多餐厅，咖啡厅等设施，可享受休闲时光。->9:30-17:30（入馆接待17:00）7月-8月，除周日和节假日以外，9:30-19:30（入馆接待19:00）
