names,places,addresses,times,teles,titles,descs
百里峡,涞水,保定市涞水县野三坡镇苟各庄村,明日08:00开放（16:30停止售票）,"0312-4568114,0312-4563988,0312-4563138",介绍->开放时间->优待政策->服务设施,"百里峡景区位于保定市涞水县三坡镇，十渡景区西侧，距离北京市区的车程约150公里，是野三坡风景名胜区内重要的景点。百里峡景区以狭长幽深的峡谷为主，来此可以观看壮观陡峭的峡谷山势，欣赏谷内的溪流、瀑布等。夏季时，景区里十分清凉，也是避暑游玩的好地方。
百里峡内共分为海棠峪、十悬峡和蝎子沟三条峡谷，目前蝎子沟还未开发，海棠峪和十悬峡可以游玩。两条峡谷呈环形，海棠峪在右侧，十悬峡在左侧。峡谷的入口均位于距离景区大门约2公里处的牛角峰附近，从景区大门到牛角峰有区间车相通，单程10元，往返18元。
两条峡谷在深处都通向天梯，天梯是一条2800多阶的石阶路，左右两侧各有一半，中间的较高处为天亭，从两侧天梯入口爬到天亭均需要1小时左右，两侧也都有上下天亭的缆车，单程50元，乘坐两侧联程或单侧的往返均是90元。
游客游玩百里峡一般都是走大循环路线，即从一条峡谷进，另一条出，全程大约8.5公里，需要4-5小时，途中也可以选择乘坐单程或双程索道。若乘坐单程则推荐下山时乘坐，因为在陡峭的天梯步行，下山要比上山更费力。时间或体力不足的游客也可以走小循环，即仅游玩1条峡谷，不走天梯，在天梯脚下即原路返回，小循环的长度大约3公里，1.5小时左右即可。若走小循环，推荐选择海棠峪路线，这条峡谷的景色相对丰富一些。
海棠峪峡谷是景区内景色较集中的地带，这里的峡谷幽深狭窄，峡谷内有溪水、深潭，还有悬挂在岩壁上的瀑布，环境优美。峡谷内有老虎嘴、爽心瀑、一天线、金线悬针、回首观音、虎泉等众多景点。其中的一线天幽狭深邃，非常壮观。回首观音则是自然形成的神似观音立像的石柱，也可以好好参观一下。另外，每到八月份，峡谷内还会有野生海棠花盛开，可以前来观花拍照。
十悬峡是景区内另一条峡谷，因为谷内有几十处呈弧形的悬崖而得名，这条峡谷的特点在于较多的溪水瀑布和形状奇特的内弧形悬崖，行走在期间清新幽静。谷内有抻牛湖、水帘洞、不见天、怡心瀑、怪峰等景点。其中不见天即是由两侧弧形悬崖形成的奇特景观，非常特别。
除两条峡谷外，从景区大门到峡谷入口的牛角峰之间也有一些景观，如华容道、落凤坡等，都是92版《三国演义》电视剧的取景地，来此可以好好参观一下。景区内也有多处《三国演义》、《赤壁》、《寻秦记》、《萧十一郎》等景点剧目的取景地，可以注意寻找一下。另外，夏季期间每天晚上，在景区门口还有印象野三坡的表演，十分精彩，表演的票价从90到280元不等，感兴趣的可以前去参观。
住宿餐饮：
百里峡景区附近有一些农家可以住宿，不过如果要连起来游玩野三坡内几大景点，则推荐住在三坡镇上。小镇依山傍水，与各个景区的距离都适中比较方便。这里农家乐、宾馆和度假村都可以找到。夏季的每个夜晚，镇上都会有很多人放烟花和孔明灯，河边处还会有人举办篝火晚会，十分热闹。在住宿地点内都会提供餐饮，这一带的农家菜和河鱼比较有名，还有烤全羊等特色食物，价位一般不会太高，可以品尝一下。->全年 08:00-16:00,（16:30停止售票）；春、冬季的营业时间会稍作调整，以景区更新为准->儿童：身高1.2米(含)以下儿童，免费；1.2米（不含）以上儿童，半价
学生：18周岁以内全日制大学本科及以下学历学生凭学生证或身份证（成人院校等均不享受优惠），半价
老人：70周岁（含)以上老人持老年证或身份证，免票进入景区游览，免费；老人60周岁（含）-70周岁（不含）之间持老年证或身份证，半价
军人：现役或退役军人（含武警）凭本人身份证和现役或是退役有效证原件，免费
残疾人：残疾人凭有效证件，免票进入景区游览，免费
补充说明：以上信息仅供参考，具体信息请以景区当天披露为准。->停车场：【野三坡百里峡停车场】参考价格：小车5元，大车10元；地址：野三坡百里峡景区大门口；库位：100
园内交通：参考价格：往返25元，单程15元；地址：百里峡入口内
卫生间：景区内设有卫生间，分别在起点、天生桥、怡心瀑等附近，并标有醒目的指示牌。
母婴室：地址：野三坡游客服务中心设有母婴室"
北京野生动物园,涞水,北京市大兴区榆垡镇永定河畔的万亩林,明日08:30开放,"010-89216666,010-89216606",介绍->开放时间->优待政策->服务设施,"北京野生动物园
一、北京野生动物园概况
北京野生动物园坐落于美丽的永定河畔，在3600余亩的土地上养育着200余种，5000余头只来自世界各地的珍稀野生动物，是集野生动物驯养繁殖、科学研究、科普教育和休闲旅游于一体的国家4A级景区。

二、展区介绍
北京野生动物园距市区42公里，建有主题动物场、馆80余个。园区分为自驾游览区、步行游览区、猛兽体验区三大动物游览区。
1、自驾游览区：
2015年5月1日自驾游览区正式开放。占地面积1200余亩，10公里游线、七大动物展区，展出动物种类60余种，800余头只。自驾游览区共设置两种游览方式，自驾车游览和小火车游览。
动物生活在原生态自然环境中，形成独特的“动物与自然景观” ，360度全程无障碍观赏。让您在全天的自驾游览中感受，从亚洲到非洲，从草原到高原的原始、真实自然的动物世界。尽情领略野生动物的野趣盎然。
2、步行游览区
步行游览区环境优雅，含氧丰富。整体设计突出开放式理念，设动物场馆30余个，具有场馆设计新颖，观赏角度多样、视觉无障碍等特点。拉近人与动物的距离，增加人与动物的接触，体现人、动物、环境彼此之间的亲密和谐。步行游览区并设有动物趣味训练、鸟类行为训练和大型动物行为展示等。游客在观赏节目的同时，既能感受到互动乐趣又能感受到惊奇与刺激。
3、猛兽体验区
猛兽体验区设有八个展区，展出8种猛兽动物，共百余头只，每个展区都根据动物的野外生活环境为设计主题，动物生活在开阔的自然环境中，游客可以乘坐环保水陆两栖动物造型投食体验观光车进行观赏，可在亲自投喂动物的同时体验到食肉动物的凶猛刺激。此区域以险峻地形营造、还原动物野外栖息环境，乘坐观光车在穿山涉水近距离观赏猛兽的同时，可以充分体验人、野生动物、大自然相融合的动态视觉感受。
4、奇趣乐园
奇趣乐园是北京第一个以动物为主题的儿童乐园。游览区分为：漫慢世界、长长舌头、萌宝幼儿园、丛林医院、大大耳朵、水生动物展区、恐龙山等主题展区。每个展区都是以展出动物的突出特征命名，并且还原其真实的生活环境，大家可以身临其境的感受动物真实的生活环境。这里的动物没有科属、地域之分，多为观赏性强、互动性强的温和型动物，游客在这里可参与、可互动、可体验也可以娱乐。->2023年3月25日-2023年10月31日 08:30-17:30,；北京野生动物园运营时间(旺季) 表演时间 动物行为展示:11:0014:00(平日) 节假日:11:00 13:30 15:00 魔幻森林城堡:由于场地装修暂停演出 具体恢复时间另行通知 运营时间 园区运营时间:08:30--17:30 自驾区运营时间:09:00--15:30 小火车运营时间:09:30-15:30 节假日:09:30--16:00 小火车运营时间:09:30--15:30 节假日:09:30--16:00 电瓶车运营时间:08:30--17:00 游园小车运营时间:08:30-16:30 注:猛兽体验区每周一区域维护下午13:00正常运行->儿童：身高1米及以下儿童在购票监护人陪同下，免票入园，每位购票游客限带一名享受免票政策儿童。，免费
老人：65岁以上老年人持有 《北京通-养老助残卡》在购成人票游客陪同下， 可免费入园，每张成人票游客只限带一名享受免费政策老年人，在购票入园时需出示本人有效证件与陪同游客一同购买。未携带证件不享受优惠。，免费
学生：学生票适用于大学本科及以下的在校学生(不含研究生，不含成人教育)，购票及入园时需出示本人有效学生证(含港澳台地区)。未携带证件不享受优惠。，优惠
残疾人：持有残疾人证的人员；持有人身份证及有效残疾证在景区售票处换取有效门票。，免费->停车场：【北京野生动物园停车场】参考价格：小车20元/天，大车30元/天；地址：景区正门处以及自驾游览区出口两侧；库位：7000；30分钟内停车免费
行李寄存：参考价格：免费
园内交通：参考价格：收费
童车租赁：参考价格：免费，需要200元押金；地址：游客中心
卫生间：景区内设有卫生间，分别在游客中心、爬行动物馆、鹦鹦雨林、珍稀动物馆等设施附近，并标有醒目的指示牌。
母婴室：地址：北京野生动物园景区游客中心附近设有母婴室
餐饮：园内设有餐厅，分别在珍稀动物馆、马达加斯加丛林、动物表演场等附近并标有醒目的指示牌。"
野三坡,涞水,保定市涞水县太行山与燕山两大山脉交汇处,明日08:00开放,0312-4565701,介绍->开放时间->优待政策->服务设施,"野三坡景区位于河北保定涞水县，在北京城区西侧约100公里处，是京郊欣赏自然风光、避暑游玩的胜地。野三坡是景区群的统称，有峡谷峭壁、高山草甸、溶洞奇观、河流风光等多种风景，各有特色。每年的四月到十月来此看山玩水、探洞漂流，十分惬意。
野三坡景区群以三坡镇为中心，主要有百里峡、清泉山、白草畔、鱼谷洞、龙门天关和拒马河几个景区，各个景区单独售票。景区间距大约在10-30公里左右，景区间没有区间车，推荐自驾出行，也可以在三坡镇的旅馆找当地小车包车游玩，一般一日的普通线路每人往返约需几十块钱。到野三坡旅游，一般需要一至两天。
比较推荐的线路之一：第一天游玩百里峡景区，晚上观看印象野三坡的演出。第二天上午游览白草畔景区，下午游玩拒马河的溶洞漂流和其他娱乐项目，晚上返程，如果不想去拒马河娱乐的话可以换成鱼谷洞景区观看溶洞。如果时间足够玩三天的话还可以在此基础上添加龙门天关景区，若一日游玩时间会比较紧张，可以只游玩百里峡景区即返程。
比较推荐的线路之二：选择清泉山风景区，可提前预订野三坡清泉山酒店，出门游玩更便利，从酒店出门走一两分钟便可到达清泉山风景区，能避免在炎炎夏日赶路之艰辛，尊享清凉度假美好时光。
百里峡景区是野三坡里有名且不能错过的一个，可以看到幽深的峡谷中瀑布溪流遍布，有很多陡峭的崖壁怪峰等，比较有名的有“一线天”、“观音石”等景点。峡谷内夏季很凉爽，是京郊一带的避暑胜地。每天晚上，在景区门口内（大门内侧，需要先购买景区门票再买演出票）还有印象野三坡的表演，十分精彩。
清泉山风景区与潺潺的拒马河水相依，山内绿树成荫、瀑布成群，更有溶洞、山泉凉爽无比，“清泉山”因此而得名，亦被称为华北最清凉的景区。由于拒马河穿境而过，空气丝润，气候宜人，大气中负氧离子含量高，是名符其实的天然氧仓和自然空调，因兼具景观之多，景色之优美，植被之丰富，且峡谷内仍保持着原始次生林的名贵植物，又被称为北京的后花园。景区内石林、水龙洞、白云观、神女峰、青龙潭、峡谷瀑布等奇观林立，共有一泉六瀑，七十二景，同时建有观光直梯、UFO飞碟、高山无边泳池、云端玻璃吊桥、9D佛手玻璃平台、高山漂流、森林峡谷溶洞漂流、旱滑、快艇、竹排、水上秋千、喊泉、骑马、七彩吊桥、脚踏船等项目，是去野三坡避暑、度假的好地方。
白草畔森林公园是另一个重点的景区，可以登上高山草甸远望山峦叠嶂，山间经常飘着云雾。五月份前来还能看到有名的“冰川杜鹃”景观。
鱼谷洞是一条长三公里的溶洞，开放的区域大约有1.3公里，里面有钟乳石行程的各种奇特造型，灯光之下很是美丽，适合喜欢观赏溶岩的朋友前去参观。
龙门天关与百里峡比较相似，也有很多的峭壁奇峰，比较特色的是景区内的文化长廊和摩崖石刻，充满历史古迹。
拒马河不收门票，娱乐项目单独收费，比较有名的是拒马河溶洞漂流（此溶洞与鱼谷洞比较类似，若要观看溶洞选择一个游玩即可），乘竹筏、骑马等，还可以自带器材来此野餐烧烤，非常享受。
住宿餐饮
游玩两日以上的游客需要在野三坡住宿一晚，野三坡镇上和各个景区附近均有很多的住宿地点，度假村、宾馆、农家等各种标准和价格的住宿都可以找到。比较推荐住在野三坡镇上，小镇依山傍水，与各个景区的距离都适中比较方便，而且夏季的每个夜晚镇上都会有很多人放烟花和孔明灯，河边处还会有人举办篝火晚会，十分热闹。这些住宿地点都会提供餐饮，这一带的农家菜和河鱼比较有名，还有烤全羊等特色食物，价格一般不会太高，可以品尝一下。
如果就想住在景区边上，出门就能游玩，可以选择野三坡清泉山酒店，它与清泉山景区相依而建，直线距离仅约百米，不过节假日或旺季时，酒店客房预订比较火爆，建议提前抢订。->全年 08:00-16:00,；景区内各景点开放时间，百里峡：08:00-18:00；鱼谷洞：07:30-18:00；龙门天关：07:00-17:00，清泉山：07:00-18:00 仅清泉山在营业。->儿童：身高1.2米（含1.2米）以下的，须有监护人陪同，免费；身高1.2米（不含）以上，18周岁（不含）以下未成年人，须有监护人陪同，半价
老人：年龄70周岁（含）以上凭本人身份证原件，免费；60周岁（含）至70周岁（不含）的老年人持本人身份证原件，半价
残疾人：持国家相关部门颁发的残疾证原件，免费
军人：现役或退役军人（含武警）凭本人身份证和现役或退役有效证原件，免费
学生：18周岁以内全日制大学本科及以下学历（不含成人院校)学生凭学生证或身份证，半价
补充说明：具体以景区当日政策为准->园内交通：参考价格：10/人；地址：景区入口处
母婴室：地址：野三坡游客服务中心设有母婴室"
故宫博物院,涞水,北京市东城区景山前街4号,,4009501925,介绍->开放时间->优待政策->服务设施,"故宫又称紫禁城，是明、清两代的皇宫，也是古老中国的标志和象征。当你置身于气派规整的高墙深院，能真真切切地感受到它曾经的荣耀。悠久的历史给这里留下了大规模的珍贵建筑和无数文物，也成为今天游玩故宫的主要看点。
游览古建筑群
故宫是中国乃至世界上保存较为完整、规模较大的木质结构古建筑群。这些金碧辉煌的建筑群可以分为“外朝”与“内廷”两大部分。以乾清门为界，乾清门以南为外朝，是皇帝处理政务的地方，乾清门以北为内廷，住着后宫嫔妃，是皇帝家庭生活之所。走过金銮殿、乾清宫、坤宁宫，在皇帝的御花园里赏弄花花草草，感觉好像穿越到了古装剧里。
欣赏大量的珍贵文物
故宫内珍藏有大量珍贵文物，据统计有上百万件。以文物的种类不同，分为多个展馆。其中珍宝馆和钟表馆很是引人注目，钟表馆每天11点和14点有钟表演示，可以看到清王朝珍藏的各种造型奇特的珍奇机械钟表，一定令你眼界大开。
游玩路线
故宫占地面积宽广，共有大大小小的宫殿70多座，游览路线繁多。想要好好地逛一圈，需要安排一天的时间。如果只是走马观花，看一看主要宫殿，约两个小时就能逛完。


两小时游推荐路线：
如果只有两个小时左右的时间，建议沿着故宫中轴线参观。故宫精华的景区基本都在这条线上，走路时间也比较少。
1. 午门-太和门-弘义阁（皇朝礼乐展）-太和殿-中和殿-保和殿-乾清门-乾清宫-交泰殿-坤宁宫-御花园-神武门
2. 午门-太和门-太和殿-保和殿西庑（天府永藏展）-保和殿东庑（宫阙述往展）-中和殿-保和殿-乾清门-乾清宫-交泰殿-坤宁宫-御花园-神武门
半日游推荐路线：
如果觉得两个小时的游览不够尽兴，你还可以到东、西六宫的院落里逛逛，这里曾经住着紫禁城里备受恩宠的妃嫔们。或者到钟表馆和珍宝馆看看，欣赏珍贵文物。
1. 午门-文华殿（陶瓷馆）-太和门-太和殿-中和殿-保和殿-奉先殿（钟表馆）-乾清宫-交泰殿-坤宁宫-养心殿-西六宫区-御花园-神武门
2. 午门-武英殿（书画馆）-太和门-太和殿-中和殿-保和殿-乾清宫-交泰殿-坤宁宫-东六宫区-斋宫-宁寿宫区前朝（珍宝、石鼓二馆）-宁寿宫区后寝（珍宝、戏曲二馆和珍妃井）-神武门
一日游推荐路线：
一日游规划路线几乎包括故宫博物院所有开放区域的重要宫殿和展馆，但也需要在参观时注意利用时间，并选择好自己感兴趣的展览陈列内容。若处处盘桓流连，一天的时间恐怕也不足以尽览胜景。
午门-武英殿（书画馆）-文华殿（陶瓷馆）-太和门-太和殿-中和殿-保和殿-乾清宫-交泰殿-坤宁宫-养心殿-西六宫区-御花园-东六宫区-奉先殿（钟表馆）-宁寿宫区（珍宝馆、戏曲馆）-神武门
经典景点
皇帝举行大典的场所——太和殿
太和殿，俗称“金銮殿”，是明清两代皇帝举行大典的场所。每逢大典之日，从太和殿至天安门外，设有庞大的仪仗，太和殿前檐下设中和韶乐，太和门内设丹陛大乐，王公立于丹陛之上，一品至九品文武百官齐集于丹墀内陈设“品极山”的御道两旁。
皇帝上朝的地方——养心殿
养心殿是一座“工”字形的建筑，分前后两殿。自清雍正以后，皇帝寝宫移至后殿，前殿成为皇帝处理日常政务，接见臣工的地方。
紫禁城里华美的石桥——金水桥
在太和门前广场共有五座金水桥，单孔拱券式，造型秀美，同雄伟壮观的午门城楼和金碧辉煌的太和殿相映衬，引人入胜。
皇帝大婚的洞房——坤宁宫
坤宁宫是北京故宫内廷后三宫之一。在明代，坤宁宫是皇后的寝宫，但到了清代逐渐改作祭神的场所。
举行“殿试”的场所——保和殿
保和殿是中国传统宫殿建筑之精华，属于北京故宫中的一座殿宇式建筑。每年除夕，皇帝在此宴请少数民族王公大臣。自乾隆后期，这里便成为举行“殿试”的场所。
举世无双的各类珍宝——珍宝馆
珍宝馆位于宁寿宫区域，馆藏珍宝尤其丰富，涵盖佛教用品、饰品、日用器具和赏玩珍品等。其中，高约十四厘米的红珊瑚狮子、长约一百三十厘米的东珠朝珠及金“奉天之宝”玺等，都是难得一见的珍品。
造型精美的各式钟表——钟表馆
钟表馆位于宫中奉先殿，展出的钟表以英国产品居多，也有法国、瑞士等其它国家的钟表。这些钟表除计时功能外，上面装饰的人物、鸟兽、花卉等还会做出各种不同的动作，制作非常精巧。其中，铜镀金写字人钟、铜镀金嵌珐琅葫芦顶渔樵耕读钟、铜镀金转花跑人犀牛驮表等很是珍奇。->2023年11月1日-次年2023年3月31日 周二-周日 08:30-16:30,（15:40停止入园）；2023年4月1日-2023年10月31日 周二-周日 08:30-17:00,（16:10停止入园）；全年 周一；清明节,劳动节,端午节,中秋节,国庆节 07:30-17:00开放（16:10停止入园），元旦节,春节 08:30-16:30开放（15:40停止入园）；法定节假日周一不闭馆；停止入园时间含钟表馆、珍宝馆->未成年人：未满18岁（不含）的中国公民（含港澳台居民及获得永久居留权的外国人）（有监护人陪同），需提前至官网预约，免费
老人：年龄：60周岁（含）以上，优惠
学生：18周岁（含）以上学生，本科以下学历（含本科，不含成人教育和研究生），凭学生证或学校介绍信，优惠
残疾人：凭残疾人证件，免费
军人：“八一”建军节，现役军人凭有效证件，免费
离休干部：凭离休证，免费
低保人员：持有本市社会保障金领取证的人员，凭相关有效证件原件，半价
女性：三八”妇女节，女性观众享受，半价
14岁（含）以下陪同家长：“六一”儿童节当日，14周岁以下儿童（含14周岁）的陪同家长一人享受半价优惠，半价
补充说明：未成年人免费门票（含珍宝馆、钟表馆）需提前预约->行李寄存：参考价格：现场为准；地址：午门与神武门外东侧；存包行李可在午门（南门）至神武门（北门）之间免费运送
景区讲解：故宫博物馆提供电子导览服务。电子自助服务提供位置：太和门、三大殿东西两侧门道地址。咨询电话：观众服务中心（端门）：85007938 太和门咨询处：85007420
讲解器租赁：参考价格：汉语版、粤语版每台20元，其他语种每台40元；押金每台100元；地址：午门与神武门内处
童车租赁：参考价格：免费；地址：观众服务中心
卫生间：景区内设有卫生间，分别在景区售票处、游客中心、兰亭展览室、武器库、南群房、承乾门等设施附近，并标有醒目的指示牌。
母婴室：地址：故宫景区隆宗门附近设有护婴中心
残障通道：故宫设有残障通道，有明显标识，若不清楚也可寻求工作人员帮助。
ATM机：故宫博物馆内设2处ATM机，具体位置可在故宫博物院官方网站查看。
餐饮：分别在隆宗门、景运门、箭亭、养心殿、神宁宫（有2家）附近设有餐厅。
纪念品商店：故宫景区内设有20家商店，分别在武英殿（1家）、文华殿（1家）、景运门（2家）、养心殿（1家）、乾清宫（3家）、交秦殿（2家）、御花园（6家）、乾隆花园（1家）、皇极店（2家）、神武门（1家）附近。
便利店：园内设有便利店，分别在景区入口、出口处及中途游览道路两侧、坤宁宫、交泰殿、神武门等附近。可使用支付宝/微信支付。"
野三坡云溪谷,涞水,河北省保定市涞水县三坡镇都衙村,明日08:00开放,4009150125,介绍->开放时间->必看贴士,"云溪谷景区位于著名5A级景区野三坡高速出口，地理位置优越、交通发达。景区内有八卦天空之境、高山漂流、峡谷溶洞漂流及拒马河漂流、高山云田、飞天摩毯、江南竹筏、脚踏船等。->全年 08:00-17:00,->身高1m以下、年龄65周岁以上、禁止玩漂流。->身高1m以下、年龄65周岁以上、禁止玩漂流。"
十渡风景名胜区,涞水,北京市房山区九渡大街9号,明日08:00开放（16:00停止入园）,"010-57453300,15501045682,4007657587",介绍->开放时间->优待政策,"十渡是有山有水的自然风景区，独特的喀斯特地貌北方罕见。这里悬崖峭壁、瀑布溪流众多，流经十渡的拒马河河水清澈。河水两侧设置了真人CS、蹦极等众多娱乐项目，还可以在河水中乘竹筏、玩漂流。
十渡概览
十渡是整条河谷的统称，原指河谷上的十个渡口，现在沿河自东向西已有一渡到十八渡共18个村庄，依然统称为十渡。每一渡处都有优美的山水风光可以观看游玩。十渡内开发成为景区的主要有六渡的孤山寨景区、十五渡的东港湖景区，还有位于十渡的拒马乐园等。十渡内交通方便，有公交车直通每一渡的游玩站点，可以乘坐公交一一游玩，也可以自驾前来。
玩法介绍
游玩十渡大约需要两天时间，第一天游玩孤山寨景区，然后前往十渡拒马河乐园体验漂流娱乐，第二天游玩东湖港景区，住宿以选择十渡附近农家为宜。若能够游玩前一天晚上就到达这里最为舒适，第二天时间宽裕。如果有更长时间，则可以继续向西前往河北著名的野三坡景区游玩。
孤山寨
孤山寨景区位于六渡村对岸，是一条长约10公里的大峡谷，主要是观赏奇峰怪石的地貌风光，山谷两侧的石壁陡峭秀丽，有一线天、塔峰、如来峰等景点。山间有北京地区最大的瀑布群落，还有一条几十米长的铁索吊桥，走在上面十分刺激。
东湖港
东湖港景区以瀑多、潭多著名，这里的三叠瀑落差高达一百多米，非常壮观。除此之外，东湖港景区内也有夫妻峰、嫦娥伴金蝉等很多造型奇特的山峰峭壁，在岩壁上建立的云梯更是陡峭险要，登上之后视野非常开阔。在景区内最有意思的应该就是玩水的内容了，这里水面比较宽广，可以竹筏戏水，还有沙滩浴场、沙滩排球等，在此体会一番格外惬意。
拒马乐园
十渡拒马乐园则是一个以游乐为主的景点，有空中飞人、迪斯科大转盘等机械类项目，也有快艇、水上独轮船等依水的娱乐项目，河边还可以体验蹦极项目，渴求刺激的勇敢者可以前去挑战。
另外，在八渡、十四渡、十七渡、十八渡处均可以体验漂流，可以根据自己的路线选择在哪一处游玩，漂流内容和价格大致相同，长度约2-3公里，时间大约两个小时，夏日里在山清水秀的地方漂流玩水，一定是美妙的享受。
住宿餐饮
十渡景区内的住宿地有很多，每一渡都有多家，基本都是当地的农家院，建议住在十渡村附近，交通上最为方便，而且十渡村附近的农家也比较实惠，游人评价很好。
游玩十渡景区时，用餐也大多在附近的农家乐内，可以吃到地道的农家菜。另外，当地的鳟鱼非常有名，不要忘记品尝一下。->2023年10月22日-次年2023年3月7日 ；2023年3月8日-2023年10月21日 08:00-17:00,（16:00停止入园）->补充说明：1、【免费说明】景区免费免票，景区内部分景点需购票参观。"
清西陵,涞水,,,,,
颐和园,涞水,,,,,
中国国家博物馆,涞水,,,,,
易水湖景区,涞水,,,,,
