names,places,addresses,times,teles,titles,descs
镰仓高校前站,东京,248-0033神奈川县镰仓市腰越1-1,,,介绍->开放时间->必看贴士,"镰仓高校前站是江之岛电车的其中一站，站台正面面向镰仓的大海，黄昏时分十分美丽。
由于站外的一段铁路口是灌篮高手里的场景之一，在游客中有着想当高的人气，每天都聚集了数量庞大的人群，想要在这里拍摄动画片中的经典场景。这个平凡的小车站成为了无数漫迷心中的朝圣地。->具体营业状态以当天开放情况为准->镰仓高校前站镰仓江之岛电车
江之岛通票：可以无限次搭乘江之岛电车，成人票价680日元/儿童票价340日元。->镰仓高校前站镰仓江之岛电车
江之岛通票：可以无限次搭乘江之岛电车，成人票价680日元/儿童票价340日元。"
上野,东京,东京都台东区上野,,+81-3-38330030,介绍->开放时间->优待政策,"这里是东京的一个购物区，既有百货公司，也有很实惠的平民购物街，此外还有各种各样的专卖店、药妆店等，游客可以在这里购买到食品、当地特产、化妆品和日用品等商品。
附近还有上野公园、动物园和多个博物馆，是游客必去的地方。这里的交通也很方便，你可以乘坐地铁或者JR和新干线到达这里。->全年 全天开放->学生：14岁及以下，免费"
高尾山,东京,"Mount Takao, Takaomachi, Hachioji, Tokyo 193-0844, Japan",,+81-42-6647872,介绍->开放时间->必看贴士,高尾山位于东京以西、关东山地东部边缘上，是多摩地区的灵山之一，海拔599米，被指定为明治之森高尾国定公园。秋天时满山枫叶，离市中心仅1小时车程，登山的游客络绎不绝，被称为“世界上登山者数量第一的山峰”。你可以全程徒步，也可乘坐登山缆车（CableCar）或吊车（Lift）至山腰，然后徒步游山，都是很不错的选择。赏枫季11月中旬是高尾山赏枫的佳时期，届时会十分拥挤，即便想在其他月份前往，也应避开周末及节假日。全程徒步上山、下山大概要3个多小时，你也可以选择从山脚乘坐缆车或吊车至山腰，然后再徒步登顶。坐缆车赏景登山缆车也就是常说的小火车，沿着斜坡轨道一路的绿树很养眼，秋天看得到的则是耀眼的红枫。在坐缆车的地方可以戴列车长的帽子来拍照留念，日本人气组合岚也曾在此合影过呢。吊车是一个个悬空挂在缆绳上的座椅，乘坐时比较刺激，没有配备安全带，不过下方有防护网，记得要抓牢扶手，并小心物品坠落。坐缆车和吊车的路程差不多，但吊车比较刺激。各种徒步路线高尾山的徒步线路拥有很完备的标志点，而且每条线路都有不同的特色及乐趣。1号路（表参道コース）是从山脚通往山顶的一条人气路线，并与缆车、吊车的下车点有交集。下车后有一个展望台，眺望东京市区的景色很不错，天气晴好时还能望到富士山，到了晚上则有灯光闪烁的绚丽夜景。往前走会看到2号环路（霞台ループコース），转一圈可以看到多种植物及自然放养的猴子。继续往山上走，到了净心门，旁边有一棵巨大无比的杉树，还有一个“开运章鱼”雕像，据说摸一摸章鱼会带来好运气哦。之后你会看到一个岔路口，左边叫“男坂”，是较陡的阶梯，右边叫“女坂”，是较缓的路，这两条道路都通往半山腰处的药王院。药王院由圣武天皇建造，1200多年来受到无数人的参拜。在正殿前有高尾山的象征——天狗像，据说是用来祭奉在山上经过艰苦修行、修得了咒力和灵力的真实人物。山中很多地方也都可以见到这种长鼻子的石像，很有意思。你不妨在药王院洗手祈福，求个签吧。再接着走1号路，大概1公里左右可以到达山顶。山顶设有游客中心及5号环路（山頂ループコース），漫步欣赏山林景色十分优美。从高尾山山顶有一条高尾山・阵马山登山道（高尾山・陣馬山コース），途径城山、景信山、堂所山至阵马山，徒步过去大概要5个半小时，对于普通游客不建议尝试。如果你想体验别样的高尾山风光，可以尝试3号路、4号路，不过起点并不是在山脚，而是从净心门附近开始，请留意指示牌。3号路（かつら林コース）沿路主要有温带、亚热带的森林景观。4号路（吊り橋コース）途中有一处吊桥，有时还能看到森林中的动物。6号路（びわ滝コース）是从山脚开始、不经过药王院的线路，途中能看到琵琶瀑布，但不太好走，可以由此上山，再走1、3、4号路下山。此外，还有一条稻荷山登山道（稲荷山コース），要更冷门一些，难度也大。游览高尾山可以自带好食物和水，途中也有贩卖食物的地方，主要集中在缆车和吊车的下车点附近，天狗烧是这里的名小吃，不妨试试看。另外，山下的高桥家荞麦面馆也是人气很旺的一家餐厅。->营业状态变更频繁，建议提前咨询景区。原营业时间：登山车从8:00-17:30前后运行，若乘坐登山车下山，请留意不同月份的时刻表。->登山小火车成人（初中生以上）单程480日元、往返930日元，儿童（小学生以上）单程240日元、往返460日元。班次详情可查询官网。->登山小火车成人（初中生以上）单程480日元、往返930日元，儿童（小学生以上）单程240日元、往返460日元。班次详情可查询官网。
横滨港未来21,东京,神奈川县横滨市西区 220-0012,,+81-45-6820021,介绍->开放时间->必看贴士,未来21世纪港位于日本第三大城市横滨，它的名字代表着这里作为港湾横滨市的街区面向21世纪的未来梦想。这里原来只是一个临海的造船基地，如今不仅拥有酒店和游乐园，还有会展中心、美术馆及音乐厅等文化场所。由于横滨靠近东京，可以与东京组成便利的旅游线路，因此近年来未来21世纪港已经成为各地游客日本之行不可错过的观光地之一。 来到这里首先映入眼帘的就是海边巨大的摩天轮以及矗立在其周围的高楼大厦，它的外形很特别，灵感源自日本传统的梳子，是这里的象征。天气好的时候站在海边可以看见富士山，此景也成为了横滨的观光标签。 到未来港如果只是在海边远观，不免有些遗憾，闻名遐迩的红砖仓库才是这里的重头彩。->具体营业状态以当天开放情况为准->未来21世纪港附近有保留了明治时期街景的关内地区和日本较大的中华街等知名旅游地，可一并参观。->未来21世纪港附近有保留了明治时期街景的关内地区和日本较大的中华街等知名旅游地，可一并参观。
墨田水族馆,东京,东京都墨田区押上一丁目1番2号，东京晴空塔城天空町（Solamachi ）5层6层,10:00-20:00开放,+81 3-5619-1821,介绍->开放时间->优待政策->必看贴士,"墨田水族馆位于东京晴空塔的5层与6层，这座都市型水族馆内有超过10,000种海洋生物，馆内重现世界遗产小笠原海域的“东京大水槽”，还有一座开放式室内水缸，可以看到企鹅、海狗，水族馆还具有海蜇水缸和研究实验室。生命的摇篮以""东京群岛""的大海为主题，重现“东京大水槽”，看鲸鲨和各种鱼类在水中游来游去，彷佛小笠原群岛的海洋世界就在眼前。水与生命的嬉戏这是日本内大规模的开放式室内水缸，水量约350吨。载着大型水缸里生活着企鹅、海狗，可以近距离观察它们。展示空间为两层贯通，缩短了游客与动物间的距离，并使用LED照明，不仅白天可以看到它们活动，夜晚还可以观察企鹅入眠。水族馆餐厅水族馆内有企鹅咖啡屋，提供小吃、甜品、软饮，为游客提供歇脚的地方。->全年 周一-周五 10:00-20:00 周六-周日 09:00-21:00->学生：15-17周岁，中学生票；6-14周岁，小学生票
儿童：3-5周岁，儿童票->1. 墨田水族馆里有水族学院，可以让游客从各种不同的视角观察生物，并能学习到海洋生物知识。
2. 水族馆内禁止打开闪光灯。->1. 墨田水族馆里有水族学院，可以让游客从各种不同的视角观察生物，并能学习到海洋生物知识。
2. 水族馆内禁止打开闪光灯。"
自由女神像,东京,135-0091 东京都港区台场 1-4-2,00:00-23:59开放,+81-3-55002455,介绍->开放时间->必看贴士,"东京的台场海滨公园内，有一座高大的自由女神像，从底座算起，高度约有12.25公尺，重约9吨，由铁和青铜制成，金叶环绕着象征自由的火炬。这座自由女神像为世界上第三座“自由女神像”，是法国政府公认的复制品。
为了配合东京“法国文化年”活动，巴黎曾把自己的女神像借给东京以供展出，1998年4月起的1年间，巴黎的自由女神像便搬到了台场海滨公园内，前来观看的游客络绎不绝。于是东京人决定把自由女神像永远留在台场，复制了该座自由女神像。
自由女神像矗立在海边，背倚东京湾和彩虹大桥，这与美国的自由女神像周围的景致也很相像，很容易产生“身在纽约”的错觉。不少游客前来，都会以彩虹大桥为背景，和自由女神一起合影留念。->全年 00:00-23:59->女神的前方有一条长长的廊桥，也有数个座位，供游客休息，这座廊桥也曾出现在多部日剧中，十分亲切。->女神的前方有一条长长的廊桥，也有数个座位，供游客休息，这座廊桥也曾出现在多部日剧中，十分亲切。"
日本桥,东京,日本东京都中央区中央大道,,,介绍->开放时间,日本桥在设计上不管是从材料还是桥上的雕饰都采用了和洋折衷的理念，比较亮的点在于桥头的麒麟，东野圭吾更是直接将麒麟作为重要引子写入《麒麟之翼》中，由此日本桥也成为了推理小说爱好者们的必去之处。->全年 全天开放
仲见世商店街,东京,东京都台东区浅草1-36-3,,+81 3-3844-3350,介绍->开放时间,"仲见世商店街是日本非常古老的的商店街之一，是从雷门通往浅草寺前广场的一条参拜道路。在这条约250米的道路两侧有近百家店铺，贩卖各式各样的土特产、食品等，常年有熙熙攘攘的游客，非常热闹，是挑选纪念品的好地方。
穿过雷门就到了仲见世商店街，笔直的道路两边是各家店铺统一的灯饰招牌，绿色屋顶下经常挂起红灯笼，很有特色。店里的商品从富有传统趣味的玩具、浮世绘、工艺小物件、和果子到和服、舞蹈服装等，琳琅满目。不过有些商品其实是中国产的，但比国内贵。你可以慢慢逛，货比三家，寻找自己心仪的商品。
走到差不多一半路程时，你会发现一条与仲见世商店街垂直相交的街道，叫“新仲见世商店街”。它有遮雨顶棚覆盖，道路更长且营业时间更晚一些，如果你没逛够可以在这里接着逛。
在仲见世众多店铺中，还有许多创业于江户时代的老店，如卖人形烧的“木村家”、卖浅草饼的“金龙山”、卖和服的“松枝屋”、卖江户玩具的“助六”等，很值得一逛。
“人形烧”是浅草非常有名的点心，与雷门、五重塔并称为“浅草寺三大名物”。这种以面粉、鸡蛋、砂糖为原料的烘烤点心被做成七福神和浅草雷门的样子，既可爱又美味，你可一定要尝尝看。在雷门旁边有一家天妇罗百年老店“雷门三定”，可以吃到正宗好味道。
因为店铺多半是9:00才开门，如果清晨时来此人会少些。这里所有店铺的铁闸门上都画有关于浅草四季风物诗的“浅草绘卷”，在开门前可以欣赏到这些和风浓郁的图案。在雷门正对面的东南边有一栋竹子外墙造型的建筑，你可以进去参观一下，还能从高处俯瞰整条仲见世商店街。
浅草寺每年都有观音庙会、新年会、舞金龙等活动，而年末时还有“羽子板市”，一般是12月17日-12月19日。届时在仲见世商店街会看到各种绘有歌舞伎演员、当红艺人甚至动漫人物的“羽子板”（类似毽子板），感兴趣的话可以买来留作纪念。->全年 全天开放；内部商店，设施，楼层开放时间各异，详情请见景区公示信息。"
大皇宫,曼谷,"Na Phra Lan Road, Phra Borom Maha Ratchawang, Phra Nakhon, Bangkok,泰国",明日08:30开放,+66-2-6235500,介绍->开放时间->优待政策->必看贴士,"大皇宫（又名大王宫），位于曼谷市中心，紧靠湄南河，是曼谷王朝的象征，是旅游者的钟爱之地。暹逻式风格的皇宫建筑群汇集了泰国绘画、雕刻和装饰艺术的精华，现在仍会用于举行加冕典礼、宫廷庆祝等仪式活动。主要建筑是4座具有特色的宫殿和1座玉佛寺。四座宫殿分别是武隆碧曼宫、阿玛林宫、节基宫和律实宫，从东向西一字排开。玉佛寺从帕兰路的大皇宫正门进入后就是玉佛寺，也是游览大皇宫的起点。玉佛寺的后面就是法式风格的武隆碧曼宫，由国王拉马五世为他的儿子建造。虽然后来的国王没怎么使用这座宫殿，但现今仍有许多来访的贵宾会住在这里。武隆碧曼宫的旁边就是阿玛林宫，建于拉玛一世时代，当时是泰国高法院所在地，之后成为君主接见臣民的场所。阿玛林宫由三个主要建筑物组成，即阿玛灵达谒见厅，宫廷的昭见仪式通常在这里举行；拍沙厅，君王的加冕礼在这里举行，里面有加冕坐的椅子；卡拉玛地彼曼殿，现在泰国国王生日庆典或授勋等重要仪式都在这里举行。阿玛林宫的旁边就是节基宫，这里是大皇宫的主要宫殿，国王举行就职大典的地方。节基宫的西面就是律实宫，这是大皇宫内较早建造的皇殿，也是一座泰国传统建筑。现今殿内放有历代国王、王后及个别皇族成员的骨灰，还安放着“珍珠之母”宝座，雕刻细致，在泰国首屈一指。现在，律实宫主要作为国王、王后、太后等王室人物举行丧礼的地方。游览完了建筑群后，如果有时间还可以去参观一下玉佛寺博物馆，了解一下各个宫殿的历史和修复情况。来大王宫能看到有意思的场景就是很多游客都和身穿白色礼服的王家卫队的卫兵合影留念，对方非常友善。如果碰巧，说不定还能看到王家仪仗队巡礼仪式。->全年 08:30-15:30->儿童：身高在120cm（不含）以下的儿童，免费->1. 参观大皇宫时要求穿着庄重。必须穿着长袖衣裤或者长裙。禁止穿拖鞋，露出脚趾。
2. 泰国天气炎热，早上去游览更凉快些，同时也可以躲开旅游团。
3. 售票处有中文导游机出租->1. 参观大皇宫时要求穿着庄重。必须穿着长袖衣裤或者长裙。禁止穿拖鞋，露出脚趾。
2. 泰国天气炎热，早上去游览更凉快些，同时也可以躲开旅游团。
3. 售票处有中文导游机出租"
曼谷暹罗海洋世界,曼谷,"B1-B2 Floor, Siam Paragon, 991 Rama 1 Road, Pathumwan, Bangkok 10330",10:00-20:00开放（19:00停止入园）,+66-2-6872000,介绍->开放时间->优待政策->服务设施->必看贴士,"暹罗海洋世界位于曼谷市中心的百丽宫(Siam Paragon)商场内，设有7个主题展区，不仅能饱览各种稀有的海洋动物，还能亲密互动，近距离欣赏海洋生态。在奇异世界展区，可以发掘新奇的海洋生物。微型生物展区放置了放大镜，便于你做深入观察。深海暗礁区居住着大约450种海底生物，也可乘坐玻璃船，潜入超大的水池中，用另一种角度欣赏生态美。在生生不息海洋展区，能看到体内存有毒素的狮子鱼和藏身于海葵中的小丑鱼。到了热带雨林区，可以听到各种动物声音，不容错过盲眼洞穴鱼，这种鱼住在洞穴，几乎不用眼睛生存。


在B2楼层，是岩石海岸区所在，能亲手抚摸海洋生物，柔软的海星皮肤，尖锐的海胆棘刺，真实感受等你体验。邻近的奇幻海洋区可以沉浸式漫步隧道欣赏鱼儿畅游。这里惊心动魄的还要数喂养鲨鱼表演，如果胆子够大，不如参加与鲨共游和海底漫步项目吧。->全年 10:00-20:00（19:00停止入园）->婴幼儿：2周岁（含）以下，免费
儿童：年龄：3周岁（含）~11周岁（含），儿童票->卫生间：请看现场指示标识指引->1. 触摸池中严禁投食。
2. 避免在节假日前来游玩，人会很多。
3. 合理安排好时间，以免错过观看表演的时间。
4. 不会游泳的人建议不要体验水下游玩项目。->1. 触摸池中严禁投食。
2. 避免在节假日前来游玩，人会很多。
3. 合理安排好时间，以免错过观看表演的时间。
4. 不会游泳的人建议不要体验水下游玩项目。"
