names,places,links,imgs,popularity,scores,addresses
五台山,五台,https://you.ctrip.com/sight/wutai1446115/138392.html,https://dimg04.c-ctrip.com/images/01032120009qyssn23301_C_220_140.jpg,8.2,4.5,忻州市五台县台怀镇
五爷庙,五台,https://you.ctrip.com/sight/wutai1446115/135579.html,https://dimg04.c-ctrip.com/images/01054120009hee1kn8E3E_C_220_140.jpg,6.4,4.7,忻州市五台县五台山风景区
五台山风景名胜区-菩萨顶,五台,https://you.ctrip.com/sight/wutai1446115/7917.html,https://dimg04.c-ctrip.com/images/0105e120004gpgjbp5392_C_220_140.jpg,6.2,4.8,忻州市五台县五台山风景区台怀镇内(显通寺东北约500米)
《又见五台山》情境体验剧,五台,https://you.ctrip.com/sight/wutai1446115/1417568.html,https://dimg04.c-ctrip.com/images/tg/788/292/318/0eef530f35cc4275ab891cb025b19ff3_C_220_140.jpg,6.0,4.5,忻州市五台县台怀镇五台山风景区南门（南线游客中心东100米又见五台山风铃宫）
黛螺顶,五台,https://you.ctrip.com/sight/wutai1446115/7199.html,https://dimg04.c-ctrip.com/images/0105e120004gpgjbp5392_C_220_140.jpg,6.1,4.7,忻州市五台县台怀镇五台山风景名胜区内
佛光寺,五台,https://you.ctrip.com/sight/wutai1446115/7913.html,https://dimg01.c-ctrip.com/images/100r1f000001gopmn8772_C_220_140.jpg,5.4,4.9,忻州市五台县豆村镇佛光村（县城东北方向约30公里）
广化寺,五台,https://you.ctrip.com/sight/wutai1446115/137586.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M00/34/39/CghzfVUbtWaAXM9DAAhNQ6I5GBw346_C_220_140.jpg,5.1,4.8,忻州市五台县五台山风景区内
显通寺,五台,https://you.ctrip.com/sight/wutai1446115/7862.html,https://dimg04.c-ctrip.com/images/fd/tg/g4/M03/48/79/CggYHlYmDHCANrhvAA4a3bDCA10399_C_220_140.jpg,5.4,4.8,忻州市五台县五台山景区台怀镇内
殊像寺,五台,https://you.ctrip.com/sight/wutai1446115/7904.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M0A/7C/6E/CghzfFWwxA-AZcN5ABp_Y7NLFWs836_C_220_140.jpg,5.2,4.7,忻州市五台县台怀镇南面的凤林谷口
驼梁风景区,五台,https://you.ctrip.com/sight/pingshan1139/9694.html,https://dimg04.c-ctrip.com/images/10071f000001h6ycd0D92_C_220_140.jpg,5.4,4.6,石家庄市平山县驼梁景区管理委员会（平山县合河口乡前大地村）
塔院寺,五台,https://you.ctrip.com/sight/wutai1446115/7901.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M07/38/CE/CghzgFUbxQeAER91AAd53IKnaXE786_C_220_140.jpg,5.2,4.8,忻州市五台县五台山风景区台怀镇内
龙泉寺,五台,https://you.ctrip.com/sight/wutai1446115/7206.html,https://dimg04.c-ctrip.com/images/100r1f000001goora44B0_C_220_140.jpg,5.0,4.8,忻州市五台县五台山台怀镇东沟北的山岭下
漫山花溪谷,五台,https://you.ctrip.com/sight/lingshou1446047/1974228.html,https://dimg04.c-ctrip.com/images/100o170000010s6j92E6F_C_220_140.jpg,5.7,4.5,石家庄市灵寿县漫山村
雁门关,五台,https://you.ctrip.com/sight/daixian1446104/75275.html,https://dimg04.c-ctrip.com/images/100l1f000001gqi38089C_C_220_140.jpg,7.4,4.5,忻州市代县雁门关景区
罗睺寺,五台,https://you.ctrip.com/sight/wutai1446115/7213.html,https://dimg04.c-ctrip.com/images/100i1f000001gp3b3365B_C_220_140.jpg,4.8,4.8,忻州市五台县五台山风景区台怀镇内（显通寺和广仁寺之间）
南禅寺,五台,https://you.ctrip.com/sight/wutai1446115/6963.html,https://dimg05.c-ctrip.com/images/0106s120008e2mt1f9C22_C_220_140.jpg,4.8,4.6,忻州市五台县阳白乡李家村
东台顶,五台,https://you.ctrip.com/sight/wutai1446115/7937.html,https://dimg04.c-ctrip.com/images/100j1f000001gpu1l7B8B_C_220_140.jpg,4.7,4.6,忻州市五台县五台山风景区内
南山寺,五台,https://you.ctrip.com/sight/wutai1446115/7202.html,https://dimg04.c-ctrip.com/images/10071f000001h6y1b7A84_C_220_140.jpg,4.6,4.9,五台山风景区内，距离台怀镇约2公里
大白塔,五台,https://you.ctrip.com/sight/wutai1446115/1417561.html,https://dimg02.c-ctrip.com/images/10071f000001h6ye59937_C_220_140.jpg,4.4,4.8,忻州市五台县五台山风景区塔院寺内
文殊寺,五台,https://you.ctrip.com/sight/wutai1446115/124698.html,https://dimg04.c-ctrip.com/images/100210000000op64r4855_C_220_140.jpg,4.4,4.6,忻州市五台县台怀镇清水河东岸，明清一条街北口。
清凉寺,五台,https://you.ctrip.com/sight/wutai1446115/137629.html,https://dimg04.c-ctrip.com/images/100f1f000001gqake7C80_C_220_140.jpg,4.2,4.7,忻州市五台县台怀镇五台山风景名胜区内
镇海寺,五台,https://you.ctrip.com/sight/wutai1446115/7863.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/38/D2/CghzgFUbxciAXKWgAAXkTVEN7_I571_C_220_140.jpg,4.2,4.8,忻州市台怀镇以南约5公里处
东台望海峰,五台,https://you.ctrip.com/sight/wutai1446115/1830348.html,https://dimg04.c-ctrip.com/images/10071f000001h6z31D6D4_C_220_140.jpg,4.1,4.7,忻州市繁峙县台怀镇五台山风景名胜区内
普化寺,五台,https://you.ctrip.com/sight/wutai1446115/7193.html,https://dimg04.c-ctrip.com/images/10030z000000mmc1d2742_C_220_140.jpg,4.1,4.9,忻州市五台山台怀镇南面东山脚下
忻州古城,五台,https://you.ctrip.com/sight/xinzhou783/75346.html,https://dimg04.c-ctrip.com/images/0100y1200098vv03z64BA_C_220_140.jpg,6.2,4.5,忻州市忻府区
万佛阁,五台,https://you.ctrip.com/sight/wutai1446115/7903.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M0A/37/C3/CghzgVUbxTCASfhGAAvBl3XMduA369_C_220_140.jpg,4.0,4.5,忻州市五台县五台山风景区内
明月池,五台,https://you.ctrip.com/sight/wutai1446115/1713790.html,https://dimg04.c-ctrip.com/images/0101f12000b587cbr8881_C_220_140.jpg,3.9,4.7,海寺东南1.5公里处
驼梁风景区,五台,https://you.ctrip.com/sight/pingshan1139/9694.html,https://dimg04.c-ctrip.com/images/10071f000001h6ycd0D92_C_220_140.jpg,5.4,4.6,石家庄市平山县驼梁景区管理委员会（平山县合河口乡前大地村）
河边民俗博物馆,五台,https://you.ctrip.com/sight/dingxiang2992/7931.html,https://dimg06.c-ctrip.com/images/0101h12000adqk4av76E3_C_220_140.jpg,4.1,4.2,忻州市定襄县东北22公里处的河边村
漫山花溪谷,五台,https://you.ctrip.com/sight/lingshou1446047/1974228.html,https://dimg04.c-ctrip.com/images/100o170000010s6j92E6F_C_220_140.jpg,5.7,4.5,石家庄市灵寿县漫山村
大宝寺,五台,https://you.ctrip.com/sight/wutai1446115/5716946.html,https://dimg02.c-ctrip.com/images/0105y120008ukb6be3703_C_220_140.jpg,3.8,5,金岗库乡五台山风景名胜区游客中心西南950米
北台叶斗峰,五台,https://you.ctrip.com/sight/fanshi2995/7938.html,https://dimg04.c-ctrip.com/images/100p1f000001gpd9sCB61_C_220_140.jpg,3.7,4.6,忻州市五台县五台山风景区内
大汖古村,五台,https://you.ctrip.com/sight/yucounty3022/5066868.html,https://dimg08.c-ctrip.com/images/1A0k1d000001eqvy93EF2_C_220_140.jpg,4.8,4,山西省盂县梁家寨乡
普济寺,五台,https://you.ctrip.com/sight/wutai1446115/132275.html,https://dimg04.c-ctrip.com/images/10020k000000cej4tF943_C_220_140.jpg,3.7,4.6,忻州市五台县五台山风景区南台顶
