names,places,addresses,times,teles,titles,descs
兵马俑三号坑,渭南,西安市临潼区秦始皇陵以东1.5公里处秦始皇兵马俑博物馆景区内,,029-81399174,介绍->开放时间,继一、二号兵马俑坑之后，1976年5月11日，又在一号坑西端北侧25米处，钻探发现了一个陪葬坑，根据发现的先后，编号为三号坑。秦始皇兵马俑三号坑位于一号坑西端北侧，与二号坑东西相对，南距一号坑25米，东距二号坑120米，面积约为520平方米，整体呈凹字形，由南北厢房和车马房组成，车马房中有一辆驷马战车及四件兵马俑，三号坑共可出土兵马俑68个。从3号坑的内部布局看，应为一二号坑的指挥部。三号坑是三个坑中一个没有被大火焚烧过的坑，所以出土时陶俑身上的彩绘残存较多，颜色比较鲜艳。春秋战国之前的战争，指挥将领往往要身先士卒，冲锋陷阵，所以他们常常要位于卒伍之前。春秋战国时期随着战争规模的增大，作战方式的变化，指挥者的位置开始移至中军。秦代战争将指挥部从中军中独立出来，这是军事战术发展的一大进步。指挥部独立出来研究制订严密的作战方案，更重要的是指挥将领的人身安全有了进一步的保证。这是古代军事战术发展成熟的重要标志。三号秦坑是世界考古史上发现时代早的军事指挥部的形象资料。建筑结构，陶俑排列，兵器配备，出土文物都有一定的特色。它提供了研究古代指挥部形制、卜占及出战仪式，命将制度及依仗服的服饰、装备等问题的珍贵资料。->9:00-16:00
汉阳陵国家考古遗址公园,渭南,西安市咸阳国际机场专用公路东段,今日08:00开放（17:00停止入园）,"029-62657530,029-62657588,029-86031470",介绍->开放时间->优待政策,"汉阳陵国家考古遗址公园位于西安市北部的咸阳市渭城区，是汉景帝刘启和皇后王氏同茔异穴的合葬陵园。汉景帝刘启（公元前188-141年）是西汉第四位皇帝。执政期间，他和亲匈奴，与民休息， 与其父汉文帝刘恒共同开创“文景之治”，为其子汉武帝刘彻开疆拓土奠定了雄厚的基础。汉阳陵目前开放的区域分为北区和南区，游客从位于北区的售票处购票入内。两区之间有观光车相连（车费包含在门票内），约20分钟一班，如果你步行往来，约需10分钟。
进入景区后，首先看到的是一个高耸的封土堆，这就是汉景帝的陵墓，需要注意的是，景帝陵墓并没有被发掘（或许被盗过），在景区内参观的“地宫”（地下博物馆）并不是封土堆下的真正的地宫，而是周边的一些陪葬坑；在景区内看到的文物，也是从陪葬坑中发掘的。封土堆不对外开放，游客不能攀登。
在陵园的北区设有地下博物馆（帝陵外藏坑遗址保护展示厅）和南阙门遗址保护展示厅，前者是参观的重点。地下博物馆使用玻璃幕墙和玻璃通道，将游客和文物完全分隔在两个不同的温湿度环境中。当你走入墓道进入博物馆后，会发现一个个陶俑和瓦罐就陈列在你的面前，你还可以低头向下望去，你的脚下是数以万计的文物，各种造型的陶俑，有士兵俑、歌舞俑、宫女俑、动物俑等，这些陶俑只有真人的1/3大小，还有当时的生活器皿、车撵马具等，加上四周的昏黄灯光，会产生一种不真实的穿越感。你在这里还能观看到滚动播放的“幻影成像”节目，节目中演绎了当年丰富多彩的宫廷生活，节目长约20分钟。
距离地下博物馆不远处矗立着高大的“南阙门遗址”保护厅，这座保护厅内就是“阙门遗址”，这里有两千多年前的柱础石，黄土墙上保留着当时的楼梯、砖瓦。而保护厅本身是一座仿汉式阙门建筑，展示了汉代帝王才可享用的“三出阙”高台的雄伟高大。
陵园的南区有考古陈列馆和宗庙遗址等景点。陈列馆中主要陈列了从陪葬坑、墓中发掘出土的文物。你能看到青铜兵器，如矛、剑、箭等，钱币、陶制罐、铜镜等生活用品。除此之外，最吸引的是大量的陶俑，有骑兵、武士、侍从等，最有特色的是一部分女性骑兵俑，其中有些女兵五官比较独特，颧骨突出，眼角上翘，有人认为这是汉朝军队中的少数民族女士兵。
陈列馆以西是宗庙遗址，也就是“德阳宫”遗址，规模很大，但没有地面建筑，只能看到整理过的挖掘现场。->2023年3月1日-2023年11月30日 08:00-18:30,（17:00停止入园）；2023年12月1日-次年2023年2月28日 08:30-18:00,->儿童：6周岁（含）以下，持本人户口薄或《出生证》或身高1.2米（含）以下，免费；6周岁（不含）至18周岁（含）未成年人，半价
老人：65周岁（含）以上，持老年证及身份证，免费
学生：该票种适用于全日制大学本科及以下学历在校学生（需出具有效学生证），半价
军人：持军官证，军残证、现役军人配偶、子女持相关证件、三属（烈士、因公牺牲军人、病故军人遗属）凭本人优待证，免费
退役军人：凭本人优待证件，半价"
华清爱琴海温泉,渭南,陕西省西安市临潼区陕鼓大道8号,今日11:00开放,029-83855555,介绍->开放时间->优待政策,"爱琴海温泉是以生态、和谐、自然为主要特色的，选用大量的植物营造出穿行于自然园林中的露天温泉汤池。爱琴海温泉园区中的植物有70余种，四季常绿三季有花，花木果树，原形景石，溪流瀑布与温泉水，与骊山形成了近、中、远景的层叠，有趣而生动。
爱琴海温泉区有50余个风格各异的汤池。四大美人汤、五行汤、四季汤等都是天然温泉水，使您在爱琴海温泉自然生态的环境中充分感受度假的快乐，亲近自然、感受自然。->全年 11:00-23:59,->儿童：1.3米（含）以下，免费；1.3米（不含）-1.5米（含），优惠
补充说明：1、上述优惠政策请以景区实际要求为准，至景区自行购买。 2、以上信息仅供参考，具体信息请以景区当天披露为准。"
华夏文旅海洋公园,渭南,西安市浐灞生态区华文路1518号,今日10:00开放（17:00停止售票，17:30停止入园）,029-86729999,介绍->开放时间->优待政策->服务设施,"西安华夏文旅海洋公园，是一座将世界各地独有的海洋文化和当地民俗相融合，生动展现全球各地海洋文化的大型综合性海洋场馆。把地域民俗融入海洋文化为华夏文旅集团首创，整个场馆风格以海上丝路为主线，整合了地球上珍稀的海洋生物和动物，集游乐观赏、科研教育、世界渔村文化及海洋文化传播于一体。海洋公园拥有五大主题区：惊奇极地、梦幻海洋、海兽秀场、飞越丝路探秘及欢乐海岸。包含了15个各具特色的文化主题区，由数百位工匠纯手工打造出一幕幕美轮美奂的文化主题场景，让人身临其境，穿越世界各地，体验多样海洋文化，重回海上丝绸之路。


01
梦幻海洋
梦幻海洋馆汇集了来自世界各地的海洋动植物，打造了黄河文化区、胶东渔村区、泉州古渔村区、海口疍族渔村区、印尼爪哇岛渔村区、俄罗斯布里亚特区、红海阿拉伯渔村区、威尼斯民俗区等八大特色主题，极大化还原当地最真实的海洋渔村文化场景，带你领略独特奇美的海滨风情。主题文化区与海底动物展示的巧妙穿插，将让游客在探索神秘莫测的海洋生物世界的同时，能亲身体验世界各地独具特色的海洋民俗文化。
02
惊奇极地
惊奇极地馆包括极地世界和梦幻海豚湾两大展区，尼罗河岸、加勒比、北极-爱斯基摩等不同的海洋文化元素与地域特征在这里交相辉映，您不仅可以在巨型落地玻璃缸前与海豚近距离接触，感知它们的独特魅力。还可以在雪白迷人的冰雪世界探望北极狐、企鹅等可爱的极地动物，在梦幻海豚湾将欣赏海豚大战海盗的精彩表演。这里是海洋动物的欢乐之家，开放式设计将让你与它们达成最亲密的互动接触，亲身感受海洋动物与人之间的和谐奥秘。
03
海兽秀场
海兽秀场包括海豹湾，是呆萌的海豹、顽皮的海狮的聚集地。海兽馆拥有海狮驯化表演，还有海狮桑巴舞、海狮群体绝技组合展现，都是国内外都寥若晨星的海洋动物表演节目，精彩纷呈。


04
飞越丝路探秘
飞越丝路探秘影院融视觉、动感于一体，带你飞越千年，梦回丝路！游客乘坐动感座椅，双脚悬空，爬升、俯冲、滑翔、转弯、超重、失重，置身于大型球屏幕画面的包围中，或天际翱翔，或飞越峡谷、或穿行风雨、或俯冲大地，从古到今，从华夏到世界，一段穿越千年的飞行之旅，一场繁荣文明的神奇再现。全视觉画面、超强包围感、多重感官体验，将给您带来强烈的身临其境的惊险刺激体验。
05
欢乐海岸


欢乐海岸是海洋公国中的亲子乐园，包含华夏千古颂广场和多项主题游乐设施，如疯狂碰碰车、飞跃海浪、欢乐滑行龙、逍遥飞行、萌鲨之吻、旋转咖啡杯、欢乐大魔盘、炫酷海盗船、空中跳跃、翻江倒海、飞舟冲浪、梦幻转马、激情冲浪、巨浪过山车、碰碰船等项目，各种项目惊险、刺激、欢快、尖叫、乐趣无穷，将使你得到淋漓尽致的游乐享受。->全年 10:00-18:00,（17:00停止售票，17:30停止入园）->儿童：每位成年人可免费携带1名1.2米(含)以下儿童入园，超出儿童按60元/人收费。，免费；身高1.2米(不含)-1.4米(含)，半价
老人：65周岁(含)以上凭借本人身份证、老年证等有效证件，半价
学生：全日制在校大学生凭本人真实有效学生证件，半价
军人：现役军人、军残凭借有效证件，半价
残疾人：凭借有效证件，半价->停车场：【华夏文旅西安度假区停车场】参考价格：10元/次；地址：陕西省西安是灞桥区华文路1518号华夏文旅西安度假区内；库位：车位紧张
手机充电：
行李寄存：包括人工免费和自助收费
童车租赁：参考价格：免费，押金300元/辆
轮椅租赁：参考价格：押金400元，免费使用"
高家大院,渭南,西安市北院门144号,今日10:00开放,029-87401029,介绍->开放时间->优待政策,"高家大院在北院门清真小吃街上，是砖木结构的四合院，明朝末年崇祯时期开始兴建，到清朝乾隆时期基本初具规模，主体完工与乾隆时期，到道光年间才整体完工。
现在，大院内从观赏性方面向中外游客展示明清时期的建筑艺术、家居、砖雕艺术以及传统民居楹联，从文化方面通过藏传佛教唐卡艺术的制作、陕西风格的民间剪纸、皮影戏、木偶剧和汉唐歌舞等多种文化艺术形式进行了展示。


高家祖先以经商为主，后来老祖高岳崧进京入诏。太后下令国家拨款翻修，进北院门的官员都要下轿。大院大发展是在乾隆时期，当时高家三子喜中榜眼，得乾隆御批榜眼及第。家族文、武、商俱全。->全年 10:00-18:00,->儿童：身高1.2米（不含）以下儿童免票（套票除外），免费
老人：65岁（不含）以上老人凭老人证或身份证免票； ，免费
残疾人：凭残疾证免大门票，免费
现役军人：凭军官证免大门票，免费"
秦陵铜车马,渭南,西安市临潼区临蓝路秦始皇兵马俑博物馆,,029-81399174,介绍->开放时间,铜车马在秦始皇帝陵封土西侧20米处被发现，这是两乘大型彩绘铜车马，一前一后放置在一个木椁内。虽然出土的时候已被填土压碎，但原位没有大的变动，车马的构件基本齐全。这是我国考古史上发现早、体形大、保存完整的青铜车马，考古学家对其进行了修复，1983年首次对外展出。铜车马是秦始皇的陪葬品之一，象征着秦始皇銮驾的一部分。铜车马按真实铜车马二分之一的比例缩小制成，车盖以及车舆内外彩绘着精美的纹样，上面装饰的金银饰品就重达14公斤。1号铜车马是立车，又名高车。单辕双轮，车厢为横长方形，车门在车厢的后面，车上有圆形的铜伞，伞下站着御官，双手驭车，前驾四匹马。车上配有铜弩、铜盾、铜箭镞等兵器，在皇帝车队中起开道、警卫和征伐的作用。二号车为安车，也是单辕双轮。总重量为1241公斤，由大小3462个零部件组装而成。车厢为前后两室，二者之间有窗，上车的门在后面，上有椭圆形车盖。它是国出土文物中，驾具全，级别高，制作精的青铜器珍品。->具体开放时间请咨询景区
瀛湖风景区,安康,安康市瀛湖镇瀛湖码头,今日08:30开放,高考优惠政策,介绍->开放时间->优待政策,"瀛湖生态旅游区，位于安康市区西南18公里处的天柱山脚下，是安康水电站建成后形成的西北地区的淡水人工湖。
生态旅游区周边，是有“陕西第一坝”的美称的安康水电站大坝，每当泄洪时，雷霆万钧，蔚为壮观。大坝一侧是久负盛名的佛教胜地天柱山白云寺，坝下不远处是一座我国自行设计并建造的特大钢构斜拉桥。
瀛湖广阔秀丽，湖中岛屿棋布，相映成趣。瀛湖水产丰富，出产价值较高的银鱼。此外，湖畔产茶，“安康银峰”毛尖茶，颇有名声，湖岸还盛产柑橘。瀛湖四面环山，湖面既有宽阔洁净的水域，又有蜿蜒曲折的水境，景区为游客提供快艇等各项服务。这里四周山势较低，坡度平缓，植被非常茂密，是消夏纳凉的好地方。景区内还有不少餐馆，游客在这里可以品尝到瀛湖出产的银鱼、桂鱼等湖鲜。->全年 08:30-16:30,；停止兑票时间：14:00->儿童：身高1.2米(含)以下，免费；1.2米（不含）以上，18周岁以下儿童，半价
老人：65周岁以上老人（含65周岁）凭身份证或老年证可享受门票免费，免费
残疾人：凭残疾证可享受门票免费，免费
军人：士官证（现役）、士兵证（现役）、军官证（现役）、退伍红军老战士，革命伤残军人凭有效证件可享受门票免费，免费
学生：全日制本科及以下学历学生，凭证本人真实有效学生证件，半价
补充说明：老人、残疾人、军人、学生均需购买船票"
南宫山国家森林公园,安康,安康市岚皋县城关镇西三路,今日08:00开放（15:00停止售票，15:00停止入园）,0915-2510007,介绍->开放时间->优待政策->服务设施,"南宫山国家森林公园位于安康岚皋县东部，因主峰并排三峰构成笔架状，又称笔架山，由二郎坪、金顶、火山石、高山栎和莲花寨五大景区组成。公园以高僧弘一大师真身、古生代火山多次喷发的流迹、第四纪冰川遗迹和原始次生森林而闻名，是陕、川、鄂、渝毗邻地区游览观光、休闲度假、消夏避暑的旅游胜地。


南宫山主峰金顶海拔2267.4米，旁列两峰，形如笔架。两侧遍地是史前火山多次喷发形成的石林，峥嵘嵯峨。山的南坡有冰斗、角峰、围谷等大巴山第四纪冰川遗迹。这里森林环境优美，生物种类繁多，也有不少珍稀野生动植物。
北宋靖康二年（1126年），山上始建道观，至清代逐渐演变成佛教胜地，清嘉庆二十五年（1820年），高僧弘一大师在金顶莲花盆中圆寂，真身百年不腐，为南宫山增添了浓厚的神秘色彩。
南宫山上另一奇景是一棵已枯死十多年的千年古树，又奇迹般地复生，身上还寄生着十多种小树。上了笔架山垭，沿山道西行，过南天门，便见到这棵扎根在万丈悬崖边上的千年铁坚古树。树高十余丈，树身躯干需二人合围。->全年 08:00-15:00,（15:00停止售票，15:00停止入园）->儿童：身高1.3米（含）以下，免费
学生：全日制大中小学生（不含成人教育、研究生）凭有效学生证，半价
老人：65周岁（含）以上凭老年证或身份证，免费；60周岁（含）-65周岁（不含）凭老年证或身份证，半价
残疾人：凭残疾证，免费
军人：凭军官证（含军校学员），免费
导游：随团导游凭导游证，免费
记者：凭记者证，免费
本县籍居民：凭身份证、驾驶证等有效证件，半价
本县花里和溢河镇所辖居民：凭身份证、驾驶证等有效证件，免费
补充说明：以上信息仅供参考，具体以南宫山国家森林公园景区当天披露为准。->停车场：【南宫山景区南线停车场】参考价格：¥20/次；地址：景区南大门外；库位：300；【南宫山景区北线停车场】参考价格：¥10/次；地址：景区北大门外；库位：400"
中坝大峡谷,安康,安康市石泉县中坝乡,今日08:00开放,"0915-6315919,0915-6315916,0915-6315918",介绍->开放时间->优待政策->服务设施->必看贴士,"中坝大峡谷总长度十余公里，由大峡谷、小峡谷、牛心峡、龙洞和黄村坝田园五大景区和一百多个景点组成。峡谷内风光秀丽，风格独特，风景如画，具有窄、长、秀、奇、清、灵、野、神、险、幽的特点。
大峡谷七公里，整个峡谷为一线天，宽处仅有十米，千曲百折，曲径如走蛇。两侧岩壁层层叠叠，垂直高度千米，森林密布，许多地方抬头不见天。有壁立千韧的舍身崖，高耸入云千余米；有栩栩如生的鹞子岩；有刀削剑劈的鹰嘴峰等景点 。
小峡谷宽不盈米，峡内地势高峻，水流湍急，山石奇趣，奇峰秀瀑，危岩多峭，在一公里内河流几次瀑跌。牛心峡别有洞天，有形状似兽、似物，姿态万千：有的似龟、有的似兔、有的似瓜，在峡谷里横卧有不少大小不等、重重叠叠、妙趣天成的玩石，如牛心石、连心石、仙人石等都是美妙绝伦、惟妙惟肖。
峡谷的尽头黄村坝村是桃花园般的村庄，峻峭的山峦环抱着数百亩平坦的农田。村中有古银杏树四百余棵，很大的七人环抱，已有一千一百年的历史。这里远离城市的喧嚣，保留着原始的生产、生活方式，是安宁、纯净、洗却心灵尘埃的幽雅之地。->2023年11月1日-次年2023年3月31日 08:30-17:00,；2023年4月1日-2023年10月31日 08:00-18:00,->儿童：身高1.3米(不含)以下，免费；身高1.3米(含)--1.5米(含)，半价
老人：65周岁（含）以上凭老年证或身份证，免费
学生：全日制大中小学生（不含成人教育，研究生）凭学生证，半价
残疾人：凭残疾证，免费
军人：现役军人凭军官证，免费
补充说明：以上信息仅供参考，具体以景区现场为准->停车场：【中坝大峡谷停车场】参考价格：¥10/次；地址：石泉县后柳镇中坝大峡谷景区；库位：120->1、景区蚊虫较多，记得备好蚊不叮。
2、峡谷内路不好走，建议穿易于走路的平底鞋、运动鞋，女士千万不要穿高跟鞋。->1、景区蚊虫较多，记得备好蚊不叮。
2、峡谷内路不好走，建议穿易于走路的平底鞋、运动鞋，女士千万不要穿高跟鞋。"
蜀河古镇,安康,安康市旬阳县蜀河镇蜀小路,今日08:00开放,0915-2328666,介绍->开放时间,"蜀河古镇位于蜀汉两水交汇之处，地处两省三县交通枢纽，地理位置十分优越，西达川汉、北上关中、南下鄂西、东进中原，是汉江上游重要的物资集散地和商贸重镇，素有“小汉口”之美称。
蜀河一名，可推为西周建立之处，周武王封藩屏周时，封蜀国于河南南阳以北，贫瘠积弱的蜀国迫于楚国的扩张，率民西迁，曾在此停留，故此得名。


蜀河镇人文景点众多，文化积淀厚重。明末清初，商品经济日趋发展，湖广居民大量迁入，汉江黄金水道进入鼎盛时期，四方商客纷纷在此定居经商，建立商号，开当铺，设钱庄百余家。嘉庆年间，曾任旬阳知县的严如煜所编《三省边防备览》一书中称蜀河“商贾云集”、为“汉江小都会”。->全年 08:00-17:00,；具体营业状态以当天开放情况为准"
