names,places,addresses,times,teles,titles,descs
Bricktown,底特律,"Bricktown, Detroit, MI, 美国",,,介绍->开放时间,这里位于底特律市中心的东侧，街上有很多酒吧和餐馆，也有很多历史建筑。->具体营业状态以当天开放情况为准
小凯撒球馆,底特律,"2645 Woodward Avenue, Detroit, MI 48201",,+1 313 471 7000,介绍->开放时间,小凯撒球馆坐落于底特律市中心的西北角，由HOK设计，斥资8.36亿美元、耗时三年落成，是底特律活塞队和底特律红翼队（冰球队）的共同主场。->球馆无具体开放时间，具体时间以所购买的球赛或演出场次等活动的开放时间为准，具体可查看官网了解。
Sweetest Heart of Mary Church,底特律,"4440 Russell St, Detroit, MI 48207美国",明日09:00开放,+1 313-831-6659,介绍->开放时间,"该教堂位于底特律，建于1893年，以其美丽的哥特式建筑和精美的艺术品而闻名，教堂内部装饰华丽，包括彩色玻璃窗、壁画、雕塑等，展示了天主教信仰的精髓和底特律的文化遗产。->全年 周二-周五 9:00-15:00, 周六 15:00-18:00, 周日 9:00-13:30,"
福克斯剧院（底特律）,底特律,"2211 Woodward Ave, Detroit, MI 48201美国",,+1 313-471-7000,开放时间,暂无
FrancesCas Collections(罗切斯...,底特律,"160 NAdams Rd,Rochester Hills,MI",,,景点介绍,
Detroit Downtown,底特律,"Detroit, MI",,,介绍,底特律是以汽车制造闻名遐迩的，市中心到处都是漂亮的建筑，分布着很多餐馆、酒吧，不论是购物还是旅游，都是不错的选择。
Detroit Historical Society,底特律,"5401 Woodward Ave, Detroit, MI 48202",,+1 313 8331805,开放时间,"全年 周四-周六 10:00-17:00, 周日 13:00-17:00, 周一-周三；具体营业状态以当天开放情况为准"
底特律歌剧院,底特律,"1526 Broadway St, Detroit, MI 48226美国",11:00-17:00开放,+1 313-237-7464,介绍->开放时间,"剧院有一个宽敞的舞台，可容纳超过很多观众，拥有众多的精选的音乐作品，包括歌剧、歌曲、舞台剧以及管弦乐作品。->全年 周一-周五 11:00-17:00,"
Old St. Mary's Catholic Church,底特律,"646 Monroe St, Detroit, MI 48226美国",明日11:00开放,+1 313-961-8711,介绍->开放时间,"Old St. Mary's Catholic Church是位于底特律市中心的一座历史悠久的天主教堂。该教堂的建筑风格为哥特式，内部装饰华丽，包括彩色玻璃窗、壁画和雕塑等。今天，Old St. Mary's Catholic Church仍然是底特律市中心的一座重要的宗教场所，吸引着许多信徒和游客前来参观和参加宗教活动。->全年 周一-周五 11:00-14:30, 周六 11:30-19:00, 周日 08:00-14:00,"
乔·路易斯体育馆,底特律,"Detroit, MI 48226, USA",,+1 313-471-7000,介绍->开放时间,乔·路易斯竞技场是国家冰球联盟底特律红翼队的主场。这里是举行红翼队主场比赛的场馆，有时也会有一些冰上项目，其它体育赛事或者演唱会在此举行。->取决于赛事活动的时间，一般比赛前90分钟可进入。
Detroit-Windsor Tunnel,底特律,"100 E Jefferson, Detroit, MI 48226, USA",,+1 313-567-4422,开放时间,全年 全天开放
Ambassador Bridge,底特律,"3500 Toledo St, Detroit, MI 48216-1079",,,景点介绍,
Charles H. Wright Museum of Af...,底特律,"315 E Warren Ave, Detroit, MI 48201美国",,+1 313-494-5800,开放时间,"全年 ,- 9:00-17:00, 周四 9:00-19:00,"
University of Michigan Museum ...,底特律,"Biological Sciences Building, 1105 N University Ave, Ann Arbor, MI 48109, USA",明日10:00开放,+1 734-764-0478,介绍->开放时间,"University of Michigan Museum of Natural History位于安娜堡，馆藏种类十分丰富，有天文馆和特色的巨大恐龙骨架，深受孩子们的欢迎。->全年 周二-周日 10:00-16:00,"
Downtown Rochester,底特律,"308 S Main St, Rochester, MI 48307",10:00-17:00开放,248-656-0060,开放时间,"全年 周一-周五 10:00-17:00,"
Kerrytown,底特律,"Kerrytown, Ann Arbor, MI 48104, USA",,+1-734-6625008,介绍->开放时间,Kerrytown 是安娜堡一个特色街区，这里都是本地居民，环境优美，有浓郁的生活气息。->全年 全天开放
底特律圣保罗座堂,底特律,"4800 Woodward Ave, Detroit, MI 48201美国",9:00-17:00开放,+1 313-831-5000,介绍->开放时间,"这是个拥有一百多年历史的教堂，有美丽的瓷砖和彩色玻璃窗，这里还会举办合唱团音乐会等活动。->全年 周一-周五 9:00-17:00, 周日 7:00-14:00,"
Detroit Cycle Boat,底特律,"密歇根底特律, 美国",10:00-21:00开放,+1 313-710-5156,开放时间,"全年 10:00-21:00,"
Hart Plaza,底特律,"1 Hart Plaza, Detroit, MI 48226",8:00-17:00开放,+1 313-877-8057,介绍->开放时间,"Hart Plaza是夏季节日、音乐会和特别活动的场所，广场的中心是霍勒斯·E·道奇父子纪念喷泉。->全年 8:00-17:00,"
Cobo Center,底特律,"1 Washington Blvd., Detroit, MI 48226",,,介绍,该建筑是当地的一个大型的会议中心，这里因为场地很大因此会举办很多大型活动，而且从屋顶停车场俯瞰整个城市景色也是这的一大亮点。
Masonic Temple,底特律,"500 Temple St, Detroit, MI 48201美国",09:00-17:00开放,+1 313-832-7100,开放时间,"全年 09:00-17:00,"
埃德蒙顿河谷公园,埃德蒙顿,"10125 97 Ave NW, 埃德蒙顿, AB, 加拿大",,+1-780-4425311,介绍->开放时间,埃德蒙顿河谷公园是北美较大的城市公园，该公园面积是美国纽约曼哈顿中央公园的22倍，因此埃德蒙顿是加拿大城市中人均绿地面积较大的城市。位于河谷内的公园，有很多小径和基础设施，为人们接近大自然提供了途径。另外埃德蒙顿河谷动物园 (Edmonton Valley Zoo) 就地处广阔的埃德蒙顿河谷 (Edmonton River Valley) ，拥有超过 350 种动物。->具体营业状态以当天开放情况为准
埃德蒙顿古堡公园,埃德蒙顿,"On Whitemud Dr, Edmonton, Alberta T5J 2R7, 加拿大",,+1-780-4967381,介绍->开放时间,"埃德蒙顿古堡公园建于北萨斯喀彻温河谷林木茂盛的开阔地中，是加拿大较大的历史主题公园。公园原址是19世纪的""哈德逊湾公司堡垒""，也是欧洲人早期在当地的定居点。园内有大量原样保留或重建的历史街区。
公园里可以坐电车、看4D电影、历史建筑，骑马，看动物、堡垒等。公园里还有高尔夫球场和主题乐园。这里的工作人员会穿上不同年代的传统服饰向游人展示埃德蒙顿丰富的历史。->2023年9月9日-2023年9月17日 周六-周日 10:00-17:00,；2023年5月20日-2023年9月4日 周三-周日 10:00-17:00,；5月20日-9月4日节假日周一上午 10 点至下午 5 点开放，具体营业状态以当天开放情况为准。"
艾伯塔皇家博物馆,埃德蒙顿,"9810 103a Ave NW, Edmonton, AB T5J 0G2, Canada",,+1-825-4686000,介绍->开放时间->必看贴士,"新的艾伯塔省博物馆将是加拿大西部的博物馆，占地419000平方英尺，展览空间共8200平方英尺。博物馆共包括自然历史、人类历史、儿童画廊、Bug Room、Feature Gallery和曼尼石六个部分。->全年 ,- 10:00-16:00, 周一-周二 周四 10:00-20:00,；具体营业状态以当天开放情况为准。->博物馆内有停车位。->博物馆内有停车位。"
麋鹿岛国家公园,埃德蒙顿,"54401 Range Rd 203, Fort Saskatchewan, AB T8L 0V3, Canada",,+1 780-922-5790,介绍->开放时间,麋鹿岛国家公园（Elk Island National Park）位于埃德蒙顿以东35公里，距离埃德蒙顿以东35公里。该国家公园成立于1913年，总面积194 km²，是典型的北部高原草原生态系统。->全年 全天开放；公园全天候开放，但部分服务和设施仅在夏季的正常营业时间内开放，具体营业状态以官网为准https://parks.canada.ca/pn-np/ab/elkisland
怀特大道,埃德蒙顿,加拿大艾伯塔省埃德蒙顿,,,介绍->开放时间->必看贴士,怀特大道大街是一片历史悠久的商业区，是埃德蒙顿当地较繁忙的大街，大街由商店，餐厅，小酒馆组成，还有各种种类繁多的专卖店，包括家装店，珠宝店，花卉店，书店，蜡烛店，肥皂店，洗液店以及服装店等。 街道非常的热闹，适合呆在餐馆和咖啡馆里消遣时光，享受新老建筑交相辉映的美景，感受埃德蒙顿的历史文化和现代文化。->全年 全天开放->如果住在附近，建议不用开车，从大街的这一头走到另一头也是一种享受。->如果住在附近，建议不用开车，从大街的这一头走到另一头也是一种享受。
艾伯塔省议会大厦,埃德蒙顿,"10800 97 Ave NW, 埃德蒙顿, AB T5K 2B6, 加拿大",,+1 780-427-7362,介绍->开放时间->必看贴士,"艾尔伯特法政大厅位于市中心位置，交通很便捷。政法大厅、政府办公大楼和艺术博物馆是埃德蒙顿城市的代表，十分气派、庄严。政法大厅允许游客在导游的带领下进入参观。->全年 周六 12:00-15:00,->1.每天定时有免费导游讲解. 2.加拿大国庆节时一会广场上有很多活动，包括晚上的烟花。->1.每天定时有免费导游讲解. 2.加拿大国庆节时一会广场上有很多活动，包括晚上的烟花。"
Alberta Aviation Museum,埃德蒙顿,"11410 Kingsway, Edmonton, Alberta T5G 0X4, 加拿大",10:00-16:00开放,+1 780-451-1175,介绍->开放时间,"博物馆展现了加拿大北部航空的辉煌历史，涨知识的地方。->全年 周二-周五 10:00-16:00, 周六-周日 10:00-17:00,"
世界水上乐园,埃德蒙顿,"8882 170 St NW #1338, Edmonton, AB T5T 4M2, Canada",12:00-17:00开放,+1 780-444-5300,介绍->开放时间,"世界水上乐园，位于加拿大埃德蒙顿，是世界知名的室内水上乐园。园内设有十几条形状各异的滑水道。游客从又长又快的直梯，滑到短小弯曲的水道，然后再滑到回环管道，非常有意思，在这里，一定能唤醒您童心未泯的一面。->全年 周一-周四 12:00-17:00, 周五-周六 10:00-17:00, 周日 11:00-18:00,；周一-周五10:00-14:00，周六和周日15:30-19:30。时间可能会更改，详情请见景区公示信息"
温斯顿·邱吉尔爵士广场,埃德蒙顿,加拿大艾伯塔省埃德蒙顿市 100 St. & 102 Ave.,,+1-780-9447740（拨打电话可询问广场的文娱活动信息）,介绍->开放时间->必看贴士,"丘吉尔广场是一个百年广场，位于埃德蒙顿市中心，毗邻市政府大厦，广场上常举行婚礼、露天音乐会等活动。
广场里有Epcor瀑布、Epcor剧场、戏水池、雕塑等。广场里的戏水池，市民们可以下去游泳，据说冬天常被用来作滑冰场。->全年 全天开放->广场上有免费wifi可以连接。->广场上有免费wifi可以连接。"
乌克兰民俗文化村,埃德蒙顿,"Hwy 16 E, 埃德蒙顿, 艾伯塔省, 加拿大",营业时间待定,+1 780-662-3640,介绍->开放时间,它是一个户外博物馆，在这里游客可以进行角色扮演，回到1892-1930年乌克兰人的早期生活状态，聆听当时加拿大较大的居住人群乌克兰人战争困苦获得胜利的故事。->按季节开放，具体时间每年不一致；2016年夏季开放时间为5月21日-9月5日:周一-周日:10:00-17:00
