names,places,addresses,times,teles,titles,descs
旅顺潜艇博物馆,大连,大连市旅顺口区黄金街999号,明日09:00开放,0411-86399877,介绍->开放时间->优待政策,"潜艇博物馆集旅游与军事文化于一体，为国内大的潜艇博物馆。博物馆精华部分是停放在露天潜艇展示区的核心——33型潜艇，在其东侧新设置了两个出入口连接地面，一改原本从潜艇上端进入的方式，让游客更方便地进入其内部，身临其境地参观潜艇。博物馆二楼是高科技馆，主要通过四维空间集声光电于一体的高科技效果，让游客有如乘坐真实的潜艇潜行于海底世界，可通过自主操控，感受潜艇各种功能的模拟场景。还精心设置了前往钓鱼岛巡航的过程及与其他船只碰撞等模拟场面，这些场景设置会定期变化。->全年 09:00-16:30,->补充说明：1、以上优惠政策仅供参考，具体信息以景区当天披露为准。2、免票政策：1.3米（不含）以下儿童免费，潜艇博物馆是70岁以上老人，残疾人，现役军人凭证件免费；3、优待政策：潜艇巡航体验馆是70岁以上老人，残疾人，现役军人凭证件半价；"
世纪留声·世界音乐文化博物馆,大连,大连市中山区东港CBD中央商务区东方水城S13栋,明日09:00开放,"0411-39972788,0411-39972789",介绍->开放时间->优待政策,"爱上一座城市，从博物馆开始……
【世界音乐文化博物馆】位于大连城市东方威尼斯水城内，是一座浪漫的音乐殿堂。
在这里，您将欣赏历经千年沧桑的世界音乐文化奇迹之作，聆听传承百年岁月的中外音乐大师不朽经典，感受巧夺天工的世纪名家艺术瑰宝，体会来自音乐文化的神奇魅力。在这里让我们聆听战国时期千年的曾侯乙编钟敲响；二百多年前贝多芬大师演奏的九尺大三角约翰·布德伍德钢琴的余音绕梁；爱迪生先生的传世精品伴随着舒伯特的小夜曲真情流淌；卓别林时期无声电影里的靡靡之音让您心神荡漾；慈禧太后同款的小狗留声机把梅兰芳大师的国粹玉堂春原声重放；百年八音盒的心灵之声给你一个静逸的下午茶时光；庄严厚重的管风琴演奏着中华人民共和国国歌谱写着盛世华章！
【世界音乐文化博物馆】馆内分为：民族音乐文化展区、西洋音乐文化展区、风琴和钢琴展区、八音盒和留声机展区、音乐家和唱片展区、收音机展区、声音科技体验和文创展区、爱国主义教育展区等八大主题展区。馆内收藏古乐器、古八音盒、古留声机、重要音乐文献、珍稀唱片等30余万余件，其中具有全球音乐文化代表性文物超过500件，完整呈现了世界音乐文化和声音记录传播设备的发展历程，现已经成为大连一张重要的文化名片！->全年 09:00-20:00,；劳动节 09:00-21:00开放->儿童：身高1.2米(含)以下(至少一名监护人陪同)，免费
老人：70岁(含)以上凭本人有效证件（至少一名监护人陪同），免费
大连援鄂医护人员：凭本人有效相关证件终身，免费
文博人员：凭本人持有相关工作证件，免费
烈士家属：凭本人有效相关证件，免费"
老虎滩极地海洋动物馆,大连,大连市中山区虎滩街3号极地馆,,0411-82689356,介绍->开放时间,这里是以展示白鲸、北极熊、海豚、南极企鹅、鲸鲨等极地海洋动物为主的场馆。->8:00-17:00
旅顺博物馆,大连,大连市旅顺口区列宁街42号,明日09:00开放（16:00停止入园）,"0411-86382378,0411-86383334",介绍->开放时间->优待政策->必看贴士,"旅顺博物馆坐落于大连旅顺口区的博物馆园区，馆内藏品丰富、历史悠久，在大连的众多博物馆中首屈一指。在这里，你不仅可看到中国古代货币、青铜器、陶瓷玉器、佛教艺术造像等国内文物，还能看到古代印度石刻、朝鲜与日本等亚洲国家的书画与陶瓷等艺术展品。而馆内的新疆文物陈列，尤其是千年前的新疆干尸是馆藏珍品，很值得一观。
旅顺博物馆是两栋相邻的欧式建筑，即主馆与分馆，全部参观下来大约3小时。这座博物馆于1917年日军占领期间由日本人修建而成，里面的格局和装饰仍然保留着当时的风格，一盏盏古朴的吊灯、一个个独立的木制镶玻璃的立式展柜，处处充满着时代感，让你在观展品的同时也能欣赏这座特色老建筑。
主馆一楼主要陈列有古代货币、铜镜、佛教艺术造像、新疆文物，以及书画临展。其中新疆出土文物是特色藏品，展示着与丝绸之路有关的文化遗存，其中佛教文物堪称佳作。而吐鲁番阿斯塔那-哈拉和卓古墓群出土的物品以及一千多年前的干尸更是罕见，这些是1912年由日本人组织的""中亚探险队""在西域探险中获取的。
主馆二楼的藏品主要有各种古代青铜器、漆器工艺品、珐琅工艺品，还有工艺精湛的竹雕、木雕、牙雕等古代艺术品，玲琅满目。
分馆一楼则展示了大连地区的出土文物，可以看到在瓦房店古龙山遗址中发现的脊椎动物化石和当时的人制作的骨片及石制品，而从商代到清代的各种出土文物能让你对辽东半岛的古代文明认识更深。这里还有箸文化展区，各式各样的筷子一定同样让你大开眼界。
分馆二楼的展品主要来自亚洲其他国家，可以观赏到日本古代的书画作品、朝鲜古代陶瓷艺术、日本古代和近代的陶瓷艺术品，以及古印度的石刻艺术品。古印度石刻艺术主要以佛教石刻为主，可以看到一些佛像雕刻，当时中国晚唐至宋代的佛教造像工艺受其影响较深。->2023年4月1日-2023年10月31日 周二-周日 09:00-16:30,（16:00停止入园） 周一；2023年11月1日-次年2023年3月31日 周二-周日 09:00-16:00,（15:30停止入园） 周一；2022年10月1日（周六）—10月7日（周五）正常开放，9:00—16:30开放（16:00停止入馆）。->补充说明：1、【免费说明】游客可凭有效证件领取门票免费参观，每名成年人可携带一名未成年人参观。->旅顺博物馆旁还有关东军司令部旧址陈列馆、中苏友谊纪念塔等景点，可以顺便去看看；这里离军港公园和白玉山也很近。->旅顺博物馆旁还有关东军司令部旧址陈列馆、中苏友谊纪念塔等景点，可以顺便去看看；这里离军港公园和白玉山也很近。"
白玉山景区,大连,大连市旅顺口区白玉山街158号（南道票口）,明日07:30开放,"0411-86638005,0411-86621445",介绍->开放时间->优待政策,"白玉山位于旅顺城区中心，地处旅顺港北岸，是旅顺有名的景点。登上山顶可以俯瞰整个旅顺港，还能看到从对面山体延伸的那段天然沙嘴“老虎尾”，是旅顺区的佳观景处，山顶还有白玉山塔、海军兵器馆两个景点。白玉山不高，山顶海拔仅130多米，景区内景点也不多，不用半天的时间就可以游完。从景区的东北部和南部均有盘山公路通山顶，而且景区靠近旅顺火车站和汽车站，出站后可打的上山。景区南部有索道可到山顶，单程15元。景区东部（黄河路、长江路口，白玉山隧道口右侧）有售票处，旁边的水泥台阶可步行上山，大约需爬20几分钟。白玉山塔曾名为“表忠塔”，是20世纪初日军为表彰在日俄战争中为天皇效忠的官兵所建，而现在成了侵略历史的罪证。登上塔，俯瞰旅顺港的视野更广阔，不过需另收登塔费。海军兵器馆包含在景区大门票中，这里展示着我国自行设计建造的海军部分武器装备，有鱼雷快艇、坦克、岸舰导弹、直升机、雷达、舰炮等展品，军迷们不容错过。白玉山景区西南角有一处旅顺百鸟园，也是包含在景区大门票内的，从白玉山塔这边的公路下山，在半山腰会经过。百鸟园内可观赏到孔雀、褐马鸡、蓝马鸡，还有鹦鹉、鹤、鸳鸯等各种鸟类，还有斗鸡、鹦鹉学舌等表演，不妨去逛逛。半山腰还能看到古炮遗迹。山顶有几家小卖部，有卖饮料冷饮、烤肠之类的食品，但价格比景区外贵，建议自带些干粮和水，吃饭可以去山下的城区里吃。->全年 07:30-17:30,->残疾人：凭有效证件，免费
军人：含军队离退休干部和士官，免费
儿童：18周岁（不含）以下，免费
老人：70周岁（含）以上，免费；60周岁（含）-69周岁（含）凭有效证件，半价
学生：大学生持学生证，半价"
大黑山风景区,大连,大连市金州区凤祥路与杏林西街交叉口北1000米,明日07:30开放,"0411-87777055,15304046631",介绍->开放时间->优待政策,"大黑山集自然景观、人文景观、天然氧吧于一身，同时佛、道、儒三教合一，是辽东地区著名的宗教圣地，是国内罕见的坐落于城市中的旅游名山、大连市的后花园，也是海滨城市炙手可热的登山旅游经典路线。
大黑山平均海拔400米，主峰海拔663.1米，是一座呈“山”字型的山脉，北寄长白山、千山，南临黄海、渤海，因山石多呈淡黑色而得名。
大黑山自然风光秀丽，山体纵横交错，石峰俯仰林立，峰雄谷幽、洞迷水奇、石峻云深秀木繁荫。瀑布小溪星罗棋布，棋盘格式节理（麻将石）、天兵天将、鹞子口、滴水壶仙人台、舍身崖点缀其中。山在城中，城依山建，登临峰巅，东眺黄海朝阳喷薄，日新月异的新区尽收眼底；西观渤海晚霞余晖，风雨沧桑的古城一览无余。极目远望，四湾映帘（金州湾、大窑湾、小窑湾、大连湾），浪花若在脚下澎湃，白云似在手中翻卷，心胸豁然。大黑山的响泉消夏、朝阳霁雪、南阁飞云景色迷人，黑山夕照则是大连著名的八大景之一。
大黑山景点有关门寨、石鼓寺、唐王宫道院、朝阳寺、响水观、观音阁等。->2023年11月1日-次年2023年3月31日 08:00-16:30,；2023年4月1日-2023年10月31日 07:30-17:30,；中国法定节假日 06:30-16:30开放；景区节庆期间：06:30-16:30->老人：70周岁（含）以上凭老年证或身份证，免费
儿童：6周岁（含）以下或身高1.3米（含）以下，免费
全国医护工作者：凭医师证或护士证，免费
现役军人：凭军官证，免费
离休干部：凭离休证，免费
残疾人：凭残疾证，免费"
十里黄金海岸,大连,大连市金州区海滨中路金石滩国家旅游度假区内,,0411-87919688,介绍->开放时间->必看贴士,十里黄金海岸位于金石滩中部，延绵将近五公里，是东北地区大的天然海水浴场。这里是金石滩度假区的主要海滨休闲区，这片沙滩沙质金黄、滩软沙平，浴场水质也较好，每年夏季这里是游泳和体验水上项目的胜地。十里黄金海岸大的特点就是沙滩宽阔绵长，即使在旅游旺季时这里也不会像其他沙滩那样显得异常拥挤，人们可在这片海滩上休憩或散步，或是下海游泳，还可体验坐摩托艇、沙滩摩托、玩帆板、沙滩排球、沙滩足球等娱乐项目。黄金海岸的佳日光浴和海水浴时间为每年的7-9月，其中每年7月都会举办为期一个月的国际沙滩文化节，期间游客可以参与丰富多彩的活动。而冬季这里也是大连国际冬泳邀请赛的主会场。->全天开放->夏季阳光强烈，要注意防晒，15:00之后下水会比较舒服。初学游泳者，不要远离海岸和其他游泳者。->夏季阳光强烈，要注意防晒，15:00之后下水会比较舒服。初学游泳者，不要远离海岸和其他游泳者。
闯关东影视基地,大连,大连市旅顺口区寺沟路369号,明日08:00开放,0411-86359999,介绍->开放时间->优待政策,"大连闯关东影视基地景区始建于2008年，建成区面积约23万平方米，是集东北民俗展示、影视拍摄体验、传统文化交流和爱国教育为一体的综合性旅游景区，先后获评国家AAA级旅游景区，首批全国影视剧指定拍摄景地，优秀全国科普教育基地等称号。
景区主要由闯关东民俗文化村、旅顺记忆商街、旅顺海战公园、老大连风情街区、萌宠动物乐园、影视风情展馆区（旅顺红色名人纪念馆、文革记忆展览馆、影视道具体验馆、《法医秦明》拍摄馆、《老酒馆》拍摄馆、世界电影传奇3D魔幻艺术馆）、《爱情的边疆》摄影棚、沈阳火车站、三道沟村落等景点组成。每逢节假日，景区将安排非遗展演、民乐、秧歌、歌舞、变形金刚互动等演出。
景区曾接拍电影《风声》《青禾男高》《罐头小人》，电视剧《闯关东中篇》《小姨多鹤》《王大花的革命生涯》《飞哥战队》《老酒馆》《爱情的边疆》《法医秦明》《天坑鹰猎》《新世界》等百余部影视剧。->全年 08:00-17:00,->儿童：6周岁（含）以下或身高1.3米（含）以下（须由监护人陪同），免费
学生：6周岁（不含）-18周岁（含）未成年人以及全日制大学本科及以下学历学生凭本人有效证件，半价
老人：60周岁(含)以上老年人凭本人有效证件，半价
现役军人：（含革命伤残军人）凭本人有限证件，半价
补充说明：残疾人凭本人有效证件免票，盲人、双下肢残疾人、重度智力和精神残疾的一名陪护人员免票。"
日俄监狱旧址博物馆,大连,大连市旅顺口区向阳街139号,明日09:00开放（16:00停止入园）,0411-86610675,介绍->开放时间->优待政策,"日俄监狱旧址是旅顺的历史景点，这里曾是日本侵略者关押和残害中国爱国义士和国际反战人士的地方。这里可以看到完整而庞大的监狱设施，包括牢房、刑具刑场等，昭示着那段屈辱的历史，也警示着国人勿忘国耻。由于这里是监狱旧址，所以即使是盛夏也会感觉到里面的森森凉意。日俄监狱于1902年由沙皇俄国始建，日俄战争后被日本占领，并由日本人扩建而成，进门后看到的灰砖部分建筑是沙俄早期修建，而后面大片的红砖建筑则是日本后期扩建的。走进博物馆可按照指示标识按顺序参观，可依次看到检身室、东牢房、暗牢、刑讯室、西牢房、中西牢房三角地带、北大门、绞刑场等场所，后还有“近代战争遗物特展”、“近代碑刻展”等陈列。监狱的前半部分主要是牢房和刑讯室，可以看到囚犯们恶劣的囚禁环境，以及陈列着的各种刑具。曾有数千包括中国、朝鲜、日本、前苏联等国家在内的反战义士被关押在此，大部分是中国人，而朝鲜民族的爱国义士安重根也是在这里惨遭囚禁和杀害的，所以你会发现来此参观的韩国游客也很多。监狱后半部分是十几座工厂厂房，日军曾在此强迫犯人为其生产军需品和日用品。在这里你会看见高耸的红砖围墙，上面架设着电网，墙边还有碉楼。在墙角还有一座绞刑室，里面陈列着绞刑架和尸骨桶，让人观后心情很沉重。仅1942年至1945年间就有700多人在这里被摧残致死，所以这座人间地狱也被称为“东方的奥斯维辛”。->全年 周二-周日 09:00-16:30,（16:00停止入园） 周一；中国法定节假日 09:00-16:30开放（16:00停止入园）->补充说明：1、【免费说明】游客可凭有效证件领取门票免费参观。"
中山广场,大连,大连市中山区中山路552号,,,介绍->开放时间,"中山广场位于大连火车站东侧，是大连很有名的广场之一。这座圆形的广场是十条马路的交汇处，广场周围坐落着许多建于一百年前的欧式建筑，漫步在此可感受到异域风情，每到夜晚这些建筑在璀璨灯光的映衬下尤为美丽。
中山广场始建于沙俄占领时期，原称尼古拉耶夫广场，是用沙皇尼古拉二世的名字命名的。是为纪念中山先生，改名为中山广场。广场周围的建筑大多建于19世纪末和20世纪初，是沙俄和日本先后侵占大连时期所建，汇聚了罗马式、哥特式、文艺复兴式等多种风格。如今这些建筑大部分被金融机构使用，所以也是大连市的金融地带。
广场本身则是一片绿地和休闲步道，平时是市民的休闲场所，经常可见来此散步和锻炼的人们，也有专门来喂广场鸽的年轻人。而对于喜欢拍照的游客来说，这里众多的西洋建筑无疑是很好的取景点。->全年 全天开放"
