names,places,addresses,times,teles,titles,descs
宝库峡风景区,门源,青海省大通回族土族自治县县城西北,,,开放时间,具体营业状态以当天开放情况为准
大通河,门源,西宁市大通回族土族自治县,,,景点介绍,
祁连山草原,门源,海北藏族自治州祁连县祁连山冷龙岭北麓,,,介绍->开放时间,祁连山的平均山脉海拔在4000米-5000米之间，高山积雪形成的硕长而宽阔的冰川地貌奇丽壮观。海拔高度在4000米以上的地方，称为雪线，祁连山的雪线之上，常常会出现逆反的生物奇观。在浅雪的山层之中，有名为雪山草甸植物的蘑菇状蚕缀，还有珍贵的药材-高山雪莲，以及一种生长在风蚀的岩石下的雪山草。因此，雪莲、蚕缀、雪山草又合称为祁连山雪线上的“岁寒三友”。 祁连山草原，它的代表大马营草原在焉支山和祁连山之间的盆地中。每年7、8月间，与草原相接的祁连山依旧银装素裹，而草原上却碧波万顷，马、牛、羊群点缀其中。->全年 全天开放
北禅寺,门源,西宁市城北区祁连路西38号（近湟水北土楼山峭崖）,今日08:00开放,0971-5507110,介绍->开放时间->必看贴士,"北禅寺又称北山寺、土楼观，位于西宁北山上。北禅寺名气不大，但是历史非常悠久，对于喜欢访古的游客来说，这里是不能错过的地方。另外，北山的地貌赤红陡峭，在山上可以俯瞰西宁城，爬山观景也很不错。北禅寺始建于北魏时期，距今已经有一千九百多年历史，一开始是佛寺，后来改为道观，是青海境内比较早的宗教建筑之一。寺院所在的北山是特殊的丹霞地貌，陡峭的岩壁上有波纹一样的凹凸不平，西宁人称“九窟十八洞”。整个寺院的建筑都是依靠砂岩建造，阁楼悬空伫立，洞窟内都供有佛像，各个洞窟有悬空的栈道相连，结构非常精巧奇妙。游北禅寺，除了参观建筑、拍摄陡峭山体外，天气好时还可以在山间俯瞰北侧的西宁城区，视野开阔，适合拍照。->全年 08:00-18:00,->这里封山维修暂时不允许上山，九窟十八洞开门时间等待官方通知。->这里封山维修暂时不允许上山，九窟十八洞开门时间等待官方通知。"
彩虹部落土族园,门源,海东市互助县威远镇振兴大道西路口,今日09:00开放,0972-8318818,介绍->开放时间->优待政策->服务设施,"彩虹部落土族园是一座大型土族民俗文化主题公园，坐落在青海省互助土族自治县威远镇西南部，距省会西宁30公里，是互助土族故土园国家AAAA级景区核心景点，也是环夏都西宁旅游圈中的一个重要景点。园区占地面积130000平方米，建筑面积13000平方米，是全部以青砖青瓦、生土土坯、砖雕木刻等形式建造的大型土族民俗文化古建筑群。互助是我国的土族自治县，开创北魏的鲜卑族的后裔。土族信仰喇嘛教，对色彩有着特殊的天分，被誉为""披着彩虹的民族”能歌善舞，土族民俗被评为“国家非物质文化遗产'富有民族特色。每年农历五月初五、六月初六、九月初九等民间节日，互助旅游区内多举行“花儿演唱会”八九月份的收获季节举行世界上长的狂欢节——“那顿节”。该县还有佑宁寺、五峰寺、玛藏观（即白马寺）、北山林区等景观，每年有数以千计的中外游客，慕名到此观光浏览。->全年 09:00-18:00,->儿童：身高1.2米（含）及以下，免费
学生：全日制大中小学生（不含成人教育、研究生）凭学生证，半价
老人：60周岁（含）以上凭老年证，半价
残疾人：凭残疾证，半价
军人：凭军官证，半价
青海省本地市民：凭身份证，半价->停车场：【停车场】参考价格：免费；地址：青海省互助县威远镇振兴大道西路口
WIFI：景区提供免费WIFI
手机充电：
行李寄存：参考价格：免费
景区地图：
雨具租赁：参考价格：免费
轮椅租赁：参考价格：免费
卫生间："
冰沟河生态文化旅游景区,门源,甘肃省武威市天祝藏族自治县祁连乡冰沟河,今日09:00开放,"0935-5818888,0935-5817777",介绍->开放时间->优待政策,"景区因祁连山冰川融化形成的河流——冰沟河而得名。位于甘肃省武威市天祝藏族自治县西北部，祁连山东端，距武威市区40公里，属天祝藏族自治县祁连镇管辖。景区总占地面积为9310公顷，地势西南高东北低，海拔在2050---4874米之间，高气温25°C左右，低气温零下20°C左右，年平均温度5℃左右，空气富含负氧离子，是城市的近千倍。景区内涵纳了祁连冰川、阿弥完智雪山、柴尔龙海天池、尼美拉大峡谷、马兰花大草原、弘化牧场、原始森林、高山草甸等自然景观，有“一日过三季、十里不同天”的美誉。景区内度假村、特色餐厅、购物街等接待设施一应俱全，是休闲、度假、疗养、健身、拓展训练、民俗体验的理想境地。目前冰沟河生态文化旅游景区是河西走廊大的一家集自然风光、生态旅游、休闲度假为一体的国家4A级旅游景区。->全年 09:00-17:00,->儿童：1.2米（含）以下，免费；6周岁(含)—14周岁(含)的儿童，半价
军人：中国人民解放军、武警、现役军人、残疾军人，凭有效证件（军官证、士官证、士兵证、军人伤残证），免费
残疾人：三级以上残疾人（凭伤残证），免费
老人：70周岁（含）以上的老人（凭有效身份证件或老年证）免门票。（免票老人须有持全价票成人陪同，每名持票成人限带1名免门票老人），免费；60周岁(含)-69周岁(含)的老人凭身份证或护照，半价
记者：记者凭（中华人民共和国新闻总署或中国人民共和国广播电影电视总局颁发的）有效记者证件享受免费门票，持香港记者证、澳门记者证及摄影记者证可享受免门票。，免费
甘肃省部分群体：甘肃省高层次人才，凭“陇原人才服务卡”和本人身份证； 甘肃省自驾旅游协会，凭丝绸之路自驾游护照和本人身份证； ，免费"
西宁文庙,门源,西宁市城中区文化街18号,,,介绍->开放时间,"西宁文庙始建于明宣德三年（1428年），后经历了四次扩建修缮之后形成占地八十余亩的规模，史誉“缭以墙垣，益于丹碧”、“官墙岩岩，廊庑翼翼”。然而历经几百年的风雨，如今这规模宏大的古建筑群只剩下大成殿。
文庙的前门设有两个由照壁连接而成的牌坊门，门楣上面分别写有“道冠古今”和“德配天地”。穿过这两扇牌坊门，迎面就可以看到气势恢弘的大牌坊，上书“棂星门”三个大字。棂星门建于1741年，高十余米，飞檐斗拱，造型十分壮观，它的承重仅靠没有深埋于地下的四根柱子和八根埋地的斜杆，在历经二百多年的风雨之后，仍然屹立不倒。
2004年西宁市在原址上修建了店铺、广场等，三层仿古屋顶、屋顶露台及下沉式广场和精巧的廊桥构成了新的文庙建筑群。修缮后的文庙以现存的大成殿为中心，并和现在的文化街夜市相连接，成为西宁市城中区新的商业区。->具体营业状态以当天开放情况为准"
金帝顺滑雪场,门源,西宁市大通东峡镇鹞子沟景区,营业时间待定,0971-2793600,介绍->开放时间->优待政策,"金帝顺滑雪场位于享有""生态明珠""、""西宁后花园""美誉的大通县鹞子沟，3A级国家森林公园风景区。滑雪场占地面积238亩，已于2013年成功举办第一届青海省冬季冰雪旅游节，得到了政府部门的高度肯定与支持。雪场内设初级、中级标准滑雪道，全长1000米，高级道正在建设中。雪场设立滑雪专用传送电梯两条，近400米长，每小时可传送游客达2000人次，并配备多条专业雪上飞碟滑道，适合不同年龄的游客游玩。为丰富游客的游乐性，另配备儿童冰车、雪雕观赏、雪地摩托、狗拉雪橇、马拉爬犁、儿童城堡等游乐设施.引人驻目的是滑雪场里的南极企鹅群供游客们零距离观赏。2014年,青海金帝顺国际滑雪场全新升级，斥资一千二百万新建成2000平米游客接待大厅，设施更加完善和人性化。并引进雪地真人CS、土耳其鱼疗、无限蹦极、都市斗牛、太空环、碰碰车、旋转木马等多种四季游乐项目，为游客提供多元化的游乐乐趣。同时新建了2000平米生态绿色四季餐厅，游客在大自然花红柳绿的环境中，享受美食的同时还可观赏雪场全景，与场外游客共同畅享滑雪场的乐趣。->2023年12月11日-次年2023年2月20日 09:00-18:00,（17:30停止入园）->儿童：1.2m（不含）及以下，免费
补充说明：该景区暂无任何优惠政策。 以上信息仅供参考,具体信息请以景区当天披露为准。"
金银滩草原,门源,海北藏族自治州海晏县西北侧,,"0970-8644379,0970-8645228",介绍->开放时间->必看贴士,"金银滩草原位于青海海北藏族自治州海晏县西海镇西北侧，分为金滩和银滩，平均海拔3200米。得名金银滩草原主要是由于草原上河水两边一边开着白色小花，一边是金色花朵，十分漂亮。西部歌王王洛宾来此采风时创作了歌曲《在那遥远的地方》，金银滩草原也由此名扬天下。->全年 全天开放->1. 金银滩较好的旅游季节是7、8、9三个月。
2. 这里即使是在夏天，温度也不高，还是尽量带一件外套。->1. 金银滩较好的旅游季节是7、8、9三个月。
2. 这里即使是在夏天，温度也不高，还是尽量带一件外套。"
宁缠垭豁,门源,北藏族自治州门源回族自治县,,,景点介绍,
