names,places,addresses,times,teles,titles,descs
慕尼黑动物园,慕尼黑,"Tierparkstrasse 30, 81543 Munich, Bavaria, Germany",今日09:00开放,+49 89 625080,介绍->开放时间,慕尼黑动物园，园区内的绿化非常好，在这里不仅能近距离接触小动物，也是一个郊游放松身心的好地方。将近2万只动物生活在这个面积达40公顷的园区中，广袤的土地面积保证了每只动物都有充足的“私人空间”。在公园步道上随处可见过路的野鸭和孔雀，另外这家动物园有一个“可爱小动物区”，在这里游客可以用指定的食物喂山羊等性情温顺的动物，和他们近距离互动。->全年 09:00-17:00
屈维利耶剧场,慕尼黑,"Residenzstrasse 1 | Downtown, 80333 Munich, Bavaria, Germany",今日14:00开放,+49 89 290671,介绍->开放时间,老皇宫剧院的前身是宫庭剧场，由Francois de Cuvillies 建造，是巴伐利洛可可式风格建筑，内部以红色和金色为装修主色调。在这里可以观看戏剧表演，大剧院是个值得一游的地方。->全年 周一-周六 14:00-17:00 周日 10:00-17:00
宁芬堡宫园林,慕尼黑,"Nymphenburg Palace, 80638 Munich",今日06:00开放,+49 89 179080,介绍->开放时间,宁芬堡宫园林面积约三平方公里，宫殿后部的大花圃用12个白色的大理石人像雕塑装饰，园林内古木参天，鸟类繁多，自然环境极佳。1617年始建时为意大利式风格，十八世纪扩建为法国式风格，十九世纪初改为英国园林风格，同时保留了巴洛克园林的特征。->全年 06:00-19:00
圣神教堂,慕尼黑,"Praelat-Miller-Weg 1, 80331 Munich, Bavaria, Germany",今日09:00开放,+49 89 24216890,介绍->开放时间,圣神教堂是一座天主教本堂区圣堂，也是慕尼黑现存较古老的教堂之一。历史推算是1208年由路德维希一世建立圣神救济院，内有罗曼式的圣女加大利纳礼拜堂，紧邻今天的老市政厅钟楼。教堂内顶部的壁画尤为美丽。->全年 周六-周日 08:30-20:00 周一-周五 09:00-20:00
鱼泉许愿池,慕尼黑,"Marienplatz, 80331 Munich, Bavaria, Germany",00:00-23:59开放,+49 89 222324,介绍->开放时间,传说复活节前的第七个星期三把空钱包浸入鱼泉许愿池中，拿出来时就装满了钱。->全年 00:00-23:59
伊萨尔门,慕尼黑,"Tal 43, 80331 Munich, Bavaria, Germany",00:00-23:59开放,,介绍->开放时间,位于慕尼黑，该门是壮观的中世纪结构，始建于14世纪，门上方的伯恩哈德·内尔的壁画描绘了1322年路德维希战役后得胜归来的皇帝，放大的照片也展示了在二战中被轰炸破坏的地区。伊萨尔门建有幽默博物馆，纪念喜剧演员卡尔·瓦伦丁。->全年 00:00-23:59
圣路易堂,慕尼黑,"Ludwigstrasse 22, 80539 Munich, Bavaria, Germany",,+49 89 2877990,介绍->开放时间,路德维希教堂是皇家广场建筑的代表作，二战后经重建，如今是德国具有风格的巴洛克式新教教堂。教堂连同路德维希广场和周围的宫殿以及官员议事厅构成了一个豪华的巴洛克建筑群，这是侯爵建筑师施坦戈尔的杰作。->当天做弥撒或是其他活动的具体安排时间可咨询官网http://www.st-ludwig-muenchen.de/
玛丽恩市政广场,慕尼黑,慕尼黑古城区,今日09:00开放,,介绍->开放时间,玛丽恩市政广场，位于德国慕尼黑，是一个非常有名的休闲场所。在这里，游客可以欣赏广场周围历史悠久的建筑，还可以在当地餐厅享受美食，感受浓郁的德国风情。->全年 9:00-18:00
新绘画陈列馆,慕尼黑,"Barer Str. 29, 80799 Munich, Germany",,+49 89 23805195,介绍->开放时间,新绘画陈列馆是德国慕尼黑的一座美术馆，主要收藏18和19世纪的欧洲艺术品，是世界上重要的收藏19世纪艺术品的美术馆之一。新绘画陈列馆连同老绘画陈列馆和现代艺术陈列馆构成慕尼黑的艺术区。->周三-周日10:00-18:00，每个月的第1个和第3个周三10:00-20:00，周一、周二闭馆。另外还有具体年度的闭馆时间，详情可咨询http://www.pinakothek.de/en/node/31433
啤酒节博物馆,慕尼黑,"Sterneckerstr. 2, 80331 Munich, Bavaria, Germany",今日11:00开放,+49 89 24231607,介绍->开放时间,啤酒节博物馆坐落于慕尼黑年代古老的建筑内，建于1340年，这里陈列着不同品牌的啤酒和啤酒杯文物，展示着啤酒的制作过程，有专门喝酒和用餐的场所，氛围浓郁，代表着德国文化的一种特色。游客在这里还能品尝到正宗的慕尼黑啤酒。->全年 周一-周六 11:00-19:00
