names,places,links,imgs,scores,address,ranks
亮亮干鲜水果,原平,https://you.ctrip.com/shopping/yuanping3014/1736125.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M02/B3/FD/CghzgFW7TBWACDwHAABCr2lgBIY364_C_220_140.jpg,4.0,教育北路教育局对面,1
金旺角商厦,原平,https://you.ctrip.com/shopping/yuanping3014/2096475.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,4.0,前进西街与体育南路交界处,2
五彩商厦(工程路店),原平,https://you.ctrip.com/shopping/yuanping3014/2096242.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,4.0,前进东街,3
家美特超市(铝厂店),原平,https://you.ctrip.com/shopping/yuanping3014/1842122.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,5.0,铝业大道中电投生活区金山花园门面房,4
众缘药店,原平,https://you.ctrip.com/shopping/yuanping3014/1747288.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M0B/B4/1E/CghzfVW7TBaAN__3AAA-SNUIFfg035_C_220_140.jpg,5.0,其他建设街东段,5
富利鞋行,原平,https://you.ctrip.com/shopping/yuanping3014/1845416.html,https://dimg04.c-ctrip.com/images/fd/tg/g1/M06/B4/1E/CghzfVW7TBeAA7aJAAA_9hhr3Vk862_C_220_140.jpg,5.0,体育南路南段,6
双汇冷鲜肉,原平,https://you.ctrip.com/shopping/yuanping3014/70131373.html,https://dimg04.c-ctrip.com/images/1002170000013g70hBADB_C_220_140.jpg,,永康南路532-2-4号附近,7
哈森(东大购物中心HS店),原平,https://you.ctrip.com/shopping/yuanping3014/2458999.html,https://dimg08.c-ctrip.com/images/100q170000012ayk87ED3_C_220_140.jpg,,京原南路东大购物中心一层,8
伟业超市,原平,https://you.ctrip.com/shopping/yuanping3014/1747755.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,2.0,前进西街1461号,9
易捷便利店(206省道),原平,https://you.ctrip.com/shopping/yuanping3014/3325648.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,,206省道北50米,10
易捷便利店(206省道),原平,https://you.ctrip.com/shopping/yuanping3014/3495760.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,,206省道西50米,11
易捷便利店(050乡道),原平,https://you.ctrip.com/shopping/yuanping3014/3116440.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,,050乡道与108国道交叉口西50米,12
好又多,原平,https://you.ctrip.com/shopping/yuanping3014/3634835.html,https://dimg04.c-ctrip.com/images/100g170000012ad0wB817_C_220_140.jpg,,山西省忻州市原平市前进西街277号,13
易捷便利店(加油站),原平,https://you.ctrip.com/shopping/yuanping3014/3976190.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,,加油站附近,14
芳香美容院,原平,https://you.ctrip.com/shopping/yuanping3014/2431384.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,,市委东院内,15
易捷便利店(京原南路),原平,https://you.ctrip.com/shopping/yuanping3014/3249907.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,,山西省忻州市原平市京原南路1128-南,16
家家福超市(体育南路),原平,https://you.ctrip.com/shopping/yuanping3014/3698171.html,https://dimg04.c-ctrip.com/images/1003180000013q2ze09A5_C_220_140.jpg,,山西省忻州市原平市体育南路560,17
易捷便利店(大忻线中国石化加油...,原平,https://you.ctrip.com/shopping/yuanping3014/3799117.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M00/B3/FD/CghzgFW7TBSATVnsAABDmfHWiDE521_C_220_140.jpg,,山西省忻州市原平市大牛店镇大忻线中国石化加油站,18
昆仑好客便利店(原平市人民政府...,原平,https://you.ctrip.com/shopping/yuanping3014/3685586.html,https://dimg04.c-ctrip.com/images/1005180000013yr0a5843_C_220_140.jpg,,大运路附近,19
中央时代广场,原平,https://you.ctrip.com/shopping/yuanping3014/2462944.html,https://dimg04.c-ctrip.com/images/1mh3u12000as7a7nk2785_C_220_140.jpg,4.8,前进西街529号附近,20
百盛商厦,原平,https://you.ctrip.com/shopping/yuanping3014/2096142.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,,前进西街399号,21
亚达商厦,原平,https://you.ctrip.com/shopping/yuanping3014/1738787.html,https://dimg04.c-ctrip.com/images/fd/tg/g2/M09/B3/FD/CghzgFW7TBOAaqc_AAA9FJcymtg610_C_220_140.jpg,,京原北路105,22
艾莱依,原平,https://you.ctrip.com/shopping/yuanping3014/2004856.html,https://dimg04.c-ctrip.com/images/100d180000014jmw45221_C_220_140.jpg,,东大购物中心3楼,23
九牧王男装(永康北路店),原平,https://you.ctrip.com/shopping/yuanping3014/1732006.html,https://dimg04.c-ctrip.com/images/100a170000012azpeF745_C_220_140.jpg,,永康北路167号,24
安踏体育,原平,https://you.ctrip.com/shopping/yuanping3014/1838171.html,https://dimg04.c-ctrip.com/images/100u180000013w7sz025E_C_220_140.jpg,,前进西街67附近,25
家家利超市,原平,https://you.ctrip.com/shopping/yuanping3014/1845387.html,https://dimg04.c-ctrip.com/images/100q0e0000006ysbhD1DC_C_220_140.jpg,,前进西街657,26
天惠超市,原平,https://you.ctrip.com/shopping/yuanping3014/3027918.html,https://dimg04.c-ctrip.com/images/100f180000013w6hu9D2C_C_220_140.jpg,,工程路,27
