names,places,addresses,times,teles,titles,descs
宣恩伍家台乡村休闲度假区,恩施土家族苗族自治州,万寨乡伍家台村,09:00-17:00开放（17:00停止入园）,,介绍->开放时间,"宣恩伍家台乡村休闲度假区位于湖北省宣恩县，是以茶文化为主题的旅游度假区。这里到处都是茶园，满山翠绿，是休闲度假、旅游观光、品茶养生的好地方。->全年 09:00-17:00,（17:00停止入园）"
五彩黄龙瀑布,恩施土家族苗族自治州,恩施土家族苗族自治州恩施市大峡谷内,,"0718-8542333,400-0718-126",介绍->开放时间,"黄龙瀑布是地缝五大瀑布之一，瀑水顺一似钟状的橙红色钙华体飞流直下，落差60余米。由于二叠系煤层中含有的黄铁矿（FeS2）在地表条件下极易氧化和水化成铁的氧化物或氢氧化物，此瀑布上游溪水刚好源自或历经二叠系煤层，瀑布水体中就富含三价铁，所以由此瀑布中钙质沉淀形成的钙华体因含铁而呈橙红色，加之瀑布长期冲刷，谷底滚石就因铁染而变成了橙红色，故得名黄龙瀑布。在阳光照射下，瀑水飞溅，彩虹显现，加之铁染谷底，岩石色彩缤纷、十分瑰丽。
若从廊桥观瀑底，钙华体酷似一只昂首“金龟”，在享受清瀑沐浴，故此景又称金龟戏瀑。->包含于恩施大峡谷-云龙地缝景区，景区暂时停业，具体详情请以景区公示为准，原景点开放时间详见景区现场公示。"
望城坡,恩施土家族苗族自治州,望城坡山上,,,介绍->开放时间->优待政策,"望城坡在小渡船辖区，顺何功伟村而上20分钟即可到达，是城区周围高的山了，站在山上，州城风光尽收眼底，望城坡因此而得名。雨后的恩施，云雾缭绕。望城坡海拔1100米到1500米,高高的山梁似一道天然屏障，隔断了近在咫尺的现代城市文明气息。山梁上十多个山峦起伏环绕，林木郁郁葱葱，山谷清静，还有紫云观、笔架山观音庙两处遗址，虽已残垣断壁，但依旧香火不断，释、道两家汇聚于此，更显此山之灵气。开阔的观景台，带您一览众山小。家有梧桐树，不愁凤凰来，望城坡也不乏现代化的气息。->全年 全天开放；具体营业状态以当天开放情况为准。->补充说明：暂无其他优惠，具体以景区当天实际为准"
唐崖河黄金洞,恩施土家族苗族自治州,恩施州咸丰县黄金洞乡,08:30-17:00开放（16:30停止售票，17:00停止入园）,0718-6812777,介绍->开放时间->优待政策->服务设施,"黄金洞乡位于渝、鄂、湘、黔相界处，是恩施、利川、咸丰三县市的交界之地，这里冬暖夏凉，景色宜人，资源富饶，森林覆盖率达52 %，连接318和209国道的西部旅游黄金干线贯穿境内达60公里，咸丰县的母亲河——唐崖河奔流而下。作为“边贸口子镇”，咸丰县的西大门，黄金洞乡早在1984年便着手了“天下奇观黄金洞”的开发，是很早开发的旅游景点。->全年 08:30-17:00,（16:30停止售票，17:00停止入园）->儿童：1.2米（含）-1.4米（不含），半价
老人：70周岁（含）以上凭本人身份证或老年证，免费；60周岁（含）-70岁（不含）凭本人身份证或老年证，半价
学生：全日制大学本科及以下学历凭本人有效学生证件，半价
军人：现役军人凭本人有效《士兵证》或《军官证》，残疾军人凭本人有效《军残证》，免费
残疾人：凭本人有效残疾证，免费->停车场：【唐崖土司•黄金洞景区停车场】参考价格：免费；地址：湖北恩施州咸丰县黄金洞乡唐崖土司•黄金洞景区停车场；库位：300"
利川清江古河床,恩施土家族苗族自治州,恩施土家族苗族自治州利川市京兆山庄西北侧约240米,,,介绍->开放时间,清江古河床位于湖北省利川市，总长8公里。附近方圆十里渺无人烟，风光十分秀美。这里有百里绝壁、傲啸独峰、原始森林、远古村寨等景点，景色美不胜收，很适合户外徒步。->具体营业状态以当天开放情况为准
墨达楼,恩施土家族苗族自治州,恩施土家族苗族自治州宣恩县兴隆大道(丹峰·贡水龙城东侧约100米),,,介绍,墨达楼，由低向高呈五梯台进式，也叫冲天楼，前临贡水河，后依墨达山，楼中有阁，阁上有亭，回廊相连，夜景非常漂亮，是当地的标志建筑。
绝壁栈道,恩施土家族苗族自治州,湖北省恩施土家族苗族自治州屯堡乡和板桥镇恩施大峡谷,,"0718-8542333,400-0718126",介绍->开放时间,绝壁栈道是恩施大峡谷当中较为险峻的景点，沿着大峡谷的石壁延伸，可欣赏到壮阔的景致。->景区现暂时停业，具体开放时间以景区公示为准。原开放时间：8:00-16:00。
鱼木寨,恩施土家族苗族自治州,恩施土家族苗族自治州利川市谋鱼路,,0718-10456,介绍->开放时间->必看贴士,"鱼木寨是一个位于鄂渝交界处的土家族山寨。相传古代马、谭两大土司交战，鱼木寨因地势险要，谭土司久攻不下，数月后守寨的马土司扔下活鱼挂在前来攻寨的谭土司帐前树上，谭土司叹道：“吾克此寨，如缘木求鱼也。”从此，此寨得名鱼木寨。


鱼木寨四周皆是绝壁，悬崖如削，铁壁三层，螺峰四座，仅有一条2米宽的石板古道直通寨门。寨内有古墓群、古碑林、古栈道、古寨门，至今保存完好，数十座古墓石雕精湛，隘关险道惊心动魄。这里关卡雄奇，道路艰难逼仄，两条下寨道路全以条石修就，石级陡窄，特别是亮梯子及三阳关手扒岩二段，堪称天险。
目前，鱼木寨有100余户居民，大都是土家族，至今仍保留有完整的古代土家人生活、饮食、婚丧、建筑习俗。寨内以木建筑为主，石与石、木与木、木与石之间的结合，均用古老巴国传统的营造方法，以榫头相联，阴阳相扣。->全年 全天开放->鱼木寨地势险要，山路十分难行，建议穿易于登山的鞋子，时刻注意安全。->鱼木寨地势险要，山路十分难行，建议穿易于登山的鞋子，时刻注意安全。"
沐抚古镇,恩施土家族苗族自治州,恩施土家族苗族自治州恩施市屯渝线,,,介绍->开放时间,沐抚村也是当地一个古色古香的古镇。街道两边是土家建筑风格的小洋楼。整个古镇很有土家族的特色。->具体营业状态以当天开放情况为准
湖北恩施腾龙洞大峡谷国家地质公...,恩施土家族苗族自治州,恩施土家族苗族自治州恩施市金桂大道中段东侧恩施州文化广场湖北恩施腾龙洞大峡谷国家地质公园博物馆内,09:00-17:00开放,0718-8985000,介绍->开放时间,"湖北恩施腾龙洞大峡谷国家地质公园博物馆-地质公园科普厅 ，位于恩施市湖北恩施腾龙洞大峡谷国家地质公园博物馆内，是博物馆第一展厅，厅内主要通过图片、文字和模型展示，对宇宙、太阳、地球作了简要介绍。->全年 周二-周日 09:00-17:00,"
