names,places,addresses,times,teles,titles,descs
丹那劳港,迪那桡岛,"Port Denarau, Denarau Island, Viti Levu 679",今日08:00开放,+679 675 0600,介绍->开放时间->服务设施,"位于楠迪市中心西北方向约5公里的丹那劳港，是楠迪市通往其他各小岛的中转站。这个港口不算大，但有很多餐馆，提供海鲜大餐和其他美食。还有一些免税店和外币兑换点。在港口内停靠着很多游船，可以随时出海。->全年 08:00-17:00->餐厅：有
便利店：有"
玛洛洛岛,迪那桡岛,"Malolo Island, Western Division, Fiji",,,介绍->开放时间,"斐济的玛洛洛岛（Malolo Island）被当地人称作“植物岛”，属玛玛努卡群岛，距离玛那岛很近。岛的面积不大，但娱乐设施应有尽有，除了游泳、潜水外，这里还有钓鱼、风帆等，也可以在山林徙步、打网球，甚至有餐厅教游客学做斐济式餐点。在这里，仿佛可以做许多事情，在沙滩上躺着晒日光浴，或者在酒店做一次斐济式的SPA让身心放松。


玛洛洛岛是一个田园诗般的海岛天堂，在这里你可以摆脱现代生活的压力，放松在金色沙滩上，丰富的珊瑚礁，椰林摇曳的棕榈树和蔚蓝的海洋，给你天堂般的享受。


玛洛洛有斐济知名的潜水和水上运动公司，还有各种特色的酒吧和具有太平洋风格的SPA，让你的玛洛洛之旅充满魅力。->具体营业状态以当天开放情况为准"
Navini岛,迪那桡岛,Navini,,,介绍->开放时间->服务设施,"这是个象画一样漂亮的小岛，被一圈宽阔的银白色的沙滩环绕着，在阳光的照耀下反射着明亮的白光，岛周围淡绿的海水透明得让人直接能看到水下10多米的沙地，五颜六色的小鱼在水中游来游去，如果抬头也许就能看见飞鱼跃出水面在和游人打招呼。

深蓝色的海星在美丽的珊瑚下缓缓前行，还有许多叫不出名字的鱼悠闲地游在海底，有经验的当地人常常能捉上几只给游客玩耍。->全年 全天开放->卫生间：有
餐厅：有"
斐济南迪文化村,迪那桡岛,"LOT 1 Nacaqara, Navo, Nadi",今日09:00开放,,介绍->开放时间,"斐济南迪文化村，位于南迪的纳沃区，是较具斐济特色和较受游客欢迎的目的地之一。在文化村里，您可以切身感受到浓郁而强烈的斐济文化。在这友好的环境里，您可以和当地人沟通交流，进一步了解斐济的艺术和习俗。


对于家庭度假的朋友们，您可以在斐济南迪文化村美丽独特的环境中体验斐济简单的生活方式，感受土著的热情好客和了解当地的风俗习惯。


您将有机会进行一次发现斐济之旅，来一场非同一般的村庄之旅，您将看到不同的草屋，每个草屋展现斐济丰富多彩的文化，从捕鱼、雕刻、陶艺、椰子制品、土布制作等。在文化历史墙，您可以了解斐济丰富多彩的历史和文化，您还能更多了解当地的动植物、海鲜和濒临灭绝的一些爬行动物以及本土鸟类。->全年 周一-周六 09:00-21:00"
Cloud 9 Fiji,迪那桡岛,"Ro Ro Reef | PO Box 5717, Nadi, Viti Levu, Fiji",,+679 869 7947,介绍->开放时间,Cloud 9 是世界上独有的海上酒吧，边品酒边欣赏南太平洋马马努卡群岛上的优美海景，是世界上很浪漫的酒吧。->10:00-17:00
玛拉玛拉海滩俱乐部,迪那桡岛,malamala island ， Fiji,明日09:30开放,+679 999 5512,介绍->开放时间,Malamala 海滩俱乐部拥有白沙滩和清澈的多层次浅绿、浅蓝和深蓝色的海水，126 米长的私家码头，海边的休闲小屋，五星酒店级般的无边泳池，海天一色，享誉南太平洋的明星大厨 Lance Seeto 岛上主理各式富有特色的佳肴，还有丰富的酒水选择，是由美国名调酒师设计的7款俱乐部鸡尾酒。->全年 9:30-18:00
萨贝托泥浆温泉,迪那桡岛,Sabeto，Naboutini，Nadi,今日08:00开放,+679-8340088,介绍->开放时间,斐济位于太平洋火山带，所以岛上拥有众多地热温泉，其中 萨贝托泥浆温泉是比较有特色、挺受欢迎的一个。虽然整个泥浆池看上去不好看，但泡在里面非常舒服，可以解除身上肌肉的疼痛，洗完澡后感觉一身轻松，皮肤也会变得滑滑嫩嫩。->全年 8:00-18:00
玛塔玛奴阿岛(matamanoa),迪那桡岛,斐济西部马塔玛诺岛,,,介绍,玛塔玛奴阿岛(matamanoa)，位于斐济的亚萨瓦群岛，这是一个非常漂亮的小型岛屿。岛上风光旖旎、气候宜人，住在带有私人泳池的海景房内，人们可以一边欣赏海景，一边品尝美食，非常惬意。
玛玛努卡群岛,迪那桡岛,"Mamanuka Islands, Nadi",,,介绍->开放时间->必看贴士,"玛玛努卡群岛位于斐济主岛维提岛的西北海岸，包括玛娜岛、玛洛洛岛、金银岛、施舍岛、南海岛等，其中风景秀丽的玛娜岛出名。报名一日团或者多日团，搭游艇即可抵达任何一座岛，岛上的酒店通常兼营水上游乐设施服务，从豪华的五星到廉价可按月包的饭店皆有。游艇上通常都有咖啡和餐饮提供，在甲板上远眺一望无际的蓝天和白云以及各种孤岛，即使在这里呆上多天，也不会觉得无聊，总会有各种活动等你参与。
南海岛距离丹娜努岛较近，只有30分钟的航程，南海岛上有一个游泳池、橡皮艇等多种娱乐设施。如果报名一日游，可以在岛上欣赏斐济米克传统歌舞表演！这条巡游路线的另一个特色是游客可以环绕南海岛的海洋保护区乘坐半潜船在水下观赏五颜六色的珊瑚礁和壮观的热带鱼生活。->全年 全天开放->斐济外岛的洗手间门外通常都会摆放一个水盆，这个是用来让客人进入洗手间前洗脚的！因为鞋子和脚上一般会携带很多沙滩上的泥沙。为了保持卫生间的清洁，大家都都会在进入洗手间之间将脚清洗干净。->斐济外岛的洗手间门外通常都会摆放一个水盆，这个是用来让客人进入洗手间前洗脚的！因为鞋子和脚上一般会携带很多沙滩上的泥沙。为了保持卫生间的清洁，大家都都会在进入洗手间之间将脚清洗干净。"
沙巴马尼亚湿婆庙,迪那桡岛,"Queens Rd, Nadi, Fiji",今日06:00开放,+679 670 0977,介绍->开放时间,"位于南迪岛的沙巴马尼亚湿婆庙是斐济较大的印度神庙，原先的神庙经历了时光荏苒，目前的这座是在先来的旧址上于1986年建立的。1984年起，很多大型的活动开始在这个庙里进行，许多信徒纷纷来此参加活动。
神庙本身的建筑也非常玄妙，是斐济古代庙宇建筑的一个杰出代表。神庙建筑的色彩非常鲜艳，给人眼前一亮的感觉。->全年 -,- 06:00-19:00 -, 06:00-20:00"
Robinson Crusoe Island Tours,迪那桡岛,"Likuri Island Coral Coast, Fiji",,,介绍->开放时间,鲁滨逊岛重现了热带岛屿节奏，在这里将体验到美丽的斐济风情，文化和美食。位于岛上的斐济海滩度假村提供各种各样的活动。生活中充满了斐济的传统，如火和刀舞表演，篮子制作，星空下跳舞，篝火和卡瓦仪式等。->全年 全天开放
斐济文化中心,迪那桡岛,"Queens Highway ,Sigatoka ,close to Cuvu Village and The Shangri La Fijian Resort.",,,介绍,斐济文化中心，再现了19世纪以前古代斐济人的建筑和土著遗风。这里有古代街市，你可以在街市上选购土特产品、古色古香的木器、珠宝及手工艺品；或乘上独木舟在太平洋港的运河和环礁湖中巡游，观赏岸上的18 世纪以前的古老民居。
Tony's Place,迪那桡岛,"Fiji,Lautoka,Vuda Point Road,",,,介绍->开放时间,该酒店位于维提岛中心，环境优美，这里有多种房间类型可供选择，还有餐厅提供当地特色美食，是人们休闲度假的好去处。->周二~周日 12:00-14:3017:30-20:30
Schooner Whale's Tales,迪那桡岛,"丹娜努岛, 斐济",,+679 670 2443,开放时间,"周日 - 周六上午7:00 - 下午9:00days: 周日 - 周六, times: 上午7:00 - 下午9:00,"
珊瑚海岸潜水,迪那桡岛,"Queens Rd，Yadua, Fiji",,,介绍->开放时间,斐济除了以其各种美丽的水下海洋生物和美景而出名之外，这里的潜水也非常出名。珊瑚海岸具有斐济较大的潜水点，乘船15分钟内就可到达。其边缘的珊瑚礁绵延到整个珊瑚海岸的岸边和海峡。在这里潜水，你可以看到神奇的热带鱼游来游去，美丽的珊瑚礁遍布海底。由于这个地区没有明显的海流，对于缺乏经验的潜水者来说是一个较好的水肺潜水地点。->不同代理商，开放时间不同。
沃莫岛,迪那桡岛,"Vomo, Fiji",,,介绍->开放时间,沃莫岛上有两个美丽的沙滩，还有玛玛努卡群岛比较好的浮潜点。步行环岛一圈需要1小时，说大不大，说小不小，足以让你玩上一段时间，又可以对其深入了解。总而言之，沃莫岛是斐济的化身，有着美丽的明信片风景。->全年 全天开放
Big Bula Waterpark,迪那桡岛,"Jayant Rd, Denarau Island, Fiji",今日10:00开放,675 0010,开放时间,全年 10:00-17:00；周一 - 周日 :10:00 - 17:00
Hydro Sports Fiji,迪那桡岛,"雅奴卡岛, 斐济",,+679 999 4081,开放时间,"周日 - 周六上午9:00 - 下午5:00days: 周日 - 周六, times: 上午9:00 - 下午5:00,"
