names,places,addresses,times,teles,titles,descs
天星桥风景区,镇宁,安顺市关岭布依族苗族自治县黄果树风景名胜区内,明日07:30开放,0851-33592136,介绍->开放时间->服务设施,"天星桥景区位于黄果树大瀑布下游。天星桥景区分为天星盆景区、天星洞和水上石林三大区，这里主要观赏石、树、水的美妙结合，是水上石林变化而成的天然景区。如果说黄果树大瀑布的特点是气势磅礴，天星桥区则是玲珑秀美。


进人“天星桥”景区，就会到达“数生步”，它是一块块的石头架在水上，每块石头都印有日期，可以找一找自己的生日，然后许个愿，很有意思。然后可以去天星洞景区欣赏光十色、变幻无穷的奇峰异石，景区内的4根大石柱直抵洞顶，每根石柱都在20米高以上，非常壮观。->全年 07:30-17:30,；景区售票时间：旺季：07:00-17:00 淡季：7:30-17:00 景点开放时间： 淡季：陡坡塘：7:30-18:00天星桥：7:30-17:30大瀑布：7:30-18:00 旺季：陡坡塘：7:00-18:00天星桥：7:00-17:30大瀑布：7:00-18:00 观光车运营时间：淡季：7:30-18:00旺季：7:00-19:00->停车场：【陡坡塘停车场】参考价格：¥10/次；地址：贵州省安顺镇宁布依族苗族自治县陡坡塘停车场；库位：300
行李寄存：参考价格：免费；地址：景区小卖部
园内交通：参考价格：50元/人；地址：新城票务中心、天星桥景区、大瀑布景区、陡坡塘瀑布；参考价格：10元/人
卫生间：黄果树瀑布设有多个卫生间，分别在游客中心等并标有醒目的指示牌。
吸烟区：地理位置：卫生间
餐饮：可使用支付宝/微信支付
自动售卖机：可使用支付宝/微信支付
便利店：可使用支付宝/微信支付"
黄果树瀑布夜游,镇宁,安顺市镇宁布依族苗族自治县黄果树瀑布景区内,19:00-23:30开放（22:00停止入园）,0851-38157288,介绍->开放时间->优待政策,"黄果树瀑夜游分为千色锦绣、云端织梦、太阳的奇迹、千彩映水（云裳）、星河天阶、神鼓祈水、水月洞天、万物生辉、九霄霓虹、水天一色，共11个篇章带领游客领略黄果树瀑布夜晚的独特魅力。
其中《太阳的奇迹》展现了关岭地区的布依族对于龙的崇拜和尊敬。关岭地区的布依族认为山和家中都有龙，当建房开山取石时，要把龙“请走”，房屋建好后，要举行“迎龙”仪式，烧香烧纸请龙回来。布依族的 铜铸“龙宝”，被视为神物，常被无后人家重礼请去作保，以祈求生育男 孩.如生育男孩。则视为“龙子”。此外，布依族妇女的衣裙、头巾等物上， 也常见到龙的图案。说明了布依族对龙图腾的崇拜。
《神鼓祈水》则是配合水幕投影表现布依族祭水盛典表演祈福歌舞、鼓舞的盛况。展现奇幻与民族异域感交织的大气磅礴的民族神话。
《万物生辉》则将万物于水中缤纷呈现，大自然的颜色于水中孕育，充满无限生机；夺目渲染的光芒于水中乍现，并发而出的色彩燃亮树林、天空、万物与尘埃，天地皆沉醉在这一刻生命与色彩的礼赞之中，让众生逍遥于天地之间。
《九霄霓虹》则使得仙境国度碎片和图腾在河水中逆流而上，最终冲向翻滚奔腾的天瀑，隐匿于天瀑最后一个篇章《水天一色》中鼓声再次响起，乐声节奏加快，赤橙黄绿青蓝紫的七色光芒，分七次跃出瀑布冲刷河谷，为山河大地分别带来星辰、雷霆、风雨、云霞、草木、昆虫、鸟兽七重生态，天地间一片生机盎然。->全年 19:00-23:30,（22:00停止入园）；景区为分时预约入园，入园时间段为：19:20-19:40、20:00-20:20、20:40-20:55、21:10-21:25、21:40-21:50。->儿童：身高1.2米（含）-1.4米（不含），半价；身高1.2米（不含）以下，免费
补充说明：儿童需至夜游黄果树售票窗口购买"
陡坡塘瀑布,镇宁,安顺市镇宁布依族苗族自治县453县道黄果树镇，黄果树瀑布上游1公里处,明日07:30开放,,介绍->开放时间->服务设施->必看贴士,"陡坡塘瀑布位于黄果树瀑布上游1公里处，瀑顶宽105米，高21米，是黄果树瀑布群中宽的瀑布。陡坡塘瀑布有两面，当平水期的时候，因为上游白水河水量较小，水流清澈，陡坡塘瀑布缓缓的洒下，清秀妩媚如一层面纱，被戏称为：新娘面纱。每当雨季来临，白水河携带着大量泥沙汹涌而下，陡坡塘瀑布便失去了往日的温柔，汹涌咆哮如奔腾的野马，雄壮威武。陡坡塘瀑布神奇的地方在于：瀑布左侧的洞穴在巨量洪水经过时，会产生奇特的共鸣，发出低沉的嘶吼，故陡坡塘瀑布又有一个雅号：吼瀑。->全年 07:30-18:00,；景区售票时间：旺季：07:00-17:00 淡季：7:30-17:00 景点开放时间： 淡季：陡坡塘：7:30-18:00天星桥：7:30-17:30大瀑布：7:30-18:00 旺季：陡坡塘：7:00-18:00天星桥：7:00-17:30大瀑布：7:00-18:00 观光车运营时间：淡季：7:30-18:00旺季：7:00-19:00->停车场：【陡坡塘停车场】参考价格：¥10/次；地址：贵州省安顺镇宁布依族苗族自治县陡坡塘停车场；库位：300
行李寄存：参考价格：免费
园内交通：参考价格：10元/人；参考价格：50元/人；地址：新城票务中心、天星桥景区、大瀑布景区、陡坡塘瀑布
卫生间：黄果树瀑布设有多个卫生间，分别在游客中心等并标有醒目的指示牌。
吸烟区：地理位置：卫生间有吸烟区
餐饮：可使用支付宝/微信支付
自动售卖机：可使用支付宝/微信支付
便利店：可使用支付宝/微信支付->黄果树瀑布门口乘三轮车要问清楚：是一个人的价格还是一辆车的价格->黄果树瀑布门口乘三轮车要问清楚：是一个人的价格还是一辆车的价格"
银链坠潭瀑布,镇宁,安顺市镇宁布依族苗族自治县黄果树瀑布天星桥景区内,明日07:30开放,0851-33592136,介绍->开放时间,"银链坠潭瀑布，位于贵州安顺黄果树瀑布下游，传说中的“龙犀相抟”的地方——三岔河下面的河咀濑伏流入口处，属于落水洞型瀑布。银链坠潭瀑布位于天星桥景区水上石林区的，其形如斗，其声如歌，其状如链。在黄果树瀑布群中，它既不是以高取胜，也不是以阔或大惊人，而是以它那千丝万缕的情态和如泣如诉的瀑声，让人看见就不想离开。这个瀑布只有十余米高，上面成漏斗形，底部是槽状溶潭。在潭沿面上隆起的石包，象一张张下覆的莲叶，交错搭连，河水在每一张叶面上均匀铺开，纵情漫流，象千千万万条大大小小的银链，轻音嚷嚷地缓缓坠入溶潭，永远没完没了。三岔河水被钙华滩分成串串珠链，坠入深潭，是黄果树瀑布群中秀美的瀑布。->全年 7:30-17:30,"
高荡千年布依古寨文化旅游景区,镇宁,安顺市镇宁布依族苗族自治县高荡村,明日08:00开放,15628010111,介绍->开放时间->优待政策,"高荡千年布依古寨文化旅游景区是一个原汁原味的布依族村寨，国家“AAAA”级旅游景区，位于镇宁县城西南5.5公里处，海拔1186.20米，气候凉爽、四季分明。因寨子坐落在崇山峻岭之中，犹如群峰上托着一口锅，布依语称“瓮座”； 该村四面环山，一寨端坐，北向靠山有两处水荡，山高水高，故称“高荡”，村寨故此得名。
古寨现遗存古民居多建于明清时期，距今200-600年不等，均为石木结构干栏式石板房，共151栋423间，占地22000余平方米，几乎未被破坏。高荡古寨也是目前保存颇为完好的布依族村寨之一。古寨现以种植业为主。从古至今，居民全系布依族，全寨仅伍、杨两姓。->全年 08:00-17:00,->儿童：身高1.2米以下儿童，免费
学生：全日制大、中、小学生（不含成人教育、研究生）凭本人身份证和学生证，半价
其他：现役军人和残疾人持有效证件（军官证、士官证、残疾证），免费
老人：70岁及以上老人持有效证件（身份证和老年证），免费
补充说明：以上优待政策仅供参考，具体政策请以景区当天公告为准。其他优惠政策以国家法律、法规及国务院决定、规定要求或旅游主管部门的规定执行。"
黄果树瀑布景区,镇宁,贵州省镇宁布依族苗族自治县黄果树镇贵黄公路(黄果树风景名胜区),,,景点介绍,
坝陵河大桥,镇宁,贵州省安顺市关岭布依族苗族自治县,,"17062211115,13801026616",介绍->开放时间,坝陵河大桥位于安顺市高原重丘区，是沪瑞国道主干线上跨越坝陵河大峡谷的第一座特大型桥梁。该桥桥梁全长1560米，为主跨1088米的单跨钢桁加劲梁悬索桥，桥面至坝陵河水面高370米，是贵州有史以来修建的技术含量超高的一架桥梁。->全天开放
石头寨,镇宁,安顺市镇宁布依族苗族自治县扁担山,,0851-33596779,介绍->开放时间,石头寨位于贵州西南镇宁县的扁担山上。寨子依山而建，所有房屋均为石头建造，石屋层层叠叠，布局井然有序，极富民族特色。石头寨，当地布依语称之为“板波森”，其意是“背靠石山，世居石屋”。景观便是石头建造的民居。它以石为墙，以石为廊，以石为柱，以石为瓦。石屋层层叠叠，沿着山坡自下而上。寨边竹林、树下也安置着石凳、石椅与石桌，可休憩、娱乐，连寨里的路面都是石板铺就。石屋的主人都是布依族，家里的男人都是心灵手巧的石匠，手艺世代相传，他们自己设计，自己建造房屋，安居乐业。石头寨又是蜡染之乡。全寨八成以上的妇女都会制作蜡染布。从刚出生孩子的被服，到青年人婚嫁的被褥，到去世老人的寿衣寿鞋，无不是蜡染布制成，堪称是蜡染布的世界。有趣的是，在这里，游人可直接参与，自己设计，自己操作，做一副属于自己的蜡染。->全年 全天开放
水帘洞,镇宁,安顺市镇宁布依族苗族自治县黄果树镇黄果树风景名胜区黄果树大瀑布景区内,原开放时间：包含于黄果树景区，景区开放时间7:30-18:00，景点开放时间详见景区现场公示。,0851-33592136,介绍->开放时间,"水帘洞位于黄果树大瀑布四十米至四十七米的高度上，全长一百三十四米，水帘洞由六个洞窗、五个洞厅、三股洞泉和六个通道组成，主要景点有：倒挂仙人掌、古榕悬根、藤帘、袖珍花园、鼓风口、水晶宫、摸瀑台等。穿越水帘洞，还有一个绝妙奇景，从各个洞窗中观赏到犀牛潭上的彩虹，这里的彩虹不仅是七彩俱全的双道而且是动态的，只要天晴，从上午九时至下午五时，都能看到，并随你的走动而变化和移动。前人：""天空之虹以苍天作衬，犀牛潭之虹以雪白之瀑布衬之""，故题""雪映川霞""。
电视连续剧《西游记》中的“花果山”、“水帘洞”,曾给中外观众留下过美好而深刻的印象。也使“水帘洞”外景拍摄地黄果树瀑布锦上添花、声名远播,吸引了无数游客不远万里,来此一睹为快。->景区暂时停业，详情请以景区公示为准；原开放时间：包含于黄果树景区，景区开放时间7:30-18:00，景点开放时间详见景区现场公示。"
黄果树柏联酒店温泉,镇宁,安顺市关岭县黄果树镇黄果树大瀑布入口西北侧300米,明日13:00开放（20:30停止入园）,0851-38189777,介绍->开放时间->服务设施,"黄果树柏联酒店温泉位于贵州省安顺市关岭县黄果树镇黄果树大瀑布入口西北侧300米，温泉设置齐全，卫生干净。->全年 13:00-21:00,（20:30停止入园）->泡汤：
娱乐设施：
特色项目："
