names,places,addresses,times,teles,titles,descs
东方明珠,上海,上海市浦东新区陆家嘴世纪大道1号,09:00-21:00开放（20:30停止入园）,021-58792888,介绍->开放时间->优待政策->服务设施,"东方明珠矗立于上海浦东陆家嘴，与外滩隔江相望，是上海的标志性建筑。若在267米高的空中旋转餐厅一边品尝美食一边欣赏申城夜景，更是超凡的体验。
东方明珠塔高468米，由11个大小不一的球体串联一体，此设计来源于“大珠小珠落玉盘”的美妙意境。登上三个主球体，可站在不同的高度品赏浦江两岸的城市风光，尤其站在259米高度的全透明观光廊上，以“空中漫步”的独特方式欣赏申城全景。而夜晚登临观光层感受“不夜城”夜幕下的绚彩，更是难忘的享受。
东方明珠还是娱乐、美食、博览以及购物的小世界。在塔座的上海城市历史发展陈列馆可以了解到上海近代历史的变迁；在东方明珠95米“高空VR过山车”一起尖叫一起飞；玩累了，可以到旋转餐厅品尝世界各地美食、欣赏现场制作与烹饪表演。结束旅程时，可至特色商品楼层选购纪念品，或买张明信片、盖上空中邮局的邮戳，寄给自己或者想要祝福的亲友。->全年 09:00-21:00,（20:30停止入园）->儿童：1米(不含)以下，免费；1米(含)-1.4米(含)之间，优惠
老人/残疾人：70周岁(不含)以上老人及残疾人，凭有效证件购票，三球联票、二球联票、单球票、陈列馆票，优惠(餐厅票除外)
特殊人群：现役军人、军残证、离休干部、烈属证：凭有效证件，享受（二球联票），免费->行李寄存：地址：游客中心
卫生间：景区内设有多个卫生间，在景区内均标有醒目的指示牌。
餐饮：东方明珠内设有多个餐厅，分别在不同观光层并标有醒目的指示牌。
纪念品商店：东方明珠内设有多个纪念品商店，在0米大厅附近并标有醒目的指示牌。"
外滩,上海,上海市黄浦区中山东一路（临黄浦江）,,,介绍->开放时间,"外滩位于黄浦江畔，全长约1.5公里，是上海城市象征意义的景点，风格迥异的万国建筑群和浦江夜景是它的精华所在。
外滩矗立着几十幢风格迥异的古典复兴大楼，知名的中国银行大楼、和平饭店、海关大楼、汇丰银行大楼等再现了昔日“远东华尔街”的风采。令人惊讶的是，这些建筑并非出自同一位设计师，也不是建于同一时期，却拥有一种独特的和谐美。外滩多种建筑风格，其中包括法国古典式、法国大住宅式、哥特式等，这些都是中国近现代重要史迹及代表性建筑，也是黄浦江畔一道靓丽的风景线。
夜晚来临，两岸霓虹灯交辉相映，搭乘浦江游船或渡轮，游于黄浦江上，江风阵阵拂面，一边是见证历史发展的外滩，一边是上海现代建设的地标陆家嘴，还有外白渡桥的倩丽身影，可以让你换个角度欣赏这个繁华都市美丽的样子。->全年 全天开放"
上海迪士尼度假区,上海,上海市浦东新区川沙新镇黄赵路310号,08:30-21:30开放,4001800000,介绍->开放时间->优待政策->服务设施,"上海迪士尼度假区位于上海浦东新区，是中国内地第一个迪士尼度假区，你可以在此亲历许多迪士尼乐园的经典项目，包括较大的迪士尼城堡、以海盗为主题的园区、较长的迪士尼花车巡游路线等，身临其境地感受神奇王国。
迪士尼乐园
上海迪士尼乐园分为七个各具特色的主题园区，包括“米奇大街”、“奇想花园”、“梦幻世界”、“迪士尼·皮克斯玩具总动员”、“探险岛”、“宝藏湾”和“明日世界”。无论男女老少都能在这里找到快乐的天地。
#米奇大街#
一进入迪士尼乐园门口，便步入了“米奇大街”。米妮、唐老鸭、黛丝、高飞以及布鲁托等一众伙伴将在这里欢聚，你可以在这里与喜爱的迪士尼朋友热情拥抱、合影留念。在大街上五花八门的商铺中，“M大街购物廊”将提供乐园内丰富的礼品和纪念品选择。
#奇想花园#
奇想花园由7片不同风格的神奇小花园组成，你可以驾着“幻想曲旋转木马”回旋在欢乐中，或是乘坐“小飞象”翱翔天空，还有城堡舞台秀和“奇梦之光幻影秀”等多项标志性迪士尼娱乐演出可供观赏。游客还能在这里从不同角度欣赏全球路线较长的迪士尼主题花车巡游——“米奇童话专列”。
#梦幻世界#
梦幻世界是乐园中较大的园区，也是宏伟壮丽的“奇幻童话城堡”所在地。在这个如童话般的仙境中，动画控们可以伴着小熊维尼探索百亩森林，和爱丽丝一起在梦游仙境迷宫中穿行，与七个小矮人一同乘坐矿山车探险，登上“小飞侠天空奇遇”飞船横越伦敦的天空，或是跟着“晶彩奇航”蜿蜒漂流过一个个熟悉的迪士尼故事。
#迪士尼·皮克斯玩具总动员#
在这里，你可以坐上“弹簧狗”的螺旋形弹簧，欢快地围着一个盛满了玩具骨头的大狗盘绕圈，“抱抱龙”将邀请大家坐上遥控冲天赛车，在长长的“U”型轨道上开启一段刺激的冒险旅程，除此之外，你还可以在“艾尔玩具店”，购买你喜欢的游戏、玩具、服饰、徽章等。
#探险岛#
来到探险岛，仿佛置身于新发现的远古部落中。巍峨的雷鸣山将为你的探险岛之旅指出明确的方向。你可以在“古迹探索营”中走出自己的探险之路，或是在“翱翔•飞越地平线”里横跨世界和时空，坐上“雷鸣山漂流”的筏艇深入探险岛腹地，探索一只庞大神秘巨兽所在的黑暗领域。
#宝藏湾#
“宝藏湾”是全球迪士尼乐园中第一个以海盗为主题的园区。“加勒比海盗——沉落宝藏之战”将水载乘坐项目变为惊险刺激的大冒险，富有探险精神的游客们还可以划着“探险家独木舟”畅美丽海湾，踏上海盗船的甲板，在“巴波萨烧烤”大快朵颐。
#明日世界#
“明日世界”充满了无尽可能并展现出未来光明的愿景。星际探险项目“巴斯光年星际营救”带领游客们勇往直前、超越无限；“喷气背包飞行器”让人们突破重力束缚；“创极速光轮”包裹在巨大的半透明穹顶建筑下，幻化着不同光彩，吸引游客跨上两轮光轮摩托队列，挑战全球迪士尼乐园中较为紧张刺激的过山车项目之一。
迪士尼小镇
迪士尼小镇是上海迪士尼度假区的大型购物餐饮娱乐区，毗邻上海迪士尼乐园，并将向公众免费开放。国际化的迷人街区令人流连忘返，游客可以在享用美食的同时观赏到上海迪士尼乐园的迷人景色。而位于“迪士尼小镇”的“华特迪士尼大剧院”，上演经典百老汇音乐剧，看剧单独售票。
园区餐饮
迪士尼乐园中有巴波萨烧烤、皇室宴会厅、皮诺丘乡村厨房、部落丰盛堂、米奇好伙伴美味集市、星露台餐厅、小米大厨烘培坊、漫月轩、老藤树食栈等多家主题餐厅，散布在各个主题园区内，东西方菜系的丰富美食、特色点心和诱人甜品一应俱全，让你的神奇之旅回味无穷。
主题酒店
“上海迪士尼乐园酒店”和“上海玩具总动员酒店”紧邻上海迪士尼乐园，优越的地理位置将迪士尼神奇之旅从白天延续到夜晚。两家酒店结合了迪士尼故事讲述的主题设计，并将为宾客提供温馨周到的服务、丰富多样的娱乐活动、美食飨宴、购物体验及各种休闲选择，带来蕴含中国魅力的迪士尼体验。如果在乐园中购买了商品，可以免费递送至其下榻的酒店中，另外度假区内还设有免费穿梭巴士和轮渡，往返于两座酒店和迪士尼乐园之间，交通十分方便。->2023年6月8日-2023年6月18日 08:30-21:30,->婴幼儿：在游园当日年龄在3周岁以下，或身高1.0米及以下（以年龄为标准享受免费入园的婴儿，在入园时，其监护人必须携带并出示能被接受的或婴幼儿本人含出生日期及照片的政府签发的有效身份证件原件），免费
儿童：身高1.0米以上至1.4米（含），或者身高1.4米（不含）以上且在游园当日年龄在3周岁（含）至11周岁（含）（以年龄为标准享受儿童票优惠的儿童，在入园时，其监护人必须携带并出示能被接受的儿童本人含出生日期及照片的政府签发的有效身份证件原件），优惠
老人：60周岁 (含) 以上（在入园时，必须携带并出示能被接受的本人含出生日期及照片的政府签发的有效身份证件原件），优惠
残疾人：如需购买，请前往上海迪士尼度假区官方APP、官方网站、官方微信公众号或致电上海迪士尼度假区预订服务中心。残障人士须携带本人有效身份证原件及本人有效残障证明原件，在主入口通过“中国残疾人联合会”微信公众号的“证件查询”页面验证本人的残疾证后方可入园。入园时无法出示本人的有效残障证明原件，或无法通过页面验证的游客，须按标准票的全价补全差价。，优惠->停车场：【P1停车场】参考价格：¥15/小时；地址：上海迪士尼度假区南一入口星光大道；库位：1413；小型车辆10元/小时，80元封顶；大型车辆15元/小时，120元封顶；【P2停车场】参考价格：¥15/小时；地址：上海迪士尼度假区南二入口灵感街；库位：920；小型车辆10元/小时，80元封顶；大型车辆15元/小时，120元封顶；【P3停车场】参考价格：¥15/小时；地址：上海迪士尼度假区东入口阳光大道；库位：2474；小型车辆10元/小时，80元封顶；大型车辆15元/小时，120元封顶；【P4停车场】参考价格：¥15/小时；地址：上海迪士尼度假区东入口阳光大道；库位：1032；【P5停车场】参考价格：¥60/次；地址：上海迪士尼度假区申迪西路附近迪士尼停车场；库位：3390；【P6停车场】参考价格：¥120/次；地址：上海迪士尼度假区西入口迪士尼大道；库位：5210；小型车辆100元/次，大型车辆120元/次
行李寄存：参考价格：以景区现场公示为准；地址：米奇大街,创急速光轮，雷鸣山漂流，古迹探索营
童车租赁：参考价格：90元/部/天；地址：主题乐园主入口处的闸机处
轮椅租赁：参考价格：90元/部/天；地址：主入口处的闸机后
卫生间：上海迪士尼度假区主题乐园内外多处设有洗手间，非常便利。当你进入主题乐园，跟着路牌就能找到他们的具体位置。“星愿公园”、“迪士尼小镇”和上海迪士尼度假区停车场附近也设有洗手间。如有疑问，请随时向演职人员寻求帮助。
吸烟区：地理位置：“米奇大街”主题园区内的“甜心糖果”商店；“探险岛”主题园区入口标牌处；“探险岛”主题园区的“故事舞台”；“宝藏湾”主题园区的“凡迭戈剧院”出口；“宝藏湾”主题园区的“加勒比海盗：沉落宝藏之战”演出；“奇想花园”主题园区的“米奇俱乐部”；“明日世界”主题园区的“星球大战远征基地”；“明日世界”主题园区巡游路线（洗手间对面）；“梦幻世界”主题园区游客服务中心对面；“梦幻世界”主题园区的“魔法师秘制小食”餐厅
母婴室：地址：以景区现场公示为准；护婴中心人员齐备，将在上海迪士尼乐园常规运营期间为游客提供免费服务和一系列便利设施，包括：配备电视机和桌椅的客厅、配备椅子的母婴室、配备桌子的更衣室、配备高脚椅的喂哺室、微波炉和水槽。
残障通道：持残疾证的残障人士，可在主入口的游客服务中心获取残障人士通行服务卡。残障人士通行服务是专为由于残障原因而无法长时间等待的游客设计，此服务允许持卡游客在当前景点需要长时间等候时，提前预约返回景点的时间。如需了解详细信息，请向演职人员咨询。
ATM机：上海迪士尼度假区内ATM（自动取款机）设在以下位置：主入口游客服务中心区域—乐园内；主入口游客服务中心区域—乐园外；团队接待中心区域—停车场内；迪士尼小镇服务中心区域；医务室区域——“明日世界”主题园区内；上海迪士尼乐园酒店；玩具总动员酒店
餐饮：上海迪士尼乐园内设有多个餐厅，分别在米奇大街附近并标有醒目的指示牌。可使用支付宝/微信支付。
纪念品商店：上海迪士尼纪念品商店位于迪士尼小镇，是一座巨大而醒目的圆形建筑。"
上海之巅观光厅,上海,上海市浦东新区银城中路501号近东泰路（上海中心大厦内）,08:30-22:00开放（21:30停止入园）,021-61999766,介绍->开放时间->优待政策->服务设施,"上海中心大厦上海之巅观光厅是上海中心大厦的功能体验区，在上海之巅360度全视角观光厅，近看东方明珠、金茂大厦、环球金融中心身居足下，远眺世博园区、城隍庙、八万人体育场、虹桥机场尽收眼底，一览苏州河与黄浦江蜿蜒同奔长江共入东海。
生长的天际线：展项位于地下1层的上海之巅展示厅的序厅。用100秒时长的实景还原动画影片，浓缩演绎了自1840年上海开埠以来170余年外滩、浦东陆家嘴天际线生长的发展史，以影像与声音合成动态的形式，直观展现了上海城市日新月异的变化，一幢幢高楼拔地而起，一个个高度被不断刷新，直至上海中心成为了上海的新高度，新地标。
上海的上海中心：分为上海的韵味、上海的高度、上海的上海中心三个主题，运用动静结合、虚实结合展示方式，将动态影像穿插在静态的照片中，从不同的视角向人们展示了不同时期不同风格的海派建筑，随着时间的变迁，逐步地展示了上海这个国际化大都市在发展的过程中的代表性建筑。这些建筑，既富有建筑美感又蕴藏着深厚的历史文化底蕴，是极富上海韵味的城市内涵，是传承也是超越。
摩天梦：运用目前国内运动自发光透明屏技术和透明水晶模型结合的模式，全方位地展示了摩天大楼的奥秘 。展现了从1885年开始，高度被不断刷新的世界第一高楼的演变历程，也展现了人类在不断追寻的“摩天梦”。展示了世界高层建筑与都市人居学会(CTBUH)专业提供的截止2020年世界高楼排名情况，是纵览世界高层建筑的窗口。
基因库：基因库揭示了上海中心这座垂直城市规划、诞生、建设的整个过程。模拟展示了空中花园、阻尼器等10余项世界之创举，揭密了诸多大楼不为人知的基因构造。
垂直城市：垂直城市展区运用世界前沿的3D打印技术，以大楼1:350尼龙材料整体打印地模型，以主屏加分屏，声、光、电一体的新媒体技术展示方式，展示了上海中心的雨水收集器、双层玻璃幕墙、BIM建造技术、上海少女、鱼乐图等各项绿色、智慧、人文的丰富内涵，表达出垂直城市的理念。
上海之巅观光厅拥有三部世界较快的高速电梯，速度可达每秒18米，仅需55秒即可到达位于上海中心118层的上海之巅观光厅，乘坐电梯时可通过屏幕看到电梯实时运行速度、高度和方位。每位体验者对电梯速度的震撼之余，也将对它的舒适和稳定印象深刻。
空中邮局：位于118层的上海之巅，每一张明信片都记载着上海之巅的美景，为自己或亲朋好友挑选一张，呼应此刻的心情和意境，此处寄出的来自上海之巅的寄语，是值得珍藏、永恒的礼物。
许愿树：118层的许愿树也进行了全新的升级，在此写下一张许愿卡或许愿福，用红绳系在云端的许愿树上，将会期许未来的记忆时刻，期待更多的人们在上海之巅许下高高美美的“星”愿。
踏破天际：踏破天际互动项目，运用先进的AV装置，感受多媒体与物理高度给予的超真实体验。当您身处118层上海之巅，置身于地幕投影的陆家嘴摩天群楼真实场景，配合先进体感热点控制系统，虚拟氛围营造出踏破天际的“裂纹”，一场刺激心跳的挑战即将开始。
在上海之巅360度全视角观光厅，近看东方明珠、金茂大厦、环球金融中心身居足下，远眺世博园区、城隍庙、八万人体育场、虹桥机场尽收眼底，一览苏州河与黄浦江蜿蜒同奔长江共入东海。身处此处，时而蓝天缭绕宛若如来仙境、时而凌驾云端置身魔幻世界。上海之巅可以尽享气象万千、可以看尽世间繁华、可以饱览众山的奇景。
云间心锁与心爱之人一起，挂上充满爱意的心锁，一个虔诚的祈愿，也是一个永恒不变的承诺，将一对相爱的恋人名字刻在锁上，将两个人的心紧紧地“锁”在一起，使他们的爱情永恒不变，在上海之巅留下幸福的见证。
上海之巅品牌店：上海之巅品牌店分别位于118层上海之巅观光厅和B2层观光出口，琳琅满目、含有上海及上海中心元素的各式商品。->全年 08:30-22:00,（21:30停止入园）->儿童：身高1米(含)以下或者年龄3周岁（含）以下的儿童（但须有成人陪伴，1个成人最多可以携带1名1米(含)以下的儿童）；如有儿童超过1米，但年龄在3周岁以下的，购票时须出示相关证件证明年龄，仍可享受免票。，免费；身高：1米（不含）~1.4米（含）；身高1米（含）以下的儿童可免票，但须有成人陪伴，1个成人最多可以携带1名1米（不含）以下的儿童。，优惠票
学生：持有普通高等教育阶段、高中教育阶段和义务教育阶段注册有效的学生证或能够证明其学生身份的在校学生，或持有相关有效证件的外籍学生，且年龄须为23周岁（含）以下，未成年须有一名成人陪同才可入园，优惠票
老人：60周岁（含）以上凭老年证或身份证，优惠票
军人/残障人士：请现场购票，凭相关有效证件，优惠票
补充说明：以上信息仅供参考，具体信息请以景区当天披露为准。->停车场：【上海中心停车场】参考价格：15/小时；地址：上海市浦东新区银城中路501号上海中心停车；库位：400
行李寄存：参考价格：免费；地址：行李寄存点
卫生间：各楼层过道处，并有醒目的标示。
吸烟区：地理位置：非观光厅区域
母婴室：地址：上海中心B2和118层设有母婴室
餐饮：大楼内有多个餐厅，其中景区119层内有lounge552餐厅，请提前购买现场用餐"
豫园,上海,上海市黄浦区福佑路168号,09:00-16:30开放（16:00停止入园）,021-63260830,介绍->开放时间->优待政策->服务设施,"上海豫园位于上海豫园旅游商业区的东北部，与上海城隍庙、上海豫园旅游商城毗邻，是知名的江南古典园林，闻名中外的名胜古迹。1982年被国 务院批准成为“全国重点文物保护单位”。
豫园始建于明嘉靖、万历年间，距今已有四百五十余年历史。园主人潘允端，曾任四川布政使。潘允端为了让父亲安享晚年，从明嘉靖己未年（1559年）起，在自家的菜田上，聚石凿池，构亭艺竹，建造园林。经过二十余年的苦心经营，建成了豫园。
“豫”有“平安”、“安泰”之意，取名“豫园”，有“豫悦老亲”的意思。豫园肇建初始，占地七十余亩，由明代造园名家张南阳精心设计，并亲自参与施工，整座园林规模宏伟、景色秀美。
现豫园占地2公顷，楼阁参差，山石峥嵘，树木苍翠，以清幽秀丽，玲珑剔透见长，具有小中见大的特点，体现出明清两代江南园林建筑的艺术风格。
豫园内至今还保存着“海派书画”发祥地—“藏书楼”、上海小刀会起义指挥部所在“点春堂”等史迹。历代古人对豫园有“奇秀甲于东南”、“东南名园冠”等赞誉。
众多国内外政要首脑和名人都曾来到豫园参观访问，是上海一张难得的传统文化名片。->2023年1月21日 09:30-14:30,（14:00停止入园）；2023年1月1日-2023年1月20日 周二-周日 09:00-16:30,（16:00停止入园） 周一；2023年1月22日-2023年1月27日 09:30-16:00,（15:30停止入园）；2023年1月28日-2023年12月31日 周二-周日 09:00-16:30,（16:00停止入园） 周一；清明节,劳动节,端午节,中秋节,国庆节 09:00-16:30开放（16:00停止入园）->学生：全日制大学本科及以下学历学生（不含成人教育、研究生）凭本人学生证及身份证。，半价
老人：60周岁（含）以上老人凭本人身份证享受半价优惠。，半价
儿童：身高1.3米（含）以下或6周岁（含）以下儿童（须有成人陪护，一名成人限带三名儿童；非团体）。，免费
残疾人：凭有效证件登记验证后入园。，免费
现役军人、残疾军人、烈士遗属、因公牺牲军人遗属、病故军人遗属、现役军人家属：凭有效证件登记验证后入园。，免费
在职/退休/残疾消防救援人员（含政府专职消防员）、消防救援院校学员：凭有效证件登记验证后入园。，免费->卫生间：分布在万花楼东侧、涵碧楼东侧"
南京路步行街,上海,上海市黄浦区河南中路,,,介绍->开放时间->必看贴士,"南京路步行街长约1200米，两侧商店林立，一眼望去，现代建筑夹杂着欧式老楼，竖挂的店铺灯箱连绵不绝，尤其夜幕之下霓虹灯光闪烁，别有风情。还可以坐一回像缩小版旧式电车的“铛铛车”，找找老上海的味道。
步行街西起西藏中路（人民广场东侧），东至河南中路，两端各有一块暗红色的大理石碑。走在步行街上，随处可见富有创意的城市雕塑，以及别致的路灯、花坛、电话亭，低头能看到不少窨井盖上刻有不同的城市建筑图案，街中央还有大量椅子供游客小坐。
南京路步行街是上海繁华的商业街之一，早在20世纪初就已是百货公司的聚集地，在这里逛逛一定会收获颇丰。如今这里既有永安百货、华联商厦、丝绸商厦等老牌百货公司，又有新世界城、百联世贸国际广场、置地广场、恒基名人购物中心、宏伊广场等大型购物中心，在这里你差不多可以买到任何商品。
南京路步行街还是吃货的天堂，这里的购物中心都有各种品牌的时尚餐厅、咖啡店，还有多家餐馆和食品店，比如专吃上海本帮菜的老克勒酒楼、德兴馆、翠亭酒家，还有第一食品商店、沈大成点心店等食品点心店。->全天开放->“铛铛车”票价5元，全程行驶约8分钟。->“铛铛车”票价5元，全程行驶约8分钟。"
上海海洋水族馆,上海,上海市浦东新区陆家嘴环路1388号,09:00-18:00开放（17:30停止售票，17:30停止入园）,021-58779988,介绍->开放时间->优待政策->服务设施,"上海海洋水族馆紧邻东方明珠电视塔，这里不但能欣赏到来自世界各地的特色淡水及海洋生物，还能看到有趣的动物表演。馆内的四条海底隧道更是受欢迎，步入其中，看鲨鱼、海龟等在头顶游弋，神奇的海底世界一览无余。
海洋馆内除了澳洲射水鱼、非洲多鳍鱼、东南亚的白斧头鲨、南美洲的电鳗和巨骨舌鱼等外形奇特的鱼类，还有斑海豹、南极企鹅、扬子鳄等珍贵动物，以及可爱的海马、镇馆之宝——草海龙、缎带海龙。
上海海洋水族馆也是全世界一个有独立中国展区来展示中国特有水生生物的水族馆，其中包括许多国家保护动物，有胭脂鱼、扬子鳄等。
另外，在“特别展区”内还有针对物种主题开展的科普展览，让大家深入解海洋生物、加强海洋保护意识，尤其是青少年们还可以在“海洋教室”中了解到各种海洋科教知识。->2023年6月24日-2023年12月31日 09:00-18:00,（17:30停止售票，17:30停止入园）；2023年6月22日-2023年6月23日 周四-周五 09:00-21:00,（20:30停止售票，20:30停止入园）；2023年1月1日-2023年6月21日 09:00-18:00,（17:30停止售票，17:30停止入园）；国庆节 09:00-21:00开放（20:30停止售票，20:30停止入园），春节 09:00-21:00开放（20:30停止入园）；特殊活动日营业时间请留意官方网站和现场公告->儿童：身高1米（不含）以下，免费；儿童1.0米(含)-1.4米(含)，优惠
老人：60周岁（含）以上老人凭身份证或老年证，优惠
残疾人：残障人士凭有效身份证件，优惠
军人：现役军人凭有效身份证件，优惠
离休老干部：离休老干部凭有效身份证件，优惠->停车场：【上海海洋水族馆停车场】参考价格：¥10/小时；地址：上海市浦东新区陆家嘴环路1388号(近东方明珠)上海海洋水族馆内；库位：500
WIFI：全覆盖；账号：shanghaihaiyangshuziuguan-freewifi；密码：验证登录；范围：全覆盖
行李寄存：参考价格：免费；地址：游客中心
童车租赁：参考价格：免费免押金；地址：主入口处
卫生间：分布在景区各主干道拐角处。
餐饮：上海海洋水族馆内设有大型快餐厅，分位于水族馆一层的北入口。
纪念品商店：上海海洋水族馆内设有海洋记忆礼品店，位于展区出口处。
自动售卖机：位于游客中心"
上海科技馆,上海,上海市浦东新区世纪大道2000号,营业时间待定,8621-68622000*6888,介绍->开放时间->优待政策->服务设施,"上海科技馆位于浦东世纪大道，是上海较大的科普教育殿堂。在这里可通过各种现代化设备、丰富的展示互动方式，全方位了解自然科学，更有声像效果震撼的科学影城。如果带着孩子来上海，这里一定是寓教于乐的必游之地。
上海科技馆展品丰富，这里有数百件精美的野生动物标本与地质标本、有各种功能迥异的机器人表演、各种电子信息设备与航天设备模型，以及多种科技发明的展示。而参与性强更是青少年游客爱来的原因，游客可通过互动设备来认识数理化等学科的多种规律和原理、可亲手参与一些简单的设计和制造活动、可通过声光电的多种场景模拟看到地震和火山喷发等自然奇观、还可参与各种运动模拟来了解人体与健康的奥秘等等。
科技馆还拥有IMAX立体巨幕、球幕、四维和太空数字四大高科技特种影院组成的科学影城，家长可以带上小朋友们亲身体验极具动感和真实效果的科幻场景，感受高科技的魅力。科学影城放映场次可参考官网。->全年 周二-周日 09:00-17:00,（16:00停止入园） 周一；中国法定节假日 08:30-17:30开放->儿童： 身高1.3米（含）以下儿童（需有成年人陪护，一名成人限带2名儿童），免费
老人：70周岁以上老年人凭老年证或身份证，免费；年龄：60周岁（含）~69周岁（含）（凭本人有效证件购票入场），优惠票
其他：70周岁及以上老人、离休干部、现役军人、国家综合性消防救援人员、残疾人、烈士家属凭相关有效证件入场，免费
学生：1.3米以上儿童、6周岁以上至18周岁未成年人，全日制大学本科及以下学历学生(凭本人学生证购票入场)，优惠票
新增免票人群：因公牺牲军人遗属、病故军人遗属；在职、退休、残疾消防救援人员（含政府专职消防员）和消防救援院校学员，须持有效证件检票核验入场，免费
新增优惠人群：现役军人家属（含现役军人的配偶、未成年子女、不能独立生活的成年子女、父母(扶养人)）给予享受门票优惠，须携带相关身份证明检票核验入场，优惠票
补充说明：上海科技馆馆内的球幕电影、立体电影：无免票及优惠人群，婴幼儿谢绝观看，儿童老人与成人同价。->停车场：【上海科技馆-停车场】参考价格：停车少于0.5小时： 免费 0.5小时至1.5小时： 5元 1.5小时至4小时： 10元 4小时至8小时按5元/小时计费，上限为20元，24小时内不重复计费；地址：世纪大道2000号；库位：500；为避免等候时间长，建议乘坐地铁出行
手机充电：免费提供手机充电
行李寄存：地址：游客服务中心；地址：游客服务中心；请认真查看物品寄存柜上的提示，并且于17：00之前取走您的寄存物品
景区讲解：为国家5A级旅游景区，上海科技馆为观众提供了全程导览服务，向大家介绍上海科技馆的展示理念，展厅、展品的基本情况。本服务为收费项目，提供1.5小时至2小时的导览服务。服务时间：9：00——15：30观众对象限制：团队须有领队，儿童须由家长陪同
讲解器租赁：参考价格：租金20元，押金200元；地址：2号门的游客服务中心；上海科技馆目前向国内外观众提供中、英、法三种语言的自助语音导览讲解服务
童车租赁：参考价格：免费，需要一张身份证并支付押金100元；地址：游客中心
轮椅租赁：参考价格：免费
卫生间：上海科技馆内每层楼面均设有洗手间，非常便利。如有疑问，请随时向工作人员寻求帮助。当您带着不同性别的家庭成员来馆、而您的家人行动无法自理怎么办？请别着急，我们为您提供“第三卫生间”，解决部分特殊人群上厕不便的问题（女儿协助老父亲，儿子协助老母亲，母亲协助小男孩，父亲协助小女孩等）
母婴室：地址：一层地壳探秘展区旁、地下一层游客餐厅对面
残障通道：在各个游客服务中心均提供轮椅租凭业务，馆内还设有专门的无障碍通道，并且卫生间还设有残疾人无障碍设施供有需要的游客使用
ATM机：位于地下一楼6号门附近的浦发银行门口
餐饮：一层：茶餐厅环境舒适，以西式简餐为主，提倡健康、快捷、安全、美味的理念，提供西式餐点、各式咖啡、精美冰饮等快餐服务。餐品款式多样、色彩丰富、美味可口。上海科技馆地下一层游客餐厅环境优美，服务周到，为游客提供各式中式快餐及精美西式简餐，能满足不同层次游客的需求。餐厅内还设有甜品站，提供各式精美甜品、冰饮，让游客在游玩之余轻松用餐
纪念品商店：上海科技馆二楼生物万象纪念品商店积极打造DIY文化和创客教育的理念，以销售智能机器人、益智拼装玩具、实验套件等产品为主，同时还出售科技馆、自博馆的明星文创产品。"
城隍庙旅游区,上海,上海市黄浦区方浜中路249号,全天开放,021-63284494,介绍->开放时间,"城隍庙旅游区坐落着豫园和老城隍庙两个主要景点，是初到上海的游客不可错过的地方。在此可以领略到上海的民俗风情，品尝地道的上海小吃和本帮菜。而每到夜晚，仿古建筑群上缤纷的景观灯也使这里成为一道靓丽的风景线。
城隍庙旅游区位于市中心黄浦区东部的老城区，是集景点观光、购物、餐饮于一体的大片区域。除了豫园和老城隍庙这两个主要的收费景点，还有九曲桥和湖心亭等开放性的小景点。这里的南翔小笼包不可错过，也可以坐在绿波廊餐厅内，边品尝上海本帮菜边欣赏楼下来来往往的人群。
城隍庙旅游区是个常年人头攒动的地方，因为这里还是个有名的商业区。这里有数栋小商品批发商城和综合性商场，以及非常多的金店、珠宝店，更有众多餐饮老店，在这里还可以购买到各种上海土特产。->2023年1月1日-2023年12月31日 全天开放"
黄浦江游览（十六铺码头）,上海,上海市中山东二路551号十六铺游船二区码头,今日11:00开放,,介绍->开放时间->优待政策->服务设施,"乘船游览黄浦江是领略上海都市繁华景色的游览方式之一，做为上海的百年老码头，从十六铺码头出发，黄浦江以西是外滩万国建筑群，黄浦江以东则是现代化的陆家嘴金融区。等到夜幕降临时，两岸灯光璀璨，景色更是美丽。
十六铺码头有3个区域，有着“快乐船长”、“龙船”、“水晶公主”、“精华游”等多个航班。游船从拥有一百多年历史的十六铺码头出发，顺江而下，首先看到的便是摩天大楼云集的陆家嘴金融区，东方明珠、金茂大厦、上海环球金融中心等地标性建筑都在这里。再经过气势恢宏的杨浦大桥和拥有百余年历史的外白渡桥，就是古典庄重、集多种建筑风格的万国建筑群了，风景十分美丽。->全年 11:00-22:00,；精华游：日游15：30-17：30，夜游18：00-20：30（具体班次以现场换票为准，航程时间：45分钟）。春节期间2023年1月21日至1月26日日游航班为11：00-17：30分。 龙船：17：30登船，航行时间 19:00-21:00。 快乐船长：18:30-20:30。 水晶公主轮：17:00-20:45。->儿童：1.3米(含)以下免票（须领登船票）（1位成人只可携带1名免票儿童），免费；1.3米（不含）—1.5米（含），半价
老人：70周岁（含）以上老人凭有效证件，半价
军残、警残证件：本人持有效证件，半价
补充说明：所有优惠政策均不能与其他优惠叠加使用->停车场：【十六铺水岸停车场】参考价格：¥15/小时；地址：黄浦区中山东二路585号；库位：600
卫生间：设有多个卫生间，在售票大厅、船舱内等附近并标有醒目的指示牌。"
