names,places,addresses,times,teles,titles,descs
百里水墨画廊,贺州,贺州市钟山县公安镇荷塘村,明日08:00开放,0774-8972388,介绍->开放时间->优待政策,"百里水墨画廊位于贺州市钟山县境内，属喀斯特峰林地貌景观，拥有恬静迷人的山水、荷塘、田园风光。山青水秀，荷塘翠绿。清风徐来，荷花摇曳，自然纯净，绘制出一幅让人沉醉的百里水墨画卷。->全年 08:00-18:00,->儿童：身高1.20（不含）米以下，免费；身高1.20（含）米-1.40（不含）米儿童，购买优惠票
老人：60岁（含）以上老人凭身份证，免费
军人：现役军人凭军官证，免费
记者：记者凭记者证，免费
补充说明：以上优惠信息仅供参考，具体以景区现场通知为准。"
带龙桥,贺州,贺州市昭平县黄姚镇黄姚街（黄姚古镇正门对面）,,"0774-6722748,0774-5283798",介绍->开放时间,"是黄姚古镇15座古桥梁中大的阶梯石拱桥。始建于明朝万历三年，清乾隆二十三年（1759年）重修。该桥长22m，宽3m，有两拱，一大一小，大拱离水面3.2m，直径约5.6m；小拱是旱拱，离地面2.55m,直径约3m。->8:00-17:30"
贺州客家围屋,贺州,贺州市莲塘镇客家围屋景区,明日08:00开放,0774-5116008,介绍->开放时间->优待政策->服务设施,"贺州客家围屋建于清乾隆末年，距今已有二百多年的历史。围屋占地面积三十多亩，分南、北两座，相距三百米，呈崎角之势。南座三横六纵，有厅堂八个，天井十八处，厢房九十四间；北座四横六纵，有厅堂九个，天井十八处，厢房一百三十二间。整座围屋建筑为方形对称结构，四周有三米高墙与外界相隔，屋宇、厅堂、房井布局合理，形成一体，厅与廊通，廊于房接，迂回折转，错落有致，上下相通，屋檐、回廊、屏风、梁、柱雕龙画凤，富丽堂皇，是典型的客家建筑文化艺术结晶，素有江南“紫禁城”之美称。
独具特色的客家饮食、感人的客家历史传奇，是一部永远读不完的百科全书，是客家文化的象征，它全面地展示了客家人的人文历史。->全年 08:00-18:00,->补充说明：以上信息仅供参考，具体信息以景区为准。->停车场：【贺州客家围屋景区停车场】参考价格：¥20/次；地址：贺州客家围屋景区附近；库位：100"
贺州园博园,贺州,贺州市八步区莲塘镇东鹿村与平桂区鹅塘镇厦岛村交界范围内（距离广西贺州高速路东出口400米）,周五、周六及法定节假日8:00-21:30。,0774-5101622,介绍->开放时间,贺州园博园是广西第十届园林园艺博览会会址，占地1405亩，以“山水贺寿，诗意乡愁”为设计主题，园区依山傍水，自然和谐。园内所有建筑仿唐宋风格，气势恢宏，处处透析着古朴神韵。麒麟广场占地近30000平方米，立贺州出土的国家一级甲等文物战国神兽——麒麟尊像。长寿阁巍峨耸立，立长寿赋石碑，供彭祖雕像，展长寿文化。14城市展园各具特色，充分展现了八桂大地不同城市的民俗文化和园林景观特征。万寿湖与贺州母亲河——贺江相通，湖面近200亩，上有特色风雨桥，下有亲水木栈道，游船穿梭，人鱼共舞。水上舞台、音乐喷泉，载歌载舞，激情奔放。贺州园博园是养生、休闲、娱乐的好去处。->周一-周四、周日8:00-18:00（夏季），8:00-15:30（冬季）；周五、周六及法定节假日8:00-21:30。
钟山十里画廊,贺州,贺州市钟山县燕塘镇人民政府东2公里,明日07:00开放,0774-8972388,介绍->开放时间,"钟山十里画廊景区位于县城西北18公里，国道323线及即兴建的桂梧高速公路旁，因景区地处荷塘村而得名，面积约36平方公里。景区内分布泥盆系石灰岩，系下古生代碳酸盐沉积。
景区内分布泥盆系石灰岩，系下古生代碳酸盐沉积。风景区内较高点为皇冠山，主峰约海拔450米，低处为公婆山水库底，地势呈东高西北低，其特点为光热丰富，雨量充沛，温凉适度，寒暑适宜，夏长冬短，季节分明，夏涝秋旱，雨水不均，春迟秋早。进入十里画廊沿途有转阁楼、寿星迎宾、采药老人、两面钟等十个主景点。->全年 7:00-18:30,"
深坡古街,贺州,贺州市富川瑶族自治县葛坡镇深坡村,明日07:00开放（19:00停止入园）,,介绍->开放时间,"潇贺古道深坡古街始建于至今有800多年前的南宋绍定年间，以三镶石板街为主，街两旁民居为宋明清时期的青砖绿瓦马头墙老式建筑，沿街民居现还留存有摆货物的铺面结构。沿村的河岸边古树林立，怪石密布。->全年 07:00-20:00,（19:00停止入园）"
龙爪榕,贺州,贺州市昭平县黄姚古镇内,,"0774-6722748,0774-6722758",介绍->开放时间,这颗有名的龙爪榕位于广西贺州市昭平县黄姚古镇内，因其气根形似龙爪而得名，至今已有500多年树龄，从正门进入沿右岔路寻去即可看见。古树是在石头中生长，与岩石紧紧相拥，根须无法充分伸展，故又名“石上榕”。->具体开放时间请咨询景区
千年瑶寨,贺州,,,,,
大桂山国家森林公园,贺州,广西壮族自治区贺州市八步区步头镇,明日09:30开放,"0774-5130125,0774-2837568",介绍->开放时间->优待政策,"大桂山风景旅游度假区以大桂山国家森林公园为核心，东起贺江，西至207国道，南起207国道故道，北至乐山站，总面积40平方公里。大桂山国家森林公园始建于1993年，位于湘、桂、粤三省交界处，距贺州市区约30公里，距桂林市230公里，距广州254公里，森林覆盖率达93%，负氧离子含量为69120每立方厘米。奇藤异树品类繁多，峡谷、清溪、飞瀑随处可见、是一个天然植物王国和天然氧吧。主要景区景点有云栈湖山水、藤类世界、五马归槽瀑布、留羊顶、土匪窝旧址等。云栈湖：是公园的主要景点之一，湖水深约10米，清凉透澈，湖边的云栈阁设有茶座，供游人作途中休息或休闲娱乐。至于深山密林之小径，是游人探奇寻幽，领略山水真谛，自有一番情趣。藤类世界：大桂山国家森林公园内的藤类约有20多种，随处可见，大的直径约25公分，长的约3000米，形状更为奇特，有圆形、方形、扁形、三角形等。且部份藤类是国家特级保护的名贵药材，如鸡血藤、扁担藤等。象如此规模的藤类世界。五马归槽瀑布：是由五条峡谷支流汇集而成，在五马归槽瀑布对面有一条小瀑布，它们犹如牛郎织女遥遥相望，所以也称为鸳鸯瀑布。瀑布高约30米。是桂东地区高的瀑布，幽深、雄伟而壮观。留羊顶：海拔1208米。是桂东地区高的观景亭，终日云雾缭绕；这里蕴藏着一段神秘的历史文化传说。在这里，您可以鸟瞰波澜起伏的林海景致，欣赏蜿蜒盘旋的贺江风光。绿林故地（土匪窝旧址）：是解放前夕绿林好汉聚居的地方，门前沟壑纵横，星罗棋布，天然工事固若金汤，易守难攻，是历来兵家必争之地。五十年代初期，在解放军剿匪部队多次强烈攻击之下，绿林好汉终被歼灭。因绿林故地神奇而险峻，至今让人叹为观止。->全年 09:30-17:30,->补充说明：以上信息仅供参考，具体信息请以景区当天披露为准。"
黄姚石板街,贺州,,,,,
