names,places,addresses,times,teles,titles,descs
小布达拉宫,临泽,张掖市临泽县倪家营乡南台村张掖七彩丹霞旅游景区内,,0936-5623666,介绍->开放时间,直立高耸的砂岩，就像一座幽深的古城堡遗迹，突兀地伫立在大地上，人称“小布达拉宫”。 这样的造型，是在流水侵蚀和风力吹蚀的共同作用下发育起来的。由于岩性软硬不一，导致了风力吹蚀的差异性，结果形成了许多相对高度为10-30米的层状墩台，构成奇幻的古堡造型。由于气候干旱，岩石上并没有太多的植被覆盖，就显得更为彪悍、粗犷。->5:30-19:00
《回道张掖》演出,临泽,张掖市临泽县倪家营乡南台村丹霞口旅游度假小镇内,,4008893069,介绍->开放时间->优待政策->服务设施,"大型史诗级演艺《回道张掖》演出以女娲补天，彩石遗留形成了色彩斑斓、气势磅礴的丹霞山地貌为开篇，通过张国臂掖、古邑甘州、邦国会盟、回道张掖四幕来讲述隋炀帝与张掖的传奇故事。结合先进的科技技术，展现风沙暴、暴风雪、海市蜃楼、山崩地裂、市井繁华等震撼的视觉效果。->全年 全天开放->儿童：身高1.2（含）-1.5米（不含）的儿童，220；1.2米以下，免费
老人：60周岁及以上的老人，220
补充说明：以上信息仅供参考，详情请以景区为准->停车场：【停车场】参考价格：免费；地址：丹霞口旅游度假小镇外围停车场；库位：以景区实际情况为准"
冰沟丹霞景区,临泽,张掖肃南裕固族自治县康乐乡,今日07:30开放,"0936-6280015,0936-6280018,0936-6280039",介绍->开放时间->服务设施->必看贴士,"冰沟丹霞景区位于张掖肃南裕固族自治县，是以赤红的宫殿型丹霞地貌为主的自然风景区。这里与不远处的张掖丹霞地貌景区（又称七彩丹霞）相比，丹霞的颜色比较单一，变化不大，但最大的特色便是这里丹霞地貌的形状非常独特，有各种风格的造型，规模也比较壮观。而且，这里开发较晚，与七彩丹霞相比游人不多，也少了一份喧闹，可以安静的观景游玩。
冰沟丹霞景区的面积很大，景区内开发的部分大约有10公里，在景区里有观光游览车，私家车辆不能进入，游客购票进入景区后可以乘坐观光车游玩。观光车会停在小西天和大西天两处，每一处都有一个大的观光区域，游客需要沿着观光步道步行到山上的观景台观看和拍摄。观光车为循环发车，可以在每个区域尽情游玩后乘坐后续车辆，游览整个景区大约需要半天时间。
观光车停留的第一个点是小西天区域，这里有1公里左右的步行栈道，可以到观光台上参观，游玩这个区域大约需要1小时时间。这里有神驼迎宾、楼兰商驼、大地之根、神将守望和侍女拜佛等几处主要的丹霞景观，都是以形状命名，非常神似，每一处都可以拍出漂亮的照片。步行到栈道尽头的观景台后可以俯瞰周围赤红的丹霞景观，拍摄全景的大片。游玩后需要原路返回到观光车停车点，乘车前往下一个区域。
第二个区域便是大西天区域，这里的面积更大，有两公里多的栈道和2.5公里左右的公路，可以步行走一个环线，大约需要2小时时间。如果时间紧张也可以从停车点仅步行到观景台就返回，不到一个小时即可。大西天是景区内的精华区域，主要的景点有极乐宫、婆娑宫、琉璃宫、佛母金刚、左旋法螺、金驼情深等多处。这一片丹霞的单个规模更大，每一处都雄伟壮观，而且颜色赤红，是摄影家们热爱的拍照胜地。->全年 07:30-18:00,->停车场：【冰沟丹霞景区停车场】参考价格：¥10/辆（不限时）；地址：冰沟丹霞景区门口；库位：200
园内交通：参考价格：25/人；地址：景区大门口；往返于景区核心的4个观景台->1. 这里气候比较干燥，晴天时阳光很强，建议备好遮阳帽、墨镜、头巾等防晒防尘装备。
2. 景区内购物不便，游玩前建议自备一些干粮和饮用水。->1. 这里气候比较干燥，晴天时阳光很强，建议备好遮阳帽、墨镜、头巾等防晒防尘装备。
2. 景区内购物不便，游玩前建议自备一些干粮和饮用水。"
张掖外星谷景区,临泽,张掖市肃南裕固族自治县白银蒙古族乡白银村71号,今日07:40开放,"18893768978,18093637668",介绍->开放时间,"外星谷星际主题地质公园位于甘肃省张掖市肃南裕固族自治县康白集镇周边的大河乡、白银蒙古族乡、康乐乡境内，是张掖国家地质公园的重要组成部分，周边富集了冰川、雪山、森林、草原、丹霞、丘陵、戈壁、沙漠、湿地等众多地貌景观。
公园包括：火星谷、水星谷、木星谷、及大炼钢铁遗址四个景区。这里奇峰突起，峻岭横生，峡谷险峻，崖壁陡峭，岩柱嶙峋，奇石突兀，地势恢弘广袤，色泽绚丽多彩，许多地貌景观在全国范围内都非常罕见，属于稀缺的、独有的、不可复制的优质旅游资源，是一处能带给游客多重享受的复合型旅游景区。
外星谷星际主题地质公园以其自身特有的禀赋成为丝绸之路上一颗璀璨的明珠。->全年 07:40-18:00,"
平山湖大峡谷,临泽,张掖市甘州区平山湖乡政府,今日07:30开放（18:00停止入园）,0936-8830066,介绍->开放时间->优待政策->服务设施,"亿万年风雨沧桑，大自然神奇造化。这里峡谷幽深、峰林奇特，大自然用鬼斧神工的创造力将五彩斑斓的山体镌刻成一幅幅无与伦比、摄人心魄的山水画卷。
这里，就是被《中国地理杂志》及中外知名地质专家和游客誉为“比肩张家界”、“媲美克罗拉多大峡谷”、丝绸之路新发现，具有世界垄断性旅游资源——位于中国西北甘肃省张掖平山湖大峡谷！
平山湖大峡谷距市区仅56公里，是中国张掖地貌景观大观园中的景观之一！峡谷内，山倚壁蜿蜒，峰随地势峥嵘，石林犬崖交错，仿佛海市蜃楼，又如仙山琼阁。步入迷宫一样的峡谷，置身于纵横交错的沟壑，成林的群峰，犹如世界建筑大师巧夺天工之作，让人目不暇接。
景区以大峡谷、石林奇观、戈壁雪山、原始深林、自驾越野、运动攀岩、民族风情为一体，集科学价值和美学价值于一身，现已成为科普、生态、探险旅游的新亮点，必将吸引世界的目光。->2023年11月1日-次年2023年3月31日 08:30-17:30,（17:30停止入园）；2023年4月1日-2023年10月31日 07:30-18:00,（18:00停止入园）->儿童：身高1.2米(含)以下儿童（须同时出示有效证件原件及身份证件），免费
老人：70岁(含)以上老年人持身份证（须同时出示有效证件原件及身份证件），免费；60岁(含)-70岁(不含)老人持有效证件，半价
学生：全日制大中小学生，凭学生证，半价
军人：现役军人持军官证（须同时出示有效证件原件及身份证件），免费
残疾人：持残疾证（须同时出示有效证件原件及身份证件），免费
跟团导游：凭有效导游证，免费
记者：凭记者证，免费
补充说明：1、景区免费开放日：农历正月初一（春节），3月8日（国际劳动妇女节），5月18日（国际博物馆日），6月的第二个星期六（中国文化遗产日），11月11日，12月12日 2、以上信息仅供参考，具体信息请以平山湖大峡谷景区当天披露为准。->停车场：【平山湖大峡谷停车场】参考价格：计时收费；地址：甘肃省张掖市甘州区城北56公里处平山湖大峡谷景区门口；库位：500；停车 30 分钟以内不收费；30 分钟以上、4 小时以内收费 5 元；超过4小时，每增加 1 小时加收1元，24小时最高收费 10 元。
园内交通：参考价格：20/人；地址：景区大门口；往返于景区核心4个观景台"
张掖国家湿地公园,临泽,张掖市甘州区312国道北段,,0936-8865994,介绍->开放时间->必看贴士,"张掖国家湿地公园位于张掖市区北约3公里处，是西北地区较大的几个城市湿地公园之一。公园内有清澈的湖泊、大面积的芦苇荡、葱郁的树木和草坪等众多环境优雅的景观，在西北地区十分少见。湿地公园的观赏内容十分丰富，春天有鸟类迁来，夏季有荷花，秋天芦苇金黄飘荡，冬天还有美丽的雪景。另外园内还有垂钓、自行车、观光车、漂流、游船等众多游乐项目，是张掖市区休闲娱乐的好去处。
湿地公园的面积很大，呈长条形，长约有4-5公里，公园有很多个入口连通周围的公路，可以从各个方向进入，园内修建有木制栈道连接各个入口与景观区。一般人来到湿地公园都是以休闲散步为主，沿着栈道随意逛逛或骑骑自行车，舒心怡人，不需要穿越整个园区，游览1-2小时即可。有些游客会来此体验娱乐项目，并乘观光车或步行遍游园区，还有选择摄影的游客来此拍摄鸟类、芦苇、花朵、湖泊等，可以游玩半天甚至更长。


公园内的景观以湿地芦苇荡为主，有多条清澈的小河在园内纵横交错，几个碧绿的湖泊坐落于在河道的中间，在小河和湖边便是茂盛的芦苇荡，每年春夏时葱绿的景色十分美丽，秋冬金黄的芦苇飘荡也是摄影的好景观。除了芦苇之外，园内还有很多的树木，构成了一片优雅的湿地风光，在景色粗粝的西北十分罕见和独特，沿着木制栈道漫步期间，心情十分舒畅。每年春夏两季，园内便会迁来很多的鸟类，天鹅、野鸭等一起游曳在湖水河水之中，适合喜欢观鸟的游客前来观赏。同时园中的很多花朵也都在此盛开，春天有各种野花和沙枣花，夏天湖水中有荷花盛开，此时前来拍摄花朵，是出好照片的良机。
园内还有一些娱乐项目可供游人选择，在几个主要入口均有观光车可乘，单程从一个入口到另一个口约10-15元，也可以租自行车游玩，每小时约10元。园内还有垂钓、游船等娱乐项目，较精彩的是位于园内东北处湖边的漂流项目，每年夏天都会有游人来此畅爽玩水的乐趣，根据游船不同收费在40-60元不等，感兴趣的可以前去一试。
另外，园区内还有一座城市湿地博物馆展示关于湿地的背景知识，博物馆旁有一个观景台，可以登台观看园区的全景，可以前去逛逛。
在园内正南侧有一座甘泉府，为游客提供餐饮和购物服务。园区位于郊区，周边购物的地方较少，建议在游玩之前带好饮水和零食。->全年 全天开放；具体营业状态以当天开放情况为准->1. 公园地处郊区周围可以购物的地方较少，园内也不方便，来之前可在市区备好饮水和零食。->1. 公园地处郊区周围可以购物的地方较少，园内也不方便，来之前可在市区备好饮水和零食。"
七彩霞,临泽,张掖市临泽县倪家营乡南台村张掖七彩丹霞旅游景区内,今日08:00开放,,介绍->开放时间,"这里是一片舒展的单斜山，地层主要有薄层状泥岩、砂质泥岩及页岩，红、紫、黄、绿、白、灰等色彩相互间杂，错落有致。->全年 08:00-18:00,"
马蹄寺景区,临泽,张掖市肃南裕固族自治县马蹄藏族乡,今日08:30开放（16:30停止入园）,"0936-8891646,0936-8891610",介绍->开放时间->优待政策->服务设施,"马蹄寺，又称普光寺，位于肃南裕固族自治县境内祁连山麓之间，是一处庞大的石窟寺院建筑群。在石壁上有从北凉时期至今千年以来凿刻的多个石窟佛像，还有高层的石窟寺院建筑，非常的奇幻壮观。这里既有汉传佛教的寺院，又有藏传佛教殿宇，同一地方风格不同，十分独特。寺院里还有天马蹄印、元代壁画、佛像等众多的传说古迹，非常值得前来参观。
马蹄寺现在对外开放的是其北寺，景区面积较大，内部纵深约有3-4公里，除了山间遍布开凿的众多佛像洞窟外，主要值得参观的地点有千佛洞、格萨尔王殿、三十三天佛窟等区域。几大区域之间距离有几公里，适合开车一一游览。一般游览马蹄寺多为自驾（私家车可以进入景区，停车费约5元），而前往马蹄寺的班车也会在千佛洞和三十三天等区域分站停靠一下，待乘客游玩过后再前往下一地点，所以均可乘车游览。游玩马蹄寺几大佛窟约需3小时左右。->2023年5月17日-2023年10月31日 08:30-18:00,（16:30停止入园）；演出时间：早上11:00-11:45 、下午3：30-16:15->儿童：1.2M（不含）以下，凭本人有效证件，免费
老人：70岁（含）以上免费老人免费，免费；60（含）-69（含） 岁凭身份证，优待
补充说明：以上信息仅供参考，具体信息请以马蹄寺景区当天披露为准。->停车场：【马蹄寺景区迎宾门停车场】参考价格：¥10/次；地址：张掖市肃南裕固族自治县马蹄藏族乡马蹄寺景区；库位：2000"
丹霞口文旅小镇,临泽,张掖市临泽县倪家营乡南台村张掖丹霞国家地质公园旁,,0936-5609888,介绍->开放时间->优待政策->服务设施,"丹霞口旅游度假小镇是央视扶贫大剧《一个都不能少》的取景地之一，是剧中“石头城”原型，也是丝绸之路上一家有江南风韵的人文体验度极高的综合性旅游度假小镇。步入其中，食肆酒家林立，小桥流水，篱笆阡陌，融 古朴典雅和清新明快于一体，处处皆可入画。小镇集河西特色美食、精品民宿、街头氛围演艺、宋明清民俗展示于 一体，带给您别致的一站式体验，更有全国室内实景沙秀——大型历史情景剧《回道张掖》，在这里演绎着张 掖沧海桑田的变化、古丝绸之路的繁华变迁。->全年 全天开放->儿童：身高1.2米（含）-1.5米（不含）的儿童，220；1.2米以下，免费
老人：60周岁及以上的老人，220
补充说明：以上为景区内部分项目的优待政策，仅供参考，详情请以景区为准->停车场：【停车场】参考价格：免费；地址：丹霞口旅游度假小镇外围停车场；库位：以景区实际情况为准"
七彩屏,临泽,张掖市临泽县倪家营乡南台村张掖七彩丹霞旅游景区内,今日08:00开放,,介绍->开放时间,"在彩色丘陵上部，向一个方向倾斜的“单斜”岩层犹如远方飞来的孔雀，留恋张掖大地优美的景色，展开绚丽的彩屏。丘陵下部，在流水的冲蚀作用下，形成了连绵起伏的波浪状沟壑。->全年 08:00-18:00,"
