names,places,addresses,times,teles,titles,descs
天堂寨西庄温泉,六安,六安市金寨县吴家店镇西庄村,09:30-22:30开放,0564-2716666,介绍->开放时间->优待政策->服务设施,"西庄温泉会所坐落于风景秀丽、文化底蕴深厚的大别山革命老区—安徽省金寨县。处于大别山腹地，金寨县西南边陲吴家店镇，全国少有的河道温泉。物探表明：在地下150米左右有丰富的地热水，自流量432.08吨。
西庄温泉距国家森林公园天堂寨风景区35公里，是""游天堂寨、泡西庄温泉""的理想之地，也是我县开发天堂寨旅游资源又一重点配套项目，且西庄温泉四周有""三关五寒 ""迷人的风景，""穿石庙""立夏节起义的""圣地""、""十八盘""奇山险峰的自然生态风光。
西庄温泉开发建设的主要内容：拟钻三个井深150米的深井，建二个容量为1000立方米的蓄水池；建二栋六层（第层20间）度假村楼房；建一座占地1200平方米（12×100×2)的游泳池；建一占地2000平方米，3米深的特种养殖场和垂钓中心；建一疗养院综合楼4层80间疗养中心。->全年 09:30-22:30,；变更->儿童：身高1.2m（含）-1.5m（不含），优惠
补充说明：1、、以上信息仅供参考，具体信息请以景区当天披露为准。->泡汤：
娱乐设施：
特色项目："
合肥海洋世界,六安,合肥市蜀山区经济技术开发区繁华大道321号,,0551-63843818,介绍->开放时间->优待政策->服务设施,"合肥海洋世界坐落于合肥经济技术开开发区繁华大道和叠嶂路的交界处，现已建成并对外开放的有水族馆、大型海洋剧场、水母馆、热带雨林生态展示区、企鹅馆以及儿童海洋乐园等。拥有200余种、10000多尾海洋动物，其中有来自秘鲁的洪氏环企鹅、日本的海豚,并有海豹、海狮、树懒等珍稀动物……每日五大表演更是精彩绝伦：海洋剧场（海豚，海狮表演，欢乐跳水秀）美人鱼表演，人鱼启源-水中芭蕾，群鱼风暴，鳐鱼秀。->全年（日场） 08:30-17:00,；1、夜场时间：6月30日-8月27日（每周五、六、日）18:00-21:00。 2、馆内表演时间:（平日，节假日另行通知） 周一至周五 鳐鱼秀 11:00 14:30 美人鱼 12:30 15:00 群鱼风暴 10:00 16:00 人鱼启源 水中芭蕾 10:30 14:30 海洋剧场（欢乐跳水秀、海豚海狮表演）11:30 15:30 周六、周日 鳐鱼秀 11:00 15:00 美人鱼 11:30 15:30 群鱼风暴 10:30 13:30 人鱼启源 水中芭蕾 12:30 16:30 海洋剧场（欢乐跳水秀、海豚海狮表演）10:00 12:00 14:00 16:00->儿童：身高1.2米(不含)以下，需一名购票成人或一名年卡用户同行，免费；身高1.2米（含）-1.5米（不含），优惠票
老人：70周岁（含）以上老人凭身份证免票，需有成人陪同，免费；60周岁（不含）-69周岁（含）老人凭身份证和有效证件，需有成人陪同，优惠票
学生：全日制在校本科生，专科生凭有效证件，优惠票
军人/残疾人：现役军人、残疾人凭身份证和有效证件，优惠票
补充说明：以上信息仅供参考，具体信息请以景区当天披露为准。->停车场：【合肥海洋世界停车场】参考价格：5元每小时；地址：安徽省合肥市经济技术开发区繁华大道321号；库位：300"
南山汤泉,六安,六安市金安区望城街道异域风情颐养旅游小镇,营业时间待定,0564-2578888,介绍->开放时间->服务设施,"君临六安，一生平安。南山汤泉位于安徽省六安市金安区悠然南山旅游度假区异域风情颐养旅游小镇内，毗邻六安城市繁华地段，具有优越的地理和区位优势。
根据有关权威检测机构检测，南山温泉氟、偏硅酸、偏硼酸，其中偏硼酸更是达到了矿泉水的标准。
南山汤泉总占地面积约45000平方米，温泉接待中心建筑面积4000平方米左右。现共设有各类泡池27个，室内10个，室外17个。按正常接待情况来统计，单日接待量可达2000人左右。所有泡池共分为五大区域，分别是儿童游乐区、颐养区、美容养颜区、花卉植物养生区、异域养生区。温泉区还设有汗蒸房和湿蒸房、7个韩式石板窑洞。
户外还设有四个风格炯异的异域风情溶洞，有奥地利溶洞、苏格兰溶洞、德国阿塔溶洞、摩洛哥溶洞，包含了大小室内泡池、儿童游乐泡池、风味小食坊、阿塔汤泉、泡泡浴、漩涡浴。->全年 10:00-22:00,（21:00停止售票，21:00停止入园）->泡汤：
娱乐设施：
特色项目："
龙井沟,六安,六安市裕安区独山镇,08:30-17:00开放,"0564-2919196,0564-2820738",介绍->开放时间->优待政策->服务设施,"龙井沟位于六安市裕安区与金寨县的交界处，独山镇的西边，靠近响洪甸水库东北部，距离六安市区45公里，地方不太好找，去的也主要是当地人。龙井沟是一条长约2.5公里的峡谷，峡谷两岸悬崖峭壁高耸，谷中一路有流水相伴，河床被硕大的鹅卵石挤压的弯弯曲曲，亲水、看奇石，游玩起来很是闲适。
景区大门口立着六根石柱，进入景区，四周竹林环绕，非常舒服。谷中奇石有仙人脚、钻天石、玉玺石等，造型各如其名。往深处走，可以看见龙井瀑布、飞龙瀑等瀑布。在峡谷里走走水上石桩，晃晃悠悠的铁索桥摇影桥、荡云桥等也很有乐趣。->全年 08:30-17:00,；17:00以后只出不进。->儿童：1.2米(不含)以下，免费
老人：70岁(不含)以上老人凭老年证，免费
残疾人：凭残疾证，免费
军人：凭现役军官证，免费
导游：凭导游证，免费
记者：凭记者证，免费
补充说明：以上信息仅供参考，具体信息请以景区当天披露为准。->停车场：【龙井沟风景区停车场】参考价格：免费；地址：安徽省六安市裕安区独山镇；库位：以景区实际情况为准"
李鸿章故居,六安,合肥市庐阳区淮河路步行街中段208号,,0551-62626949,介绍->开放时间->服务设施,"李鸿章故居位于合肥市繁华的淮河路步行街中段，是典型的晚清江淮地区民居建筑。李鸿章出生于合肥，是晚清军机重臣，他的五个兄弟也身居高位，当时李家住宅有“李府半条街”之称，可惜现在仅存寥寥几间屋子，面积不到原来的十二分之一。


故居中精美的木头雕花令人赞叹，而各厅堂中关于李鸿章的展览，令人对其毁誉参半的人生唏嘘感叹。故居的建筑由南到北依次为大门、前厅、中厅、走马楼（小姐楼）。前厅有“李鸿章生平展”，用图文介绍加实物陈列的方式介绍了李鸿章“少年科举，壮年戎马，中年封疆，晚年洋务”的一生。中厅名福寿堂，是接待客人的地方，按客厅模样布置，屋中的木头家具和每一扇窗户上都有漂亮的图案，中厅的东西两厢是书房。中厅和走马楼之间的过厅有“李鸿章墨宝展”，可以欣赏李鸿章苍劲有力的书法。走马楼是整个故居的精华，为“回”字型木楼，一楼有“李鸿章与招商局”展览，二楼是小姐们的闺房。走马楼后一进楼上的绣床、梳妆台、圆凳都用红木制成，绣床尤其名贵，据说是用整棵树雕成的。故居木头雕花精美，门罩、床、台、凳上面全部都有精细的花纹。二楼东首据说是李鸿章幼女即张爱玲祖母菊耦的住所。在故居主体建筑的东侧是陈列馆，布置了“淮系集团与中国近代化”展览，介绍李鸿章领导的淮军，陈列着当时淮军的铠甲、武器，还有用满汉两种文字书写的五色圣旨等。->全年 周二-周日 09:00-17:00,（16:00停止售票，16:00停止入园） 周一；中国法定节假日 09:00-17:00开放（16:00停止售票，16:00停止入园）->WIFI：账号：LiFu；密码：19011107；范围：全覆盖
景区讲解：景区提供讲解服务。费用：每场100元，每场人数限20人以下（含20人）；自助导览器10元/人次。
卫生间：园内设有多个卫生间，均有指示牌
便利店：仅在出口处有一个冰柜，仅饮料矿泉水出售。"
南山汤泉风情乐园·水世界,六安,安徽省六安市南山汤泉水乐园,10:00-22:00开放（21:00停止售票，21:00停止入园）,0564-2578888,介绍->开放时间->优待政策,"南山汤泉水乐园位于六安市金安区异域风情颐养旅游小镇，集室外水乐园，室内外温泉、泳池为一体的一票制乐园。
南山汤泉水乐园以20米高的巨型猩猩为标志性建筑，猩猩两个眼睛在黑夜中照亮远方，方圆几公里范围内都能欣赏到它神奇华丽的容颜。
园内水上游乐项目包含百慕大海啸池、大喇叭、跳楼机滑道、欢乐水寨、水上闯关池、亚马逊漂流河、雪橇滑道等八个项目，每个游乐项目都能让你拥有不同的体验，紧张、刺激、尖叫一触即发 ···
南山汤泉水乐园不断创新玩法，特别打造了温泉水乐区，共包含27个泡池，游客在水乐园戏水玩耍后为缓解疲劳还可以去泡温泉，同时欣赏水乐园不同风景，实现一票玩转双园。->全年 10:00-22:00,（21:00停止售票，21:00停止入园）->儿童：身高1.2m（含）-1.4m（不含），优惠"
大湾漂流,六安,安徽省金寨县花石乡大湾村,,,介绍->开放时间,"金寨大湾漂流位于安徽省革命老区金寨县花石乡，是华东最后一片原始森林里流淌的天然泉水，其漂道穿插于大别山的深山峡谷，又号称大别山峡谷漂流。大湾漂流的长度、水质、水流、风景等，目前在华东都堪称泉水漂流界的翘楚。
大湾漂流上游是国家3A级景区马鬃岭风景区，拥有73000亩面积的原始森林，自然瀑布流水。
大湾漂流全程十公里，一漂勇士漂全程约6公里，总落差约180米，可同时享受10万立方米蓄水瞬间冲击的欢乐刺激。最长滑道182米，全程大小落差56处，险滩38处，一路搏激流闯险滩，尖叫连连，惊喜不断。二漂逍遥漂长约4公里，总落差约60米，全心为儿童及老人打造。水面开阔，水势较为平缓，便于游客戏水休闲，既能充分体验亲子之间的乐趣，又能享受水上运动的惬意与温馨。
漂流沿途峡谷风光优美，青山环抱，树木成荫，自然环境优美，游客在体验漂流惊险刺激的同时，还可观赏花石乡的田园风光，宛如身临画廊美景，与自然共呼吸。顺水漂流,波急浪涌、惊心动魂,涤尽风尘、荣辱皆忘,既有高歌击浆的豪放,又有搏浪飞舟的激越。溪流中千姿百态的奇石,两岸茂林修竹、参差错落,鸟鸣、山花又能带给您一种融入大自然的感受。->2023年6月2日-2023年10月7日 ,,- 13:00-16:00,（15:00停止入园） ,,；开漂时间一般在下午1点左右，请尽量在1:30之前到达（因天气和客流量影响，停漂时间以景区现场时间为准） 如遇暴雨等恶劣天气可能会临时停漂，出行前请咨询景区是否开漂"
海洋大世界,六安,六安市解放路与大别山路交叉口浙东商贸城C区,09:00-17:00开放,0564-3389869,介绍->开放时间->优待政策,"六安海洋大世界是六安市第一家海洋大世界，是安徽体量大的海洋馆，建筑面积达10000平方米。坐落于浙东商贸城C区，解放路与大别山路交汇处，是大型的、现代化的、先进的海洋生物科普馆，集观赏、科普教育、休闲娱乐和商务会展为一体的海洋生物馆。海洋馆内包含海底观光隧道，向广大消费者展示水族生物；海洋生物表演区，每周定期更新海洋动物表演；海洋知识科普区，为了加强消费者对海洋生物的了解，馆内配备了专业的知识解说与科普片播放；同时馆内还将销售海洋产品，以及其他附带价值服务。->2023年1月1日-2023年12月31日 09:00-17:00,->儿童：身高1米（含）以下，免费；身高1米（不含）-1.4米(含），优惠
老人：70周岁（含）以上凭老年证或身份证，免费
补充说明：以上信息仅供参考，上述优惠政策请以景区实际要求为准。"
周瑜城,六安,六安市舒城县干汊河镇瑜城村485乡道,,,介绍->开放时间,"周瑜城位于舒城县西南10公里处，是24岁以前的周瑜在家乡修建的兵营，供练兵习武及驻军之用，距今已有近1800年的历史。周瑜城为一近似方形的土台，一般前来的游客多为三国迷或历史迷。
周瑜城四周的浅滩稻田原是护城河，现已难见护城河的踪影，城池被残破的土筑城墙围绕，四个对称的城门豁口依稀可辨，北门口有一块2013年竖立的“周瑜城遗址”碑，城中的草丛间，立有周瑜塑像。->全年 全天开放"
安徽博物院（新馆）,六安,合肥市蜀山区怀宁路87号,,"0551-63736658,0551-63736655",介绍->开放时间,"2007年1月16日，安徽省博物馆新馆奠基，新馆建筑面积4.1万平方米，展览面积1万平方米，建筑造型体现了五方相连、四水归堂的徽派建筑独特风格。2011年9月29日建成开放。推出1个基本陈列——《安徽文明史陈列》，4个特色专题陈列－－《徽州古建筑》、《新安画派》、《安徽文房四宝》和《江淮撷珍》。“徽州古建筑”展出精美的建筑构件，还拉风地搬入了一整栋徽派古民居，按原状陈列。“安徽文房四宝”展出古徽州特产宣纸、徽墨、宣笔、歙砚。“新安画派”是看书画作品的展厅。“江淮撷珍”展出的那些金灿灿、雕刻细腻的文物也许更受普通游客的青睐，即使不懂历史价值也能玩味一二，后两件镇馆之宝南宋的镶金边玛瑙碗、元代的“张成造”剔犀云纹漆盒便在这里，都相当华丽。新馆东北边是安徽省地质博物馆，可与新馆一并游览。馆内采用高科技多媒体与游客互动，陈列的岩石标本、古生物化石令人感到震撼。->全年 周二-周日 09:00-17:00,（16:00停止入园） 周一；中国法定节假日 09:00-17:00开放（16:00停止入园）；节假日正常开放，期间逢周一顺延一天闭馆。"
