names,popularity,scores,links,imgs
东方明珠,9.0,4.7,https://you.ctrip.com/sight/shanghai2/762.html,https://dimg04.c-ctrip.com/images/010691200097uy8rk36FE_C_220_140.jpg
外滩,8.9,4.8,https://you.ctrip.com/sight/shanghai2/736.html,https://dimg04.c-ctrip.com/images/10040m000000dht6p0F19_C_220_140.jpg
上海迪士尼度假区,10,4.7,https://you.ctrip.com/sight/shanghai2/1412255.html,https://dimg04.c-ctrip.com/images/01055120008ji2uc75021_C_220_140.jpg
上海之巅观光厅,7.5,4.6,https://you.ctrip.com/sight/shanghai2/2005734.html,https://dimg04.c-ctrip.com/images/10070d0000006wasz1009_C_220_140.jpg
豫园,8.5,4.7,https://you.ctrip.com/sight/shanghai2/740.html,https://dimg04.c-ctrip.com/images/1A0hhk124f849nma8EBD7_C_220_140.jpg
南京路步行街,8.0,4.7,https://you.ctrip.com/sight/shanghai2/3739.html,https://dimg04.c-ctrip.com/images/0106u120008c3zeiy8417_C_220_140.jpg
上海海洋水族馆,7.9,4.6,https://you.ctrip.com/sight/shanghai2/18722.html,https://dimg04.c-ctrip.com/images/tg/357/014/064/84e04a5ad7774a59a5f88b5864499a1b_C_220_140.jpg
上海科技馆,8.0,4.7,https://you.ctrip.com/sight/shanghai2/18308.html,https://dimg04.c-ctrip.com/images/0105g1200087d6lidB450_C_220_140.jpg
城隍庙旅游区,7.7,4.7,https://you.ctrip.com/sight/shanghai2/5691.html,https://dimg04.c-ctrip.com/images/100l1f000001gqi1p4B80_C_220_140.jpg
黄浦江游览（十六铺码头）,7.5,4.6,https://you.ctrip.com/sight/shanghai2/137059.html,https://dimg04.c-ctrip.com/images/35091e000001ey01xBB09_C_220_140.jpg
上海中心大厦,7.5,4.6,https://you.ctrip.com/sight/shanghai2/1827363.html,https://dimg04.c-ctrip.com/images/0102t12000855umt4AC27_C_220_140.jpg
黄浦江,7.5,4.7,https://you.ctrip.com/sight/shanghai2/1815443.html,https://dimg04.c-ctrip.com/images/10021f000001gxcdwB7C4_C_220_140.jpg
上海自然博物馆,6.8,4.8,https://you.ctrip.com/sight/shanghai2/5646.html,https://dimg04.c-ctrip.com/images/1A0i11000000qe9tl9638_C_220_140.jpg
上海博物馆,7.3,4.7,https://you.ctrip.com/sight/shanghai2/3733.html,https://dimg04.c-ctrip.com/images/0103x1200042pw7745DC1_C_220_140.jpg
人民广场,6.9,4.7,https://you.ctrip.com/sight/shanghai2/107864.html,https://dimg04.c-ctrip.com/images/100h1f000001gruggD1C5_C_220_140.jpg
上海杜莎夫人蜡像馆,6.8,4.5,https://you.ctrip.com/sight/shanghai2/18316.html,https://dimg04.c-ctrip.com/images/0106y120008n704b0CB78_C_220_140.jpg
迪士尼小镇,8.0,4.7,https://you.ctrip.com/sight/shanghai2/1936675.html,https://dimg04.c-ctrip.com/images/100v0z000000nmk4q9783_C_220_140.jpg
威尼斯小镇,7.0,4.7,https://you.ctrip.com/sight/shanghai2/4149747.html,https://dimg04.c-ctrip.com/images/01024120009dawefjD2A2_C_220_140.jpg
上海动物园,7.1,4.7,https://you.ctrip.com/sight/shanghai2/25506.html,https://dimg04.c-ctrip.com/images/0102y120009j4hethC8A2_C_220_140.jpg
上海环球金融中心,6.8,4.7,https://you.ctrip.com/sight/shanghai2/57043.html,https://dimg04.c-ctrip.com/images/0100j120008tw8io4017B_C_220_140.jpg
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
