names,places,addresses,times,teles,titles,descs
Anglican Church of St John the...,卡萨布兰卡,"Rue Felix et Max Guedj, Casablanca 20250 Morocco",,,介绍,这是一座位于卡萨布兰卡的教堂，里面有很多历史牌匾和彩色玻璃窗。
Tahiti Beach Club,卡萨布兰卡,"Boulevard de la Corniche, Casablanca 20050 Morocco",,+212 5227-98025,开放时间,全年 全天开放
Mahkama du Pacha,卡萨布兰卡,"Quartier des Habbous, Casablanca 20000 Morocco",,+212 613-106809,开放时间,全年 周一-周五 9:00-16:00
Megarama,卡萨布兰卡,"Boulevard de la Corniche, Casa, Morocco",,,景点介绍,
Om Yoga,卡萨布兰卡,"2 Rue Du Golfe Du Comores, Casablanca 20100 Morocco",,+212 600-070565,开放时间,"days: 周日, times: 下午5:00 - 下午7:00,days: 周一 - 周三, times: 上午9:00 - 下午8:30,days: 周四 - 周五, times: 上午9:00 - 下午8:00,days: 周六 - 周日, times: 上午9:00 - 下午2:00,"
Om Yoga Casablanca,卡萨布兰卡,"2 Golfe Des Comores Street Anfa, Casablanca 20100 Morocco",,,景点介绍,
Wild Desert of Morocco,卡萨布兰卡,"卡萨布兰卡, 摩洛哥",,+212 667-859248,开放时间,"全年 全天开放；周日 - 周六上午12:00 - 下午11:59days: 周日 - 周六, times: 上午12:00 - 下午11:59,"
El Hank Lighthouse,卡萨布兰卡,"J85W+X4M, Casablanca, 摩洛哥",,,景点介绍,
Temple Beth-El,卡萨布兰卡,"Rue Jaber Ben Hayane, Casablanca 20100 Morocco",,,景点介绍,
Sidi Abderrahman Island,卡萨布兰卡,"Îlot de Sidi Abderrahman, Morocco",,,景点介绍,
