names,places,addresses,times,teles,titles,descs
Wild Dog Safaris,温得和克,"温德和克, 纳米比亚",07:30-16:00开放,+264 61 226618,开放时间,全年 周一-周五 07:30-17:00 周六 07:30-16:00 周日
Bluecrane Safaris Namibia,温得和克,"温德和克, 纳米比亚",,+264 81 228 8723,开放时间,"周一 - 周五上午8:00 - 下午5:00days: 周一 - 周五, times: 上午8:00 - 下午5:00,"
Okapuka Ranch,温得和克,Namibia,07:00-22:00开放,+264 61 234 607,介绍->开放时间,这是一个美丽的牧场，能近距离的看秃鹰、跳羚、鳄鱼、斑马等等动物。->全年 07:00-22:00
Wildcherry Adventures,温得和克,"温德和克, 纳米比亚",,,景点介绍,
Parliament Gardens,温得和克,"Love Street, Windhoek, Namibia",,+264 61 288 9111,介绍->开放时间,这是一个美丽的花园，有很多椰子树，花卉，还有雕像， 环境宁静，空间宽阔，适合人们漫步放松。->全年 周一-周五 9:00-12:00
阿特菲斯特,温得和克,Robert Mugabe Ave,,,介绍->开放时间,阿特菲斯特算是当地现存很老的建筑，建于1890年。现在则变成了国家美术馆的历史展厅，里面陈列了许多的文物。->具体营业状态以当天开放情况为准
National Botanic Garden of Nam...,温得和克,"Nbri | Hugel Street, Windhoek, Namibia",,+264 61 202 2014,开放时间,全年 周一-周五 8:00-17:00
Naute Kristall Cellar and Dest...,温得和克,"12 Neute Dam C, Keetmanshoop, Namibia",,,景点介绍,
Safari Gastefarm Dusternbrook,温得和克,"- | S 22°16'214'' E16°54'069'', Windhoek, Namibia",,,景点介绍,
Karibu Safari,温得和克,"Windhoek, Namibia",,+264 61 251 661,开放时间,暂无
