names,places,addresses,times,teles,titles,descs
拉迪格岛,马埃岛,La Digue Island,,,介绍->开放时间,"拉迪格岛位于马埃岛的东北部，普拉兰岛东部，距离普拉兰岛非常近，这是一座如热带天堂般的小岛。


你可以前往小岛西北部的拉帕斯小镇，这是一个宁静慵懒的小镇。岛上有很多自行车出租，你可以租自行车在小镇上骑骑车，或是和当地人一起周六聚集在餐厅喝酒跳舞。


你也可以前往小岛西部的联合农场，看古老的椰子油提取，还可以向西走到海边欣赏世界美丽沙滩之一的德阿让海滩，海滩因影片《艾曼纽》而闻名，更引来无数大片在此拍摄。当然，你更可以去弗夫保护区，欣赏即将濒临的黑绶带鸟。登上小岛制高点，来一场徒步。->具体营业状态以当天开放情况为准。"
拉齐奥海湾,马埃岛,"Anse Lazio, Praslin Island",,+248-2-575848,介绍->开放时间->必看贴士,拉齐奥海湾位于普拉兰岛西北角上，在这里，你完全可以抛开烦恼，躺在沙滩上享受眼前碧蓝的海水，温暖的阳光。->全年 全天开放；具体营业状态以当天开放情况为准->在沙滩上需做好防晒措施。->在沙滩上需做好防晒措施。
普拉兰岛,马埃岛,"Praslin, 塞舌尔",,,介绍->开放时间->必看贴士,"普拉兰岛是塞舌尔仅次于马埃岛的一座岛屿，它是塞舌尔的人间天堂。该岛就像一位热情妖娆的女郎，充满了热带雨林的神秘气息和绮丽色彩。岛上自然环境优美，有着典型的热带雨林森林，风景如画，是有名的旅游之地。
世界遗产五月谷
岛上的五月谷是世界上较小的自然遗产，这里有枝繁叶茂的棕榈树，顽强地生长着，傲然挺立，别有一番傲骨。还有那高达挺拔的塞舌尔国宝海椰树，整整有7000多棵海椰树，它们就生长在这个地势崎岖的花岗岩岛上。此外，还有那漫山遍野开遍的山花，将普拉斯兰岛装扮得分外妖娆，天真烂漫。->具体营业状态以当天开放情况为准->1. 在岛上注意保护生态环境。
2. 岛上日照强烈，需做好防晒措施。
3. 参加跳岛游需听从向导安排，不要擅自行动。
4. 在海边浮潜时需注意安全。->1. 在岛上注意保护生态环境。
2. 岛上日照强烈，需做好防晒措施。
3. 参加跳岛游需听从向导安排，不要擅自行动。
4. 在海边浮潜时需注意安全。"
拉齐奥海滩,马埃岛,普拉兰岛 塞舌尔,,,介绍,这是一片美丽的海滩，拥有白色的细沙和清澈的海水，周围是郁郁葱葱的棕榈树和热带植被，景色优美，是人们观海、看日落及体验水上运动的好去处。
库金岛,马埃岛,"Cousin Island, Seychelles",,,介绍->必看贴士,"库金岛位于普拉兰岛西南2公里处，乘坐游船只需半小时便可抵达。这里生活着许多动物，除了鸟类，还有珍贵的玳瑁海龟。你可以参加当地的团前往这座生态小岛。->1. 库金岛每年可接待大约1万名旅客，其全部营收均用于岛上环境保护及生态科研之用。
2. 岛上无任何住宿餐饮设施，且不允许旅客在岛上野餐或搜集沙滩贝壳。
3. 请在向导的安排下给动物们喂食，不要擅自给他们喂食。
4. 为保护自然生态、节约用水，岛上卫生间不使用抽水马桶。听从导游安排，保护好生态，不要乱扔垃圾。
5. 只有标识为库金岛的船方可停泊在小岛码头。
6. 请遵循岛上的摄影准则，凡涉及商业摄影，必须提前申请及付费；切不可携带任何能伤害他人或破坏环境的大型器械（摄影三脚架及闪光灯同样也会惊扰到岛上动物）。
7. 不准吸烟、点火、使用危险化学物品。
8. 上岛之前请先确认已有的意外伤害保险。
9. 在岛上请做好防晒措施。->1. 库金岛每年可接待大约1万名旅客，其全部营收均用于岛上环境保护及生态科研之用。
2. 岛上无任何住宿餐饮设施，且不允许旅客在岛上野餐或搜集沙滩贝壳。
3. 请在向导的安排下给动物们喂食，不要擅自给他们喂食。
4. 为保护自然生态、节约用水，岛上卫生间不使用抽水马桶。听从导游安排，保护好生态，不要乱扔垃圾。
5. 只有标识为库金岛的船方可停泊在小岛码头。
6. 请遵循岛上的摄影准则，凡涉及商业摄影，必须提前申请及付费；切不可携带任何能伤害他人或破坏环境的大型器械（摄影三脚架及闪光灯同样也会惊扰到岛上动物）。
7. 不准吸烟、点火、使用危险化学物品。
8. 上岛之前请先确认已有的意外伤害保险。
9. 在岛上请做好防晒措施。"
大总管沙滩,马埃岛,"Anse Intendance, Seychelles",,,介绍,大总管沙滩位于非洲塞舌尔，是马埃岛上非常美丽的海滩。这里拥有湛蓝的天空、清澈的海水、巨大的海浪，是一个休闲放松的好去处，沿着绵长的海岸线，游客可以一边吹海风，一边欣赏迷人的海景。
特内湾国家海洋公园,马埃岛,"996F+GG8, Cap Ternay, Seychelles",,,介绍->开放时间,"设立于1979年的特内湾国家海洋公园，距离塞舌尔人气非常旺的博瓦隆沙滩西南部约5公里，由于没有海岸公路，人们只能依靠水路抵达。


这里是浮潜和潜水爱好者的天堂，有着晶莹的海域及丰富的海洋生物。沙滩、岩石海岸、海草、及珊瑚礁，公园内的自然生态令人沉醉。然而对于你来说，特别的“邂逅”，大白鲨、海豚、海龟亦出没于此。此外稀有的玳瑁、精心伪装的海鳗也经常在此出没。


由于位于塞舌尔山国家公园边界2座山峦之间，特内湾还是东南季风时期较为受追捧的游艇避风港。你可以沿着西岸海域前行进入园区，顺道欣赏塞舌尔山，奇峰突立的景致，感受陆上无法欣赏的风景。->具体营业状态以当天开放情况为准"
库瑞尔岛,马埃岛,"Curious, Praslin Island",,,介绍->开放时间->必看贴士,库瑞尔岛又称屈里厄斯岛，位于普拉兰岛以北处，这里也是塞舌尔除五月谷外，唯一一处海椰子自然生长的地方。想要上该岛，可以参加当地的一日游，会连同周边几个小岛一起游玩。你可以在岛上漫步，欣赏海景，也可以带上自己的浮潜装备，在小岛四周浮潜，更可以参观岛上的养殖中心，看亚达伯拉象龟。->全年 全天开放->在岛上需听从向导要求保护岛上动物和生态环境，做好防晒措施。->在岛上需听从向导要求保护岛上动物和生态环境，做好防晒措施。
圣母大教堂,马埃岛,"Olivier Maradan St, Victoria, Mahe Island",6:00-17:00开放,+248 4 322 652,介绍->开放时间->必看贴士,这座壮观的大教堂位于维多利亚市区，你可以来此参观一下大教堂的外观，如果碰巧此时教堂对外开放，也可以安静的进去参观一番。->全年 6:00-17:00->若进入参观需保持安静。->若进入参观需保持安静。
Le Jardin Du Roi Spice Garden,马埃岛,"Domaine de L'enfoncement | Anse Royale, Mahe, Mahe Island, Seychelles",10:00-17:30开放,+248 4 371 313,开放时间,全年 10:00-17:30
