names,places,addresses,times,teles,titles,descs
古兰尼地区公园,檀香山,"49-479 Kamehameha Hwy, Kaneohe, HI 96744, USA",明日07:00开放,+1-808-768-8974,介绍->开放时间->必看贴士,"古兰尼地区公园位于欧胡岛东海岸，公园背靠着巍峨的群山，郁郁葱葱的草地依山傍水，相依着清澈蔚然的大海。它与美剧《Lost》的拍摄地——古兰尼牧场只有10分钟的车程。
古兰尼地区公园是一座开放式的公园，这里有着古老的鱼塘和美丽的沙滩，举目远眺还能看到近岸的小岛。这里风景优美，足以成为明信片的背景。狭长的白色沙滩上，棕榈树的身影摇曳婆娑。在这里游泳非常安全，但还是要小心水母和冬季的海浪。->全年 07:00-20:00；具体营业状态以当天开放情况为准->1. 海滩上日照强烈，建议做好防晒措施。
2. 这里游人不多，建议白天前来。->1. 海滩上日照强烈，建议做好防晒措施。
2. 这里游人不多，建议白天前来。"
夏威夷水上乐园,檀香山,"400 Farrington Hwy, Kapolei, HI 96707, USA",,"+1 808-674-9283,+1 808-440-2914",介绍->开放时间->优待政策->服务设施,"Wet’n Wild Hawaii 是世界上较大，很好的水上娱乐园之一。
对想产生更多的肾上腺素的游客可以尝试龙卷风滑梯（Tornado），龙卷风滑梯可以把乘坐者弹向130米高的漏斗，然后把他们抛向旋转溅落式泳池。娱乐园还提供轻松型诱人游玩设施，像Kapolei Kooler,，此娱乐设施是一处儿童嬉戏区，充满喷泉，迷你小滑梯，倾倒桶等。
夏威夷造浪泳场，是一个带有4英尺高涌浪40万加仑的造浪游泳池，是夏季“潜水和电影”好去处。->景区营业时间变更频繁，具体营业状态以官网为准+https://www.wetnwildhawaii.com/plan-a-visit/park-hours/->儿童：2周岁以下，免费->停车场：【景区停车场】参考价格：$8.00 /车 起；地址：请参照停车场提示；库位：请参照停车场提示；您可以选择购买ParkPass更多信息请参照：https://www.wetnwildhawaii.com/plan-a-visit/directions/
景区地图：景区提供电子地图：https://www.wetnwildhawaii.com/plan-a-visit/directions/"
密苏里号战舰纪念馆,檀香山,"63 Cowpens Street, Honolulu, HI 96818",明日08:00开放（15:00停止入园）,+1-808-4551600,介绍->开放时间->优待政策->服务设施->必看贴士,"1945年9月2日，标志着二战结束的日本无条件投降的签字仪式，在停泊在东京湾的密苏里号主甲板上举办。密苏里号因此而闻名于世。
密苏里号战列舰是美国海军建造的第四艘依阿华级战舰。其姊妹舰包括爱荷华号，新泽西号和威斯康新号。虽然密苏里号的编号为 BB-63，较威斯康新号稍大，但是她是美国后来才建造完成的，这艘传奇战舰参加过无数次的战争，包括世界大战、韩战、越战、以及波斯湾战争，全无损伤。
现在，密苏里号战舰作为博物馆舰，停泊在珍珠港福特岛旁，供来自世界各地的游客参观。->全年 08:00-16:00（15:00停止入园）；纪念馆在感恩节、圣诞节和元旦关闭，具体营业状态以当天开放情况为准->儿童：4周岁以下，免费->餐厅：战舰设有多家餐厅Battleshop：提供冷饮、小食等九月 - 五月：8:00 - 16:00六月 - 八月：8：00-17:00Sliders Grill：提供汉堡、热狗等9:30 - 15:00六月 - 八月：8：00-16:00感恩节，圣诞节和元旦关闭。更多信息：https://ussmissouri.org/plan-your-visit/food-service?_ga=2.129224396.1705889120.1557739369-441770163.1557739369#
纪念品商店：景区设有纪念品商店，出售密苏里号战舰的周边商品，您可以参照官网了解商品种类、价格等信息：https://ussmissouri.org/store/?_ga=2.129224396.1705889120.1557739369-441770163.1557739369->1. 进入等车区域需要给进口处的工作人员看买票的收据。
2. 途径海军基地时请不要拍照。->1. 进入等车区域需要给进口处的工作人员看买票的收据。
2. 途径海军基地时请不要拍照。"
钻石头山,檀香山,"Diamond Head Road, 火奴鲁鲁瓦胡岛, HI",明日06:00开放（16:00停止入园）,+1-808-5870300,介绍->开放时间->必看贴士,"钻石头山位于夏威夷檀香山市，它是一座死火山，也是夏威夷的象征。它像一条卧龙卧在威基基海滩不远处，在海滩上可以远眺钻石头山。
要想更好地领略钻石头山的景色，理想的方式是徒步。从威基基海滩开车至山脚下停车场只需10分钟左右。
这条登山步道已有百年历史，刚开始是水泥路段，较为平稳，中间一段是土路，比较难走。登山的人很多，沿山修的步道上基本都是来登山的游客。步道两旁植被葱郁，走到半山腰，便能看到远处的太平洋。
站在山顶可以360度环看整个檀香山市美景，还可以远眺眼前一望无际的湛蓝色太平洋，以及不远处威基基海滩的美丽弧线。换个角度还可以看到整个火山口的样子，而停车场就在其中。在山顶看美景的同时，还能看到之前走过的步道上陆续不断的有人继续攀登上来。->全年 06:00-18:00（16:00停止入园）；盖茨在下午6:00关闭，圣诞节和新年关闭，具体营业状态以当天开放情况为准->1. 建议中午之前前往，此时紫外线还不算太强烈，不过也建议做好防护措施。
2. 步道中有一段山路不太好走，建议穿舒服的鞋子登山。
3. 爬山时请不要离开步道。请将携带入公园的物品全部带走。不允许使用明火。步道不允许野营、搭帐篷。->1. 建议中午之前前往，此时紫外线还不算太强烈，不过也建议做好防护措施。
2. 步道中有一段山路不太好走，建议穿舒服的鞋子登山。
3. 爬山时请不要离开步道。请将携带入公园的物品全部带走。不允许使用明火。步道不允许野营、搭帐篷。"
珍珠港太平洋航空博物馆,檀香山,"319 Lexington Blvd, Honolulu, HI 96818, USA",明日09:00开放,+1-808-4411000,介绍->开放时间->优待政策->服务设施,"珍珠港太平洋航空博物馆位于珍珠港福特岛军事基地，这里包含二座历史机棚与控制塔台，完整保存珍珠港事变的轰炸痕迹与历史纪录。
博物馆的展览涵盖了从第二次世界大战到朝鲜战争和越南战争，并随着军事动态的变化进行更新。第一座机库中陈列的展品涉及珍珠港袭击、1942年轰炸日本主岛的杜力德空袭和至关重要的中途岛海战。
博物馆中有46架以上的飞机收藏 。在这里，你还能细数二战时期英勇的航空事迹，这里也是被票选为全美十大航空观光景点。
除了参观各类战争中的飞机外，这里还可以看到一些修复还原的飞机，包括一架日本零式战斗机和一架无畏式俯冲轰炸机。随后你可以走到隔壁去探索一下朝鲜战争中的米格走廊（MiG Alley），或是参加导览团，在79号机库里的二战式维修车间，从幕后观察正在接受修复的复制品。->全年 09:00-17:00；感恩节、圣诞节和元旦闭馆，具体营业状态以当天开放情况为准。->儿童：4周岁以下儿童免费，需至少1名成人购票陪同进入。，免费->餐厅：Laniākea餐厅营业时间：每天10:00-15:00提供汉堡、三明治、小食、酒水饮料等。
纪念品商店：博物馆设有纪念品商店和网上商城，您可以参照官网信息了解具体的商品信息：https://www.pearlharboraviationmuseum.org/visit/museum-store/"
拉尼凯海滩,檀香山,"Kailua, Oahu, HI 96734",,"+1-808-2617997,+1-888-2617997",介绍->开放时间->必看贴士,"拉尼凯海滩位于位于凯卢阿海滩公园的东南方，也是夏威夷的海滩。这里的白沙滩非常细腻，海水如水晶般湛蓝梦幻。->具体营业状态以当天开放情况为准->1. 海滩上没有洗手间和淋浴房，要下水游泳的游人需注意。
2. 在海滩上一定要做好防晒措施。->1. 海滩上没有洗手间和淋浴房，要下水游泳的游人需注意。
2. 在海滩上一定要做好防晒措施。"
大风口,檀香山,"Nuuanu Pali Dr, Kaneohe, HI 96744",明日06:00开放,+1 800-464-2924,介绍->开放时间->必看贴士,"大风口位于欧胡岛东南部的州立公园内，是当地一处有名的观景台。它位于山的裂缝处，来自东北方的强风风力可达十几级。风大时抬起单脚站立都有被吹动的感觉，而此时2米以外的地方却是风和日丽，天渊之别。
观景台上还有介绍大风口观景台的介绍牌，观景之余，还可以在此了解当地的一些历史。这里还矗立着醒目的警告牌，提醒游客参观时要警惕落石。这里的天气瞬息万变，可能上午还是狂风大作，下午便是风和日丽，又或是来一场大雨把你浇的全身湿透。所以前往此处建议带上一件轻便的外套。->全年 06:00-18:00；具体营业状态以当天开放情况为准->尽量不要戴帽子、头饰、穿裙子，将自己的墨镜，衬衫口袋的物品，一切不抗风的物件，务必妥善保管好。带小孩的大人一定要牵牢自己小孩的手。->尽量不要戴帽子、头饰、穿裙子，将自己的墨镜，衬衫口袋的物品，一切不抗风的物件，务必妥善保管好。带小孩的大人一定要牵牢自己小孩的手。"
卡皮奥拉妮公园,檀香山,"3840 Paki Ave, Honolulu, HI 96815",05:00-次日00:00开放,"+1-808-768-4623,+1-808-768-4624,+1-808-768-4626",介绍->开放时间->必看贴士,"卡皮奥拉妮公园位于德赫奥山脚下，是夏威夷较大的公园。卡拉阿考国王将这片土地赐给了檀香山的人民，并以皇后的名字命名。
作为国内外游客野餐地点，拥有宽阔大草坪的卡皮奥拉尼公园还是夏威夷风筝运动的热门场地，这里聚集了许多风筝爱好者。->全年 05:00-00:00；具体营业状态以当天开放情况为准->公园很大，要穿舒服便于行动的鞋。->公园很大，要穿舒服便于行动的鞋。"
亚利桑那战列舰纪念馆,檀香山,"1 Arizona Memorial Pl, Honolulu, HI 96818",明日07:00开放,+1-808-422-3399,介绍->开放时间->服务设施->必看贴士,"位于珍珠港的美国海军亚利桑那号战列舰纪念馆于1980年落成，纪念馆坐落在珍珠港袭击中被击沉的亚利桑那号战列舰残骸的正上方但却没有接触残骸。


展览厅约半个篮球场那么大，进口处有一艘1:96的亚利桑那号战列舰的复原模型和现在亚利桑那号在水下的遗骸及纪念馆模型。展室中还展示了亚利桑那号留下来的珍贵物品，如亚利桑那号下水的舰牌、亚利桑那号水兵美式足球队的队服及奖杯等等，这些都是在亚利桑那号沉没后打捞上来的。
参观过程中还有人物介绍环节，介绍的两个人物分别是亚利桑那号战列舰舰长——依萨克C·克迪（Admiral Isaac C·Kidd），另一位是当时的一位水兵，帕克斯顿·卡特（Paxton Carter）。他们都是在珍珠港事件当天在亚利桑那号战列舰上殉职的将军和水兵。


沉船遗址仍然静静的躺卧在当年的位置，在它的两旁仍保留着其他军舰曾经停泊船坞的位置，每座船坞上都标有当时停靠舰船的名称及美国海军编号。可见内华达号（BB36）、维斯特尔号（AR4)、田纳西号（BB43)等等。
遗址纪念馆修建成指挥舰桥的形式从沉船的中部横跨在海中。纪念馆分三个部分，入口处、沉船展示厅和阵亡将士纪念碑。整个纪念馆呈白色的建筑，在入口处大门上方端庄的书写着：美国海军亚利桑那号纪念馆（USS ARIZONA MEMORIAL）
在里侧的大厅内，是当年阵亡将士的纪念碑。->全年 07:00-17:00；具体营业状态以当天开放情况为准->停车场：【游客中心停车场】参考价格：免费；地址：游客中心The visitor center address：1 Arizona Memorial Place, Honolulu, HI, 96818；库位：无详细信息；亚利桑那战列舰纪念馆位于欧胡岛的南端，仅可从游客中心附件的码头乘船到达，游客中心有免费停车场。->1. 馆内只允许携带相机及便携式摄像机。游客可以把私人物品存放于鲍芬潜艇博物馆与公园的行李寄存处（收费）。
2. 自驾游的游客建议不要把贵重物品放在车上，以防被盗。
3. 夏季旅游旺季建议提早出行，注意防晒。->1. 馆内只允许携带相机及便携式摄像机。游客可以把私人物品存放于鲍芬潜艇博物馆与公园的行李寄存处（收费）。
2. 自驾游的游客建议不要把贵重物品放在车上，以防被盗。
3. 夏季旅游旺季建议提早出行，注意防晒。"
Puu Ualakaa州立公园,檀香山,"Round Top Drive, 火奴鲁鲁瓦胡岛, HI",明日07:00开放,+1-808-587-0300,介绍->开放时间->必看贴士,"该公园内绿草成荫，非常适合家庭野餐，或者情人约会。公园内的山顶上就是那个有名的展望台，180度尽享檀香山美景。但是，公园只在白天开放，日落后会关闭，禁止人们进入。->全年 07:00-19:45；具体开放时间以景区现场公示为准。->1. 到这里的旅行团，一般在18:00-20:00左右，自驾游客可以参考，避免游客高峰。
2. 公园夜间人烟稀少，特别是晚上10点后，这里经常发生犯罪案件。因此，建议游客早点出发，提早下山。
3. 这里还禁止饮酒，车上也禁止携带酒类，酒瓶。而且周围经常有警车，不定时的巡查。
4. 坦特拉斯上山的道路有两个“多”：分岔路口多，S弯多。特别是晚上自驾上山，路上的路牌可能比国内难找到。因此驾车要慢行，注意安全。->1. 到这里的旅行团，一般在18:00-20:00左右，自驾游客可以参考，避免游客高峰。
2. 公园夜间人烟稀少，特别是晚上10点后，这里经常发生犯罪案件。因此，建议游客早点出发，提早下山。
3. 这里还禁止饮酒，车上也禁止携带酒类，酒瓶。而且周围经常有警车，不定时的巡查。
4. 坦特拉斯上山的道路有两个“多”：分岔路口多，S弯多。特别是晚上自驾上山，路上的路牌可能比国内难找到。因此驾车要慢行，注意安全。"
