names,places,addresses,times,teles,titles,descs
Museum of Modern Art Algiers,阿尔及尔,"25, rue Larbi Ben M'Hidi, Algiers, Algeria",,,景点介绍,
Le Jardin d'Essai du Hamma,阿尔及尔,"Rue Hassiba Ben Bouali - BP 141, Algiers 16000 Algeria",,,景点介绍,
Ketchaoua Mosque,阿尔及尔,"Place des Martyrs, Algiers, Algeria",,,开放时间,全年 全天开放
三叶塔,阿尔及尔,"Boulevard Khalifa Oulmane, Algiers, Algeria",,,景点介绍,
Aquafortland,阿尔及尔,"56, Route Nationale 24 | Bateau Cassé, Algiers, Algeria",,+213 21 21 25 36,介绍->开放时间,Aquafortland是当地的一个避暑胜地，这里有很大的水上乐园，包括水上滑梯、波浪池、漂流河、儿童游乐区等等，是全家游玩的理想之地。->暂无
La Grande Poste d'Alger,阿尔及尔,"Rue Ben M'hidi Larbi, Algiers 16000 Algeria",,,景点介绍,
La Rue Didouche Mourad,阿尔及尔,"Algiers, Algeria",,,介绍,La Rue Didouche Mourad是阿尔及尔的一条主干道，街道两旁林立着咖啡馆、餐馆和商店。
Fancy Algeria,阿尔及尔,"阿尔及尔, 阿尔及利亚",,+213 542 84 06 82,开放时间,"周日 - 周六上午12:00 - 下午11:59days: 周日 - 周六, times: 上午12:00 - 下午11:59,"
Le Port de Sidi Fredj,阿尔及尔,"QR7X+X6F, Port de, Staoueli, Algeria",,+213 561 98 65 34,开放时间,全年 全天开放；具体营业状态以当天开放情况为准
Le Musée National Des Beaux A...,阿尔及尔,"Dar Essalam El Hamma, Algiers 16015, Algeria",09:00-18:00开放,+213 21 66 49 16,开放时间,全年 周六 09:00-18:00 周五 14:30-18:00
