names,places,addresses,times,teles,titles,descs
Nubian Village,阿斯旺,"Aswan, Egypt",9:00-18:00开放,+20 100 737 8727,介绍->开放时间,这个村子里的许多房子被涂上了各种壁画，很有特色。村子里还有古老的饮水机、壮丽的神庙以及各种特色纪念品。->全年 9:00-18:00
Aswan Market,阿斯旺,"Aswan, Egypt",06:31-23:00开放,+20 111 131 6612,介绍->开放时间,"这一个是位于阿斯旺的集市，集市自火车站开始南北贯穿整个市区, 两侧有各种店铺，有纪念品店铺、生活用品店铺、餐厅等。->全年 06:31-23:00；具体营业状态以当天开放情况为准。"
Animalia,阿斯旺,"Elephantine island | In the Middle of Agricultural Area Beside the Prep School of the Village, Aswan, Egypt",08:00-18:00开放,+20-115-3606770,开放时间,全年 08:00-18:00
圣西蒙修道院,阿斯旺,"Monastery of St. Simeon, Aswan",,,介绍->开放时间,6世纪时为努比亚地方的圣人安巴·巴特拉约所建的科普特几度教堂。为了不让一般人进入，建于沙漠的正中央，并且围有高墙，是一座典型的科普特修道院。可容纳300多为修道士。但是在1321年遭到阿拉伯人的袭击，目前成为了废墟。然而至今它的建筑样式特征还保留了下来，可由此想象一下修行者的生活景象。->上午8时–下午4时（冬季），上午7时–下午5时（夏季）。
Sound and Light Show - Philae,阿斯旺,"Philae Island, Aswan 0097, Egypt",,,景点介绍,
New Kalabsha,阿斯旺,"Near Aswan, Aswan, Egypt",09:00-17:00开放,,开放时间,全年 09:00-17:00
Qubbet el-Hawa,阿斯旺,"West Bank of Nile, Aswan, Egypt",7:00-16:00开放,,开放时间,全年 7:00-16:00
Archangel Michael’s Coptic Or...,阿斯旺,"3VMR+563, Ferial Squer, Sheyakhah Oula, Qism Aswan, Aswan Governorate 1240853, Egypt",,,景点介绍,
Nubian Monuments from Abu Simb...,阿斯旺,"Aswan Governorate, Egypt",,,景点介绍,
赫尔岛,阿斯旺,Africa. Egypt. Nile Valley. Aswan,,,介绍,岛上是一个努比亚小村落，村子不是很大，村舍都被风格独特得装饰着，中间有一条土巷子，两边坐落着房屋，游客可以在这里好好感受一下当地的文化民俗。
