names,places,addresses,times,teles,titles,descs
索苏斯盐沼,温得和克,"Namib-Naukluft Park, Namibia",,,景点介绍,
Deadvlei,温得和克,"Sossusvlei, Namib-Naukluft Park, Namibia",,,景点介绍,
欧维拉博物馆,温得和克,"Robert Mugabe Ave, Windhoek",营业时间待定,+264 81 691 5132,介绍->开放时间,"欧维拉博物馆展品集中在体现纳米比亚的自然和文化，能看到一些关于纳米比亚的历史片段。让人印象深刻的是入口处醒目的警示标示。->全年 周六-周日 10:00-12:30,15:00-18:00 周一-周五 09:00-18:00"
Christuskirche,温得和克,"Windhoek, Namibia",,,介绍,该建筑坐落在交通环岛的中间，建于1910年，内外部建筑精美。教堂内设有独立的儿童游乐区，教堂旁边还有议会花园和独立博物馆等，是游览散步的好地方。
Big Daddy Dune,温得和克,"Sossusvlei, Namib-Naukluft Park, Namibia",,,景点介绍,
Wild Wind Safaris,温得和克,"温德和克, 纳米比亚",7:30-16:00开放,+264 61 226 618,开放时间,全年 周一-周五 7:30-17:00 周六 7:30-16:00
纳米布沙漠,温得和克,纳米布沙漠,,,景点介绍,
Advanced 4x4 Car Hire,温得和克,"20 Palladium Street, Windhoek 9000, Namibia",08:00-17:00开放,+264-61-246832,开放时间,全年 08:00-17:00
Daan Viljoen Nature Reserve,温得和克,"Windhoek, Namibia",,,景点介绍,
Tropic of Capricorn Sign,温得和克,"C14 Road, Solitaire, Namibia",,,开放时间,全年 全天开放
