names,places,addresses,times,teles,titles,descs
BAATSONA TotalEnergies Service...,阿克拉,"Spintex Rd, Accra, Ghana",06:30-23:00开放,+233 20 999 3067,开放时间,"全年 周二 06:30-21:30 周五-周六 06:30-23:00 周日 06:30-21:00 周一,周三-周四 06:30-22:00"
A1 Raceway,阿克拉,"1 Rabat St | Devtraco Courts, City of Hope, Tema, Ghana",,+233 55 657 7807,开放时间,"days: 周日, times: 下午12:00 - 下午8:00,days: 周三 - 周四, times: 下午12:00 - 下午8:00,days: 周五 - 周六, times: 下午12:00 - 下午10:00,"
Wonderland Park,阿克拉,"1 Rabbat Street | Devtraco Courts, City of Hope, Community 25, Tema, Ghana",今日11:00开放,+233 50 651 8006,开放时间,全年 周日 13:00-18:00 周三-周五 11:00-17:00 周六 11:00-18:00
Umbrella Rock,阿克拉,"17 Huhunya road, Koforidua, Ghana",,,介绍->开放时间,Umbrella Rock是一个自然形成的地质奇观，高约25米，宽约10米。岩石是由石英岩和砂岩组成的，因其看起来像一个巨大的伞而得名。->全年 全天开放；暂无
Kumasi Zoo,阿克拉,"Kumasi, Ghana",,,介绍,该动物园动物种类繁多，有骆驼、羚羊、果子狸、黑猩猩、鸵鸟等，是与动物近距离互动的好地方。
Coca Cola Bottling Company,阿克拉,"Asokwa, Kumasi, Ghana",6:00-18:00开放,,开放时间,全年 周一-周六 6:00-18:00
塞舌尔,塞舌尔,Seychelles,,+248-4671300,介绍->开放时间->必看贴士,"塞舌尔被称为奢华的度假名地之一，被誉为地球的伊甸园，它隶属非洲，却不在非洲陆地上，它是位于非洲陆地东部印度洋西南部的群岛国家，由115个大小岛屿组成，人口不多，为了保留较原始的自然环境，塞舌尔甚至对每年的游人数量有所控制。
塞舌尔群岛分为4个密集的岛群：马埃岛和它周围的卫星岛、锡卢埃特岛和北岛、普拉斯兰岛群、弗里吉特岛及其附近的礁屿。花岗岩岛多山地丘陵，马埃岛海拔905米的塞舌尔山为全国顶高点。珊瑚岛地势低平。全境无河流。塞舌尔属热带雨林气候，终年高温多雨。热季平均气温30度，凉季平均气温24度。
较好的出行时间是4-9月份，此时温度适中，不会下大雨，可以充分享受阳光、沙滩，但也要注意护肤。->具体营业状态以当天开放情况为准->1.天气：塞舌尔终年天气炎热，建议多带些夏天轻薄的服装，不低于SPF30+的霜、草帽、太阳镜等用品都是必要的装备。
2.电压：塞舌尔电压为240伏，国内带来的电器均可使用，但塞舌尔的电源插座均为英式三相，需要带转换插头。
3.治安：长期以来，塞舌尔是世界上尤其是非洲治安状况较好的国家之一。
4.消费：VISA、万事达和美国运通的卡在塞舌尔都可以使用。
5.通讯：有手机漫游服务，但无法接收和发送邮件。
6.沙滩：塞舌尔所有的沙滩都是公开的，临海的酒店也不能阻止非本店的住客或当地人使用酒店前的沙滩。
7.环保：塞舌尔人环保意识较强。每砍一棵树都要报环境部审批。在海洋公园海域，为了保护热带鱼类，不但禁止捕鱼，当地人还通常会劝阻游客拾捡贝壳，“贝壳——浮游生物——虾米——小鱼——大鱼”已形成一条生物链。->1.天气：塞舌尔终年天气炎热，建议多带些夏天轻薄的服装，不低于SPF30+的霜、草帽、太阳镜等用品都是必要的装备。
2.电压：塞舌尔电压为240伏，国内带来的电器均可使用，但塞舌尔的电源插座均为英式三相，需要带转换插头。
3.治安：长期以来，塞舌尔是世界上尤其是非洲治安状况较好的国家之一。
4.消费：VISA、万事达和美国运通的卡在塞舌尔都可以使用。
5.通讯：有手机漫游服务，但无法接收和发送邮件。
6.沙滩：塞舌尔所有的沙滩都是公开的，临海的酒店也不能阻止非本店的住客或当地人使用酒店前的沙滩。
7.环保：塞舌尔人环保意识较强。每砍一棵树都要报环境部审批。在海洋公园海域，为了保护热带鱼类，不但禁止捕鱼，当地人还通常会劝阻游客拾捡贝壳，“贝壳——浮游生物——虾米——小鱼——大鱼”已形成一条生物链。"
布法隆海滩,塞舌尔,"Beau Vallon Beach, Seychelles",,,介绍->必看贴士,布法隆海滩是塞舌尔受欢迎的沙滩之一，绵长细白的沙滩就像一条丝带位于海岸线上。->在海滩上注意做好防晒措施，6月-11月有大浪期间，下水需注意安全。->在海滩上注意做好防晒措施，6月-11月有大浪期间，下水需注意安全。
德阿让海滩,塞舌尔,"La Digue Island, Seychelles",,,介绍->开放时间->必看贴士,德阿让海滩又名银色之源海滩，位于拉迪格岛西部的联合农场内。这是世界上非常美丽的沙滩之一，也是世界上被拍摄次数较多的海滩之一。明晃晃的白沙滩上到处都是奇特而优美的岩石，拍到片子里非常富于表现力和原始感。->具体营业状态以当天开放情况为准->在海滩上需做好防晒措施，不易下水游泳，注意潮汐。->在海滩上需做好防晒措施，不易下水游泳，注意潮汐。
普拉兰岛,塞舌尔,"Praslin, 塞舌尔",,,介绍->开放时间->必看贴士,"普拉兰岛是塞舌尔仅次于马埃岛的一座岛屿，它是塞舌尔的人间天堂。该岛就像一位热情妖娆的女郎，充满了热带雨林的神秘气息和绮丽色彩。岛上自然环境优美，有着典型的热带雨林森林，风景如画，是有名的旅游之地。
世界遗产五月谷
岛上的五月谷是世界上较小的自然遗产，这里有枝繁叶茂的棕榈树，顽强地生长着，傲然挺立，别有一番傲骨。还有那高达挺拔的塞舌尔国宝海椰树，整整有7000多棵海椰树，它们就生长在这个地势崎岖的花岗岩岛上。此外，还有那漫山遍野开遍的山花，将普拉斯兰岛装扮得分外妖娆，天真烂漫。->具体营业状态以当天开放情况为准->1. 在岛上注意保护生态环境。
2. 岛上日照强烈，需做好防晒措施。
3. 参加跳岛游需听从向导安排，不要擅自行动。
4. 在海边浮潜时需注意安全。->1. 在岛上注意保护生态环境。
2. 岛上日照强烈，需做好防晒措施。
3. 参加跳岛游需听从向导安排，不要擅自行动。
4. 在海边浮潜时需注意安全。"
