names,places,addresses,times,teles,titles,descs
迦太基古城遗址,突尼斯,"Carthage, Route de La Goulette 7016",,+216-1-341077,介绍->开放时间,建于公元前814年的迦太基古城遗址位于突尼斯城东北17公里处，距今已有3000多年历史。->全年（冬季） 08:30-17:00；全年（夏季） 08:00-19:00；具体营业状态以当天开放情况为准。
巴尔杜国家博物馆,突尼斯,"Rue Mongi Slim, 2000",09:00-17:00开放,+216-71-513650,介绍->开放时间,"巴尔杜国家博物馆始建于1882年，其建筑原为贝伊王宫的组成部分。巴尔杜博物馆是马格里布地区比较大的博物馆，馆内珍藏了很多镶嵌画。巴尔杜国家博物馆于1886年正式开馆，1956年改为现名。
馆内展品系由全国各地近百个古代遗址中发掘、挑选，集中了近万件，按五个历史时期陈列，馆内还陈列有古希腊艺术品。->全年 周一 周二-周日 09:00-17:00；具体营业状态以当天开放情况为准"
布尔吉巴大街,突尼斯,"Av. Habib Bourguiba, Tunis, Tunisia",,,介绍->开放时间,布尔吉巴大街是突尼斯首都重要的一条商业街。环境十分的优雅，整条街道非常的宽阔，有着很丰富的自然景观。在这条大道上有许多突尼斯非常知名的建筑和教堂，从钟楼到麥地即旧城门的几公里路段两旁到处都是法式咖啡馆，现代商店、剧场和酒店。来突尼斯不可错过的地方。->具体营业状态以当天开放情况为准
斯贝特拉,突尼斯,从Kasserine出发,,,介绍->开放时间,斯贝特拉是突尼斯中西部的一个小城，距离首都突尼斯市约250公里。斯贝特拉遗址令人惊叹的是它的卫城，因为不止一座罗马守护神神庙，而是建有密涅瓦、朱比特和朱诺三座神庙。->具体营业状态以当天开放情况为准
Dar Nejma Ezzahra 宫殿,突尼斯,"1934 Rue Du 2 Mars, Sidi Bou Said 2026, Tunisia",,+216 71 740 102,介绍->开放时间,这座宫殿是一座传统建筑，里边收藏有美丽的艺术品。宫殿周围环绕着花园，这里还会举行一些文化活动。->具体营业状态以当天开放情况为准
La malga水城,突尼斯,迦太城内,,,介绍,La malga水城是古罗马时期建造的大型储水池，很有历史意义。
Cathedral of St Vincent de Pau...,突尼斯,"53 Rue Mokhtar Attia, Tunis",,,介绍,Cathedral of St. Vincent de Paul展现了突尼斯对多元文化的包容和接纳。圆形的拱门，显得朴素大方。
Ez-Zitouna Mosque,突尼斯,"Rue Jamaâ Ezzitouna, Tunis, Tunisia",,,介绍,Zitouna Mosque位于突尼斯省，占地面积达5000平方米，是当地非常古老的寺庙。
Victoria Square,突尼斯,"Victory Square, Tunis, Tunisia",,+216-52-812912,介绍->开放时间,广场位于老城区的边缘，除了美丽的喷泉，还可以看见一座美丽的古老大门—法兰西门 。->全年 全天开放；具体营业状态以当天开放情况为准
Acropolium,突尼斯,"Colline de Byrsa, Tunisia",08:00-18:00开放,+216 71 733 866,开放时间,全年 周一-周六 08:00-18:00 周日 08:00-16:00
