names,places,addresses,times,teles,titles,descs
美国西雅图瀑布花园公园,西雅图,"219 2nd Ave S, Seattle, WA 98104",今日08:00开放,+1-360-8056700,介绍->开放时间,美国西雅图瀑布花园公园是一个城市瀑布花园，标志着UPS成立的地点，这里种植了多种花草植被，还有个小瀑布，可以在这欣赏瀑布和植物。公园内和人行道上的一块牌匾，是对100多年前成立UPS的致敬。->全年 08:00-15:45
华盛顿公园植物园,西雅图,"2300 Arboretum Drive E Seattle, WA 98112",今日09:00开放,+1-206-5438800,介绍->开放时间,西雅图的公园多得无从选择。而华盛顿植物园位于华盛顿湖湖畔，园内还有一个日本庭园。漫步于层叠的繁花之间，徘徊在幽长的小径上，这个城市的喧嚣便逐渐退去。不走出城市，您仍然可以真切地感受到自然的气息。->全年 09:00-17:00
维特史坦柏公园,西雅图,"Corner of Pike Place, Virginia St. and Western Ave., Seattle, WA",今日06:00开放,+1 206-684-4075,介绍->开放时间,"海边的一个小公园，以前这里是华盛顿国民警卫队军械库，位于 派克市场的西北部，是为了纪念建筑师维克多对派克市场的贡献而建立的一个公园。
公园内有一对雪松雕刻的图腾柱，是由维克多设计：一座名为F a r m e r ' sPole(农夫之柱)，图腾顶端刻着一男一女背靠背站着，用来表现美国原住民的农民文化；另一座名为United(联合)，图腾上雕刻了很多脸谱形象，是用来纪念公园的历史。->全年 06:00-22:00"
Lake Sammamish State Park,西雅图,"2000 NW Sammamish Rd, Issaquah, WA 98027, USA",今日06:30开放,+1-425-6494275,介绍->开放时间,公园内设有烧烤场所、野餐桌、游乐场等其他游乐设施。公园内还可以游泳或是乘坐皮划艇欣赏美景。->全年 6:30-17:00
史密斯塔,西雅图,"506 2nd Ave, Seattle, WA 98104, USA",今日11:00开放,+1 206-624-0414,介绍->开放时间,"史密斯塔（Smith Tower）是西雅图的摩天楼，也是当地的地标之一。该建筑位于拓荒者广场，建于1910年到1914年。这座建筑以其建造者，枪支和打字机大亨莱曼·科尼利厄斯·史密斯（Lyman Cornelius Smith）的名字命名。史密斯塔共有38层，曾是密西西比河以西较高办公大楼，直到1931年被堪萨斯城电力与照明大厦超过，但仍是西海岸较高的建筑。直到1962年被西雅图另一座建筑太空针塔超过。->全年 周五-周六 11:00-22:00 周三-周四,周日 11:00-21:00"
Pike Place Market,西雅图,"85 Pike St, Room 500, Seattle, WA 98101-2085",今日09:00开放,+1-206-682-7453,介绍->开放时间,这是当地有名的市场，市场内除了有鱼市、花市等，还有不少特色的艺术品，临近港湾，环境清新，是不错的旅游观光地。->全年 09:00-18:00
芝加哥艺术博物馆,芝加哥,"111 S Michigan Ave, Chicago, IL 60603, USA",今日11:00开放,+1-312-4433600,介绍->开放时间->优待政策->服务设施->必看贴士,"芝加哥艺术博物馆创建于1891年，既是世界上十分古老的美术展览馆之一，也是当今美国三大美术馆之一。馆内收藏了上下五千年、纵横五大洲的艺术珍品，简直可以称为是万国博物馆。尤其是法国印象派画家的代表作享誉世界，雷诺阿、毕加索、梵高等一代宗师的巨作价值连城，就连盘踞于大门两侧的青铜狮子塑像也成了芝城的标志。
博物馆正门入口处面临密歇根南大街，外观呈维多利亚风格。整个博物馆共分10个展馆，收藏了30万件以上的展品。有欧美和东方的雕刻、绘画、版画、素描、装饰艺术品，还有摄影以及非洲艺术品和前哥伦布时期的美洲艺术品。其中，格兰特伍德的成名作《美国哥特式》，绝对是镇馆之宝，也是象征美国的文化符号之一。->全年 周二-周三 周四 11:00-20:00 周一,周五-周日 11:00-17:00；会员周一上午 10-11 点，周二周三关闭，周四至周日上午 10-11 点，具体营业状态以当天开放情况为准->儿童：2周岁及以下儿童免费，需由至少1名成人陪同购票进入。，免费->停车场：【博物馆代泊车位】参考价格：请参照博物馆信息；地址：当代馆；库位：请参照博物馆信息；更多地下车库：https://www.millenniumgarages.com/
餐厅：TERZO PIANO：现代馆3层，从门罗街免费入口博物馆咖啡厅：博物馆一层，McKinlock CourtBALCONY咖啡厅：现代馆2层关于各个餐厅的营业时间和供应菜品，请参照：https://www.artic.edu/visit/dining
纪念品商店：博物馆设有纪念品商店和网上商店，更多信息请参照：https://shop.artic.edu/->1. 在博物馆内，请将手机或传呼机设置为静音状态。手机通话仅限于博物馆内的非画廊空间。
2. 博物馆内可以使用婴儿推车；在特别展览内，由于空间限制可能禁止使用婴儿推车。
3. 可以拍摄馆内永久收藏品和特展的照片，拍摄的照片仅可供个人使用。可以素描藏品和展品。部分特殊的艺术作品或展品禁止拍照，请遵守相关的标牌指示规定，禁止携带闪光灯、三脚架和摄像机。
4. 禁止携带食物和饮料进入到博物馆内。->1. 在博物馆内，请将手机或传呼机设置为静音状态。手机通话仅限于博物馆内的非画廊空间。
2. 博物馆内可以使用婴儿推车；在特别展览内，由于空间限制可能禁止使用婴儿推车。
3. 可以拍摄馆内永久收藏品和特展的照片，拍摄的照片仅可供个人使用。可以素描藏品和展品。部分特殊的艺术作品或展品禁止拍照，请遵守相关的标牌指示规定，禁止携带闪光灯、三脚架和摄像机。
4. 禁止携带食物和饮料进入到博物馆内。"
威利斯大厦,芝加哥,"233 S Wacker Dr, Chicago, IL 60606, USA",今日08:30开放（21:30停止入园）,+1 312-875-9447,介绍->开放时间->优待政策->服务设施->必看贴士,"威利斯大厦原名西尔斯大楼，是芝加哥城市天际线中不可忽视的高点。大厦目前是作为一幢办公大楼使用，共有110层高，每天数以万计的游客来此，只为登上412米之高的103层高的芝加哥摩天观景台，俯瞰整个芝加哥全景。
1. 103层观景台，欣赏芝加哥的市区美景
一进威利斯大厦就会被其墙上用英文写着：“风城”、“芝加哥”、“芝城”的字样所吸引。随后步入电梯，电梯上升每一层都会显示目前所在的楼层、现在的高度以及与之高度相同的建筑物。比如25层：纽约的自由女神像，86层：巴黎埃菲尔铁塔，102层：纽约帝国大厦。出了电梯来到103层的观景台，就可以俯瞰整个芝加哥城市美景以及眺望密歇根湖对岸的天际线。
2. 真实的悬空感，惊喜动魄的刺激体验
来到这里一定不能错过的就有站在玻璃天台上体验一把惊险刺激的感觉。2009年6月设计师增了4个玻璃天台，这4个玻璃天台全部建在大厦的西侧，向内部向外延伸了约1.2米。站在透明玻璃阳台上，脚下的城市街景一览无遗，但又心惊胆战。而且还可以看到旁边天台上的游客，有种悬在空中的感觉。当然有人站在上面，也有人蹲在玻璃上，甚至更有人躺在上面。
3. 白天的晴空万里，夜晚的璀璨霓虹
白天的时候可以感受一览众山小的空旷感，夜晚的时候可俯瞰整个芝加哥灯光璀璨的夜景。建议日落前30-45分钟抵达观景台，这样就看日夜交替的美景啦。->2023年3月1日-2023年9月30日 周一-周五 09:00-22:00（21:30停止入园） 周六-周日 08:30-22:00（21:30停止入园）；2023年10月1日-次年2023年2月28日 周一-周五 09:00-20:00（19:30停止入园） 周六-周日 09:00-22:00（21:30停止入园）；具体营业状态以当天开放情况为准->儿童：2周岁及以下儿童免费，需由至少1名成人陪同购票进入。，免费
补充说明：以上为景区内部分项目的优待政策，仅供参考->停车场：【威利斯大厦自营停车场】参考价格：请参考停车场信息；地址：211 West Adams Street；库位：请参考停车场信息
餐厅：在威利斯大厦33、66、67层设有餐厅，提供快餐咖啡等。33层餐厅营业时间：星期一至星期五，上午6:30到16:0066、67层餐厅营业时间：星期一至星期五，上午8:00到16:00，菜单：https://www.willistower.com/upload/Menus/WillisTower-Altitude-Menu.pdf->在103层的玻璃天台顶部的正中装有一部相机，专门为付费参观者拍照的。相机安装的高度和角度使得照片能从被摄者的头顶部起覆盖到鞋子，要的就是鞋底下的视景。如果你当时未来得及取照片，可以登录官网找寻你当天拍摄的照片。->在103层的玻璃天台顶部的正中装有一部相机，专门为付费参观者拍照的。相机安装的高度和角度使得照片能从被摄者的头顶部起覆盖到鞋子，要的就是鞋底下的视景。如果你当时未来得及取照片，可以登录官网找寻你当天拍摄的照片。"
千禧公园,芝加哥,"201 E Randolph St, Chicago, IL 60602",今日06:00开放,+1-312-7421168,介绍->开放时间,千禧公园是芝加哥的一座大型城市公园，公园的一边是芝加哥较繁华的密歇根大街，另一边则是风景秀丽的密歇根湖。置身公园中，处处可见后现代建筑风格的印记，因此也有人将此公园视为展现后现代建筑风格的集中地。其中露天音乐厅、云门和皇冠喷泉则是千禧公园中很有代表的三大后现代建筑。->全年 06:00-23:00；具体营业状态以当天开放情况为准
66号公路起点牌,芝加哥,"78-98 E Adams St, Chicago, IL 60603, USA",,+1-217-4149331,介绍->开放时间,"66号公路（Route 66），被美国人亲切地唤作“母亲之路”。呈对角线的66号公路，从芝加哥一路横贯到加州圣塔蒙尼卡。66号公路全长： 2448英里（约3939公里）。
66号公路始建于1926年11月11日，于1938年才宣告全程完工。它起始于伊利诺伊州的芝加哥，穿越密苏里州，堪萨斯州，俄克拉荷马州，亚利桑那州等州，斜贯美国版图一直到加利福尼亚州的洛杉矶（后来延伸至圣蒙尼卡Santa Monica），跨八个州，三个时区，全长2450英里，约合3943公里。
在约翰·斯坦贝克的小说《愤怒的葡萄》中，这条公路被称作“母亲路”。于是这个名字就被沿用了。66号公路在1952年又被美国66号公路组织非正式地命名为The Will Rogers Highway。向这位幽默作家致敬的牌子至今还竖立在在加州的圣莫尼卡。->全年 全天开放；具体营业状态以当天开放情况为准"
