names,places,addresses,times,teles,titles,descs
Kajie Safaris,恩德培,"坎帕拉, 乌干达",,+256 703 222809,开放时间,全年 全天开放；周日-周六:上午12:00-下午11:59;
Social Innovation Museum,恩德培,"139 Mpigi located at SINA, plot | Mayembe Upper, Plot 139, Mpigi Town, between Nsamizi Insitute and the UPDF baracks, Kampala, Uganda",10:00-18:00开放,+256 758 852735,开放时间,全年 周日 11:30-18:00 周一-周四 9:00-18:30 周五 9:00-18:00 周六 10:00-18:00
Baha'i House of Worship,恩德培,"Kampala, Uganda",8:00-17:00开放,+256 39 3262681,介绍->开放时间,"该庙宇外观美丽壮观，内部设计简洁，装饰有彩色玻璃，周围还有美丽的花园和喷泉，是一个值得一去的地方。->全年 周二-周四,周六-周日 8:00-17:00"
Entebbe Golf Club,恩德培,"Circular Road | P.O.Box 107, Entebbe, Uganda",明日07:00开放,+256 41 4320763,开放时间,全年 7:00-12:00
Waterfall Cruises - Murchison ...,恩德培,"Paraa river crossing 1, Murchison Falls National Park, Uganda",,,介绍,这是一处美丽的瀑布景区，游客可以在这里看到大量的水从高高的悬崖上倾泻而下，非常壮观。
Safari with Edris,恩德培,"坎帕拉, 乌干达",9:00-22:00开放,+256 774 708332,开放时间,"全年 周一-周二,周四 7:00-22:30 周三 6:00-22:30 周五 7:00-21:00 周六 9:00-22:00 周日 9:00-17:00"
Zzike Tropical Safaris,恩德培,"恩德培, 乌干达",,+256 756 953800,开放时间,"全年 全天开放；周日 - 周六上午12:00 - 下午11:59days: 周日 - 周六, times: 上午12:00 - 下午11:59,"
Africa Nziza Odysseys,恩德培,"吉佳利, 卢旺达",,,景点介绍,
Nkuringo Walking Safaris,恩德培,"布恩迪难以穿越的国家公园, 乌干达",,+256 774 805580,介绍->开放时间,这是一次独特而刺激的徒步旅行，历经数天感受着之前从未有过的经历，沿途美丽的景色、神奇的动物、美味的菜肴，都让人开心有激动。->暂无
National Theatre,恩德培,"Said Barre Road, Kampala, Uganda",,,景点介绍,
