names,places,addresses,times,teles,titles,descs
青贝马拉哈严格自然保护区,塔那那利佛,Madagascar,,,介绍,青贝马拉哈严格自然保护区是马达加斯加岛上的知名的景点，它被世界文化遗产组织列为自然文化遗产。这里有着地球上较为明显的喀斯特地貌，景色与云南昆明的石林非常的像，规模要比石林大。在石峰与石峰之间还有索桥相连，在期间游玩，仿佛像是在童话世界中一般，十分的奇妙。
Parc Ivoloina,塔那那利佛,"442 Bp, Toamasina (Tamatave) 501, Madagascar",9:00-17:00开放,+261 20 53 931 68,开放时间,全年 9:00-17:00
富乐园,塔那那利佛,Foulpointe ， Tamatave,,,介绍,这里是塔马塔夫附近漂亮宁静的海湾，也是当地人度假的不错选择，逢长假，也会有很多的人携家带口从首都驱车来到这边过一个有海水浴的周末。
Tsiribihina River,塔那那利佛,"Tsingy de Bemaraha National Park, Madagascar",,,景点介绍,
Analamazaotra Special Reserve,塔那那利佛,"Perinet II, Andasibe 514, Madagascar",,,介绍,公园是由原始森林组成，拥有数量众多的动植物群体，其中不同种类的狐猴和鸟类等非常受欢迎。园内植被异常丰富，是避暑纳凉、徒步爬山的好选择。
V.O.I.M.M.A. Community Reserve,塔那那利佛,"Lalan Andasibe, Andasibe, Madagascar",,,介绍,在这里您可以看到很多动物，如小型变色龙、叶尾变色龙、夜行狐猴等，也可以见到森林里的典型植物。
Black pool,塔那那利佛,"Isalo national Park, Ranohira 313, Madagascar",,,景点介绍,
Manambolo River,塔那那利佛,"Tsingy de Bemaraha National Park, Madagascar",,,景点介绍,
Sudmadatrek Voyages,塔那那利佛,"Fianarantsoa, 马达加斯加",,+261 34 97 765 48,开放时间,"周一 - 周五上午8:00 - 下午7:00days: 周一 - 周五, times: 上午8:00 - 下午7:00,days: 周六, times: 上午8:00 - 下午12:00,"
Cattedrale Di Ambozontany,塔那那利佛,"R. Du Rova, Fianarantsoa 301, Madagascar",,,景点介绍,
