names,places,addresses,times,teles,titles,descs
中岛,塞舌尔,塞舌尔中岛,,+248 2 581 959,开放时间,全年 全天开放
马隆湾,塞舌尔,"Anse Marron, Seychelles",,,介绍->开放时间->必看贴士,"马隆湾的海水如蓝绿色果冻般晶莹剔透，海滩上大块的岩石使得它更加的原生态，也很好的遮挡住了汹涌的海浪，使得靠近海滩边的海面非常平静。近处还有不少珊瑚礁，适合浮潜。->全年 全天开放->1. 海滩上需做好防晒措施。
2. 由于海滩隐蔽难找，建议雇佣向导前往，以免迷路。->1. 海滩上需做好防晒措施。
2. 由于海滩隐蔽难找，建议雇佣向导前往，以免迷路。"
Blue Sea Divers,塞舌尔,"Beau Vallon, Mare Anglaise, Victoria, Mahe Island Seychelles",,,景点介绍,
Mission Lodge Lookout,塞舌尔,"Sans Soucis road, Victoria, Mahe Island, Seychelles",,,景点介绍,
自然历史博物馆,塞舌尔,"Independence Ave, Victoria, Mahe Island",营业时间待定,+248-4-321333,介绍->开放时间,"自然历史博物馆位于维多利亚市区，是一幢两层楼房屋，规模非常的小，且非常不起眼。但若是你走进，会看到门口摆放着动物的标本，其内部的标本和信息面板也有些陈旧，但却是非常好的了解塞舌尔当地历史和生物的地方。
在博物馆内，你可以看到很多地图，还有植物生物标本，如国宝海椰子，以及各种鱼类的标本。通过这些可以让你对塞舌尔的周围海域的生物群和本国的植物群，以及它的国家历史有更深入的了解。此外，在这里你还可以看到4公里深的太平洋石油钻孔。
在这里，你可以了解和学到知识，且工作人员也都非常友善。->全年 周一 9:00-24:00 周二-周五 9:00-17:00 周六 9:00-14:00"
Petite Anse,塞舌尔,贝拉扎尔区马埃岛 塞舌尔,,,开放时间,全年 全天开放；具体营业状态以当天开放情况为准
Anse Major,塞舌尔,"Danzil | Bel Ombre, Mahe Island, Seychelles",,,景点介绍,
Anse Takamaka Beach,塞舌尔,"Mahe Island, Seychelles",,,开放时间,全年 全天开放；具体营业状态以当天开放情况为准
联合农场,塞舌尔,"L'Union Estate Farm, La Digue Island",06:00-18:00开放,+248 4 234 240,介绍->开放时间,联合农场位于拉迪格岛西部中段，帕拉斯小镇以南。你可以来此参观农场里的椰子油提取活动。此外，你还可以欣赏到海边红色屋顶的度假村与停靠在岸边的传统古船遥相呼应，可以在高高的椰子树下骑自行车，更可以在农场里骑马。->全年 06:00-18:00
Copolia Trail,塞舌尔,Seychelles,08:00-16:00开放,+248-422 5114,开放时间,全年 08:00-16:00；具体营业状态以当天开放情况为准
