names,places,addresses,times,teles,titles,descs
Black Heritage Museum,拉各斯,"Badagry, Lagos, Nigeria",,,景点介绍,
Ndubuisi Kanu Park,拉各斯,"Mobolaji Johnson Avenue, Ikeja, Lagos, Nigeria, Alausa 210112, Nigeria",今日10:00开放,+234 700 527 7275,介绍->开放时间,这一座位于拉各斯的公园，有着美丽的花园和绿树成荫的小路，在公园的中央，还有一个巨大的喷泉。->全年 10:00-18:00
Jhula Devi Temple,拉各斯,"7 km from Ranikhet, Almora, India",,,景点介绍,
Eleko Beach,拉各斯,"Eleko Beach, Eleko Beach Rd, 105101, Lekki, Nigeria",,,介绍->开放时间,Eleko Beach是一个棕榈树环绕的海滩，拥有数个小型私人海滩小屋。沿着海滩有许多饮食店和酒吧，是休闲度假的好去处。->全年 全天开放
Iga Idungaran,拉各斯,"Palace Road, Oniru Estate | Victoria Island - Eti Osa, Lagos 550104, Nigeria",,,景点介绍,
Lagos Fishing Charters,拉各斯,"Ikoyi, 尼日利亚",07:30-17:00开放,+234 816 500 0000,开放时间,全年 07:30-17:00
Ovuomaroro Studio and Gallery,拉各斯,"41 Oloje St, Papa Ajao 102215, Lagos, Nigeria",,,景点介绍,
Apples And Oranges Total Body ...,拉各斯,"10 Balarabe Musa Crescent, Off Sir Samuel Manuwa St, 08171099966 106104, Lagos, Nigeria",09:00-19:00开放,+234 817 109 9966,开放时间,全年 周一-周六 09:00-19:00 周日 12:00-19:00
Central Mosque of Lagos,拉各斯,"Central Mosque of Lagos, Lagos 550104, Nigeria",,,景点介绍,
Dreamworld Africana,拉各斯,"14 Dreamworld Africana Way, KM 20 | Lekki-Ajah Expressway, Lekki 105102, Nigeria",09:00-16:00开放,+234 703 895 1020,开放时间,全年 周一-周六 09:00-16:00
