names,places,addresses,times,teles,titles,descs
Lusaka National Park,卢萨卡,"Lusaka, Zambia",6:00-18:00开放,+260 97 2607736,开放时间,全年 6:00-18:00
Chilenje House,卢萨卡,"Burma Road Chilenje township, Lusaka, Zambia",,,景点介绍,
Kapishya Hot Springs,卢萨卡,"North Luangwa National Park, Zambia",,,景点介绍,
St. Ignatius church,卢萨卡,"Beit Road, Lusaka 10100, Zambia",08:30-13:00开放,+260 21 1250603,介绍->开放时间,这是位于卢萨卡的一座教堂，这里经常会有各种各样的群众活动，为大量不同的教区居民提供服务。->全年 周六 08:30-13:00 周一-周五 08:00-17:00 周日 08:00-13:00
Freedom Statue,卢萨卡,"Independence Avenue, Lusaka 10100, Zambia",,,景点介绍,
The Henry Tayali Gallery,卢萨卡,"Lion Lane | Lusaka Showgrounds, Lusaka 10100, Zambia",10:00-16:00开放,+260 95 5254440,开放时间,全年 周六 10:00-16:00 周一-周五 08:00-17:00
Batoka Gorge,卢萨卡,"Kazungula, Zambia",,,景点介绍,
卢安夏,卢萨卡,Luanshya,,,介绍->开放时间,卢安夏是赞比亚中北部城市，由铜带省负责管辖，毗邻与刚果民主共和国接壤的边境，距离恩多拉和基特韦30公里和42公里，卢安夏被称为“花园式城市”，除了市中心，大部分地方都是绿树葱葱。市内有3家医院，分别是罗安总医院，汤姆森医院和卢安夏矿医院。->全年 全天开放
Pura Gunung Payung,卢萨卡,"Kutuh, Indonesia",,,景点介绍,
铜带省博物馆,卢萨卡,"Buteko Ave, Ndola, Zambia",08:00-12:00开放,+260 97 6568144,介绍->开放时间,这是一个简单的博物馆，里面有人工制品，岩石样品等。它位于恩多拉（Ndola）的旧铜矿带，过去甚至现在铜矿开采和提炼繁荣。->全年 周一-周五 08:00-17:00 周六 08:00-12:00
