names,places,addresses,times,teles,titles,descs
"YoupiLand ""la petite academie""",阿比让,"Rue des Colibris, Abidjan, Ivory Coast",,,景点介绍,
Reserve Naturelle de Dahliafle...,阿比让,"Ancienne route de Bingerville, village Abatta, Abidjan 225, Ivory Coast",,,景点介绍,
Abidjan Karting El Keif,阿比让,"9 Rue du Canal | Zone 3 Marcory, Abidjan, Ivory Coast",,+225 09 56 66 20,开放时间,暂无
Kenté Sky Spa,阿比让,"Impasse B7 | Cocody Corniche face Nestlé, Abidjan 225, Ivory Coast",今日10:00开放,+225 57 56 74 52,开放时间,全年 周日 14:00-19:00 周二-周六 10:00-19:00
So Spa,阿比让,"Boulevard Hassan II | Sofitel Abidjan Hôtel Ivoire, Abidjan, Ivory Coast",,,景点介绍,
Abidjan Fishing Charter,阿比让,"Abidjan 18BP 2171, Ivory Coast",,,景点介绍,
Musee National des Costumes,阿比让,"Boulevard Treich-Laplene, Grand Bassam, Ivory Coast",,,景点介绍,
和平圣母大教堂,阿比让,Daloa Road,,,介绍,和平圣母大教堂是亚穆苏克罗的主要景点，是模仿罗马的圣彼得大教堂而建。该教堂是世界上规模较大的圣母教堂，由科特迪瓦开国总统博瓦尼修建，外观宏伟，但是整体比较新，缺少历史沧桑感，而且建筑所用材料为人工后期合成。
Palais Presidentiel,阿比让,"Avenue Houphouet Boigny, Yamoussoukro, Ivory Coast",,,景点介绍,
Le Wharf du Sassandra,阿比让,"L'Ancienne Port de Sassandra, Boulevard de la Plage, Sassandra 06BP6103, Ivory Coast",,,景点介绍,
