names,places,addresses,times,teles,titles,descs
House of Tay Spa,拉各斯,"1 Adegboyega St. | off Allen Avenue, Ikeja 100231, Nigeria",今日10:00开放,+234 808 512 7954,开放时间,全年 周一-周六 10:00-19:00
Oasis Medspa,拉各斯,"21 Cameron Road, Ikoyi 106104, Lagos, Nigeria",今日10:00开放,0818 082 2222,开放时间,全年 周二-周四 10:00-19:00 周五-周六 10:00-20:00 周日 15:00-18:30
Sweet Brook Massage Spa,拉各斯,"5 Seidu Ajibowu St, Ikeja 300001, Nigeria",,+234 903 013 2257,开放时间,全年 周日 14:00-23:30 周一 全天开放
Biyou Spa,拉各斯,"Justice Coker estate, Off Cipm Ave, Alausa 100212, Ikeja, Nigeria",,,景点介绍,
"Thought Pyramid Art Centre, La...",拉各斯,"96 Norman Williams Street, Ikoyi, Nigeria",09:00-19:00开放,+234 803 332 2885,开放时间,全年 周一-周六 09:00-19:00 周日 13:00-19:00
Jane’s Haven Beauty Spa,拉各斯,"15a JohnVic Igboanugo St, off Chris Madueke Dr, Lekki Phase I, Lagos, Nigeria",09:00-23:00开放,+234 809 333 3247,开放时间,全年 周日 12:00-23:00 周一-周六 09:00-23:00
Charisma Cosmetics,拉各斯,"Oduduwa Way | 15B, Ikeja 100271, Nigeria",09:00-20:00开放,+234 803 333 5876,开放时间,全年 周一-周六 09:00-20:00
Cube Salon And Spa,拉各斯,"Lateef Shofowora Street | Gbagada, Lagos 100241, Nigeria",,,景点介绍,
阿尔及尔港及附近地区,阿尔及尔,Algiers Port,,,介绍->开放时间,阿尔及尔港是个繁忙的港口，周围的法式建筑很漂亮，附近可逛的地方主要有：ditouche 大街，大邮局地区、bastion23号城堡，以及casbah（卡斯巴哈）。->全年 全天开放；具体营业状态以当天开放情况为准。
提帕萨古罗马遗址公园,阿尔及尔,阿尔及尔,09:00-17:00开放,,介绍->开放时间,"阿尔及利亚全境内有多处古罗马遗址，不过提帕萨古罗马遗址公园由于地理位置等优势所以在这些遗址中是较热门的景点。


目前遗址公园内所展现的大约只是原有古城面积的1/3，更多的部分，仍然深埋于海沙之下。人们只能凭着仅有的几块复原图想象这座古城的繁华。


古城是依山面海而建的，旁边就是个小海港，风光秀美。来到这里，既能看到古罗马的遗迹，又能欣赏地中海的蔚蓝的海水，还是很值得游玩的景点。->全年 09:00-17:00；具体营业状态以当天开放情况为准"
