names,places,addresses,times,teles,titles,descs
林肯公园,芝加哥,"Lincoln Park, Chicago, IL, USA",今日06:00开放,+1 312-742-7726,介绍->开放时间,林肯公园位于芝加哥市区北部，密歇根湖畔，占地面积非常大。公园由碧绿的广阔草地、绵延的海滩、天然的自然保护区、辽阔的海港和多样的娱乐设施组成。而林肯公园较为知名的莫过于林肯公园的动物园和林肯公园的花房。->全年 06:00-23:00
芝加哥科学与工业博物馆,芝加哥,"5700 S DuSable Lake Shore Dr, Chicago, IL 60637, USA",今日09:30开放,+1 773-684-1414,介绍->开放时间,"芝加哥科学与工业博物馆建立在1893年世界博览会（1893 World’s Fair）的遗址上。博物馆位于海德公园内，占地14公顷，是西半球较大的科学博物馆。博物馆的展示内容非常丰富，从基础科学知识到前沿科学知识，能满足从儿童到成人的各种学习需要。
博物馆共有三层，每层有四个楼梯，以红、黄、蓝、绿四种颜色区分，为观众提供了便利的参观条件。同时博物馆以这些知识点构成整个展览，而且对每一个知识点的研究都非常深入，每一个展品都可以动手参与。脑科学是大家公认的难以表现的知识领域，让观众参与更是难上加难，而让我们惊叹的是，芝加哥科学工业博物馆却在这个领域设计出非常好的展品。
在这里，可以在科学风暴展厅里看到各种自然现象，参观二战中被捕获的德国潜艇——U-505潜水艇；可以感受煤矿的运作过程，也可以体验在芝加哥一家有五层球形幕的全天域电影院，还可以在鸡仔孵化场亲眼见证小鸡破壳的过程。总之，很多先进的科技和互动体验等待旅行者们亲临体验。->全年 9:30-16:00"
俄亥俄街湖滩,芝加哥,"633 Clark St, Evanston, IL 60208, USA",,+1-847-4913741,介绍->开放时间->必看贴士,"美国西北大学（缩写NU）于1851年创立，至今已有一百多年的历史，是美国有名的高等学府之一，也是十大联盟高校。这所私人学府位于伊利诺州的埃文斯顿市，临近芝加哥。西北大学在2016 U.S.News全球大学排名第25位，2016泰晤士全球大学排行第25位，是莘莘学子争相报考的学院。
1. 埃文斯顿主图书馆
这所大学共设有11间图书馆，其中以埃文斯顿校区的主图书馆非常具有规模，总藏书超过460万本，共收藏逾4万本杂志与期刊，学生可以经由电脑化的图书馆设备查知资料的所在处。而且大学也为学生提供生活上的各种服务，例如法律、心理辅导，并设有为全体学生提供的“safe ride”夜间交通服务。
2. 丰富多彩的文化活动
西北大学有着许多的传统活动，例如在橄榄球比赛时有数个传统习俗。在对方控制球的时候，学生会把手做成爪的形状并像野猫叫。每年冬天学校都会举办马拉松的募捐福利活动。还有学生学期期末的一周前的周日上午九点种时，学生探出窗户或者在校园里使足力气叫喊。每年春天亡兵纪念日后的周末，在填湖的校园地带进行音乐会。->具体营业状态以当天开放情况为准->1. 参观校园和教学楼时不要大声喧哗吵闹，以免影响学生上课。
2. 参观西北大学需要进入官网预约相应时间段。->1. 参观校园和教学楼时不要大声喧哗吵闹，以免影响学生上课。
2. 参观西北大学需要进入官网预约相应时间段。"
密歇根大街桥,芝加哥,"333 Michigan Ave, Chicago, IL 60601",00:00-23:59开放,,介绍->开放时间,桥上可以看到很多芝加哥有趣的建筑与电影拍摄点，当有船经过时，桥梁还能升起，十分的有特色。->全年 00:00-23:59
芝加哥剧院,芝加哥,"175 N State St, Chicago, IL 60601, USA",,+1-312-4626300,介绍->开放时间,"芝加哥剧院于1921年10月26日开业，曾因宏伟壮丽的建筑风格、优雅的大厅、宏伟的楼梯和美丽的礼堂被当时的人们称之为“世界奇迹剧院”，由尼利厄斯和乔治拉普设计也是美国大型豪华的电影宫殿。
在开始的40年里，芝加哥剧院提供了很好的生活和电影娱乐。1933年为世博会重新装修，暂停营业。在上世纪70年代，该剧院成为复杂的社会所有权以及经济因素导致企业凹陷动荡下的受害者。然后成了一个华丽但陈旧的电影房子，于1985年9月19日关闭。
1986年芝加哥剧院得到援助，开始了为期九个月的大整改，整个工作由芝加哥建筑师丹尼尔科菲和Associates公司共同承担。终于，芝加哥剧院于1986年9月10日重新开门，主要为西纳特拉的表演。自那时以来，娱乐圈的恒星阵列和伟大的作品开始登上了舞台，包括奥尔曼兄弟乐队、布鲁斯旅行者、埃伦德杰尼勒斯、艾瑞莎、凯茜-格里芬、吉普赛国王，靛蓝女孩等等。->具体营业状态以当天开放情况为准"
芝加哥公共图书馆,芝加哥,"400 S. State Street, Chicago IL 60605",今日09:00开放,+1 312-747-4300,介绍->开放时间,"芝加哥公共图书馆是芝加哥城市的一大特色，又名哈罗德·华盛顿图书馆（Harold Washington Library），是纪念为芝加哥城市经济、文化的提升做出了突出贡献的黑人市长而命名的。
总馆位于芝加哥市中心，是一座长方形11层建筑（地下一层），于1991年9月建成开放，包括参考咨询、政府信息、历史文献阅览、语言文学文献阅览、艺术文献阅览、文献编目、儿童借阅以及成人图书流通等部门，馆藏图书及各种资料1000余万册，年外借图书1900万册次，年购书经费高达1000万美元。在图书馆四楼的借阅区，大到各级别法律法规，政府财政预算支出，小至每个政府雇员任一年度的纳税单，每一个剩余劳动力任一时期的工作申请表等信息都可以在这里找到。
另外，在芝加哥公共图书馆，随处可见各个服务部门和环廊陈列着精美的美术作品，该馆不仅承担着图书馆的读者服务功能，还具有博物馆和美术馆的展览功能。->全年 周五-周六 09:00-17:00 周日 13:00-17:00 周一-周四 09:00-20:00"
林肯纪念堂,芝加哥,"2200 North Stockton Dr, Chicago, IL 60614",,312 744 7487,介绍->开放时间,林肯纪念堂位于美国芝加哥，纪念堂内建有巨大的林肯雕像，这里风景秀丽、植被繁茂，是摄影爱好者的天堂。->全年 全天开放；具体开放时间以景区当日实际情况为准。
芝加哥论坛报大厦,芝加哥,"435 Michigan Ave, Chicago, IL 60611, USA",,+1 312-222-3994,介绍->开放时间,该大厦建于1923年，是位于密歇根大道上的众多经典大楼中的一栋，也是芝加哥的城市标识。大厦的整体风格为新哥特风格，目前是美国报纸《芝加哥论坛报》的总部。大楼引人注目的特色要数的墙体。石墙上镶嵌了130多块来自世界各地很经典的建筑碎片。如中国的长城的城砖、金字塔的石块、纽约世贸中心911事件的残骸以及圣彼得大教堂的砖块等等。->全年 全天开放
芝加哥滨河步道,芝加哥,"Chicago, IL 60601",今日06:00开放,+1-877-3006746,介绍->开放时间,沿着芝加哥河游览，除了坐船之外，还能选择河边漫步。->全年 06:00-23:00
芝加哥期货证券交易所大楼,芝加哥,"141 W Jackson Blvd, Chicago, IL 60604, USA",,+1 312-435-7180,介绍->开放时间,芝加哥期货证券交易所大楼位于芝加哥库克县，建筑外观上有很多雕塑，是当地的地标性建筑。->全年 全天开放；外观全天开放
