names,places,addresses,times,teles,titles,descs
太平洋科学中心,西雅图,"200 2nd Ave N, Seattle, WA 98109, USA",今日10:00开放（16:00停止入园）,+1 206-443-2001,介绍->开放时间->优待政策->服务设施->必看贴士,"这里有IMAX影院、天文馆以及电影《侏罗纪公园》里恐龙的模型展示，为增强孩子们对于自然科学的兴趣，还设置了蝴蝶馆和昆虫村。在互动展区，孩子们可以向机器人挑战，是亲子游的好去处。->全年 10:00-17:00（16:00停止入园）；每周 7 天营业至劳动节，具体营业状态以当天开放情况为准->儿童：4周岁（不含）以下儿童免费，需至少1名成人购票陪同进入。，免费->停车场：【Claypool车库】参考价格： 早鸟（早上9点前 - 8美元 周一至周五：0-5小时 - 12美元 周一至周五：5个小时 - 15美元 周末和假期：0-5小时 - 15美元 周末和假期：5个小时 - 17美元；地址：第二大道北和丹尼路的拐角处；库位：请参照园区提示；Claypool车库每天上午6：00开放，周日至周四00:30关闭，周五至周六2:30关闭。详细价格请参照景区网站：https://www.pacificsciencecenter.org/plan-your-visit/parking-transportation/
餐厅：太平洋科学中心咖啡厅每日提供：土耳其，火腿或烤牛肉熟食三明治，每日新鲜每日特价定制的热三明治每日准备的美食沙拉，包括蔓越莓，山核桃和蓝莓奶酪，希腊沙拉，凯撒和厨师沙拉每周五自制汤的旋转包括Clam Chowder和Bacon汉堡包，热狗，鸡肉三明治，玉米狗和软椒盐脆饼干酸奶，鲜切水果，奶油芝士百吉饼布朗尼蛋糕，饼干和米饭香脆零食冷冻酸奶，什锦冰淇淋棒苏打水，果汁，咖啡->1. 镭射表演等演出时间不定，需要提前看好时间表，安排行程。
2. 周边有很多经典，太空针塔、奇胡利玻璃艺术院、音乐体验博物馆等都在附近，可以一并游览。->1. 镭射表演等演出时间不定，需要提前看好时间表，安排行程。
2. 周边有很多经典，太空针塔、奇胡利玻璃艺术院、音乐体验博物馆等都在附近，可以一并游览。"
西雅图鸭子船,西雅图,"516 Broad St, Seattle, WA 98109, USA",已停业，如恢复营业请截屏反馈,+1-206-4413825,介绍->开放时间,西雅图鸭子船带你从历史悠久的先锋广场到古老的弗里蒙特伸展近20英里，您将看到西雅图的所有景点，再加上90分钟的陆地和水上之旅。在这个充满乐趣的观光之旅中爱上西雅图，包含当地民俗，历史信息，趣味和音乐。->全年 11:00-15:00；营业状态变更频繁，建议提前咨询景区。原营业时间：1-2月：11:00、13:00、15:00；3-6月：10:00-17:00（每小时一班），周末延迟至18:00；7-8月：10:00-19:00（每30分钟一班）；9月：10:00-17:00（每小时一班）；10-12月：11:00、13:00、15:00。可能会随天气情况变更，具体请以官网信息为准。
微软公司（西雅图分部）,西雅图,西雅图,,,介绍,微软公司的西雅图分部是一个非常大的公司园区，里面有好几条公交线路。如果是秋冬季来到这里，这时园区内的树叶颜色已经变成红色和黄色，非常漂亮。
波音飞机厂,西雅图,"8415 Paine Field Blvd, Mukilteo, WA 98275",今日08:30开放,+1 800-464-1476,介绍->开放时间->必看贴士,"飞机厂是一所互动展览馆，是为各位游客展示航天科技和理念的场所，并非仅仅是一处展现人类航天史的地方，它更主要的是向大家展示现代客机和未来飞行器的发展。
这里拥有世界较大的飞机组装工厂，随着B-787梦幻客机的正式登场，第六个厂房也相继问世，还有造出当时世界上很大客机B-747的厂房。步入馆内，可以了解到飞机的一切历史和趣事。->全年 周一,周四-周日 08:30-17:30 周二-周三；感恩节、12 月 24 日、12 月 25 日、12 月 31 日和 1 月 1 日关闭，具体营业状态以当天开放情况为准->1. 展馆内允许拍照，但是行程中不允许拍照或者摄影。
2. 在线预订或者电话预定都可以节省2美元，提前一天即可，保存电子票在手机上，无需打印，到现场出示，工作人员会帮忙出票并打印。
3. 全程大约90分钟，每天15:00为末班车，一定要注意时间。->1. 展馆内允许拍照，但是行程中不允许拍照或者摄影。
2. 在线预订或者电话预定都可以节省2美元，提前一天即可，保存电子票在手机上，无需打印，到现场出示，工作人员会帮忙出票并打印。
3. 全程大约90分钟，每天15:00为末班车，一定要注意时间。"
微软总部,西雅图,"One Microsoft Way, Redmond, WA 98052, USA",,+1 888-725-1047,介绍->开放时间,Microsfot总部位于华盛顿州的雷德蒙德，小镇居民不多，环境十分优美。美国人比尔·盖茨和保罗·艾伦始创于1975年，正式组建于1981年6月，微软公司是世界PC机软件开发的先导，比尔·盖茨是它的核心。微软总部与该公司的形象十分相称：规模宏大，占地广阔，由120栋散落各地的建筑构成。->全年 周一-周五 08:00-17:00
梅迪纳,西雅图,"Medina, Washington",,,介绍->开放时间,麦地那与西雅图隔湖相望，绿树成荫，来此观光宛如走进了一座美国式的桃花源。当然，它的出名不仅仅因为风景如画，还因为比尔·盖茨也把家安置在此，自驾在小镇上，可以沿途饱览华盛顿湖的美景，还有茵茵绿地。->具体营业状态以当天开放情况为准
林地公园动物园,西雅图,"5500 Phinney Ave N, Seattle, WA 98103, USA",今日09:30开放,+1 206-548-2500,介绍->开放时间->优待政策->服务设施,"于1889年建立的林地公园动物园，是美国西海岸历史悠久的动物园之一，有近300种野生动物，也是真实还原野生动物生存环境的动物园先驱，被列为美国十大动物园之一。


真实再现自然生态环境


园内动物都居住在模拟的自然生态环境中，主要集中有模拟阿拉斯加区，非洲热带草原区和热带雨林区，围栏围起来的棕熊区是这里的亮点，是对阿拉斯加河流和山坡的真实再现。->全年 周一-周三 9:30-16:00 周四-周日 9:30-15:00->儿童：4周岁（不含）以下儿童免费，需至少1名成人购票陪同进入。，免费->停车场：【动物园停车场】参考价格：汽车每天$ 6.00（+本地税和州税） 摩托车每天4.00美元（+地方和州税） 巴士，房车和其他超大型车辆$ 18.00（+当地和州税） 西入口免费的自行车停放处；地址：动物园内；库位：请参照园区提示；额外的停车场位于N. 50th和Aurora Ave的Lower Woodland Park。距南入口约0.1英里。
ATM机：位于雨林食品馆
餐厅：雨林食品馆：全年开放，室内/室外座位，洗手间，自动取款机推车：季节性开放，位于动物园内
纪念品商店：位于南入口和西入口处，里面有带有动物园特色的纪念品https://zoostore.zoo.org/"
煤气厂公园,西雅图,"2101 N Northlake Way, Seattle, WA 98103, USA",今日06:00开放,+1 206-684-4075,介绍->开放时间,"公园的前身实际上是一个煤气厂，停工后于1975年在一位市政府官员的游说之下被改建为公园，成为世界上第一个以资源回收的方式改建的公园，公园草地上散落着的工厂机器作为旧工业风格的艺术品而展出。
城市观景点
公园有一片绿草如茵的山丘，是看日落以及西雅图城市天际线的绝好去处，如果正好是独立日，还可以赶上盛大的联合湖烟花节。->全年 06:00-22:00"
奥林匹克雕塑公园,西雅图,"2901 Western Ave, Seattle, WA 98121, USA",今日06:00开放,+1 206-654-3100,介绍->开放时间,"奥林匹克雕塑公园位于西雅图海岸一块被铁道和公路割裂的工业棕地，设计用连续的Ｚ字形绿色平台连接起了被割裂开来的三个地块，把城市中心和海岸重新连接。
公园延展了现代和当代艺术的经验，使得艺术不再被墙体束缚，被美国《时代》杂志评为2007世界十大建筑奇迹之一，以开放的姿态启发着人们对艺术、生态、城市之间的新理解。->全年 6:00-18:00"
地下城,西雅图,"614 1st Ave, Seattle, WA 98104, USA",今日09:30开放,+1 206-682-4646,介绍->开放时间,"西雅图的地下城主要是起于1881年发明的抽水马桶，由于当年家家户户都用上了抽水马桶，但污水直接往海湾里排泄，当落潮时排泄十分通畅，污水直接入海。但当涨潮时，海水则向厕所内倒灌。而此时每天2次的厕所喷发周期让西雅图人十分困扰。但一次特大火灾意外地解决了这个问题，但也将西雅图夷为平地。
人们开始重建城市的时候，考虑到了海水倒灌的问题。因此，在建城时将海边的一大块地区填高，不让海水再从抽水马桶倒灌，因此也就有了地下城。
地下城早已荒废，但当地政府为了保护文物，重新开发。如今的地下城已经成为了西雅图有名的景点，供游人参观，以及了解当年的生活。
地下城位于先锋广场，需购票参团方可进入参观。通过导游带领进入阴暗的地下城，可以看到100多年前留下来的一些历史实物、实景。整个参观过程约75分钟，参观前先来到参观大厅。这大厅的布置还原了地下城酒吧的场景，四周没有窗户，仿旧的装饰，会把你的视线带入19世纪。
地下城的入口是在街道旁一个不起眼的楼梯处，随着导游走下楼梯。在导游的带领下，开锁开门才能进入地下城。来到地下城，你可以看到当年的人行道。听着导游绘声绘色的解说，你可以想象着当年西雅图人生活的场景。
边走边看，在地下城，抬头还可见当年人行道上的亮窗。跟着导游，随后可以看到地下城的酒吧。此外还可以看到地下城展出了西雅图19世纪的照片。以及当年地下城中每天都要被海水倒灌的抽水马桶。->全年 09:30-19:00"
