names,places,addresses,times,teles,titles,descs
Le Jardin Du Roi Spice Garden,塞舌尔,"Domaine de L'enfoncement | Anse Royale, Mahe, Mahe Island, Seychelles",10:00-17:30开放,+248 4 371 313,开放时间,全年 10:00-17:30
Tempio hindu,塞舌尔,"Quincy St, Victoria, Mahe Island, Seychelles",,,景点介绍,
印度神庙,塞舌尔,"Quincy St, Victoria, Mahe Island",,+248-4-324701,介绍->开放时间,印度神庙位于维多利亚市区，这是一座典型的印度风格的神庙，特殊的彩绘门楼属典型的南印度建筑风格，门上高耸的塔楼上装饰许多立体的彩色神像，庙里则是供奉主掌生死的“卡莉女神”。雕刻在门楼上的印度教诸神与圣物牛、斗士等，在太阳的照耀下闪闪发光，耀人眼目。寺庙周围的墙壁，都被涂成鹅黄色，非常漂亮。->全年 全天开放；外观全天开放
圣皮埃尔岛,塞舌尔,"St Pierre Lslet, Praslin Island",,,介绍->开放时间->必看贴士,"圣皮埃尔岛位于普拉兰岛和屈里厄斯岛直接，是一座非常非常小的小岛。
这座小岛被巨大的岩石和礁石所覆盖，岩石中有几棵高大的棕榈树，此外有几处很小的沙滩，绕岛一圈差不多10分钟便可结束。由于周围海水非常清澈，可以来此浮潜，或者在沙滩边走走。->全年 全天开放->来此需做好防晒措施，浮潜时需注意安全。->来此需做好防晒措施，浮潜时需注意安全。"
Takamaka Rum Distillery,塞舌尔,"La Plaine St Andre | Au Cap, Mahe Island, Seychelles",10:00-14:00开放,+248 4 283 737,开放时间,全年 周一-周五 9:00-16:00 周六 10:00-14:00
小海湾,塞舌尔,"Petite Anse, Seychelles",,,介绍->开放时间->必看贴士,"这是一处月牙形的小海湾，它位于拉迪格岛的东南部，处于三连滩中间的位置。这里风浪较大，不太适合下水游泳和浮潜。来这个沙滩的人并不多，你可以坐在椰子树下，或坐在沙滩上，享受那份安静。->全年 全天开放->1. 这里海浪较大，安全期间不建议下水游泳。
2. 在沙滩上需做好防晒措施。->1. 这里海浪较大，安全期间不建议下水游泳。
2. 在沙滩上需做好防晒措施。"
Fond Ferdinand,塞舌尔,"Baie St. Anne, 普拉兰岛 塞舌尔",,,景点介绍,
Anse Severe,塞舌尔,"Anse Severe, Seychelles",,,介绍->开放时间->必看贴士,"Severe海湾拉迪格的北海岸，这里有一处海滩，比较开阔，在海岸边虽然有2间小酒店，却并不显得喧嚣，是个非常安静的一个海滩。
与其他海滩相比，这里并不是养眼的，但是退潮时这里的海滩上会露出许多珊瑚礁。在风平浪静的时候，这里则是浮潜的好地方。->全年 全天开放->在海滩上需做好防晒措施，下水浮潜注意安全。->在海滩上需做好防晒措施，下水浮潜注意安全。"
Zimbabwe观景台,塞舌尔,"Zimbabwe, Praslin Island",,+248 4 384 000,介绍->开放时间,"Zimbabwe位于塞舌尔的普拉兰岛，与拉齐奥海滩相距不远，它是一个山顶，几乎是普拉兰岛的制高点，在这里，可以俯瞰印度洋以及欣赏日落美景。
来此一般可以自驾或包车前来，不过开车上山山路极其不好走，坡度大、转弯多、道路窄，晕车的人需要注意。->全年 全天开放"
Morne Blanc,塞舌尔,"Sans Souci Road | Morne Seychellois National Park, Victoria, Mahe Island, Seychelles",,,景点介绍,
