names,places,addresses,times,teles,titles,descs
爱资哈尔公园,Kafr Nassar,"Salah Salem St, El-Darb El-Ahmar, Cairo Governorate, Egypt",09:00-22:00开放,+20 2 25103868,介绍->开放时间,爱资哈尔公园是位于埃及首都开罗的公共活动休闲区，开放于2005年5月，占地面积约30公顷。爱资哈尔公园之中古迹众多，例如新近发现的阿尤布王朝城墙，就是800年前由萨拉丁建造。您也可在若干咖啡馆中随意找一家，舒服地坐下，享受五星级服务。每一处位置都是精心选取，以便游客欣赏风光。->全年 09:00-22:00
红色金字塔,Kafr Nassar,"Red Pyramid, Al Giza Desert, Giza Governorate, Egypt",09:00-17:00开放,,介绍->开放时间,"红色金字塔位于代赫舒尔，在弯曲金字塔的北边，因使用红色的石灰岩、呈现出淡淡的红色而得名。这座金字塔的断面呈现等边三角形，因此是某种意义上较古老的“金字塔”。


参观内部墓室
红色金字塔保存得异常完好，内部以承材支撑的隔室丝毫未受损。金字塔内部有人体残骸碎片，据说有可能是法老斯尼夫鲁本人的，不过现在只剩一个空空如也的石棺。游客可以免费参观内部墓室，但通往墓室的台阶很陡峭，行走时需注意。->全年 09:00-17:00"
开罗科普特区,Kafr Nassar,"Kom Ghorab, Misr Al Qadimah, Cairo Governorate",,,介绍->开放时间,科普特教是基督教在埃及的一个分支，在开罗有很多信徒。在开罗看到的教堂基本上都是科普特教堂，在大街上看到不带头巾的女孩子大多都是科普特教徒。 开罗科普特区是科普特教众比较集中的区域，有代表性的景点很多，都很值得去瞧瞧。->全年 全天开放
The Grand Egyptian Museum,Kafr Nassar,"Km 4.5, Cairo Alex Desert Rd. El Remaya Sq. | Cairo Alex Desert Rd., Giza, Egypt",,+20 2 33777263,介绍->开放时间,The Grand Egyptian Museum 埃及吉萨大埃及博物馆约1000万m2的博物馆被一个巨大的人工表皮所覆盖，并根据现有的场地形状、边界特性及交通流线等使用流程来塑造空间。将建筑与沿着峭壁的基地沙漠景观融为了一体。空间流线组织被设计成单向的、连续空间的运动，经过7个展面，有不同的流线穿越博物馆，并且在以时间为序的历史关键。->具体营业状态以当天开放情况为准
埃及古物博物馆,Kafr Nassar,"Midan El Tahrir | Geographical Society Building, Cairo 11511, Egypt",09:00-17:00开放,+20 112 152 0515,介绍->开放时间,这个博物馆将埃及古代的秘密揭露给游客，它完整地展示了埃及文明的重要历史文物，带人走进古埃及的神秘世界。->全年 09:00-17:00
弯曲金字塔,Kafr Nassar,"Bent Pyramid, Giza Governorate",09:00-16:00开放,+20 120 793 8427,介绍->开放时间,"弯曲金字塔是埃及仅存的表面平滑的金字塔之一，其下部倾斜52度，上部倾斜43度，呈现出弯曲的塔身，与众不同。正是因为这一早期金字塔的失败经验，才有了后来雄伟的胡夫金字塔。


金字塔为何弯曲
该金字塔于公元前2600年由埃及第四王朝法老斯内夫鲁修建，为了让金字塔表面光滑，建筑师使用同样的倾斜角度，将石块更靠内垒砌。


但是，在建到一半的时候，出现了重压和不稳定的现象，金字塔倾斜角度过大使石块产生了下滑危机，石块过重也有坍塌的隐患，因此建筑师们只能将倾斜角度从54度缩小为43度，并开始横向平铺石块。这就是弯曲金字塔形象如此不寻常的原因。


内部不开放参观
弯曲金字塔的外观基本保持完好，内部有两个墓室（不开放参观），较高的部分保留着原有的古代大柏树梁棚架，以稳定内部结构。


参观附属建筑
弯曲金字塔往南，是一座小小的附属金字塔，往东是一座小小的陵庙。斯内夫鲁河谷神庙的废墟在东部通往墓地的途中，庙里的浮雕值得一看。->全年 09:00-16:00"
阿布希加-圣塞格鲁斯及酒神巴格...,Kafr Nassar,"Mari Gerges, Misr Al Qadimah, Cairo Governorate",,,介绍->开放时间,阿布希加-圣塞格鲁斯及酒神巴格斯教堂始建立于4世纪，更是开罗较古老的科普特正教教派教堂。埃及基督教徒认为这是圣母玛利亚和她的孩子在耶稣在埃及落脚的地方，每年的6月1日开罗基督教徒会举办盛大的纪念仪式。->全年 全天开放
基奥普斯金字塔（胡夫）,Kafr Nassar,"Giza, Cairo 11511, Egypt",08:00-17:00开放,,介绍->开放时间,这是一座古老的金字塔，它由数百万块巨大的石头组成，每块石头重达数吨。金字塔内部有一个复杂的迷宫系统，包括通道、大厅和墓室。->全年 08:00-17:00
福斯塔特植物园,Kafr Nassar,"Salah Salem St, Ad Deyorah, Old Cairo, Cairo Governorate, Egypt",08:00-21:00开放,+20 2 363 9229,介绍->开放时间,"植物园交通便利，面积辽阔，有寺庙和儿童游乐场等设施，集旅游、历史、文化等多方面于一体。->全年 周一-周四,周六-周日 08:00-21:00 周五 09:00-23:00"
October War Panorama,Kafr Nassar,Cairo Egypt,"09:00-15:00,17:00-21:00开放",+20 2 24022317,介绍->开放时间,"十月战争纪念馆，位于埃及开罗，建于1987年，为纪念第四次中东战争而建。纪念馆以模型、立体画、镶嵌画、等方式，展示了当时的作战指挥和战争情况，并记载了十月战争中牺牲的烈士姓名。->全年 09:00-15:00,17:00-21:00；具体营业状态以当天开放情况为准"
