names,places,addresses,times,teles,titles,descs
开普敦之心博物馆,开普敦,"Groote Schuur Hospital, Main Road, Cape Town Central 7925, South Africa",9:00-17:00开放,++27 21 404 1967,介绍->开放时间,这是开普敦非常有名的博物馆，馆内展示了种类丰富的藏品，游客可以更好地了解这座城市的历史。->全年 9:00-17:00
圣乔治大教堂,开普敦,"5 Wale Street, Cape Town 8001 South Africa",,,介绍,圣乔治大教堂，位于南非开普敦，是一座雄伟壮观的历史建筑，也是当地的地标建筑。该教堂被称为“人民的教堂”，庄严肃穆、古朴神圣，是历史爱好者的天堂。
Table Mountain National Park,开普敦,"Tafelberg Rd, Cape Town, 8000, South Africa",8:30-18:00开放,086 132 2223,介绍->开放时间,这里是开普勒热门景点之一。等到这里的高处，可以欣赏到好望角的美丽景观。还可以在这里乘坐缆车欣赏美丽的自然风光。->全年 8:30-18:00
利乌山,开普敦,"南非开普敦 Signal Hill, 利乌山邮政编码: 8001",05:00-22:00开放,+27 81 762 5551,介绍->开放时间,山峰的形状像一头躺在地上的狮子，这里是开普敦很受欢迎的登山和远足地点之一。->全年 05:00-22:00
Nobel Square,开普敦,"Watershed, 17 Dock Rd, Victoria & Alfred Waterfront, Cape Town, 8002, South Africa",00:00-23:59开放,+27 21 408 7600,介绍->开放时间,这是位于海边的一个广场，广场上有四位诺贝尔奖获得者的雕像，可以合影留念。在广场上还可以欣赏到精彩的团体歌舞表演，非常适合放松休闲。->全年 00:00-23:59
维多利亚滨海中心,开普敦,"19 Dock Rd, Victoria & Alfred Waterfront, Cape Town, 8001, South Africa",09:00-21:00开放,+27 21 408 7500,介绍->开放时间,整个维多利亚港宽敞、亮堂，环境颇好，而且，这里风景非常怡人，基本上这里每次都是很多外国友人来到这里游玩，很是有趣。->全年 09:00-21:00
Museum of Gems and Jewellery,开普敦,"Huguenot House | Corner 66 Loop and Hout Streets, Cape Town Central 8001, South Africa",,,介绍,Museum of Gems and Jewellery位于南非开普敦，是一座规模不大的珠宝博物馆。博物馆展出了许多宝石矿物标本和珠宝制品。博物馆内还展示了珠宝设计制作的过程。
SANCCOB,开普敦,"22 Pentz Dr, Table View, Cape Town, 7441, South Africa",09:00-16:00开放,+27 21 557 6155,介绍->开放时间,SANCCOB是一个专注于拯救和重新安置受影响的鸟类，帮助恢复南非海滩的生物多样性。->全年 09:00-16:00
Fish Hoek Beach,开普敦,"Beach Road, Cape Town Central, South Africa",,,景点介绍,
St James Beach,开普敦,"Main Road, Muizenberg 7945, South Africa",,,介绍->开放时间,该景点是当地很受欢迎的一处迷人海滩，四周景色优美，海滩上的岩石也是各种鸟类栖息的地方。周边还有一些商店，餐厅以及标志性的彩色小屋，是度假休闲的理想之地。->全年 全天开放
