names,places,imgs
Rent 501,塔那那利佛,https://dimg04.c-ctrip.com/images/0ww6i120008yv83b436AB_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww53120008yv83nm3AAB_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww3q120008yv88840E2F_R_228_10000.jpg
Natural pool,塔那那利佛,https://dimg04.c-ctrip.com/images/0ww6b120008y89mdo2943_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww57120008y89j2f9E4F_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww4q120008y89kxe1D64_R_228_10000.jpg
Musée de la Gendarmerie,塔那那利佛,https://dimg04.c-ctrip.com/images/0ww0n120008z8bkr2F040_R_228_10000.jpg
Lily Waterfall,塔那那利佛,https://dimg04.c-ctrip.com/images/ww0u1f000001gopoy16BD_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0q1f000001gq11v71B9_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0m1f000001gy4jr643B_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0s1f000001gvmaa9365_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww051f000001gr8ufC7FB_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0s1f000001gvma489B5_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0j1f000001go97eC870_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0p1f000001gnvg952AB_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww081f000001goxmzD7F9_R_228_10000.png
The Mitsinjo Reserve,塔那那利佛,https://dimg04.c-ctrip.com/images/ww0p1f000001gqjb61DA4_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0n1f000001gqgnp39A5_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0s1f000001gya4uDB5A_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0t1f000001grg98AEA1_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0u1f000001grdje8FAC_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0n1f000001gqgnu0948_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww041f000001gqdtr10C9_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0p1f000001gqjb2DE20_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww011f000001h4bsf3800_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0b1f000001gtsi1D027_R_228_10000.png
Fahaleovantena Tribes Monument,塔那那利佛,https://dimg04.c-ctrip.com/images/ww061e000001ezc744AFA_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0j1e000001ey8e1392F_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0k1e000001f2wdh0952_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww081e000001eywtd3521_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww091e000001f14bd9C76_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0m1e000001f77x6DD19_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww091e000001f08huFB6F_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0m1e000001f77tj7AC0_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0a1e000001ez5i00540_R_228_10000.png->https://dimg04.c-ctrip.com/images/ww0j1e000001exch1D2BF_R_228_10000.png
卡苏比墓,恩德培,https://dimg04.c-ctrip.com/images/100v1f000001h19ll977F_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww5a12000a9puqzf6653_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww1512000a9puum16696_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww6412000a9pv1u2D7FC_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww4c12000a9pvgoy56C5_R_228_10000.jpg
Uganda National Museum,恩德培,https://dimg04.c-ctrip.com/images/0104m4224m8yxnimoABF6_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww25120006ogoaw2EBE1_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww5p120006ogntntA87B_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww5i120006ognjus015B_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww10120006ognhiyA706_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww1m120006ognax3E359_R_228_10000.jpg->https://dimg04.c-ctrip.com/images/0ww6p120006ogn1fq025E_R_228_10000.jpg
坎帕拉中央清真寺,恩德培,https://dimg04.c-ctrip.com/images/0106s120009ig88r92589_R_228_10000.jpg
维多利亚湖,恩德培,https://dimg04.c-ctrip.com/images/10081f000001gqhik17DD_R_228_10000.jpg
