names,places,addresses,times,teles,titles,descs
Moroccan Odyssey,卡萨布兰卡,"Casablanca 20000, Morocco",,,景点介绍,
Parc de Jeux Sindibad,卡萨布兰卡,"angle BD de l'océan atlantique et boulevard du golfe arabique, Casablanca 20000 Morocco",,+212 5227-96862,开放时间,全年 全天开放
Erg Chebbi Dunes,卡萨布兰卡,Morocco,,,介绍->开放时间,这个沙丘景色壮观，区域内有高大的沙丘和金色的丘陵，在这里，游客可以享受骑骆驼穿越沙丘，欣赏美丽的日落和日出景色，或者在露营地品尝美食，是一个受欢迎的旅游地。->全年 全天开放
Marrocos Visitas Marrakech,卡萨布兰卡,"卡萨布兰卡, 摩洛哥",,+212 5357-89510,开放时间,"全年 周一,周日 08:00-20:00；周日-周一:上午8:00-下午8:00;"
The DoorZ Escape Game,卡萨布兰卡,"Anfa Place, bouldevard de la corniche Anfaplace Shopping Center, Casablanca 20100 Morocco",,,景点介绍,
Tamaris Aquaparc,卡萨布兰卡,"Route d'Azemmour Km 15, Casablanca Morocco",今日10:30开放,+212 5229-65369,开放时间,全年 周二-周日 10:30-18:30 周一 06:45-21:30
舍拉废墟遗址,卡萨布兰卡,拉巴特,08:30-18:30开放,+212-699-797811,介绍->开放时间,"舍拉废墟为舍拉古城和摩洛哥梅里尼德王朝时期皇家陵寝遗址，1980年被列为摩国家重点保护文物。舍拉古城原为腓尼基、迦太基和古罗马帝国时代北非重要港口城市，与摩境内的沃吕比利斯古城和伯纳萨古城齐名，公元五世纪荒废。公元十二世纪，梅里尼德王朝君主“黑苏丹”阿布•哈桑定都拉巴特城，修筑城墙在古城遗址基础上圈定皇陵。据考其爱妃以及他本人死后均葬于陵内。
舍拉在1775年一场以里斯本为震中的大地震中被夷为废墟，如今已成为树木丛生和大量鹳类的栖息处。舍拉废墟遗址上古罗马时期的台地园、元老院、论坛、法院、公共浴池等建筑群落依稀可见，梅里尼德王朝时期修筑的外围城墙、清真寺宣礼塔、王妃墓碑和放生池等基本保持了原貌。站在台地园可鸟瞰布雷格雷格河谷和舍拉古城遗址全貌，外围城墙的正门上用古阿拉伯语记录了当年修陵的情况，从王妃墓碑上游人可以读到王圮的生平概志，放生池偏居古遗址一隅，供养着被视若神明的银鳗，游人可向池中抛掷钱币以乞福祗。->全年 08:30-18:30；具体营业状态以当天开放情况为准"
Parc de la Ligue Arabe,卡萨布兰卡,"Boulevard Moulay Youssef, Casablanca 20000 Morocco",,,景点介绍,
Royal Palace of Casablanca,卡萨布兰卡,Casablanca Morocco,,+212 5377-65400,开放时间,全年 周一-周二 全天开放
Plage Lalla Meryem,卡萨布兰卡,"Plage Lalla Meryem, Casablanca, 摩洛哥",,,介绍,该海滩地理位置优越，海滩宽阔，沙质细软，可以在这里冲浪、晒日光浴、游泳等，是享受周末、休闲放松的好去处。
