names,places,addresses,times,teles,titles,descs
Bongoyo岛,达累斯萨拉姆,"Bongoyo Island, Dar es Salaam, Tanzania",,,介绍,Bongoyo岛，位于坦桑尼亚首都达累斯萨拉姆的北部，从Slipway乘坐渡轮，大约30分钟可以到达。岛上的海滩非常适合浮潜，还能看到很多漂亮的红色珊瑚，在每次退潮的时候，珊瑚就在你的脚下。岛上的岸边水域，还能看到很多小鱼。
Nungwi Natural Aquarium,达累斯萨拉姆,"Nungwi Beach, Nungwi, Tanzania",,,景点介绍,
Stone Town,达累斯萨拉姆,"Zanzibar City, Tanzania",,+255-784-964338,介绍->开放时间,石头城是世界遗址，诞生于桑给巴尔悠远的贸易历史中，是一座拥有波斯、阿拉伯、葡萄牙、印度和英国等各种建筑风格的城市。在这里您可以参观英国圣公会天主教堂和展出桑给巴尔历史文物的博物馆珍奇宫，大厅正中的一艘大帆船代表了桑岛伴航海而生的历史。古老的街道上，各式店铺林立，具有浓郁当地特色的工艺品琳琅满目，与古老的建筑相映生辉。->全年 全天开放
Masai Tribe,达累斯萨拉姆,"恩戈罗恩戈罗保护区, 坦桑尼亚",,,景点介绍,
Hello Tanzania,达累斯萨拉姆,"Dar es Salaam, 坦桑尼亚",,+255 784 229 064,开放时间,"周日上午9:00 - 下午5:00days: 周日, times: 上午9:00 - 下午5:00,days: 周一 - 周四, times: 上午12:00 - 下午11:59,days: 周五, times: 上午9:00 - 下午5:00,days: 周六, times: 上午12:00 - 下午11:59,"
Safari 56,达累斯萨拉姆,"Mawato Street, Dar es Salaam 10684, Tanzania",,+255 683 833 513,介绍->开放时间,Safari 56是坐落于坦桑尼亚首都达累斯萨拉姆的一家旅游公司，该公司的团队由一群经验丰富的导游和专业的工作人员组成，专门提供野生动物园游览和探险旅游服务，提供的旅游项目包括驾车或步行游览塞伦盖蒂、塔林加、马尼亚拉、塞鲁斯和鲁夸马拉等国家公园，观赏大象、狮子、豹子、长颈鹿、斑马、水牛、犀牛等野生动物，以及参加热气球、徒步、骑马、划船等探险活动。->全年 全天开放
African Pangolin Safaris,达累斯萨拉姆,"Dar es Salaam, 坦桑尼亚",09:00-18:30开放,+255 784 587 890,介绍->开放时间,这是一家位于坦桑尼亚达累斯萨拉姆的旅游公司，他们提供多种野生动物游和自然保护区之旅。->全年 周六-周日 09:00-18:30 周一-周五 08:30-17:00；行程不同时间不同，具体时间以选择的行程为准
基济姆卡济角,达累斯萨拉姆,坦桑尼亚基济姆卡济角,,,介绍,"位于桑给巴尔岛南部的Kizimkazi，是观看海豚活动的出发地。这里的海面是海豚的集中区，一般看海豚的旅行团会从这里出海。
这里的海滩风景也不错，海水很清澈。"
Gecko Adventure Tanzania,达累斯萨拉姆,"Dar es Salaam, 坦桑尼亚",,+255 713 525 452,开放时间,"周一 - 周五上午9:00 - 下午5:00days: 周一 - 周五, times: 上午9:00 - 下午5:00,days: 周六, times: 上午9:00 - 下午2:00,"
Curious on Tanzania,达累斯萨拉姆,"Dar es Salaam, 坦桑尼亚",,,开放时间,"周一 - 周六上午12:00 - 下午11:59days: 周一 - 周六, times: 上午12:00 - 下午11:59,"
