names,places,addresses,times,teles,titles,descs
iFly室内跳伞体验馆,西雅图,"349 Tukwila Pkwy, Tukwila, WA 98188, USA",今日09:00开放,+1 206-244-4359,介绍->开放时间,"Fly是热爱惊险刺激的人们的聚集地，是魅力的室内跳伞体验馆。您可以不用担心天气变化，不需要搭乘飞机升空，只要来到iFly，世界较大的主题风洞之一，就可以享受跳伞带来的惊险体验，并且毫无潜在风险，不需任何飞行经验。不论是小孩，还是老人，从3岁到103岁，都可以飞行。iFly先进的技术可确保您的安全，宽敞的空间可让您自由飞行甚至变换姿势。->全年 周五 11:00-19:00 周四,周日 10:00-20:00 周一-周三 10:30-19:00 周六 09:00-21:00"
费蒙巨人,西雅图,"N 36th St, Seattle, WA 98103, USA",00:00-23:59开放,+1-206-6842489,介绍->开放时间,费蒙巨人位于美国西雅图，建于1990年，是一座建在天桥下面的巨型雕像。巨人高5.5米，一只手攥着石雕汽车，另一只手撑地，像是一只从地底下爬出来的怪物，每年都吸引着成千上万的游人前来合影。->全年 00:00-23:59
国会山,西雅图,"Capitol Hill, Seattle, 华盛顿",,+1-206-6842489,介绍->开放时间,西雅图国会山是一个有着嬉皮士风格的街区。这里富有艺术感的壁画、有趣的雕塑、装潢很有特色的商铺，让国会山成为西雅图极具个性的区域。->全年 全天开放
阿尔凯沙滩,西雅图,"2665 Alki Ave SW, Seattle, WA 98116, USA",今日04:00开放,+1 206-684-4075,介绍->开放时间,阿尔凯沙滩位于美国西雅图，是一处非常有特色的沙滩，风光旖旎、气候宜人，使这里成为知名的度假胜地。游客可以沙滩上玩排球、踢足球、吃烧烤。->全年 04:00-20:00
西雅图天空观景台,西雅图,"701 Fifth Ave, 73rd floor, Columbia Center, Seattle, WA 98104 （原名Bank of America Tower）",今日12:00开放,+1 206-386-5564,介绍->开放时间->优待政策,"西雅图天空观景台位于哥伦比亚中区（Columbia Center）的73层。它近1000英尺，是太平洋西北地区较高的公共观景区。360度全景视图包括雷尼尔山（Mt. Rainier），贝尔维尤（Bellevue），喀斯喀特山脉（the Cascade   Mountains），贝克山（Mt. Baker），艾略特湾（Elliott Bay），奥林匹克山脉（the Olympic   Mountains），太空针塔（Space Needle）和西雅图市。
在这里，尽情地延伸您的想象力，拓展您的视野。->全年 周四-周日 12:00-19:00->补充说明：1、儿童四岁及以下免费；但需要备注兑换门票2、免责条款：以上信息仅供参考，具体信息请以景点当天披露为准。"
华盛顿大学草药园,西雅图,"Stevens Way and Garfield Lane, Seattle, WA 98105",,,介绍,华盛顿大学草药园周围风景优美，园内种植百种各式草药，环境十分幽静。
日本茶园,西雅图,"1000 Lake Washington Blvd., Seattle, WA 98112",营业时间待定,206 684 4725,介绍->开放时间,日本茶园位于美国西雅图，是美国非常古老的日本式庭园。园内建有池塘、桥梁和茶室。->全年 周二-周日 10:00-16:00
久保田花园,西雅图,"9817 55th Avenue South, Seattle, WA 98178",今日07:30开放,206 684 4584,介绍->开放时间,被认为是1981年的历史地标的久保田花园，是一个20英亩的日本花园，种植着西北部的本土植物。为保护和支持花园，这座城市于1987年从久保田福治太郎的庄园中收购这座花园——这位园艺家在1927年领导了这种文化融合技术的发展。它起初被称为城市公园，在1901年被重新命名，以纪念在1898–99年的美西战争中志愿的当地人。在2011年，这座公园被认为是西雅图的标志性建筑。->全年 7:30-20:00
金色花园,西雅图,华盛顿州西雅图市,今日04:00开放,+1 206-684-4075,介绍->开放时间,非常美丽的一个花园，有很多鲜艳的花朵，在公园的海滩远望，可以看到奥林匹克群山，在日落时分更加漂亮。在夏季的午后，前来这里游玩的游客很多，可以提早来，免得停车耗费太多时间。你也可以在Recycled Cycles租辆车，沿着布尔克吉尔曼小道（Burke-Gillman Trail）上一路前行，就可以到达这里了。->全年 04:00-23:30
亨利美术展览馆,西雅图,"15th Ave NE & University of Washington, NE 41st St, Seattle, WA 98195, USA",今日10:00开放,+1 206-543-2280,介绍->开放时间,亨利美术展览馆位于美国西雅图，于1927开放，是当地非常有名的艺术场馆，在这里，游客可以欣赏经典的现代艺术作品。->全年 周四 10:00-19:00 周五-周日 10:00-17:00
