names,places,addresses,times,teles,titles,descs
Kafue National Park,卢萨卡,"D769, Kafue National Park, Zambia",,,介绍,该公园有草原、河流、湖泊和森林等多样化的生态环境，有非洲象、狮子、豹子、斑马等多种野生动物，还有各种珍稀鸟类。
Dag Hammarskjoeld Memorial,卢萨卡,"Off the Ndola-Kitwe Carriage Way, Ndola 50100, Zambia",,,介绍,这是一个圆形花园，上面有牌匾，记录了关于哈马舍尔德的生平。
The Choma Museum and Crafts Ce...,卢萨卡,"T1, Choma 20100, Zambia",,+260 96 9729898,开放时间,全年 周一-周五 8:00-16:00
赞比西下游国家公园河上巡游,卢萨卡,Chongwe，赞比亚,,,介绍->开放时间,赞比西下游国家公园是非洲中部国家赞比亚的国家公园，位于该国东南部赞比西河北岸。在这里可以乘坐游船进行河上巡游，可以看到美丽的日落，还有河马、大象、水牛等野生动物，别有一番情趣。->不同型号游船乘船游览时间不同，详询官网https://www.visit-victoria-falls.com/zambezi-river-cruises/。具体营业状态以当天开放情况为准。
Lower Zambezi National Park,卢萨卡,"Sud di Lusaka, Lusaka 10100, Zambia",,+260 97 4424013,介绍->开放时间,下赞比西河国家公园 这个公园还相对不发达，它的美丽在于它的旷野状态。动物的多样性不像其他大型公园那么广泛，但是接近赞比西河通道中游荡的动物的机会非常多。该公园位于津巴布韦知名的法力池保护区对面，因此赞比西河两侧的整个地区都是一个巨大的野生动植物保护区。 河流的边缘悬满了浓密的河流边缘，包括乌木和无花果树。再往内陆，是一片泛滥平原，泛滥成一片的茂密的森林，点缀着冬刺树和巨大的相思树。构成公园背景的山丘被阔叶林覆盖。 尽管赞比西河下国家公园占地面积4092平方公里，但大部分比赛都集中在山谷地带。北端有一个悬崖，对公园的大多数动物物种构成了物理屏障。在河的边缘经常可以看到巨大的大象群，大约有一百只。岛上跳跃的水牛和羚羊很常见。->全年 全天开放；具体营业状态以当天开放情况为准
Kariba Dam,卢萨卡,"Siavonga, Zambia",,,景点介绍,
Kariba Heights View Point,卢萨卡,"Kariba, Zimbabwe",,,景点介绍,
女王宫,塔那那利佛,"Royal Palace, Lalana Ramboatianan, Antananarivo",08:00-17:00开放,,介绍->开放时间,"女王宫是塔那市内非常具有观赏价值和人文价值的景观，也是马达加斯加为数不多的入选UNESCO世界历史文化遗产之一。女王宫雄踞在全城非常高的山岭之上, 俯瞰整个塔那市, 是当年伊美利那王国女王统治权力的象征。女王宫修建于1839-1840年间，时值马达加斯加历史上有名的娜拉瓦鲁那女王一世 (Ranavalona I) 在位时期 (1828-1861) 。
娜拉瓦鲁那女王一世是拉达马国王一世 (Radama I, 也是马达加斯加伊美利那王朝一位国王) 的遗孀, 国王去世后, 她开始主宰起马王国的命运。女王宫的设计和修建在当时是交给英法传教队伍中的建筑师来完成的, 是典型的19世纪的欧洲巴洛克风格, 宫殿主体建筑由两部分组成，内宫主体是基本由紫檀木建造的宫殿，外部的城墙全部由花岗岩石砌成,整体巍峨挺拔, 高处可达40米，气势不凡。
据史料记载，当时建造时光是运输宫内紫檀木柱途中就有2000名民工因劳累而死。令人遗憾的是, 1995年11月一场突如其来的大火烧掉了女王宫大部分的木制室内建筑和装饰, 至今, 耸立在那的只是女王宫高大的城墙和空洞但仍不失华丽的窗门廊柱, 在向游人们诉说着她过去的辉煌。->全年 08:00-17:00；具体营业状态以当天开放情况为准"
总理府,塔那那利佛,"Prime Minister's Palace, Antananarivo",,,介绍->开放时间,"总理府坐落在与女王宫仅仅相隔数百米的另一处山岭上, 始建于1872年, 由伊美利那王朝的第一位总理授令所造。该建筑一样出自法国建筑师手笔, 砖石结构, 雄浑稳健, 气度不凡。中间的大圆锥玻璃穹顶, 加上四座塔楼的金属尖顶, 阳光照耀下, 熠熠生辉。
总理府在1976年时也曾失过火, 但所幸扑救及时, 没有造成太严重的破坏, 从1985年重修后, 现在的总理府已经改建为马国历史博物馆, 保存的史料和文物主要体现了从古伊美利那王国到殖民时代的历史。->具体营业状态以当天开放情况为准"
皇家蓝山行宫,塔那那利佛,"23 km North of Antananarivo, Antananarivo 101, Madagascar",9:00-17:00开放,+261-20-2266115,介绍->开放时间,"安布希曼加皇家蓝山行宫位于首都塔那那利佛以北大约20公里的地方，由皇城、皇家墓地和一组祭祀建筑群组成。王宫坐落在山头，四周树木茂密，被称作""蓝色山丘""。因为这里还建有皇室陵寝，所以又称""圣城""。这里是马达加斯加现存较古老又较为完整的王室宫殿，被列入了世界文化遗产。->全年 9:00-17:00"
