names,places,addresses,times,teles,titles,descs
南非宪法法院,约翰内斯堡,"Constitution Hill, 1 Hospital Street, Braamfontein, 2017, South Africa",,+27-11-3597400,介绍->开放时间,该景点建在约翰内斯堡要塞的遗址上，建筑风格独特，曾经有很多犯人被关押在这里。->全年 周一-周五 7:45-16:15
Maboneng Precinct,约翰内斯堡,"Fox St &, Kruger St, City and Suburban, Johannesburg, 2094, South Africa",08:00-18:00开放,+27 72 880 9583,开放时间,全年 08:00-18:00
Museum Africa,约翰内斯堡,"121 Lilian Ngoyi St, Newtown, Johannesburg, 2033, South Africa",09:00-17:00开放,+27 11 833 5624,开放时间,全年 周二-周日 09:00-17:00
Johannesburg Fort,约翰内斯堡,"Kotze Street | Hillbrow, Johannesburg, South Africa",,+27 11 407 6111,介绍->开放时间,Johannesburg Fort也被称为老堡垒，是位于南非约翰内斯堡的一座历史悠久的防御工事，多年来，这座堡垒经过修复和翻新，现在设有一座博物馆，专门介绍约翰内斯堡及周边地区的历史。->具体营业状态以当天开放情况为准
Parktown,约翰内斯堡,"Johannesburg, South Africa",,,介绍,这是位于约翰内斯堡市中心的一个时尚街区，这里有各种类型的餐厅和古董商店，在这里能够了解到早期的建筑特色和历史。
Peacemakers Museum,约翰内斯堡,"Cnr Rivonia Road and 5th Street | Nelson Mandela Square, Johannesburg 2191, South Africa",已停业，如恢复营业请截屏反馈,+27-11-7848551,开放时间,全年 周一-周五 11:00-19:00 周六-周日 11:00-18:00
金矿博物馆,约翰内斯堡,"82 Willow Run St, Centurion 0157 南非 ‎",,,介绍,金矿博物馆位于约翰内斯堡的近郊，是世上唯一的室外金矿博物馆。馆内仍保留着一列窄轨的老爷火车，由蒸汽车头拖动着三节车厢缓缓地绕着金矿博物馆行驶一周，坐在车厢狭窄的木板凳上看窗外的煤烟随着火车晃动四处飘散，在幽暗而潮湿的坑道中，可以看到矿工点着蜡烛用钉槌和斧子模仿旧时一槌又一槌地挖取金矿石，开采后的矿石运到地面，由矿工敲碎，用水冲入长水槽，金比水重，渐渐沉积于水槽底。经过一系列程序，纯金沙便送到冶金房锻炼成黄金。
Melville Koppies Nature Reserv...,约翰内斯堡,"4 Judith Rd, Emmarentia, Randburg, 2195, South Africa",,+27 11 482 4797,介绍->开放时间,这里有许多植物，风景秀丽，有适合散步和攀登的不同区域，在这里可以欣赏到城市的壮丽景色。->全年 周日 8:00-11:30
人类摇篮遗址,约翰内斯堡,"Rustenburg Rd, Magaliesburg 1724",09:00-17:00开放,+27 14 577 9000,介绍->开放时间,这是一处位于约翰内斯堡附近的世界遗址，展现了早期人类的活动遗迹。20世纪初，在该地区的斯托克方丹石灰洞中发现了早期人类和后来进化成人类的动物的化石(距今已有上百万年的历史)。人类的摇篮遗址被评为保护得较好的世界遗址。该地区一直保持着其天然形态，几乎没有进行任何开发。->全年 09:00-17:00
Oriental Plaza,约翰内斯堡,"38-60 Lilian Ngoyi St, Fordsburg, Johannesburg, 2092, South Africa",9:00-15:00开放,+27 11 838 6752,开放时间,全年 周一-周五 9:00-17:00 周六 9:00-15:00
