names,places,addresses,times,teles,titles,descs
乞力马扎罗山,阿鲁沙,坦桑尼亚乞力马扎罗国家公园 ‎,08:00-18:00开放,,介绍->开放时间,"乞力马扎罗山位于坦桑尼亚与肯尼亚两国的交界处，高5895米，面积756平方公里。斯瓦希里语“乞力马扎罗”意即“闪亮的山”或“明亮美丽的山”，耸立在离印度洋不远处一片绵延起伏的平原上，被称作“非洲屋脊”和“上帝的殿堂”，峰顶终年积雪，形成赤道雪山奇观。
心仪这座高峰的人多半缘于海明威的影响，在那篇著名的《乞力马扎罗的雪》的小说中，海明威开头寥寥几笔便勾勒出神奇的意境。然而随着全球温室效应，乞力马扎罗的雪正在融化，并可能在15年内完全消失。仅与1912年相比，乞力马扎罗的“雪帽”就已经缩小了82%。->全年 08:00-18:00"
Cultural Heritage Centre,阿鲁沙,"Dodoma St, Arusha, Tanzania",8:00-17:00开放,+255 27 254 7548,介绍->开放时间,这是一个位于阿鲁沙的文化中心，里面有博物馆、艺术画廊、手工艺品市场、餐厅和咖啡馆，是人们了解坦桑尼亚的历史和文化的好去处。->全年 8:00-17:00
Safari Avventura,阿鲁沙,"阿鲁沙, 坦桑尼亚",,+39 380 253 1425,开放时间,周一-周六:上午9:00-下午6:30;
Tanzanite Experience,阿鲁沙,"India Street Blue Plaza, 3rd Floor, Tanzania",8:30-17:30开放,+255 767 600 991,开放时间,全年 周一-周六 8:30-17:30 周日 10:00-15:00
Old Boma Museum,阿鲁沙,"Boma Road, Arusha, Tanzania",,,介绍,该博物馆内收藏了大量的文物和展品，包括当地的传统服饰、手工艺品、武器、工具等，展示了坦桑尼亚的历史和文化。
Duma Explorer,阿鲁沙,"阿鲁沙, 坦桑尼亚",,,景点介绍,
Rupia Adventure,阿鲁沙,"阿鲁沙, 坦桑尼亚",,+255 784 745 814,开放时间,"全年 全天开放；周日 - 周六上午12:00 - 下午11:59days: 周日 - 周六, times: 上午12:00 - 下午11:59,"
Ranger Safaris,阿鲁沙,"阿鲁沙, 坦桑尼亚",,,景点介绍,
Udare,阿鲁沙,"阿鲁沙, 坦桑尼亚",,+255 784 665 115,开放时间,"周日 - 周六上午12:00 - 下午11:59days: 周日 - 周六, times: 上午12:00 - 下午11:59,"
Aardvark Expeditions Limited,阿鲁沙,"阿鲁沙, 坦桑尼亚",08:30-14:00开放,+255-784-424905,开放时间,全年 周一-周五 08:30-18:00 周六 08:30-14:00 周日 08:30-13:30；具体营业状态以当天开放情况为准。
