names,places,addresses,times,teles,titles,descs
La Playa,阿尔及尔,"Rue de l'h?tel Mazafran | A c?té de l'h?tel Mazafran, Zeralda 16000, Algeria",,,景点介绍,
Tombeau of the Chretienne,阿尔及尔,"13 KM East of Tipasa | Sidi Rached, Tipasa, Algeria",,,介绍,这是一座古老的由石块组成的墓葬，坐落在一个宁静的山谷中，墓葬内部装饰着精美的壁画和浮雕。
MediSpa Harmony,阿尔及尔,"36, rue du Hoggar | Hydra, Algiers, Algeria",,,景点介绍,
Musée Nationale des Arts et T...,阿尔及尔,"69, Rue Akli Malek | Casbah, Algiers 16100, Algeria",,,景点介绍,
Balcon Tamaris,阿尔及尔,"Q7VQ+VWW, Rue Frères Zerhouni, Aïn Taya, Algeria",,,开放时间,全年 全天开放
Island of El Aouana,阿尔及尔,"Jijel, Algeria",6:00-20:00开放,,开放时间,全年 6:00-20:00
Ain El Fouara Fountain,阿尔及尔,"5CQ3+PXW, Rue Abane Ramdhane, Sétif, Algeria",,,介绍->开放时间,这是个美丽的雕像喷泉，这里景色不错，周围都是长椅。很多游客在这里进行拍照留念。->全年 全天开放
Cuicul Roman Ruins,阿尔及尔,"Djemila, Algeria",,,景点介绍,
胡夫金字塔,Kafr Nassar,"Al Haram, Nazlet El-Semman, Al Haram, Giza Governorate",08:00-17:00开放,,介绍->开放时间->必看贴士,"胡夫金字塔作为古埃及第四王朝的法老胡夫的陵墓，是世界上较大、较高的埃及式金字塔。这座金字塔约建于公元前2580年，它不仅是埃及的象征，也是古代世界七大奇迹中较古老的建筑物。


金字塔外观
参观胡夫金字塔须先进入吉萨金字塔景区，进入后首先看到的就是胡夫金字塔，它是迄今为止保存较完好的一座金字塔，虽然顶部因年久风化，但它仍是一座相当于40层楼高的巨大建筑。
从远处看，金字塔四面呈等腰三角形，整个塔身是用230万块巨石堆砌而成。来到金字塔脚下，可以象征性的攀爬几层。
金字塔内部
当然，除了在外部看金字塔的巨大外观，还可以进入内部参观。虽然在金字塔内部安装了通风设备，但是由于金字塔内部的墓道狭窄，还是会较为闷热，因此建议身体不好的游客还是量力而行。
金字塔的墓室入口在离地面18米的高度，入口正对着北斗星。进入内部不准照相，内部的甬道有灯照明。进入后踩在陡峭的木头阶梯上，你可以想象着古埃及人抬着法老的石棺，沿着甬道向上，将石棺安放在金字塔的密室中。
在金字塔内沿着甬道一步步的向上走，脚步会越发沉重，人也会感到越来越闷热，之后来到法老密室。密室是一个花岗岩砌成的小房间，离地面垂直有42.28米高。许多年来，人们一直以为金字塔里面藏着法老的宝藏和木乃伊。但是1881年考古学家进入金字塔时，发现中间的墓室只有口空棺。
在法老密室中可以看到一个打开的暗红色花岗岩空石棺安放在密室中间，当年法老的宝藏早被洗劫一空，搬不动的只有这口空棺。你可以走进抚摸这口空棺，看空棺上面古老的古埃及文字和图案。
在密室中有可能可以看到有游客直接躺在地上，有的游客盘腿闭目打坐，他们似乎要想吸收金字塔的灵气。直到今天，不少人还相信金字塔有种特殊的力量。从密室慢慢一步步的沿着甬道往回走，随着眼前一亮，回到了出口，一瞬间你可能有一种重返人间的奇妙感受。->全年 08:00-17:00；具体营业状态以当天开放情况为准->1. 内部参观不准照相，相机在入口处需交给工作人员保管。
2. 胡夫金字塔地处沙漠，白天太阳非常毒辣，建议穿长袖长裤等透气防风沙的衣服，注意做好护肤措施，女士可以选择带一条头巾。
3. 建议自备饮用水，在沙漠中要注意补充水分。
4. 金字塔内部有监控，不要在内部墙上涂鸦、破坏。
5. 金字塔周围会有很多人围上来问你要不要骑骆驼，可以和他们谈价钱，但是一定要问清楚是否包含小费等细节。->1. 内部参观不准照相，相机在入口处需交给工作人员保管。
2. 胡夫金字塔地处沙漠，白天太阳非常毒辣，建议穿长袖长裤等透气防风沙的衣服，注意做好护肤措施，女士可以选择带一条头巾。
3. 建议自备饮用水，在沙漠中要注意补充水分。
4. 金字塔内部有监控，不要在内部墙上涂鸦、破坏。
5. 金字塔周围会有很多人围上来问你要不要骑骆驼，可以和他们谈价钱，但是一定要问清楚是否包含小费等细节。"
埃及博物馆,Kafr Nassar,"15 Meret Basha, Ismailia, Qasr an Nile, Cairo Governorate",09:00-17:00开放（16:15停止售票）,+20-2-25796948,介绍->开放时间->必看贴士,"埃及博物馆位于开罗市中心的解放广场附近，内部陈列着古埃及时期至古罗马统治时期的遗物。来此可亲眼目睹镇馆之宝埃及法老的黄金面罩，还可以参观木乃伊展厅中多具法老及皇室贵族的木乃伊，了解其制作过程。
入口
博物馆为古朴的砖红色建筑，分为两层。进入博物馆后，可以请一位导游或者购买一本参观指南，对于你了解这些文物会很有帮助。博物馆入口的设计融入了古埃及艺术的特征，大门的外廓是一个圆形拱门，拱门两侧的壁龛中各有一个将法老形象欧式化的浮雕，其中一个持有纸莎草，另一个持有莲花，分别象征古代埃及的南北方。
一楼展厅
博物馆的一楼按照埃及古代历史发展顺序展出，你可以在这里看到从古国王时期到公元五、六世纪的罗马统治时期的珍贵文物。有盘腿书记坐像等多尊造型各异的坐像。此外，还展出有古埃及时期和希腊、罗马时期的展品，主要有木雕和石雕。
二楼展厅
图坦卡蒙陈列室
相比一楼展厅，二楼是以专题陈列室的形式展出，且展品也比一楼更为珍贵，而这里颇受关注的为图坦卡蒙法老的展示间。在此你可以亲眼目睹法老金碧辉煌的黄金葬礼面罩、黄金棺材、黄金宝座等。此外，图坦卡蒙陈列室中还有1700余件的出土文物值得欣赏。
木乃伊陈列室
而二楼西南角的木乃伊陈列室是埃及博物馆十分吸引人的地方。这里安放有20余具埃及历代法老及其后妃们的木乃伊。如阿斯特姆卡布的彩色木棺棺盖，高205厘米，眼睛、眉毛用珐琅镶嵌，给人以雍容华贵之感。
此外，在这里还可以看到被称为“法尤姆肖像“（Fayoum Portraits）的木乃伊。这种木乃伊是将人脸画在木板上，等到他们死后再把肖像画放在经过防腐处理的木乃伊脸部。
在埃及博物馆内存放的木乃伊，有的已有3500多年的历史，但仍保存完好，有的还可以清楚地看到头发和脚指甲。
战争与和平展览室
在这些木乃伊中，保存十分完好的是新王国第十九王朝的拉美西斯二世（约公元前1317年至公元前1251年）的遗体。拉美西斯二世开创了埃及历史上与外敌赫梯人之间缔结和平条约的先河，所以安放拉美西斯二世遗体的展室叫“战争与和平展览室”。
后续
参观完所有展品后，来到博物馆的花园中，这里摆放着许多知名埃及学者的塑像以及狮身人面像、方尖碑、石刻等室外展品。当你参观完，走出博物馆，在大门右边会看到一个人物雕像，正是埃及博物馆的创始人。->全年 09:00-17:00（16:15停止售票）->1. 参观埃及博物馆，建议一大早前往，先去参观图坦卡蒙法老的展示间，避开人潮拥堵的高峰阶段，以便可以比较清静地细细品味图坦卡蒙法老的奢华。
2. 博物馆内大部分展品都是暴露在空气中的，甚至“触手可及”。为了保护文物，请不要随意触摸这些展品。
3. 博物馆内禁止拍照摄影，入馆时需要寄存相机，如被发现偷拍将面临巨额罚款。
4. 由于展品非常丰富，一次参观无法全部细细看完，对博物馆感兴趣的游客可以安排时间分次参观。->1. 参观埃及博物馆，建议一大早前往，先去参观图坦卡蒙法老的展示间，避开人潮拥堵的高峰阶段，以便可以比较清静地细细品味图坦卡蒙法老的奢华。
2. 博物馆内大部分展品都是暴露在空气中的，甚至“触手可及”。为了保护文物，请不要随意触摸这些展品。
3. 博物馆内禁止拍照摄影，入馆时需要寄存相机，如被发现偷拍将面临巨额罚款。
4. 由于展品非常丰富，一次参观无法全部细细看完，对博物馆感兴趣的游客可以安排时间分次参观。"
