names,places,addresses,times,teles,titles,descs
多伦多唐人街,多伦多,"Chinatown, Toronto, ON",,,介绍->开放时间,"多伦多唐人街自1878年起，由来自新加坡、越南等地的华侨聚居在此逐渐形成规模。目前这里汇集了多家中国餐厅、商店、蔬果市场、推拿中心等，装饰和风格颇具中国特色。
每年春节是唐人街非常热闹的时候，特色的舞龙游行在喧天锣鼓的伴奏下进行，热闹非凡。每年6月在安大略湖举办的龙舟大赛，已成为多伦多夏季的文娱盛事。->具体营业状态以当天开放情况为准"
新市政厅,多伦多,"100 Queen Street West, 多伦多,ON M5H 2N2",,+1-416-3922489,介绍->开放时间->必看贴士,"新市政厅是多伦多市政厅，1965年建成，由芬兰设计师Viljo Revell所设计，高矮不同的两栋建筑呈弧形，中间包围着市议会大楼，而从天空俯瞰则像一只眼睛，因此有“天眼”之称。


新奇的造型也让市政厅成为电影中的常客，有名的当属《生化危机》。傍晚时会有声光表演，广场上的水池夏季是喷泉，冬季则成为滑冰场。->全年 周一-周五 08:30-16:30 周六-周日；具体营业状态以当天开放情况为准->进入市政厅需要配合检查。->进入市政厅需要配合检查。"
古酿酒厂区,多伦多,"55 Mill St, Toronto, Ontario M5A 3C4, 加拿大",今日10:00开放,+1-416-3641177,介绍->开放时间,"古酿酒厂区是由旧厂房改造的艺术区，在Gooderham & Worts酒厂的旧址上改建而成，2003年作为文化艺术区重新开放，在维多利亚时代的工业建筑中随处可见画廊、艺术工作室、咖啡馆、酒吧和设计师小店。
作为多伦多文化艺术的地标，复古的红砖墙成为当地拍摄婚纱照的热门地点，不少影视剧都曾在这里取景。各种音乐表演、展览和美食节等活动经常在此举办，不妨提前关注官网活动预告。->全年 周一-周四 10:00-18:00 周五-周六 10:00-20:00 周日 11:00-18:00；具体营业状态以当天开放情况为准。"
圣罗伦斯市场,多伦多,"92-95 Front St. E., Toronto, Ontario M5E 1C4, 加拿大",今日07:00开放,+1-416-392 7219,介绍->开放时间,离金融中心仅10分钟步行距离的圣罗伦斯市场是来访多伦多不容错过的景点。这个市场在2011年被《世界国家地理》评为全球较好的食物类市场。吸引当地人和游客的不仅是品种多样的新鲜农产品，还有很多有当地特色的纪念品和小吃。->全年 周一 周二-周五 09:00-19:00 周六 07:00-17:00 周日 10:00-17:00；北部/农贸市场：周六 - 上午 5 点至下午 3 点，具体营业状态以当天开放情况为准。
尼亚加拉大瀑布,多伦多,加拿大安大略尼亚加拉瀑布城,,+1 716-286-8579,介绍->开放时间->必看贴士,"尼亚加拉瀑布是跨国瀑布，位于美国纽约州和加拿大安大略省的尼亚加拉河上，是北美东北部尼亚加拉河上的大瀑布，是美洲大陆的奇景之一，也被称为世界七大奇景之一。


瀑布在美国与加拿大都有各自的看点，在加拿大的尼亚加拉大瀑布可以从另一个角度欣赏瀑布。在美国这边前来观赏的游人会被瀑布丰沛而浩瀚的水汽和磅礴的气势震撼到。
游客也可乘坐“号角者”号游览船穿梭于波涛汹涌的瀑布之间，近距离感受瀑布的壮观。->全年 全天开放；具体营业状态以当天开放情况为准->1. 乘船观看瀑布时一定要穿好雨衣，手机、照相机等电子设备做好防水措施。
2. 如从加拿大进入美国境内观看瀑布，随身携带好护照，回到加拿大境内时移民局会检查护照和例行询问。
3. 冬季前往瀑布景区注意保暖，注意防滑以免摔伤。->1. 乘船观看瀑布时一定要穿好雨衣，手机、照相机等电子设备做好防水措施。
2. 如从加拿大进入美国境内观看瀑布，随身携带好护照，回到加拿大境内时移民局会检查护照和例行询问。
3. 冬季前往瀑布景区注意保暖，注意防滑以免摔伤。"
小意大利,多伦多,"Suite #205B, 622 College St. Toronto ON。M6G 1B6",,,介绍->开放时间,小意大利区是多伦多较为特色的街区之一，充满了浓郁的意式风情，满街都是意大利风味的餐厅和酒吧，各种小店和古董店随处可见，还可参观华丽的教堂，特色的街道也成为不少影视作品的取景地。->全年 全天开放
安大略省美术馆,多伦多,"317 Dundas St W, 多伦多, 安大略省 M5T 1G4, 加拿大",今日10:30开放,"+1-416-9796648,+1-877-2254246",介绍->开放时间->必看贴士,"安大略美术馆由一批私人艺术爱好者于1900年创办，收藏有公元前100年至今的八万多件艺术珍品。美术馆建筑本身也颇具设计感，登上顶层还能欣赏到多伦多城市的美景。


美术馆门前有一座青铜雕塑作品，这是英国雕塑家亨利·摩尔创作的。而在正门北侧的水泥建筑上多了一面炫目的玻璃墙和一个轻薄的玻璃翅膀，夜晚灯光的照射让玻璃建筑通体发光，成为夜幕下一道亮丽的风景线。


楼层分布：


美术馆共五层，进入大厅便能看到螺旋楼梯，这个设计充分展现了弗兰克·盖瑞的才华。


一层展出欧洲艺术品收藏，其中包括中世纪和文艺复兴时期的大量艺术作品，如彼得·保罗·鲁本斯、安东尼·范·戴克、克劳德·莫奈等人的画作。


二层是英国雕刻家亨利·摩尔的雕塑中心。意大利馆是允许照相的地方，陈列有意大利知名艺术家吉塞普·佩诺内的艺术作品。


三层是白而列大厅（Baillie Court），主要用于承办各种宴会、讲座等活动。


四、五层以现代艺术为主，收藏有杜菲、玛格丽特、毕加索、凡高等人的艺术作品，还有加拿大、美国与欧洲的现代艺术，包括安迪· 沃霍尔、克拉斯· 欧登伯格、詹妮· 霍尔泽，以及加拿大特色的“七人画派”因纽特人的作品。


地下一层是汤姆森的船模收藏，陈列有150多艘从17世纪到二战时期做工精美、风格各异的船模型。->全年 周一 周二,周四 10:30-17:00 周三,周五 10:30-21:00 周六-周日 10:30-17:30；7月1日（星期六）、7月3日（星期一）开放时间为10:30-16:00，具体营业状态以当天开放情况为准。->馆内除了意大利馆外均不能拍照、摄像。->馆内除了意大利馆外均不能拍照、摄像。"
爱德华花园,多伦多,"Lawrence Ave. E. and Leslie St., Toronto, Ontario M3C 1P2, 加拿大",今日10:00开放,+1 416-392-8188,介绍->开放时间,爱德华花园位于多伦多市中心以北，这里有上百种花卉植物，杜鹃、玫瑰和野花铺满整个公园，还有温室花园和植物园。园内小桥流水，设有步行道，非常适合家庭亲子游。->全年 10:00-20:30；具体营业状态以当天开放情况为准
斯卡堡悬崖,多伦多,1 Brimley Rd S | 加拿大安大略省多伦多市金斯顿路以南 M1M 3W3,,,介绍->开放时间->必看贴士,多伦多的旅行特色，以城市人文见多，但在它的近郊却有这么一处美妙的自然天堂，这就是斯卡堡悬崖。赏安大略湖之美景，看加拿大的山水秀丽，就请来斯卡堡悬崖，看到这里的一切，相信你不会失望。悬崖是由冰川沉积而成，山壁呈现着纯纯的白色，天气晴朗的时候，太阳光晒在山壁泛着些许金色，此时，天是蓝色的，湖是纯净的，山顶的草儿绿茵茵，煞是好看。因而，每当春夏时节，斯卡堡悬崖都是游人们心中的赏景胜地，一片生机勃勃，绿意盎然。->具体营业状态以当天开放情况为准。->前往烧烤的游客，需要自备食材，走之前要将垃圾全部带走，不要破坏环境。->前往烧烤的游客，需要自备食材，走之前要将垃圾全部带走，不要破坏环境。
多伦多动物园,多伦多,"2000 Meadowvale Rd, Toronto, ON M1B 5K7",今日09:30开放（18:00停止入园）,+1 416-392-5900,介绍->开放时间->必看贴士,多伦多动物园是加拿大大型的动物园，拥有几百个物种和五千多只动物。园内分为室内和室外多个园区，包括企鹅园、温室雨林馆、非洲园区和美洲野外园等。美洲的黑熊、南极的小企鹅、非洲的长颈鹿，以及随处可见的加拿大鹅都是人气明星。->2023年5月6日-2023年9月4日 09:30-19:00（18:00停止入园）；绿屋：每天上午 9:30 至下午 4:30；飞溅岛营业时间：季节性关闭；野生动物健康中心：每天上午 9:30 至下午 4:30。->可在售票处领取动物园地图，按照线路参观游览。->可在售票处领取动物园地图，按照线路参观游览。
