names,places,addresses,times,teles,titles,descs
南加州大学,洛杉矶,"Los Angeles, CA 90007",,+1 213-740-2311,介绍->开放时间->必看贴士,"南加州大学的电影学院曾被时代周刊评为年度大学，该校电影明星和体育明星辈出，登上月球的宇航员阿姆斯特朗也毕业于此。->具体营业状态以当天开放情况为准->1. 在门口有志愿者可以开车带你免费参观校园，全程约30分钟。
2. 如果感兴趣，你可以随意走进一间教室听课，这里的授课环境十分开放轻松。->1. 在门口有志愿者可以开车带你免费参观校园，全程约30分钟。
2. 如果感兴趣，你可以随意走进一间教室听课，这里的授课环境十分开放轻松。"
66号公路,洛杉矶,"Anaheim, CA 92802",,,介绍->开放时间,"美国66号公路或称美国国道66号（Route 66），又被称作“威尔罗杰斯高速公路”（命名自美国谐星威尔·罗杰斯（Will Rogers）），或者“美国大街”，美国历史上主要的交通要道之一，1926年11月11日开工建设，1927年完工。由于州际公路的发达，1985年6月27日被美国公路系统废弃不用。目前被列入国家风景道路而命名为“66号历史公路”（Historic Route 66）。
公路横跨美国东西部，途径伊利诺伊州，密苏里、堪萨斯、俄克拉荷马、新墨西哥、亚里桑那，达加州等。沿着66号公路，你可以从芝加哥一路驶到洛杉矶，它的尽头在美丽的圣莫尼卡海滩。
驰骋在这2500英里长的公路上，沿途的风光是它较大的魅力所在，回顾往昔，体验西部风情，这是一条属于梦想的传奇大道，很多人怀揣着对生活的梦想奔向美国的西部，向阳光灿烂的加利福尼亚前进。
美国人对66号公路的深刻情怀早已化为了各种各样的形式，发烧友组成了66号公路俱乐部，不定期一起在66号公路驾车出游，有人设计了各式各样的公路标志，有人决定一生中一定要横穿一次66号公路。而好莱坞，也不会忘记对它的致敬，美国电影《汽车总动员》即以该公路为背景。->具体营业状态以当天开放情况为准"
格里菲斯公园,洛杉矶,"4730 Crystal Springs Drive, Los Angeles, CA 90027",今日05:00开放,+1-323-6442050,介绍->开放时间->必看贴士,"格里菲斯公园是北美较大的城市公园，园内种植了许多橡树和野生鼠尾草，大部分区域仍维持早期印第安人居住的景观，你可以游览动物园、博物馆、打高尔夫，或是登山参观有名的格里菲斯天文台，眺望有名的好莱坞标志。
格里菲斯天文台
位于公园山顶的格里菲斯天文台，是拍摄好莱坞标志的好地点之一，夜晚时分你可以饱览西好莱坞全景，眺望洛杉矶万家灯火的璀璨夜景。->全年 05:00-22:30；具体营业状态以当天开放情况为准->1. 由于山上风较大，傍晚时分来此，建议带上一件外套。
2. 附近停车免费，但当地人有来此看日落的习惯，建议早点前往以免停车位紧张。->1. 由于山上风较大，傍晚时分来此，建议带上一件外套。
2. 附近停车免费，但当地人有来此看日落的习惯，建议早点前往以免停车位紧张。"
未来水世界,洛杉矶,"100 Universal City Plaza, Universal Studios Hollywood, Upper Lot, Los Angeles, CA 91608",今日08:00开放,+1-800-864-8377,介绍->开放时间,未来水世界位于美国洛杉矶，是一个大型表演节目，现场表演精彩极了，观众参与感极强。->全年 周一 08:00-01:00 周二 09:00-22:00 周三-周日 08:00-22:00；具体营业状态以当天开放情况为准
Studio Tour,洛杉矶,"100 Universal City Plaza, Universal Studios Hollywood, Studio Tour, Los Angeles, CA",今日08:00开放,+1 800 864 8377,介绍->开放时间,studio tour是环球影城好莱坞景点，你可以在开放式迷你巴士，可以带您漫步穿过工作室。他们用于拍摄电影的外部区域。与电影相关的设置和体验。参观每一个摄影棚。可以看到如何以木头建造场景，学习和体验电影制作方式以及制作地点的好方法。静态的参观外，有身历实境的感觉，戴上3D眼镜体验，有爆炸的油罐车的热度、真实感受玩命关头追逐的快感，或恐龙吓人的高科技隧道。非常值得。情境配合加上中文讲解者的抑扬顿挫，不入戏都难。->全年 08:00-22:00；每日具体开放时间不同，详情可咨询景区；具体开放时间以景区当日实际情况为准。
华特·迪士尼音乐厅,洛杉矶,"111 S Grand Ave, Los Angeles, CA 90012, USA",,+1-323-8502000,介绍->开放时间,"华特·迪士尼音乐厅由普利兹克建筑奖得主法兰克·盖瑞设计，它将功能和美学结合在一起，金属片状的屋顶风格十分吸人眼球，成为洛杉矶市南方大道上的重要标志性建筑物，电影《钢铁侠》、《糊涂侦探》等都在这里取景。
音乐厅
一层是购物商场和餐厅，还有一个小的纪念品商品，里面有一些CD、乐谱以及洛杉矶徒步旅行卡等。二层就是演奏大厅，整个演奏厅都是用木质建造的，甚至根本不需要音箱就能从每个角度听到美妙的音乐，良好的音效广受赞誉。->具体营业状态以当天开放情况为准"
布洛德艺术博物馆,洛杉矶,"221 S Grand Ave, Los Angeles, CA 90012, USA",今日10:00开放,+1-213-232-6200,介绍->开放时间,"布洛德博物馆坐洛于洛杉矶市中心，于2015年9月份对外开放，这个崭新的现代艺术博物馆，收藏了250多个大师级的作品。这个博物馆由慈善家及艺术收藏家Eli Broad和Edythe Broad夫妇筹办，共耗资1亿4千万美元，他们拥有40多年收藏经历，其收藏及展出的作品是现代艺术的高峰作品。->全年 周二-周三,周五 11:00-17:00 周六-周日 10:00-18:00 周四 11:00-20:00 周一；感恩节和圣诞节休息，具体营业状态以当天开放情况为准。"
罗迪欧大道,洛杉矶,"Rodeo Dr, California, USA",,+1-310-2739990,介绍->开放时间,"在洛杉矶比弗利山庄内，有一条世界闻名的名店购物街，那便是罗迪欧大道。街道两旁贵店林立，名贵珠宝与服饰都汇集于此，奢华的店面气派泱泱犹如艺术馆，因此罗迪欧大道号称世界上较昂贵的购物大道，也被誉为“世界十大购物天堂之一”。
罗迪欧大道采用了大量的华丽装潢，大道上的各个建筑在室内外设计上都很用心，体现出了艺术与商业的结合。近年来开张的RodeoDrII，其室内设计耀眼夺目，有手雕大理石配合黄铜大门，擎天的拱柱将喷泉突显得更加气势不凡，它是世界很贵的购物商场。->全年 全天开放；全天开放，各商铺营业时间不同，详见官网。"
墨西哥街,洛杉矶,"Olvera St, Los Angeles, CA 90012, USA",今日10:00开放,+1-213-4856855,介绍->开放时间,墨西哥街一直被认为是洛杉矶的发源地，完好地保留了加州的早期风貌，洛杉矶较早的建筑Avila砖屋就坐落于此。墨西哥风情的摊铺、小吃比比皆是，公园有一个圆顶的雕花高台，每逢节日，热情的墨西哥人就会穿上传统的礼服，在此唱歌跳舞汇聚一堂。->全年 10:00-19:00；具体营业状态以当天开放情况为准。
盖蒂别墅博物馆,洛杉矶,"17985 Pacific Coast Hwy, Pacific Palisades, CA 90272, USA",今日10:00开放,+1-310-4407300,介绍->开放时间,"这里是盖蒂生前所居别墅，面向太平洋依山而建，1954年将别墅改建成艺术博物馆，展出他所收藏的古希腊、古罗马、古埃及的文物和艺术品，藏品超过四万四千件，现代雕塑则多被置于室外庭院，与花园喷泉相映成趣。
1. 室内展馆
盖蒂别墅是仿照庞贝古城中的一座别墅设计的，光建筑本身就是一件艺术品。展馆更是致力于研究古希腊、古罗马和伊特鲁利亚的艺术与文化，藏品超过四万四千件，包括公元前6500年到公元400年间的文物，有色彩鲜艳的双耳罐，有保存完好的石棺，有雕刻精美的门楣，还有几千年前的木乃伊画像，至今仍然栩栩如生，让人叹服。
2. 室外庭院
中庭中有一个长长的水池，水池中央的喷泉与两旁形态各异的雕像相映成趣。前厅花园内的园艺修剪整齐，还有几何状的棋盘小径错落其中。东面花园则有一处造型精美的小水池，水池的两侧各有一个人脸状的装饰。再来到百草园，就可以看到美丽的蓝莲花，更可以眺望壮阔的太平洋。->全年 周一,周三-周日 10:00-17:00 周二；每年元旦、独立日、感恩节和圣诞节闭馆，具体营业状态以当天开放情况为准。"
