names,places,addresses,times,teles,titles,descs
波音大厦,芝加哥,"Boeing International Headquarters, Chicago, IL 60606",,,介绍->开放时间,该建筑总共有36层，高171米，建造于1987-1990年之间。->全年 全天开放；外观全天开放
芝加哥毕加索,芝加哥,"50 W Washington St, Chicago, IL 60602",00:00-23:59开放,+1 312-744-5000,介绍->开放时间,这只是毕加索在芝加哥留下的一个立体主义雕塑，没人知道这个雕塑的意义，也没有被具体的命名，因此大部分时候被称为“The Picasso”。同时，它也是芝加哥市中心第一个公共艺术雕塑和地标。->全年 00:00-23:59
皇冠喷泉,芝加哥,"201 E Randolph St, Chicago, IL 60601, USA",今日06:00开放,+1 312-742-1168,介绍->开放时间,皇冠喷泉位于芝加哥千禧公园内，紧靠在云门旁，2004年7月开始启用，是芝加哥著名地标之一。据说当时这座喷泉的造价高达1700万美元，按当时美元与人民币的汇率那就是人民币1.4亿元。如今这里也成为了芝加哥游客必到的一处景点，巨大的喷泉LED屏上在计算机的调控下，不断变化着1000张芝加哥市民笑脸。水柱间隙地从笑脸的嘴中喷出，展示着好客的芝加哥的市民，欢迎人们到这座美丽的城市来观光游览。->全年 06:00-23:00
芝加哥观光游船或湖岸线观光游,芝加哥,密歇根大街桥，海军码头，海军码头之网关公园博物馆区以及威利斯大厦/联合车站。,,,介绍,探索芝加哥丰富的历史、著名的建筑和叹为观止的天际线。你可以选择有导游解说的芝加哥河上建筑观光游，密歇根湖上经典观光游，绚烂烟花观光游等，比如Brew游船和品酒游船以及湖岸线水上出租车。湖岸线包船还举办难忘的活动，包括休闲聚会、企业会议等。芝加哥观光游船或湖岸线观光游会还原给你一个真实的芝加哥！
芝加哥公牛,芝加哥,"1901 W Madison St, Chicago, IL 60612, USA",,+1 312-455-4000,介绍->开放时间,芝加哥公牛队，于1966年加入美国东部联盟，主场是联合中心。乔丹退役后，球队成绩一蹶不振，直到2004年的选秀会，公牛队再次遇上转机。该年的选秀会，号称黄金二代，包括德怀特·霍华德、罗尔·邓、维克特·卡亚帕以及本·戈登等人。->全年 周一-周五 全天开放
芝加哥历史博物馆,芝加哥,"1601 N Clark St, Chicago, IL 60614, USA",今日09:30开放,+1 312-642-4600,介绍->开放时间,博物馆位于芝加哥市中心，这里详细介绍了芝加哥的历史、发展历程，还有一些互动体验可以让你更好的感受这个城市的人文情怀。->全年 周二-周六 09:30-16:30 周日 12:00-17:00
林肯公园花房,芝加哥,"2391 N Stockton Dr, Chicago, IL 60614, USA",今日10:00开放,+1 312-742-7736,介绍->开放时间,林肯公园花房，位于美国芝加哥，是当地非常有名的温室花园。这里植被繁茂、繁花似锦，园内种植了种类丰富的植物，尤其是热带植被，非常值得一看。->全年 周三-周日 10:00-15:00
赖特故居和工作室,芝加哥,"951 Chicago Ave, Oak Park, IL 60302, USA",今日10:00开放,+1 312-994-4000,介绍->开放时间->必看贴士,赖特故居和工作室位于芝加哥近郊奥克帕克（Oak Park）镇，建筑师弗兰克·劳埃德·赖特于一八八九年起，在此居住和工作20年。他在这期间开创和形成了美国“草原式”住宅的设计风格，赖特曾先后接受了不少邻居的设计委托。因此，现在在奥克帕克赖特故居附近的地区有几十所赖特设计的住宅或公共建筑，有名的莫过于“罗比住宅”。->全年 10:00-16:00->住宅内不允许拍照，如有此需要，则需缴纳拍摄费，并且在离场时接受照片检查。->住宅内不允许拍照，如有此需要，则需缴纳拍摄费，并且在离场时接受照片检查。
海明威博物馆,芝加哥,"339 N Oak Park Ave, Oak Park, IL 60302, USA",今日10:00开放,+1 708-445-3071,介绍->开放时间,"这座博物馆原是作家海明威的出生地和幼年的住所，位于奥克帕克（Oak Park），距离赖特的故居仅两个街区。1899年7月21日，海明威出生于此。走进房子，地板不时嘎吱嘎吱作响。屋内格局是按照当年的原状进行复原的，大部分是海明威家族的遗物。博物馆里面陈列了大量海明威的物件，手稿、军装、打字机、照片等。对于喜欢海明威的书迷来说，在这里可以感受到海明威儿时的氛围。->全年 周六 10:00-17:00 周五,周日 13:00-17:00"
Agora雕塑群,芝加哥,"1135 S Michigan Ave, Chicago, IL 60605, USA",00:00-23:59开放,+1 312-744-3316,介绍->开放时间,"Agora雕塑群位于芝加哥格兰特公园内，作者是波兰艺术家Magdalena Abakanowicz。雕塑群以二战为主题，数量超过100个。2006年，芝加哥公园区从波兰文化部永久租借了这组雕塑，这也是当地波兰社区的愿望。
这些雕塑都是一些没有头，也没有胳臂的人形铁质雕塑。Agora这个名字来自于希腊语中古希腊城邦的人聚会的地方。作者是成长于第二次世界大战的艺术家，她的很多艺术品的灵感都来源于她对人群的恐惧。她曾在评价Agora时说过一句话“brainless organisms acting on command, worshiping on command and hating on command”（没有大脑的有机体，按照命令行动、祈祷和憎恨）。->全年 00:00-23:59"
