names,places,addresses,times,teles,titles,descs
高豪港,温哥华,Canada Place to Stanley Park,,+1-604-6207410,介绍->开放时间,"高豪港是温哥华布勒内湾的一部分，南北两端分别濒临温哥华市中心和史丹利公园，西端隔着卑诗省99号公路与洛斯特湖为邻。
这里阳光温和，空气清新，海风温和，港内泊满了各种豪华游艇。高豪港原是工业用地，现发展成为住宅区。所以“高豪港”一名亦可指布勒内湾南岸介乎卡爹路街和加拿大广场的社区。->全年 全天开放"
温哥华大剧院,温哥华,"777 Homer St, 温哥华, 不列颠哥伦比亚省 V6B 2W1, 加拿大",,,介绍,温哥华大剧院，是加拿大知名的剧院，常年上演各种经典剧目，如《胡桃夹子》、《权力的游戏》等。
不列颠哥伦比亚体育馆,温哥华,"777 Pacific Blvd, 温哥华, BC V6B 4Y8, 加拿大",,+1 604-669-2300,介绍->开放时间,不列颠哥伦比亚体育馆曾举办过1986年世博会的开幕式和闭幕式。2010年冬季奥运会的开幕式及闭幕式仪式也在此举行，令其成为首个市内奥林匹克体育场。现在是加拿大橄榄球联赛不列颠哥伦比亚雄狮队的主场，还会时不时的举办大型展览活动。体育爱好者们在这里还可以参观不列颠哥伦比亚名人运动厅和博物馆。->全年 全天开放
卡萨罗玛城堡,多伦多,1 Austin Terrace 多伦多，安大略省 M5R 1X8,今日09:30开放（16:30停止入园）,+1-416-9231171,介绍->开放时间->必看贴士,"卡萨罗马城堡建于1911年，是有名金融家Henry Pellatt爵士的私人豪宅，这座中世纪风格的古堡耗资350万美金、耗时3年时间打造，由装饰华美的套房、800英尺的隧道、古塔、马厩和5英亩的花园构成。


楼层分布：


城堡一楼为大厅，二楼是卧室和套房，三楼是女皇步枪博物馆，此外还有地下酒窖、室外花园和高塔。
一楼的大厅天花板是美丽的石膏和精致的雕花，从伊丽莎白时代的宫殿获取灵感而建。花园温室是较美的地方，地板是意大利大理石铺成，壮观的彩绘玻璃穹顶很是精美。藏书大厅的书柜高至天花板，宴会厅的装饰也是异常华美。


二楼以起居室、套房和客房为主。其中中式风格的套房内，摆放着许多中国漆木家具和瓷器，墙壁也以中式花纹为装饰。主卧室的天花板上，精致的蓝莓雕刻摇摇欲坠、十分逼真，虎皮地毯更是显示出主人的身份和地位。


三楼目前展出各种枪支兵器和资料。


地下室的酒窖现为复制品，走廊两侧挂满了在此取景的电影海报，语音导览和纪念品商店也位于这层。沿着地下密道可通往马厩、车库和温室。


沿着窄小的旋转楼梯，可以登上古塔的高层，透过小窗能欣赏到多伦多的市景。站在这里，还能听见呼啸的风声。->全年 09:30-17:00（16:30停止入园）；12 月 25 日圣诞节关闭；花园将于周一至周三下午 4 点和周四至周日下午 3 点关闭。 苏格兰塔会在特定日期提早关闭，以举办 Escape Casa Loma 系列活动。周三、周四和周五苏格兰塔在下午 3 点关闭周六和周日苏格兰塔在下午 1 点关闭诺曼塔仍然开放。 官网时间变动频繁，具体营业状态以当天开放情况为准->城堡提供免费中文语音导览，可在参观前到地下室领取，配合导览图参观。->城堡提供免费中文语音导览，可在参观前到地下室领取，配合导览图参观。"
加拿大国家电视塔,多伦多,"290 Bremner Blvd, Toronto, ON M5V 3L9, Canada",今日09:00开放,+1 416-868-6937,介绍->开放时间->优待政策->服务设施->必看贴士,"加拿大国家电视塔位于安大略湖畔，塔高553米，是全世界高的建筑之一。乘坐全透明观光电梯抵达约346米观景台，仅需不到1分钟的时间。透过宽大的玻璃窗，多伦多市全景和美丽的安大略湖尽收眼底。在观光层还特别设置了一处透明的玻璃地板，站在上面一望到底十分刺激。如果想要体验更加惊险的项目，不妨参加电视塔的户外行走（EdgeWalk），在116层塔外围仅1.5米宽的通道上行走约30分钟，可说是多伦多惊险刺激的项目。电视塔设有餐厅、纪念品商店、小电影院和儿童乐园，塔外有花园和水池环绕，到了夜晚，不断变化的彩色灯光更是让电视塔成为多伦多一道亮丽的风景线。->全年 09:00-21:30；具体营业状态以当天开放情况为准->补充说明：1、3周岁及以下儿童免票（请出示有效证件给景点人员查阅）2、以上信息仅供参考，具体信息请以景点当天披露为准。->停车场：【Impark停车场等】参考价格：/；地址：/；库位：未知；电视塔附近有许多停车位。最近的停车场是多伦多会议中心的南停车场（可以从Bremner Blvd或Lake Shore Blvd进入Lower Simcoe St）以及Navy Wharf的Impark停车场（罗渣士中心西侧，Bremner Blvd北面）。
残障通道：罗渣士中心的7号门还设有轮椅专车接送服务（Wheel-Trans）的指定停靠点。最近的专用停放区域在罗渣士中心，有50个预留位置。预订停放位置请致电罗渣士中心停车服务部门(416) 341-3004。办公室开放时间从周一至周五，上午10时——下午6时。->1. 登上观景台之前请按照要求进行安检。
2. 户外行走（Edge Walk）会因季节原因调整时间，可提前在官网查询并预约。->1. 登上观景台之前请按照要求进行安检。
2. 户外行走（Edge Walk）会因季节原因调整时间，可提前在官网查询并预约。"
多伦多大学,多伦多,27 King's College Circle，多伦多，安大略 M5S 1A1,,+1 416-978-2011,介绍->开放时间->必看贴士,"多伦多大学创建于1827年，是加拿大非常有名的公立大学，位居世界排名的前20位，有着悠久的历史和杰出的研究实力，世界知名科学家钱伟长都毕业于此。


多伦多大学的圣乔治校区是校本部，校园并没有围墙，处处都是古老的维多利亚建筑和现代风格的大楼，集古老与现代为一体，富有特色的建筑、绿树林荫的校园、随处可见的雕塑以及草坪上讨论问题的学生们，四处都弥漫着浓厚的文化气息。


多伦多大学门前的草坪右边是多伦多大学哈特之家，进入校门，穿过一片绿地就能看到大学标志性建筑、拥有上百年历史的大学学院（University College）的主楼。南方是毕业典礼大厅（Simcoe Hall），每年6月这里会有盛大的毕业典礼，如果时间合适不妨前来观看一场意义非凡的典礼。位于校园西北方向的罗伯茨图书馆（Robarts Library）是一栋雄伟的三棱形现代建筑，是加拿大规模较大的图书馆，馆藏多达10万，规模仅在哈佛大学和耶鲁大学之后。->具体营业状态以当天开放情况为准。->1. 如果想参与到丰富的学生活动中，可以提前在官网了解活动动态。
2. 想要了解多伦多大学三个校区的情况可到官网查看地图以及交通信息。->1. 如果想参与到丰富的学生活动中，可以提前在官网了解活动动态。
2. 想要了解多伦多大学三个校区的情况可到官网查看地图以及交通信息。"
安大略皇家博物馆,多伦多,"100 Queens Park, Toronto, ON M5S 2C6",今日10:00开放,+1-416-5868000,介绍->开放时间->必看贴士,"安大略博物馆建于1912年，是北美洲第五大博物馆，藏有600多万件来自世界各大洲的珍贵文物，包括恐龙骨骼、佛像、中国瓷器、埃及木乃伊等，是来多伦多旅游不可错过的参观场所。


安大略博物馆本身是一座非常古典的建筑，外墙有精致的雕刻，新馆落成于2007年，由德国设计师设计。古典与现代两种建筑风格结合，更是让博物馆成为多伦多的地标。


楼层分布：


博物馆分为四个楼层，一层收藏了众多中国艺术品及古董，包括古代艺术、佛教艺术、建筑艺术和雕塑。中国展区两侧的两个小厅分别是韩国和日本展区。一层还有加拿大展区和恐龙展区，你可以在加拿大展区看到枫树糖浆制作时用的器具。


二层主要是动物展区，除了一层延伸上来的恐龙展区外，还有飞禽类和哺乳类动物的标本。


三层是古埃及、古希腊、古罗马、非洲、欧洲、南美等展区。你可以看到玛雅文明的文物、意大利武士服、欧洲玻璃制品、埃及陶罐和木乃伊以及玻利维亚的水晶。


四层是举办临时展览的展厅，可提前在官网查询近期的特展。


地下一层有餐厅、咖啡馆和小剧场，以及给孩子们学习的接待中心。->全年 周二-周日 10:00-17:30 周一；周一休息，法定节假日开放。->博物馆前台提供中文导览图，参观之前可前往自取。->博物馆前台提供中文导览图，参观之前可前往自取。"
多伦多群岛,多伦多,"Toronto Islands, Toronto, ON",今日10:00开放,+1-416-5558987,介绍->开放时间->必看贴士,"多伦多岛由多个小岛串联而成，由多伦多港口乘船约15分钟即可抵达。目前岛上设有住宅区、机场和公园，禁止非服务类车辆行驶，可租赁自行车和小船，绿树环绕的小岛是名副其实的“世外桃源”。
湖边的栈道和灯塔，白色的沙滩，林中徒步道和骑行车道，野餐场所和儿童游乐园将这片小岛打造为休闲游乐的好去处。夜幕降临，在小岛的各个港口乘船返回处，是拍摄多伦多天际线的好地点。->全年 10:00-17:00；具体营业状态以当天开放情况为准->1. 岛上禁止机动车通行，但有出租自行车和小船的服务，也可从多伦多带自行车乘船上岛。
2. 岛上的游乐园仅在夏季开放，具体时间可提前查询官网。
3. 岛上游乐设施较多，若步行游览提前研究好路线、计划好时间。->1. 岛上禁止机动车通行，但有出租自行车和小船的服务，也可从多伦多带自行车乘船上岛。
2. 岛上的游乐园仅在夏季开放，具体时间可提前查询官网。
3. 岛上游乐设施较多，若步行游览提前研究好路线、计划好时间。"
加拿大瑞普利水族馆,多伦多,"288 Bremner Boulevard, 多伦多, 安大略省 M5V 3L9, 加拿大",今日09:00开放,+1-647-3513474,介绍->开放时间->优待政策,瑞普利水族馆于2013年对外开放，位于国家电视塔旁，展出一万六千多条海洋及淡水动物。这里有全北美长的观鲨鱼隧道、全世界大的水母营地，每天还有潜水表演。水族馆分为世界水域（WatersofTheWorld）、加拿大水域展区（CanadianWatersGallery）、彩虹礁石（RainbowReef）、水母星球（PlanetJellies）、生命支撑区（LifeSupportSystems）、危险湖（DangerousLagoon）和鳐鱼湾（RayBay）等。->2023年1月1日-2023年5月18日 09:00-21:00（19:00停止售票）；2023年5月19日-2023年9月4日 09:00-23:00；2023年9月5日-2023年12月31日 09:00-21:00（19:00停止售票）；由于私人活动，有时会提前关闭，详询官网https://www.ripleyaquariums.com/canada/hours/，具体营业状态以当天开放情况为准->儿童：2周岁及以下，免费
悬崖公园,多伦多,"1 Brimley Road South Scarborough, Toronto, Ontario, Canada",今日06:00开放,+1 416-392-2489,介绍->开放时间,"多伦多悬崖公园位于多伦多的士嘉堡（Scarborough）区安大略湖畔。一边是水天相接湛蓝的湖水，一边是65米高的断崖，整个公园没有人工雕琢的痕迹，全都是自然风光。由于多伦多地区没有高山，这里就算是很高的地方了。


悬崖公园离市区不远，驱车大概需要半个小时。这里有湖水、沙滩、岩石、步行道、野餐桌椅、烧烤炉等等，幽静又美丽，当地人喜欢在节假日来此休闲。


你可以来此欣赏一边是悬崖，一边是湖泊的迷人风光。也可以约上三五好友来此BBQ，只需带上木炭和食物即可。此外，这里还有帆船游艇俱乐部，爱好水上运动的人还可以在此一展身手。->全年 6:00-23:00；具体营业状态以当天开放情况为准"
