names,places,addresses,times,teles,titles,descs
梅克内斯古城,非斯,摩洛哥,,,介绍->开放时间,梅克内斯古城是摩洛哥北部城市，建于11世纪，曾为都城。这里是油橄榄、柑橘的重要集散地，榨油、食品罐头、纺织等工业比较发达。皮革、制陶、阿尔法草编织等手工业也非常有名。->具体营业状态以当天开放情况为准
穆莱伊斯梅尔王陵,非斯,"VCRP+7PP, Meknes, Morocco",09:00-18:30开放,,介绍->开放时间,穆莱伊斯梅尔王陵(Mausoleum of Mouley Ismail)是同名命名的苏丹的陵墓，该苏丹在17世纪将梅克内斯作为王朝的首都。->全年 09:00-18:30；具体营业状态以当天开放情况为准
巴布波路德,非斯,非斯 摩洛哥,,,景点介绍,
阿布伊南神学院,非斯,"Rue Talaa Sghira, Fes 30110 Morocco",9:00-18:00开放,,开放时间,全年 9:00-18:00
Jnan Sbil公园,非斯,"Ave de l'Unesco, Fes 30000 Morocco",,,开放时间,"全年 周一-周五,周日 09:00-20:00"
沃吕比利斯,非斯,"Meknes, Morocco",08:30-19:00开放,+212-5355-44103,介绍->开放时间,是保存比较完好的罗马古迹。遗址内有古罗马建筑群和马赛克镶嵌画。在这里可以了解罗马东帝国的光荣历史。->全年 08:30-19:00
阿塔里纳学院,非斯,"Rue Talaa Kebira, Fes, Morocco",8:00-18:00开放,+212 610-271328,介绍->开放时间,阿塔里纳学院，位于摩洛哥非斯，是一座历史悠久的古兰经学院。学院里有七百多个房间，墙壁上的图案，非常精美，游客登上楼顶，可以欣赏美丽的宣礼塔。->全年 8:00-18:00
El Hedim Square,非斯,"Ave Moulay Ismail, Meknes, Morocco",,,介绍,这个广场上有很多陶器摊位和喝薄荷茶的地方，周围还有酒吧、咖啡馆等，是人们进行各种娱乐活动的地方。
穆莱拉赫制革厂,非斯,"Fes, Morocco",,,介绍,成立于11世纪的制革厂将传统工艺保留至今，在这个老城的中心区域，采用古老的染制技术创造了非常多的手工艺品。
Corazón de Marruecos,非斯,"丹吉尔, 摩洛哥",营业时间待定,+212 667-906526,开放时间,全年 全天开放
