names,places,addresses,times,teles,titles,descs
Spiaggia di Port Launay,马埃岛,"Cap Ternay Rd, Seychelles",,,景点介绍,
北岛,马埃岛,"North Island, Seychelles",,,介绍->开放时间->必看贴士,"北岛位于锡卢埃特岛以北6公里处，这是一座奢华的小岛。
岛上只有一座名为North Island的度假酒店，这家酒店也是威廉王子和凯特王妃的蜜月酒店，并且这也是位居“世界十大较贵酒店”。->全年 全天开放->在岛上需做好防晒措施，保护好生态环境。->在岛上需做好防晒措施，保护好生态环境。"
Teddy's Glass Bottom Boat,马埃岛,"维多利亚, 塞舌尔",,+248 2 511 198,开放时间,"周日 - 周六上午12:00 - 下午11:59days: 周日 - 周六, times: 上午12:00 - 下午11:59,"
Sauzier Waterfall,马埃岛,"Port Glaud, Mahe Island, Seychelles",10:00-17:30开放,,开放时间,全年 10:00-17:30
Sunset Beach,马埃岛,"Sunset Beach, Seychelles",,,景点介绍,
Billy's Charter,马埃岛,"贝隆布尔, 塞舌尔",8:00-18:00开放,+248 2 783 285,开放时间,全年 8:00-18:00
SMAC Adventures,马埃岛,"马埃岛, 塞舌尔",8:00-16:00开放,+248 2 518 864,开放时间,全年 8:00-16:00
Gerry's Private Charters,马埃岛,博瓦隆马埃岛 塞舌尔,,,景点介绍,
Lekki Conservation Centre,拉各斯,"Km 19 Lekki - Epe Expy, Lekki Penninsula II 106104, Lekki, Nigeria",08:30-17:30开放,"+234-906-5460479,+234-903-4895750,+234-909-1476149",介绍->开放时间,该保护区占地78公顷，位于Lekki半岛，毗邻Lekki泻湖。它保护着由沼泽和大草原栖息地组成的莱基半岛的湿地。靠近保护区，有一条椰子树林荫大道，通往一排精心布置的汽车和游客公园。它拥有丰富的动植物生活。它巨大的湿地被留给野生动物观赏。高架人行道使人们可以看到猴子，鳄鱼，蛇、各种鸟类等动物。湿地由尼日利亚自然保护基金会管理。1992年修建了一条步道木板路，使游客可以欣赏到自然保护区内的风光。沿路的其他景点包括沼泽地，鸟皮，休息站和树屋。->全年 08:30-17:30；具体营业状态以当天开放情况为准
拉各斯国家博物馆,拉各斯,"Onikan Rd, Ikoyi 102273, Lagos, Nigeria",9:30-15:30开放,+234 1 263 6005,介绍->开放时间,拉各斯国家博物馆位于尼日利亚拉各斯，建于1957年。该馆收藏了大量铜雕、陶器、货币、生产工具等珍贵文物，并通过实物和模型生动再现了尼日利亚各民族的生活、生产、祭祀、婚嫁等活动情况。->全年 周一-周六 9:30-15:30
