names,places,addresses,times,teles,titles,descs
Elegushi Beach,拉各斯,"Light, Lagos 550104, Nigeria",,,景点介绍,
LSP Paintball,拉各斯,"39 Kusenla Road, Lekki 101245, Nigeria",,+234 814 000 0208,开放时间,"days: 周三, times: 下午5:00 - 下午9:00,days: 周六 - 周日, times: 下午2:00 - 下午6:00,"
Red Door Gallery,拉各斯,"51 Bishop Oluwole St, Victoria Island 106104, Lagos, Nigeria",今日10:00开放,+234 908 733 3667,介绍->开放时间,这是一家艺术画廊，主要经营非洲当代艺术的收藏，是艺术爱好者的去处。->全年 周日 12:00-18:00 周一-周六 10:00-18:00
The Synagogue Church Of All Na...,拉各斯,"1 Prophet T.B Joshua St, Egbe 100265, Lagos, Nigeria",6:00-20:00开放,+234 906 403 4910,开放时间,全年 周一-周六 6:00-20:00 周日 9:00-20:00
LUFASI Nature Park,拉各斯,"Majek 1st Gate, Km 41, Lekki, Lagos, Nigeria",09:00-18:00开放,+234 818 668 8485,开放时间,全年 周日 12:00-18:00 周一-周六 09:00-18:00
Tarkwa Bay Beach,拉各斯,"Tarkwa Bay Beach, Lagos, Nigeria",,+234 803 704 3233,介绍->开放时间,这是一个十分漂亮的海滩，可以在海滩上进行足球、冲浪、骑马、沙滩自行车等活动，也是拍照的好地方。->全年 全天开放
Silverbird Cinemas,拉各斯,"133, Ahmadu Bello Way, Victoria Island, Lagos, Lagos 23401 Nigeria",,,景点介绍,
Landmark Beach,拉各斯,"拉哥斯, 尼日利亚",今日10:00开放,+234 906 688 2627,开放时间,全年 周二-周日 10:00-20:00 周一 11:00-20:00
基督大教堂,拉各斯,"29 Marina Rd, Lagos Island 101001, Lagos, Nigeria",,01 271 2855,介绍->开放时间,"Cathedral Church of Christ, Marina是尼日利亚拉各斯市的一座重要的教堂，该教堂的建筑风格独特，结合了欧洲和非洲的建筑元素，是一座典型的哥特式建筑。此外，教堂内部装饰华丽，有着精美的彩色玻璃窗、雕刻精美的木制家具和壮观的拱顶。->全年 全天开放"
Hi-Impact Planet,拉各斯,"Planet Arena, KM 12, Lagos-Ibadan Expressway, Ibafo, Ogun State",今日11:00开放,+234 814 229 9509,介绍->开放时间,这是一个充满乐趣的主题公园，该公园占地面积广阔，有高速旋转木马、过山车、摩天轮和其他各种游乐设施。->全年 周日 12:00-17:00 周六 11:00-16:00
