names,places,addresses,times,teles,titles,descs
Alaska Balloons,卢克索,"卢克索, 埃及",,,景点介绍,
Avenue of Sphinxes,卢克索,"between the Karnak and Luxor temples, Luxor Egypt",,,景点介绍,
埃斯那神庙,卢克索,位于卢克索以南埃斯那镇（Esna）。,08:00-17:00开放,,介绍->开放时间,"埃斯那神庙位于卢克索以南埃斯那镇（Esna），是供奉库努姆神（Khnum）的神庙，所以也称作库努姆神殿（TempleofKhnum）。
埃斯那神庙建于公元前1500年、十八王朝时，托勒密王朝时再完整重建。由于古代尼罗河泛滥使地面变高，神庙都已埋在地下，参观时还要走下阶梯才行。现在还留下的是曾被当成谷仓、棉花仓库使用的列柱大厅，这里值得参观的是墙上的浮雕、铭文，记载了世界与人类生命的源起，以及托勒密王朝的活动情况。还有许多有关库努姆神故事的壁画、雕塑，还有许多描绘他和妻子、儿子组成Elefantine三位一体故事的图画。->全年 周六-周日 08:00-17:00 周一-周五 08:00-17:15"
荷鲁斯神庙,卢克索,"Adfo, Edfo, Aswan Governorate, Egypt",07:00-17:00开放,+20-97-711716,介绍->开放时间->必看贴士,"荷鲁斯神庙修建于公元前237年，历时200多年才竣工完成，主要供奉鹰头人身的天神荷鲁斯（Horus）。荷鲁斯是古埃及十分重要的神之一，通常被描述为戴着埃及皇冠的神鹰，古埃及的法老们都视自己为荷鲁斯的化身。整座神庙并不很大，只有一座主要神殿，殿外有荷鲁斯的鹰头雕像。内部与其他神庙都类似，外间是一间巨柱大厅，内间为石室，里面有一条罕见的鳄鱼木乃伊。->全年 周一-周二,周四-周六 07:00-17:00 周三,周日 06:00-17:00->神庙内部不准拍照。->神庙内部不准拍照。"
卡尔纳克露天博物馆,卢克索,"| within the walls of Karnak Temple, Luxor, Egypt",,,介绍->开放时间,阿蒙神庙边的露天博物馆，收藏了许多雕塑作品，其中还有斯特里斯一世白色大教堂，是卡尔纳克神庙里古老和漂亮的纪念建筑之一，也有精美的中王国时期的浮雕，哈特谢普苏特的红色教堂。->具体营业状态以当天开放情况为准。
Valley of the Artisans (Deir e...,卢克索,"Deir el-Medina, Luxor, Egypt",,,景点介绍,
纳芙塔蒂陵墓,卢克索,"Qesm Al Wahat Al Khargah, New Valley Governorate, Luxor",6:00-17:00开放,+20-95-2380270,介绍->开放时间->必看贴士,这是拉美西斯二世为其受宠爱的王后修的墓室，只能用“美貌”来形容。三座墓室和走廊的每寸墙壁都用彩绘来装饰，所有的作品都有一个主题。->全年 6:00-17:00->王后纳芙塔蒂的墓室并非每天开，请提前确认。->王后纳芙塔蒂的墓室并非每天开，请提前确认。
Banana Island (Gezira el-Mozh),卢克索,"Luxor, Egypt",,,景点介绍,
Tomb of Merenptah,卢克索,"Valley of the Kings | West Bank, Thebes, Luxor, Egypt",,,介绍,Tomb of Merenptah位于卢克索，是当地知名的古迹，古墓内有大量的彩色壁画，十分精美。
梅内普塔神庙,卢克索,"Qesm Al Wahat Al Khargah, New Valley, Luxor",6:00-17:00开放,,介绍->开放时间,"神庙纪念的是梅内普塔，他是法老拉美西斯二世的第十三个儿子，他在位仅仅只有十年时间，曾成功抵御由利比亚等地来的入侵，并且在巴勒斯坦叛乱。他的功绩被刻在了四块碑文上，也显示了对他的敬意。
神庙就建在阿蒙霍特普神庙的正后方，许多雕塑是直接从阿蒙霍特普神庙中搬过来的。19世纪一支瑞士的考古队发现了神庙，随后在这发现了以色列方尖碑，随后方尖碑被移至埃及博物馆。神庙中值得参观的无疑就是墙上的浮雕和壁画，故事讲述了梅内普塔与古埃及诸神一起统治世界，站在塔门上的场景。现在在神庙边建造了一个规模比较小的博物馆，展示了这里的一些信息。->全年 6:00-17:00"
