names,places,addresses,times,teles,titles,descs
Grande Mosquee,阿比让,"Grande Mosquee, Yamoussoukro, Ivory Coast",,,景点介绍,
The Catholic Church of the Par...,阿比让,"Route du Tribunal, Sassandra 06BP6103, Cote d'Ivoire",,,景点介绍,
Abokouamekro Game Reserve,阿比让,"Yamoussoukro, Ivory Coast",,,景点介绍,
Cathedral Saint Michel,阿比让,"Bouake, Ivory Coast",,,景点介绍,
Assagny National Park,阿比让,"27 Kilometers From the Zone of Nzida | Near the Bandama River, Grand-Lahou, Ivory Coast",,,景点介绍,
Ex Poste de Douane,阿比让,"Grand Bassam, Ivory Coast",,,景点介绍,
Maison Ganamet,阿比让,"Grand Bassam, Ivory Coast",,,景点介绍,
Dipi Crocodile Farm,阿比让,"Assinie Mafia Route, Assinie, Ivory Coast",,,景点介绍,
平衡石公园,哈拉雷,Balancing Rocks， Epworth， Harare Province,,+263-78-2016393,介绍->开放时间,"平衡石公园哈拉雷的郊区，是一座奇特的公园，它既不以名贵的花卉著名，也没有秀丽的风景，但却以巨形怪状的石头而闻名世界。
公园里的“船形巨石”图案，已成为津巴布韦的国家象征之一，它被印制在纸币和旅游册子上而广为人们所知。->具体营业状态以当天开放情况为准"
津巴布韦国家艺廊,哈拉雷,"20 Julius Nyerere Way, Park Lane, Harare, Zimbabwe",09:00-17:00开放,+263 24 2704666,介绍->开放时间,巴布韦国家艺廊在央行附近，位于一个大公园的边上。主要展出当代津巴布韦以及非洲艺术，包括绘画、石雕和各类雕塑，花园的石雕确实是当地特色的艺术。附近的礼品店可以买到不错的雕刻和艺术商品。->全年 周六-周日 09:00-17:00 周二-周五 08:00-17:00 周一；具体营业状态以当天开放情况为准
