names,places,addresses,times,teles,titles,descs
Slave Lodge,开普敦,cnr Adderley and Wale Streets,09:00-17:00开放,021 467 7229,开放时间,全年 周一-周六 09:00-17:00；周一-五8:30-16:30、周六9:00-13:00
"Sandy Bay, Cape Town",开普敦,"Sandy Bay, Cape Town, South Africa",,,介绍,这是一处位于豪特湾的白沙海滩，是当地颇具人气的海滩之一。这里的沙滩细软、洁白，海水清澈见底，是一个非常适合游泳、冲浪和日光浴的好地方。
绿点公园及生物多样性花园,开普敦,"Bay Road,Cape Town Central,8051,South Africa",,,介绍,公园内有大量的座位，可以野餐的开阔场地，儿童游乐区，还有许多可供散步和探索的区域。
Gold of Africa Museum,开普敦,"96 Strand St, Cape Town City Centre, Cape Town, 8000, South Africa",,,介绍,Gold of Africa Museum位于开普敦，博物馆的展品以黄金材质为主，非常精美，通过这些藏品，人们可以更好地了解黄金的历史。
罗本岛与罗本岛博物馆,开普敦,Robben Island，Cape Town,9:00-16:00开放,(27-21)4095100,介绍->开放时间,这是一座历史博物馆，它曾经是囚犯居住的地方，馆内收藏了大量的历史文物，是了解历史的好地方。->全年 9:00-16:00
Noorul Islam Heritage Museum,开普敦,"Amlay House, King George Way, Simon's Town 7975, South Africa",,,介绍,该博物馆共有四个房间，主要展示西蒙镇的发展历史和种族制度，是了解历史的好地方。
Bloubergstrand Beach,开普敦,"Bloubergstrand Beach, 2 Marine Dr, Table View, Cape Town, 7441, South Africa",,,开放时间,全年 全天开放
Warrior Toy Museum,开普敦,"St George's Street, Simon's Town 7975, South Africa",,,介绍,该博物馆位于西蒙镇，馆内展出了各种各样的玩具，包括人偶、铁路微缩模型、小汽车以及各种城市建筑微缩，丰富多样。
Arderne Gardens,开普敦,"222 Main Road, Claremont 7708, South Africa",08:00-18:00开放,+27 21 444 1692,开放时间,全年 08:00-18:00
马拉喀什老城,马拉喀什,"Marrakesh 40000, Morocco",,,介绍->开放时间,马拉喀什老城，又称麦地那，是马拉喀什的中心区域。古老的清真寺、巨大的传统市场都位于此，还有无数的餐厅、咖啡馆，你可以在这里花上一整天和当地人一起购物，也可以找个楼顶的咖啡馆，和所有的游客一样捧上一壶薄荷茶欣赏日落。->具体营业状态以当天开放情况为准
