names,places,addresses,times,teles,titles,descs
教堂广场,约翰内斯堡,"Church Square, Pretoria Central, Pretoria, 0001, South Africa",,,介绍->开放时间,教堂广场位于比勒陀利亚市中心，也是南非较有名的广场，为当地居民休闲、散步的好去处。->全年 全天开放
Kruger House Museum,约翰内斯堡,"Church St, Pretoria 0002",9:00-16:30开放,+27 12 326 9172,介绍->开放时间,这里参观后才明白其实只是一处纪念性的故居，纪念的是保罗·克鲁格(PaulKruger)，在南非人眼中，这可是位大名鼎鼎的人物。门口的铭牌上记录着他的生平。克鲁格生于1825年，他随家人来到德兰士瓦（Transvaal），在拉斯顿伯格安顿下来，并以办农场为生。->全年 9:00-16:30
Wonder Caves,约翰内斯堡,"520 Kromdraai Rd, Kromdraai, 1739, South Africa",08:00-18:00开放,+27-11-9570106,介绍->开放时间,这是一个石灰岩洞穴，这里有壮观的钟乳石、石笋和石柱等自然景观。->全年 周二-周五 8:00-17:00 周六-周日 08:00-18:00 周一；公众假期8:00 - 18:00，具体营业状态以当天开放情况为准
City Sightseeing Johannesburg,约翰内斯堡,"约翰内斯堡, 南非",8:30-15:00开放,+27 10 009 0095,开放时间,全年 周一-周三 9:00-15:00 周四-周日 8:30-15:00
Wits Art Museum,约翰内斯堡,"Wits Art Museum Cnr Jorissen and, Bertha St, Braamfontein, Johannesburg, 2001, South Africa",10:00-16:00开放,+27 11 717 1365,开放时间,全年 周二-周六 10:00-16:00
音乐喷泉公园,约翰内斯堡,"Christian de Witt Ave, Groenkloof 358-Jr, Pretoria, 0027, South Africa",,+27 12 358 1718,介绍->开放时间,晚上，音乐喷泉公园内无数喷泉水柱随着音乐的节奏，或起或落，忽高忽低，配合着五彩灯光的变化，左摇右摆，就象无数仙女在闻声起舞。->夏季每天晚上19:30-21:00，冬季每晚18:30-20:00开放供人观赏。
City Hall,约翰内斯堡,"Paul Kruger St, Pretoria",,+27 12 358 9999,介绍->开放时间,"市政厅是一座
很具特色的欧式建筑。巨型圆顶钟塔有独特的共32个钟的钟琴，还有拥有六千八百枝风管的巨大管风琴。市政厅前有纪念比勒陀利亚创始人比勒陀利乌斯父子(AndriesPretorius&M.W.Pretorius)的雕像。->具体营业状态以当天开放情况为准"
National Zoological Gardens of...,约翰内斯堡,"232 Boom St, Daspoort 319-Jr, Pretoria, 0001",8:30-17:30开放,+27 12 339 2700,介绍->开放时间,普勒多利亚动物园位于布姆街，是世界上较大的动物园，园内的动物超过3500种。游客可乘缆车上达岛笼兽上方的瞭望台。动物园前方有一片街头市场，贩卖木刻、篮筐、石刻。->全年 8:30-17:30
Nhongo Safaris,约翰内斯堡,"克鲁格国家公园, 南非",,+27 60 379 5216,开放时间,"周一 - 周五上午8:00 - 下午4:00days: 周一 - 周五, times: 上午8:00 - 下午4:00,"
Hector Pieterson博物馆,约翰内斯堡,"8287 Khumalo St, Soweto, South Africa",周日10:00-16:30,+27 11 536 2253,介绍->开放时间,"在南非，除了曼德拉是家喻户晓的英雄外，还有一个叫Hector Pieterson的孩子。
在1976年6月11日，白人政府强逼黑人学生学习南非荷兰语，引起许多学生不满并举行示威，政府开枪射击学生，而Hector是第一个被杀害的孩子。这座博物馆就是以其名字命名，2002年对外开放，为纪念这场暴乱而建。博物馆距离曼德拉故居很近，里面信息很全，值得一看。->周一-周六：10:00-17:00；周日10:00-16:30"
