names,places,addresses,times,teles,titles,descs
皇家山高地区,蒙特利尔,"Le Plateau-Mont-Royal, 蒙特利尔, QC, 加拿大",,+1-514-5223797,介绍->开放时间,皇家山高地区是蒙特利尔非常漂亮的区域，是法裔的一大聚集地。法式风情，也是意味着时尚，浪漫和惬意，和小伙伴们或者是爱人一起来，是非常美好的。在这里你会看到许多颇具法式情调的咖啡馆，走进去点一杯咖啡佐一块小蛋糕会是非常美好的下午茶。这个区域还有蒙特利尔古老和经典的许多建筑，记得留心那些漂亮的户外锻铁楼梯，这可是蒙特利尔的建筑特色之一哦！->具体开放时间以景区当日实际情况为准。
雅克·卡迪亚广场,蒙特利尔,"Between rue Notre-Dame and rue de la Commune, Montreal, Quebec, Canada",,+1-514-8663471,介绍->开放时间,"雅克·卡迪尔广场是到蒙城绝对不可错过这个有趣的地方。这以前是一个花园，从1804年改为公众市集，是蒙城老城的中心。广场上有一座1809年建造的纪念碑，纪念英国尼尔森将军在特拉法加击溃法国拿破仑海军的英雄战绩。
在夏天有许多街头艺术家、变魔术的、杂耍的在此表演，两旁是咖啡座、餐厅、工艺品店，当然吸引人潮聚集。->具体营业状态以当天开放情况为准"
蒙特利尔现代艺术博物馆,蒙特利尔,"1 Place Ville Marie, Montreal, Quebec H3B 3Y1",今日11:00开放,+1-514-8476226,介绍->开放时间,蒙特利尔现代艺术博物馆由魁北克政府建于1964年，原本属于魁北克省政府文化局，1983年独立出来。设馆宗旨在于推广与保存魁北克当代艺术家的美术作品与其它艺术，永久馆藏有6000多件作品，并展出其它加拿大与国际当代艺术家的作品。这间美术馆也是加拿大唯一一间同时设计给视觉艺术与表演艺术使用的文化机构，提供当代音乐、舞蹈一年一届的蒙特利尔国际电影节就在此地举办。、实验剧场等的表演场地。->全年 周日 11:00-17:30 周二-周五 11:30-19:00 周六 11:00-18:00 周一；具体营业状态以当天开放情况为准
蒙特利尔加拿大广场,蒙特利尔,"1010 Rue De La Gauchetière O, 蒙特利尔, QC H3B 2N2",今日06:00开放,+1-514-8791010,介绍->开放时间,"加拿大广场（Place du Canada）是蒙特利尔市中心的一个广场，在1967年之前是自治领广场（Dominion Square）的一部分。
加拿大广场面积14000平方米，稍大于毗邻的多切斯特广场，由于向Gauchetière街的下坡，地形较为多样化。它每天24小时开放，北到勒莱韦斯克大道（René Lévesque Boulevard），东到Peel街，西到座堂街，南到Gauchetière街。
加拿大广场(Canada Place),它作为温哥华的象征而为人熟知，是1986年温哥华万国博览会的加拿大馆。整个建筑以巨形帐幕来做外墙，内有议会中心、码头、商店、酒店及一间五星级的饭店The Pan Pacific Hotel。此外，还有一个银幕宽大的CN IMAX剧场。这个剧场利用超高速摄影，使播放的影片更具身临其境感。
专为加拿大1986年博览会所设计的，这栋令人赞叹不巳的复合式建筑相似于小型舰艇所组成的航行船,如今是国际会议场。->全年 06:00-00:00；具体营业状态以当天开放情况为准"
激流岛公园,蒙特利尔,"Corner 7th Avenue and boul. LaSalle, Montreal Quebec, Canada, H4H 1R3",今日07:00开放,+1-514-8720311,介绍->开放时间,这个公园在蒙特利尔岛东南端，原本细小缓慢的水流因为礁石的变多变得湍急起来，所以这个小岛就被称为激流岛。而不远的Lachine运河就是当年为躲避激流河段顺利通航而修建的。->全年 07:00-21:00；具体营业状态以当天开放情况为准
勃斯古圣母圣心礼拜堂,蒙特利尔,"400 rue Saint Paul East, 蒙特利尔, QC H2Y 加拿大",今日10:00开放,+1-514-2828670,介绍->开放时间,"蒙特利尔至今仍然是北美处在内陆较深处的海港，老港附近的勃斯古圣母圣心礼拜堂    塔上有座圣母玛利亚面对着圣劳伦斯河张开双臂的雕像，以祈求往来水手们航海的平安，也是在海上工作的水手们信仰支柱，所以这里也称做水手教堂。


这座教堂是在1678年由玛格丽特修女发起建立。300多年的岁月里，已经成为蒙城颇有纪念价值的教堂之一。在教堂里摆着一艘大船的模型，是水手们为答谢而赠与教堂的。->2023年5月15日-2023年10月15日 10:00-18:00；2023年10月16日-次年2023年5月14日 周一 周二-周日 11:00-17:00；12 月 25 日和 1 月 1 日：教堂开放，上午 10 点至下午 3 点；12 月 26 日至 31 日 1 月 2 日：教堂和博物馆关闭；具体营业状态以当天开放情况为准"
兵器广场,蒙特利尔,距离杰克卡地埃广场直线距离大约五百米。,,+1-800-9717678,介绍->开放时间,"兵器广场虽然占地面积不大，但被称为蒙特利尔老城的心脏，因为它是昔日蒙特利尔发展并走向兴盛繁荣的中心。


1693年兵器广场起初建立时，被称为皮草广场，因为蒙特利尔早年就是以做皮草生意而闻名的，之后在1721年被改名为兵器广场，因为这里主要进行兵器交易。在1781年到1813年间，这里是一个干草和木材交易的市场，兵器广场在几百年的时间里几经变革，直到1960年发展成为我们现在所看到的样子。->全年 全天开放"
勃斯古集市,蒙特利尔,"350 St-Paul St E | (Near Place Jacques-Cartier), Montreal, Quebec H2Y 1H2, Canada",今日10:00开放,+1 514-872-5547,介绍->开放时间,"勃斯古市场位于雄峙圣劳伦河边，建于1847年。这里曾经是蒙特利尔主要的农产品交易市场，与附近的商船码头、客栈餐馆、钱庄当铺等形成了一个活跃的港口地区。现在这里主要是一些经营魁北克本地出产的小手工艺品、时装、珠宝饰物、古董家具等的小商店。->全年 周四-周六 10:00-19:00 周一-周三,周日 10:00-18:00"
蒙特利尔奥林匹克体育馆,蒙特利尔,"4141 Pierre-de Coubertin Ave, 蒙特利尔, QC H1V 3N7, 加拿大",今日07:00开放,+1 514-252-4141,介绍->开放时间,"蒙特利尔的奥林匹克体育馆(OlympicStadium)是1976年奥运会的举办地点，这座设计独特的体育馆以及旁边倾斜的塔楼己成为当今蒙特利尔的一个象征。


体育馆可容纳八万人，尽管其竣工是在奥运会结束14年之后，中间又因技术问题在1998年将屋顶全部更换，但屡经波折之后的体育馆现在以其广大宽敞的活动空间，现代化的设计建筑，崭新的设备以及声名远播的名气让参观过奥林匹克体育馆的游客流连忘返。


体育馆内照明较佳且音响效果出类拔萃，另外这里也显示出蒙特利尔法语城市的突出特征：记分牌及场内广播都使用英法两种语言。体育馆内除看台外，还有棒球酒吧、以美国职业棒球队联盟的知名投手为画面的击球机器，以及可制作自己的棒球卡的服务区，各类娱乐设施非常有趣和齐全。除了大型棒球比赛与足球比赛外，蒙特利尔博览会及许多音乐会也在此体育馆举办。->全年 07:00-23:00"
蒙特利尔钟楼,蒙特利尔,"Rue Quai de l'Horloge, Montreal, QC H2L 5C1",今日06:00开放,+1-514-4967678,介绍->开放时间,"蒙特利尔钟楼(Tour de l'Horloge)坐落在加拿大蒙特利尔市Quai de l'Horloge(也曾被称为维多利亚角)，是蒙特利尔老港口的一部分。
这座钟楼也叫做水手纪念钟楼(The Sailors' Memorial Clock),曾被用以纪念第一次世界大战阵亡的加拿大水手。现在这座面向圣劳伦斯河的钟楼成为观赏城市和圣劳伦斯河的绝佳景点之一。->全年 06:00-22:00"
