names,places,addresses,times,teles,titles,descs
Madagascar by Car - Location V...,塔那那利佛,"安塔那那利佛, 马达加斯加",,+261 34 07 748 64,开放时间,暂无
Andohalo,塔那那利佛,"Ortana, Antananarivo, Madagascar",9:00-17:00开放,+261 34 02 270 51,开放时间,全年 周一-周六 9:00-17:00
Green Island Discovery,塔那那利佛,"安塔那那利佛, 马达加斯加",,+261 34 69 197 91,开放时间,"全年 周一-周五 08:00-18:00 周六 08:00-12:00；周一 - 周五上午8:00 - 下午5:00days: 周一 - 周五, times: 上午8:00 - 下午5:00,days: 周六, times: 上午8:00 - 下午12:00,"
Antananarivo Flower Market,塔那那利佛,"Rue Dok Rd, Antananarivo 101, Madagascar",,,介绍,在Antananarivo Flower Market可以购买到玫瑰、盆栽植物或优雅美丽的兰花。交通便利，价格实惠。
Anjely Mainty,塔那那利佛,"Antananarivo, Madagascar",,,景点介绍,
Madagascar Decouverte,塔那那利佛,"安塔那那利佛, 马达加斯加",,+261 20 22 371 71,开放时间,暂无
阿钦安阿纳雨林,塔那那利佛,"Fenoarivo Atsinanana, Madagascar",,,景点介绍,
Parc Soavinandriamanitra,塔那那利佛,"25 Km North of Tana, Antananarivo 101, Madagascar",,,景点介绍,
Reserve Peyrieras Madagascar E...,塔那那利佛,"N2, Marozevo, Madagascar",7:00-17:00开放,+261 32 04 108 87,开放时间,全年 7:00-17:00
拉努马法纳国家公园,塔那那利佛,马达加斯加岛,00:00-23:59开放,+261 20 75 523 02,介绍->开放时间,"Ranomafana该国家公园在2007年入选了世界自然遗产，是马达加斯加二大热带雨林之一，因为方便的交通和较为完善的基础设施，是马达加斯加生态游推荐的国家公园之一。
这里有丰富的动植物资源包括12种狐猴，62种爬行动物，98种两栖动物，90种蝴蝶和115种鸟类。可以体验到与野生动物接触的乐趣。->全年 00:00-23:59"
