names,places,addresses,times,teles,titles,descs
Run Africa,亚的斯亚贝巴,"亚的斯亚贝巴, 埃塞俄比亚",7:00-18:30开放,+251 93 848 3495,开放时间,全年 7:00-18:30
Menelik palace,亚的斯亚贝巴,"Entot Mountain, Addis Ababa 1000, Ethiopia",,,景点介绍,
Yekatit 12 Martyrs Square,亚的斯亚贝巴,"Addis Ababa, Ethiopia",6:00-18:00开放,,开放时间,全年 6:00-18:00
Menelik II Square,亚的斯亚贝巴,"Addis Ababa, Ethiopia",,,景点介绍,
Ethio Cycling Adventures,亚的斯亚贝巴,"亚的斯亚贝巴, 埃塞俄比亚",,,景点介绍,
Ethiopian Quadrants,亚的斯亚贝巴,"亚的斯亚贝巴, 埃塞俄比亚",,,景点介绍,
Zersi Ethiopia,亚的斯亚贝巴,"亚的斯亚贝巴, 埃塞俄比亚",,+251 93 003 4269,开放时间,"周日 - 周六上午12:00 - 下午11:59days: 周日 - 周六, times: 上午12:00 - 下午11:59,"
Cachoeira do Gaviao,亚的斯亚贝巴,"Santana do Riacho, State of Minas Gerais 35845-000, Brazil",,,景点介绍,
Anwar Mosque,亚的斯亚贝巴,"2PMR+7CM, Kenya St, Addis Ababa, Ethiopia",,,开放时间,全年 全天开放
Chebera-Churchura National Par...,亚的斯亚贝巴,"The park found within the western side of the central Omo-Gibe basin, in between Dawro zone and Konta Special Woreda of the Southern Nations, Nationalities and Peoples Regional State of Ethiopia., Addis Ababa 0386, Ethiopia",,,介绍,该公园位于埃塞俄比亚，其地形多样包括山脉、河流、森林和草原等，同时拥有丰富的野生动植物资源，包括狮子、象、水牛、豹子、黑犀牛、鬣狗、羚羊等，游客可以在这里享受自然之美，感受非洲大陆的神秘和魅力。
